a,winding,opt,cell,gamma,crossed,step,s_cross,placed_in_warmup,w1,b1,b2,seed,w1_end,b1_end,b2_end,steps_run
1.3,-1,sgd,2,3.743013912668677e-05,True,19300,5.103384315809643,False,-0.8308536072645767,-2.450617722082153,15.404655901671076,860007,-0.8082366256625546,-2.4745682252368084,18.82877146337014,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,20325,5.302984650149279,False,-0.840287482911284,-2.4535187241245304,16.020185915777976,860008,-0.8220793387893831,-2.4721395778247524,18.81395483731013,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,21510,5.543491397746613,False,-0.8340409190326212,-2.451584100062562,16.719720933133626,860009,-0.8205728345579333,-2.465764709405549,18.760876723309224,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,19954,5.2298532686457,False,-0.8281313679649294,-2.4497949110789885,15.81871785461133,860010,-0.8087191874395668,-2.4706510911921145,18.840410347024,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,16844,4.655156310830243,False,-0.847128522818336,-2.4557401773580865,13.99304992358329,860011,-0.8128531304506412,-2.490414675606921,18.819997791382843,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,21059,5.450697192430211,False,-0.8379527486028607,-2.4527903325328895,16.514378077443038,860012,-0.8231415776005678,-2.4682608331216565,18.843186833300326,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,23996,6.084081951593923,False,-0.8087620949204022,-2.4442385270666076,18.45412613649247,860013,-0.8067612716531741,-2.4464544294061987,18.796055026104327,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,19637,5.168165902654231,False,-0.8325178367314121,-2.451118519066333,15.566087372813113,860014,-0.8108701543534531,-2.4737843445871373,18.78362781488752,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,16603,4.613352544400729,False,-0.8354469390908996,-2.45201416989406,13.87411601967338,860015,-0.8009169155632502,-2.488195092221307,18.83635687086643,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,14915,4.330888645718129,False,-0.8502787263510709,-2.465002000591062,13.039546500114527,860016,-0.8074612479378845,-2.508139513203172,18.884112698025834,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,18414,4.9369158171816085,False,-0.8343344643961745,-2.451674746417898,14.928674337283335,860017,-0.8083670706304245,-2.4796632998701313,18.871083912690082,28470
1.3,-1,sgd,2,3.743013912668677e-05,True,20637,5.365277007014531,False,-0.8311991219479344,-2.4507189384078782,16.248598296616624,860018,-0.8149769319359746,-2.467892803958745,18.846460123723247,28470
