a,winding,opt,cell,gamma,seed,s_cross,w2_own,winding_k,b1_offset,mirror,chi,kappa_k,pred_r,init_winding,obs_r,winding_b,s_branch,branch_over_own,obs_r_branch
1.3,-1,adam,2,0.0010004008158146,860035,5.4022442082789945,4.790625,-1,0.00126277838398,False,0.0001703426329975,7.581704284662254,0.0012914874704584,-1,0.1276700239069002,-1,5.398022434508462,1.126788766498831,0.0007820963735800657
1.3,-1,adam,2,0.0010004008158146,860036,5.2268104447557855,5.228125,-1,0.0005651554044128,False,0.0001654711809725,7.593513629817597,0.0012565076680567,-1,-0.0002514391381642,-1,5.226069651668261,0.9996068670256089,0.00014174956265411431
1.3,-1,adam,2,0.0010004008158146,860037,5.550151825819253,5.540625,-1,0.0030990236840189,False,0.0002595875681008,7.602762919320418,0.0019735827370737,-1,0.0017194496684493,-1,5.539018436404993,0.9997100392834729,0.0020099932040460455
1.3,-1,adam,2,0.0010004008158146,860038,5.295230157424253,5.296875,-1,-0.0004727737282745,False,0.0001809076848334,7.593010772118594,0.0013736339996992,-1,-0.0003105307517633,-1,5.2939509204526,0.9994479613833818,0.00024164126016179566
1.3,-1,adam,2,0.0010004008158146,860039,5.386055285008914,5.378125,-1,-0.0099873833645283,False,0.0001994401669019,7.600794711140669,0.0015159037657769,-1,0.0014745445687696,-1,5.376380316683799,0.9996755963618918,0.0017995319815995447
1.3,-1,adam,3,0.0012904717735755,860000,4.5626124936279595,6.059375,-1,-0.0130869411676837,False,0.000240709793752,7.594019173030915,0.0018279547888894,-1,-0.2470159886740861,-1,4.561271205028657,0.75276265374377,0.00029406026061851165
1.3,-1,adam,3,0.0012904717735755,860001,5.231433763886828,5.284375,-1,-0.0051114823240165,False,0.0002663987673504,7.602634352017661,0.0020253324199933,-1,-0.0100184479930308,-1,5.284926053959541,1.0001042798740705,-0.010121672380380198
1.3,-1,adam,3,0.0012904717735755,860002,4.434899681266452,5.371875,-1,0.0018077508084815,False,0.0003105503225693,7.598761916048472,0.0023597979641566,-1,-0.1744223979026966,-1,4.436461122882362,0.8258682718571004,-0.00035195656462672087
1.3,-1,adam,3,0.0012904717735755,860003,6.163071651487006,6.146875,-1,0.0033051219435051,False,0.0004109593817516,7.608243853988886,0.0031266791904508,-1,0.0026349407604686,-1,6.145854564329206,0.9998339911465919,0.0028014146735146905
1.3,-1,adam,3,0.0012904717735755,860004,4.2664873008749105,5.659375,-1,-0.0023867157322747,False,0.0002409402550774,7.602910089109888,0.0018318470962013,-1,-0.2461204106681549,-1,4.262572782994976,0.7531879020200952,0.0009183462850301805
1.3,-1,adam,3,0.0012904717735755,860005,5.652589106632255,5.646875,-1,0.0045984099645703,False,0.0002841194549074,7.603311491243496,0.0021602487163834,-1,0.00101190598911,-1,5.644042373794404,0.9994983727804148,0.0015142928191917981
1.3,-1,adam,3,0.0012904717735755,860006,5.845463879621653,5.834375,-1,0.0044408437548391,False,0.0003197007824143,7.604502227696678,0.0024311653120662,-1,0.0019006113973911,-1,5.8335610818840955,0.9998604960915429,0.002040399949615912
1.3,-1,adam,3,0.0012904717735755,860007,5.071892693036837,5.071875,-1,0.0001525178519203,False,0.0002322980379875,7.600152486171188,0.0017655005109439,-1,3.4884607440499593e-06,-1,5.070746928386485,0.9997775829227818,0.00022595579438955404
1.3,-1,adam,3,0.0012904717735755,860008,5.238189139367655,5.265625,-1,-0.0025756276651538,False,0.0002650020196085,7.604456421887745,0.0020151963098256,-1,-0.0052103711586648,-1,5.265314680056628,0.9999410668356801,-0.005151741602779314
1.3,-1,adam,3,0.0012904717735755,860009,5.515678787998894,5.503125,-1,-0.0002000039263929,False,0.0003398139711872,7.6061057147436975,0.0025846609881973,-1,0.0022812107664089,-1,5.504604859446335,1.0002689125626503,0.0020117572169700004
1.3,-1,adam,3,0.0012904717735755,860010,5.204499269671315,4.684375,-1,0.0015787200695402,False,0.0002657519019323,7.600604485605835,0.0020198750978853,-1,0.1110338667743966,-1,5.19789872756701,1.1096248117554657,0.0012698481540818207
1.3,-1,adam,3,0.0012904717735755,860011,4.60995985593675,4.621875,-1,-0.004775484651466,False,0.0002365364969419,7.600703149568814,0.001797843697295,-1,-0.0025779892496552,-1,4.624568261784122,1.0005827206023794,-0.003158869113921714
1.3,-1,adam,3,0.0012904717735755,860012,5.423918867130996,4.965625,-1,-0.00141841711247,False,0.0002864725370565,7.604174354230983,0.0021783871194768,-1,0.0922932897935295,-1,5.415034799527506,1.0905041761163008,0.001640629826472173
1.3,-1,adam,3,0.0012904717735755,860013,6.052725661532728,6.046875,-1,0.0070039396792225,False,0.0003061213844136,7.603093837890502,0.0023274696114818,-1,0.0009675512612263,-1,6.044290816943877,0.9995726415617782,0.001395506080747344
1.3,-1,adam,3,0.0012904717735755,860014,5.1444025993374405,5.134375,-1,0.0001501998114044,False,0.000278450824815,7.602141832451915,0.0021168226636074,-1,0.0019530321290206,-1,5.13303408802393,0.99973883637715,0.00221477417031668
1.3,-1,adam,3,0.0012904717735755,860015,4.592147288892698,4.584375,-1,-0.0010552095794498,False,0.0002388190792486,7.592684177397558,0.001813277844272,-1,0.0016953868068598,-1,4.583356896719108,0.9997779188480673,0.001917893886876243
1.3,-1,adam,3,0.0012904717735755,860016,4.299650211198452,6.140625,-1,-0.0139052593877941,False,0.000192751747035,7.59017089144414,0.0014630186996201,-1,-0.299802510135621,-1,4.307454773315346,0.7014684618121683,-0.0018118732587147912
1.3,-1,adam,3,0.0012904717735755,860017,4.910875649057953,5.278125,-1,-0.0002985459665678,False,0.0002505082139522,7.600450736159587,0.0019039753391472,-1,-0.0695795099475755,-1,4.905832102594112,0.9294649335879904,0.0010280715602097867
1.3,-1,adam,3,0.0012904717735755,860018,5.333685482416003,4.878125,-1,5.860297454418628e-06,False,0.0002455127780552,7.596451146073048,0.0018650258242331,-1,0.0933884397009103,-1,5.330965438936095,1.0928308395000323,0.000510234686580624
1.3,-1,adam,3,0.0012904717735755,860019,5.347469203395814,5.328125,-1,0.0020518096824861,False,0.0003494586185663,7.603288700981877,0.0026570347660062,-1,0.0036305836285399,-1,5.330962216920211,1.0005324981903037,0.0030964365913550562
1.3,-1,adam,3,0.0012904717735755,860020,5.32680695108166,5.321875,-1,-0.0112563938173533,False,0.0002397875609011,7.598373198044637,0.0018219953759757,-1,0.0009267318532772,-1,5.32234010241274,1.0000873944639324,0.0008392640423138253
1.3,-1,adam,3,0.0012904717735755,860021,4.057075700766668,6.215625,-1,-0.0033949407038571,False,0.0004860999575788,7.608500212147549,0.0036984916303632,-1,-0.34727791641763,-1,4.052098341352384,0.6519213017761502,0.0012283412185458698
1.3,-1,adam,3,0.0012904717735755,860022,5.537073658856438,5.521875,-1,0.0010168894640738,False,0.0004030752990599,7.6072988546608045,0.0030663142608807,-1,0.0027524452937524,-1,5.524782266513483,1.000526499877937,0.0022247740725376275
1.3,-1,adam,3,0.0012904717735755,860023,4.663813191161779,5.246875,-1,0.0018599356617734,False,0.000220690821806,7.594465727997561,0.0016760288826893,-1,-0.1111255383134192,-1,4.657926937194966,0.8877526026815896,0.0012637068048040323
1.3,-1,adam,3,0.0012904717735755,860024,5.1643573199588655,5.159375,-1,-0.0044736200127477,False,0.000271678530083,7.603194682992706,0.0020656247554107,-1,0.0009656828509005,-1,5.158302323567154,0.999792091787698,0.0011738351131624913
1.3,-1,adam,3,0.0012904717735755,860025,5.718622387953953,5.703125,-1,0.0064125587979777,False,0.0003966823432337,7.603828339456684,0.003016304443243,-1,0.0027173502165835,-1,5.7034259779714045,1.0000527742196434,0.0026644353834419654
1.3,-1,adam,3,0.0012904717735755,860026,5.1643573199588655,5.103125,-1,-4.982774602968476e-05,False,0.0002659200376574,7.602447496428639,0.0020216431245388,-1,0.0119989849276405,-1,5.1576487268804545,1.010684380037811,0.0013007076351376767
1.3,-1,adam,3,0.0012904717735755,860027,5.733400892544132,5.728125,-1,0.0030851994112301,False,0.0003108763494186,7.60274380584257,0.0023635132399259,-1,0.0009210505259804,-1,5.725640202317312,0.9995662109882922,0.0013554275072471533
1.3,-1,adam,3,0.0012904717735755,860028,5.098140917375799,5.084375,-1,0.0002731345102988,False,0.0002934650965483,7.601294314760573,0.0022307145699739,-1,0.0027074945053815,-1,5.087450897678229,1.0006049706558289,0.002101252653357033
1.3,-1,adam,3,0.0012904717735755,860029,5.501461487340152,5.484375,-1,-0.0035020989931791,False,0.0003697312452422,7.608561496865355,0.0028131229167385,-1,0.0031154848711387,-1,5.483220611605762,0.9997895132272614,0.003326671864302133
1.3,-1,adam,3,0.0012904717735755,860030,4.981083588128898,4.903125,-1,0.0036059082016501,False,0.0002455741922268,7.597231691576517,0.0018656840358191,-1,0.0158997757815471,-1,4.972906791787421,1.0142321053996013,0.0016442689726221538
1.3,-1,adam,3,0.0012904717735755,860031,5.837925338664877,5.834375,-1,0.002187582134927,False,0.0003066047177914,7.6028105558988015,0.0023310575849129,-1,0.0006085208209751,-1,5.8322620067214395,0.9996378372527374,0.0009710352410283729
1.3,-1,adam,3,0.0012904717735755,860032,5.40993808829188,5.403125,-1,0.0039063315189595,False,0.000285589385914,7.598267480049452,0.0021699845436381,-1,0.0012609532986707,-1,5.401335507139681,0.9996688040975696,0.0015926766890943522
1.3,-1,adam,3,0.0012904717735755,860033,4.767258563472523,4.759375,-1,-0.0015852235217295,False,0.0002427320857414,7.592841904315934,0.0018430263521399,-1,0.0016564283067677,-1,4.761023807791217,1.0003464336790475,0.0013095409586281193
1.3,-1,adam,3,0.0012904717735755,860034,4.361119814916092,5.296875,-1,-0.003412795893146,False,0.0002070325757981,7.5967843898050145,0.0015727818400042,-1,-0.1766617458565489,-1,4.391500972662051,0.8290739299420982,-0.006918171699172415
1.3,-1,adam,3,0.0012904717735755,860035,5.402961218587084,4.790625,-1,0.0012852594369752,False,0.0002772094755592,7.602726442778598,0.0021075478100232,-1,0.1278196933776039,-1,5.398022434508462,1.126788766498831,0.0009149247041007058
1.3,-1,adam,3,0.0012904717735755,860036,5.204499269671315,5.228125,-1,0.0005649296337919,False,0.0002741514472529,7.596785933046,0.0020826698580156,-1,-0.0045189681441598,-1,5.226069651668261,0.9996068670256089,-0.004127457809533941
1.3,-1,adam,3,0.0012904717735755,860037,5.515678787998894,5.540625,-1,0.0028620815116111,False,0.000441954346251,7.6067355401284225,0.0033618298327424,-1,-0.0045024184096751,-1,5.539018436404993,0.9997100392834729,-0.00421367949467355
1.3,-1,adam,3,0.0012904717735755,860038,5.278904975238296,5.296875,-1,-0.0006117960628095,False,0.0002980186602664,7.599466410443912,0.0022647827983805,-1,-0.0033925710464574,-1,5.2939509204526,0.9994479613833818,-0.002842101379552986
1.3,-1,adam,3,0.0012904717735755,860039,5.3890344605134795,5.378125,-1,-0.0099515958572968,False,0.0003312226048939,7.608121254626829,0.0025199817403062,-1,0.0020284877189502,-1,5.376380316683799,0.9996755963618918,0.002353654891268153
1.3,-1,adam,4,0.0015397163177059,860000,4.573639695912047,6.059375,-1,-0.0133348017521539,False,0.0003296935454572,7.604763409331624,0.0025072414107861,-1,-0.2451961306385481,-1,4.561271205028657,0.75276265374377,0.002711632421627197
1.3,-1,adam,4,0.0015397163177059,860001,5.302201368062759,5.284375,-1,-0.0046270839236317,False,0.0004120327746742,7.606001179344906,0.0031339217701011,-1,0.0033734108693572,-1,5.284926053959541,1.0001042798740705,0.0032687901262637986
1.3,-1,adam,4,0.0015397163177059,860002,4.448622183585647,5.371875,-1,0.0021329216955869,False,0.0004314645185034,7.602395833211077,0.0032801640576491,-1,-0.1718678890358306,-1,4.436461122882362,0.8258682718571004,0.0027411624640554244
1.3,-1,adam,4,0.0015397163177059,860003,6.175278620597558,6.146875,-1,0.0030236536558687,False,0.0006763511357952,7.60905131865542,0.0051463905016966,-1,0.004620822873014,-1,6.145854564329206,0.9998339911465919,0.004787626514810572
1.3,-1,adam,4,0.0015397163177059,860004,4.267474012304863,5.659375,-1,-0.0022102881512235,False,0.0003441911426942,7.605038782776086,0.002617586988878,-1,-0.2459460607744029,-1,4.262572782994976,0.7531879020200952,0.0011498288849025595
1.3,-1,adam,4,0.0015397163177059,860005,5.665130262332992,5.646875,-1,0.0044218934503899,False,0.0004423941026682,7.604008377603991,0.0033639684628918,-1,0.0032328079394341,-1,5.644042373794404,0.9994983727804148,0.003736309393512105
1.3,-1,adam,4,0.0015397163177059,860006,5.851300423298747,5.834375,-1,0.0042486365822425,False,0.0005083283571465,7.608681276373522,0.0038677084532709,-1,0.002900983104231,-1,5.8335610818840955,0.9998604960915429,0.0030409112316900355
1.3,-1,adam,4,0.0015397163177059,860007,5.078469973430125,5.071875,-1,0.0005952563627289,False,0.0003506377233893,7.604080430136007,0.002666277450492,-1,0.0013003028328033,-1,5.070746928386485,0.9997775829227818,0.001523058664278043
1.3,-1,adam,4,0.0015397163177059,860008,5.285898710481366,5.265625,-1,-0.0024890130900638,False,0.000411967693711,7.605774071030067,0.0031333332029295,-1,0.003850200210111,-1,5.265314680056628,0.9999410668356801,0.0039093637656080205
1.3,-1,adam,4,0.0015397163177059,860009,5.52727223640726,5.503125,-1,-0.0002509935522923,False,0.0005277792474487,7.607523688980123,0.0040150931275184,-1,0.0043879134868387,-1,5.504604859446335,1.0002689125626503,0.004117893570875664
1.3,-1,adam,4,0.0015397163177059,860010,5.21315483625571,4.684375,-1,0.0014290129480549,False,0.0003951185116122,7.60442991897292,0.003004651031244,-1,0.1128816194808721,-1,5.19789872756701,1.1096248117554657,0.0029350530836220745
1.3,-1,adam,4,0.0015397163177059,860011,4.637459835778035,4.621875,-1,-0.0045588677338788,False,0.000340687392073,7.603530220973016,0.0025904268815318,-1,0.0033719725821306,-1,4.624568261784122,1.0005827206023794,0.002787627571733342
1.3,-1,adam,4,0.0015397163177059,860012,5.434445806620931,4.965625,-1,-0.0015673246506366,False,0.0004337040910059,7.60830832265021,0.0032997544451679,-1,0.0944132524346745,-1,5.415034799527506,1.0905041761163008,0.003584650480015217
1.3,-1,adam,4,0.0015397163177059,860013,6.071569405134975,6.046875,-1,0.0067758690634756,False,0.0005060290461624,7.606891262788262,0.0038493079299698,-1,0.0040838292729674,-1,6.044290816943877,0.9995726415617782,0.00451311642957819
1.3,-1,adam,4,0.0015397163177059,860014,5.149334467696961,5.134375,-1,0.000182162466876,False,0.0004143230997712,7.604879734389988,0.0031508773449403,-1,0.0029135907869917,-1,5.13303408802393,0.99973883637715,0.003175583756800382
1.3,-1,adam,4,0.0015397163177059,860015,4.594814886955703,4.584375,-1,-0.000796805543155,False,0.0003326079495167,7.602689675050067,0.0025287150236303,-1,0.002277275954891,-1,4.583356896719108,0.9997779188480673,0.002499912290224948
1.3,-1,adam,4,0.0015397163177059,860016,4.313717667637997,6.140625,-1,-0.01370760959965,False,0.0002727619387652,7.603305097772176,0.0020738922394919,-1,-0.2975116266441938,-1,4.307454773315346,0.7014684618121683,0.0014539663565245053
1.3,-1,adam,4,0.0015397163177059,860017,4.91688887110822,5.278125,-1,-0.0005000113654869,False,0.0003699271236647,7.602572205501947,0.0028123976684348,-1,-0.0684402375638659,-1,4.905832102594112,0.9294649335879904,0.0022538008400780907
1.3,-1,adam,4,0.0015397163177059,860018,5.343178327741727,4.878125,-1,0.0006825664476295,False,0.0003892157403549,7.604349944232139,0.0029597326934625,-1,0.0953344425863886,-1,5.330965438936095,1.0928308395000323,0.00229093378029277
1.3,-1,adam,4,0.0015397163177059,860019,5.351411643460065,5.328125,-1,0.0022213595182787,False,0.000517177520654,7.607743421578048,0.0039345538805436,-1,0.0043705137285752,-1,5.330962216920211,1.0005324981903037,0.0038359728896499856
1.3,-1,adam,4,0.0015397163177059,860020,5.334957679239486,5.321875,-1,-0.0116758655418411,False,0.0003693710777981,7.606005772252822,0.0028094385498357,-1,0.0024582838265623,-1,5.32234010241274,1.0000873944639324,0.0023706821781317444
1.3,-1,adam,4,0.0015397163177059,860021,4.068567126685627,6.215625,-1,-0.0021364847788118,False,0.0006660243929269,7.608557791738791,0.0050674850842922,-1,-0.3454291198896929,-1,4.052098341352384,0.6519213017761502,0.004064261018834836
1.3,-1,adam,4,0.0015397163177059,860022,5.552862587492597,5.521875,-1,0.0008269144781163,False,0.0006240947772482,7.608215182344262,0.0047482473594816,-1,0.0056117872086198,-1,5.524782266513483,1.000526499877937,0.005082611336434395
1.3,-1,adam,4,0.0015397163177059,860023,4.6661094601331765,5.246875,-1,0.0024442292598081,False,0.0003273661205549,7.596814792870521,0.0024869397873168,-1,-0.1106878932444214,-1,4.657926937194966,0.8877526026815896,0.0017566876957366695
1.3,-1,adam,4,0.0015397163177059,860024,5.1572690889675545,5.159375,-1,-0.0046180533024617,False,0.0004012172761294,7.606338339364245,0.0030517943498384,-1,-0.0004081717325151,-1,5.158302323567154,0.999792091787698,-0.00020030516530200604
1.3,-1,adam,4,0.0015397163177059,860025,5.735343355606213,5.703125,-1,0.0063480009061525,False,0.0006084588619549,7.608183970531398,0.0046292669602537,-1,0.0056492459145141,-1,5.7034259779714045,1.0000527742196434,0.0055961763610301585
1.3,-1,adam,4,0.0015397163177059,860026,5.16521593671423,5.103125,-1,-0.000148932902757,False,0.0003970979644024,7.604625480181638,0.0030197812982234,-1,0.0121672380579016,-1,5.1576487268804545,1.010684380037811,0.0014671820890663767
1.3,-1,adam,4,0.0015397163177059,860027,5.744180959313843,5.728125,-1,0.0028517921267914,False,0.0004807444954129,7.604395781410109,0.003655771412854,-1,0.0028030043537532,-1,5.725640202317312,0.9995662109882922,0.003238198060197206
1.3,-1,adam,4,0.0015397163177059,860028,5.101982444688623,5.084375,-1,0.0003044969218759,False,0.0004340198031925,7.604156254259808,0.0033003544009195,-1,0.0034630499694896,-1,5.087450897678229,1.0006049706558289,0.0028563513049386646
1.3,-1,adam,4,0.0015397163177059,860029,5.510277554316902,5.484375,-1,-0.0034995165234708,False,0.00056544607054,7.60976886110942,0.0043029139002324,-1,0.0047229728668996,-1,5.483220611605762,0.9997895132272614,0.0049344982862573605
1.3,-1,adam,4,0.0015397163177059,860030,4.977828330738405,4.903125,-1,0.0036325472975979,False,0.0003511872601774,7.604257275842633,0.0026705182783879,-1,0.015235860953658,-1,4.972906791787421,1.0142321053996013,0.000989670459762504
1.3,-1,adam,4,0.0015397163177059,860031,5.851300423298747,5.834375,-1,0.0021046955463805,False,0.0004863045393045,7.606850558885688,0.0036992459565976,-1,0.002900983104231,-1,5.8322620067214395,0.9996378372527374,0.0032643280695152654
1.3,-1,adam,4,0.0015397163177059,860032,5.4177365375872,5.403125,-1,0.0039796688130637,False,0.0004319901588383,7.604309570249575,0.0032849868991078,-1,0.0027042753197825,-1,5.401335507139681,0.9996688040975696,0.003036476890917017
1.3,-1,adam,4,0.0015397163177059,860033,4.731219914426697,4.759375,-1,-0.0017587420925018,False,0.0003337831677327,7.600188384494899,0.0025368149543425,-1,-0.0059157106916986,-1,4.761023807791217,1.0003464336790475,-0.00625997570433201
1.3,-1,adam,4,0.0015397163177059,860034,4.394161359717431,5.296875,-1,-0.0031906316765191,False,0.0002944582981815,7.60095422830865,0.0022381640466235,-1,-0.1704238140946442,-1,4.391500972662051,0.8290739299420982,0.0006058035901488346
1.3,-1,adam,4,0.0015397163177059,860035,5.4094011789258545,4.790625,-1,0.0012428396169115,False,0.0004176808622771,7.606757122056187,0.003177196873873,-1,0.1291639773361208,-1,5.398022434508462,1.126788766498831,0.002107946855620657
1.3,-1,adam,4,0.0015397163177059,860036,5.237290876026518,5.228125,-1,0.0005180826080186,False,0.0004052710877413,7.6053195464216685,0.003082216125199,-1,0.0017531860899495,-1,5.226069651668261,0.9996068670256089,0.0021471631849900863
1.3,-1,adam,4,0.0015397163177059,860037,5.569988609446237,5.540625,-1,0.0030958615543656,False,0.0006907778462866,7.608652937296788,0.0052558888891684,-1,0.0052996926242503,-1,5.539018436404993,0.9997100392834729,0.005591274590764028
1.3,-1,adam,4,0.0015397163177059,860038,5.310371542290112,5.296875,-1,-0.0005605665723464,False,0.0004423020604936,7.607107780453766,0.0033646394456923,-1,0.002548019783384,-1,5.2939509204526,0.9994479613833818,0.0031017706972069625
1.3,-1,adam,4,0.0015397163177059,860039,5.401078644476898,5.378125,-1,-0.0100802536200799,False,0.0005046152466396,7.609364906325743,0.0038398015489768,-1,0.0042679641095917,-1,5.376380316683799,0.9996755963618918,0.004593858011952001
1.3,-1,adam,5,0.0018371004988673,860000,4.577228996659942,6.059375,-1,-0.0131671320341411,False,0.0004979320720222,7.606532458395454,0.003787536467913,-1,-0.2446037756930472,-1,4.561271205028657,0.75276265374377,0.003498540409895501
1.3,-1,adam,5,0.0018371004988673,860001,5.3116309387629945,5.284375,-1,-0.0046308708251929,False,0.0006518262787421,7.609276324694394,0.0049599262706462,-1,0.0051578358392421,-1,5.284926053959541,1.0001042798740705,0.005053029035940071
1.3,-1,adam,5,0.0018371004988673,860002,4.452818582420343,5.371875,-1,0.0021708681364636,False,0.0006310079323293,7.6042171736524,0.0047983213557296,-1,-0.1710867094970857,-1,4.436461122882362,0.8258682718571004,0.0036870512520921217
1.3,-1,adam,5,0.0018371004988673,860003,6.220744385859058,6.146875,-1,0.0030372915802558,False,0.0012316207842171,7.608560293600337,0.0093708609955676,-1,0.0120173886501773,-1,6.145854564329206,0.9998339911465919,0.01218542039125281
1.3,-1,adam,5,0.0018371004988673,860004,4.2685917568225795,5.659375,-1,-0.0022959009657341,False,0.0005065939948034,7.606821198586242,0.0038535699387476,-1,-0.2457485576017529,-1,4.262572782994976,0.7531879020200952,0.0014120518602322996
1.3,-1,adam,5,0.0018371004988673,860005,5.66438003282464,5.646875,-1,0.0041288962843584,False,0.0007386466055681,7.608266262523909,0.0056198200490723,-1,0.0030999504725428,-1,5.644042373794404,0.9994983727804148,0.003603385248251323
1.3,-1,adam,5,0.0018371004988673,860006,5.876371386670885,5.834375,-1,0.004271106081692,False,0.0008674494012526,7.608080149658694,0.0065996245705038,-1,0.0071980951980092,-1,5.8335610818840955,0.9998604960915429,0.0073386228730398795
1.3,-1,adam,5,0.0018371004988673,860007,5.091872399652856,5.071875,-1,0.0006090028196545,False,0.0005577322821529,7.605227546375787,0.0042416809157323,-1,0.0039428021496696,-1,5.070746928386485,0.9997775829227818,0.00416614584887065
1.3,-1,adam,5,0.0018371004988673,860008,5.234137785670819,5.265625,-1,-0.0031634388144379,False,0.0006219179977074,7.60912388550841,0.0047322510911834,-1,-0.005979767706432,-1,5.265314680056628,0.9999410668356801,-0.005921183496192084
1.3,-1,adam,5,0.0018371004988673,860009,5.450014884951299,5.503125,-1,-0.0005799266015973,False,0.0008195258170032,7.608721669135758,0.0062355438422485,-1,-0.0096509010877819,-1,5.504604859446335,1.0002689125626503,-0.009917146805070831
1.3,-1,adam,5,0.0018371004988673,860010,5.148308552857462,4.684375,-1,0.0006126386697609,False,0.0005994671532878,7.608756685833627,0.0045611997105167,-1,0.099038516954228,-1,5.19789872756701,1.1096248117554657,-0.009540427258912576
1.3,-1,adam,5,0.0018371004988673,860011,4.636470904647456,4.621875,-1,-0.0044028389238057,False,0.0005017987433127,7.605621717856502,0.0038164914201326,-1,0.0031580050623298,-1,4.624568261784122,1.0005827206023794,0.002573784662601497
1.3,-1,adam,5,0.0018371004988673,860012,5.440011850989963,4.965625,-1,-0.0014457100380145,False,0.00069180288858,7.609080474970096,0.0052639838520222,-1,0.0955341676002443,-1,5.415034799527506,1.0905041761163008,0.004612537571252018
1.3,-1,adam,5,0.0018371004988673,860013,6.0851073607178225,6.046875,-1,0.0070617898962623,False,0.0009099612011795,7.608015826350885,0.0069229992199395,-1,0.0063226643047562,-1,6.044290816943877,0.9995726415617782,0.00675290865547451
1.3,-1,adam,5,0.0018371004988673,860014,5.157775206002399,5.134375,-1,0.0001596444272209,False,0.0006485607991824,7.6080571390149885,0.0049342876183055,-1,0.0045575568598708,-1,5.13303408802393,0.99973883637715,0.004819979285973108
1.3,-1,adam,5,0.0018371004988673,860015,4.594077589610528,4.584375,-1,-0.0006170920209918,False,0.0004980833573252,7.605131733602305,0.0037879895467736,-1,0.0021164476314716,-1,4.583356896719108,0.9997779188480673,0.00233904824193254
1.3,-1,adam,5,0.0018371004988673,860016,4.315903016698687,6.140625,-1,-0.0137459527012744,False,0.0004045868287012,7.6074523064983,0.0030778750031825,-1,-0.2971557428276946,-1,4.307454773315346,0.7014684618121683,0.0019613075070870067
1.3,-1,adam,5,0.0018371004988673,860017,4.926248831938822,5.278125,-1,-0.0004554979611928,False,0.0005599108400195,7.607604309300523,0.0042595801193567,-1,-0.0666668879689621,-1,4.905832102594112,0.9294649335879904,0.0041617260676152235
1.3,-1,adam,5,0.0018371004988673,860018,5.331182835261131,4.878125,-1,0.000324554719473,False,0.0006289192029506,7.607966654553086,0.0047847963244566,-1,0.0928754050503279,-1,5.330965438936095,1.0928308395000323,4.077991641948664e-05
1.3,-1,adam,5,0.0018371004988673,860019,5.253404433038124,5.328125,-1,0.0020384932794037,False,0.0007868111603906,7.608502990422512,0.0059864550667299,-1,-0.0140238014239297,-1,5.330962216920211,1.0005324981903037,-0.014548552536336135
1.3,-1,adam,5,0.0018371004988673,860020,5.350806701491553,5.321875,-1,-0.0118628016711443,False,0.0006046455619723,7.609295730250234,0.0046009268930311,-1,0.0054363737388707,-1,5.32234010241274,1.0000873944639324,0.005348511844613046
1.3,-1,adam,5,0.0018371004988673,860021,4.076979766702367,6.215625,-1,-0.002226793468278,False,0.0009369094195527,7.608430513906549,0.0071284102164919,-1,-0.3440756534214392,-1,4.052098341352384,0.6519213017761502,0.006140380428595327
1.3,-1,adam,5,0.0018371004988673,860022,5.510420537503681,5.521875,-1,0.0010205619875733,False,0.0009979895091068,7.608212282715198,0.0075929160412073,-1,-0.002074379173074,-1,5.524782266513483,1.000526499877937,-0.002599510409098005
1.3,-1,adam,5,0.0018371004988673,860023,4.670667046313246,5.246875,-1,0.002334933722162,False,0.000488769733485,7.603223355384596,0.0037162254530385,-1,-0.1098192645501855,-1,4.657926937194966,0.8877526026815896,0.002735145761206814
1.3,-1,adam,5,0.0018371004988673,860024,5.186279736594698,5.159375,-1,-0.0046467336454885,False,0.0006346849436739,7.609716854705882,0.0048297727133034,-1,0.0052147278681426,-1,5.158302323567154,0.999792091787698,0.005423763725464603
1.3,-1,adam,5,0.0018371004988673,860025,5.75881287180256,5.703125,-1,0.0064013755777079,False,0.0010292500383596,7.60843243974151,0.007830979380461,-1,0.0097644487544215,-1,5.7034259779714045,1.0000527742196434,0.009711162035779708
1.3,-1,adam,5,0.0018371004988673,860026,5.176760765833462,5.103125,-1,-4.927214891381482e-05,False,0.0006311020109647,7.608851719521678,0.0048019616213225,-1,0.0144295438252957,-1,5.1576487268804545,1.010684380037811,0.0037055720474719056
1.3,-1,adam,5,0.0018371004988673,860027,5.75881287180256,5.728125,-1,0.0025841569748576,False,0.0007954807184814,7.608387151114986,0.0060523252774536,-1,0.0053574026060114,-1,5.725640202317312,0.9995662109882922,0.005793704863225946
1.3,-1,adam,5,0.0018371004988673,860028,5.120012717288079,5.084375,-1,6.179567180097933e-05,False,0.0006786955154442,7.606664898533776,0.0051626093541217,-1,0.0070092621586879,-1,5.087450897678229,1.0006049706558289,0.006400419436914939
1.3,-1,adam,5,0.0018371004988673,860029,5.520553038183412,5.484375,-1,-0.0034227533055606,False,0.000915591293553,7.609859095968542,0.0069675207334345,-1,0.0065965653667758,-1,5.483220611605762,0.9997895132272614,0.00680848523559896
1.3,-1,adam,5,0.0018371004988673,860030,4.980849283792695,4.903125,-1,0.0034801713942531,False,0.0005411514361494,7.606037252910047,0.0041160179828186,-1,0.0158519890463113,-1,4.972906791787421,1.0142321053996013,0.0015971527997249435
