seed,placed_at_init,crossed,step,s_cross,growth,relax,ratio
600199,False,True,30708,5.165682449101135,3.541656136926521e-05,6.133349208942437,5.77442440708052e-06
600200,False,True,37,0.05302946591854017,0.00032111615987065657,0.01334141401708439,0.024069124866333527
600201,False,True,136,0.08463675827534516,0.003792966587857979,0.017852464611054834,0.21246179003818044
600202,False,True,182,0.07098550257272329,0.0033359711884262573,0.04046327655331455,0.08244441559325455
600203,False,True,30154,5.079103605760624,3.6031499427119995e-05,6.29828614481836,5.7208419240785585e-06
600204,False,False,,,
600205,False,True,242,0.050662258837854995,0.007556499692748514,0.05080514321929088,0.1487349353614121
600206,False,True,31551,5.452579516738982,3.356366443842197e-05,6.319867064462649,5.310818106784932e-06
600207,False,True,31240,5.324148324159266,3.438172682230979e-05,6.436611682188396,5.341587860186135e-06
600208,False,True,28616,4.846931590081352,3.774825708460917e-05,5.929380862730145,6.366306695169557e-06
600209,False,True,31868,5.404704017193453,3.386006297889197e-05,5.4626413529872755,6.198478133728367e-06
600210,False,True,285,0.10777237668861703,0.0025588323524350213,0.052144938178980756,0.04907153871104728
600211,False,True,26650,4.537687682342198,4.028777515583927e-05,5.901816767595252,6.826334456373657e-06
600212,False,True,29507,4.931881957795396,3.70839189495798e-05,4.817058928783325,7.69845656817537e-06
600213,False,True,28562,4.798977897119064,3.8096256441167884e-05,5.7791482949409945,6.592019186376813e-06
600214,False,True,41,0.041191385870966865,0.0005764183496088455,-0.05130858386739076,
600215,False,True,1904,0.31307411078449293,0.00168883823744283,0.12486168206492122,0.01352567264442847
600216,False,True,1683,0.2942821010130703,0.0017590739290728307,0.12381931484078446,0.014206781319495841
600217,False,True,30637,5.113503151359989,3.578360861595254e-05,6.046724106075657,5.917850391089899e-06
600218,False,True,13,0.0183743625729217,-0.008261586588340884,0.0007221136680485062,-11.440839515844662
600219,False,True,797,0.136878164781057,0.0033108326464442337,0.15458307573732719,0.021417821004351814
600220,False,True,30100,5.085482334026377,3.597855022982924e-05,5.660328838632104,6.356265025500524e-06
600221,False,True,60,0.06833056053429251,0.0002556539706094816,0.015935906209573622,0.016042637754475203
600222,False,True,30281,5.133683587323649,3.563722164342011e-05,5.599689658462474,6.364142268056538e-06
600223,False,True,30397,5.1518955402212665,3.5494349284711874e-05,4.47433082247763,7.932884422939723e-06
600224,False,True,2,0.025722193675864133,0.007265204312913223,-0.06195138354741055,
600225,False,False,,,
600226,False,True,28222,4.747643597641927,3.851571523666641e-05,6.6031546008800355,5.832926466924343e-06
600227,False,True,61,0.05212120989651069,0.004123480810438488,-0.115679725255875,
600228,False,False,,,
600229,False,True,28446,4.821282145174299,3.7943844102414985e-05,6.351107637660864,5.974366404596134e-06
600230,False,True,26470,4.397171064974463,4.1539340161017575e-05,6.013315351219871,6.907893189501667e-06
600231,False,True,44,0.07365456830223406,0.00035740494602009377,0.005161517429408295,0.06924416141341323
600232,False,True,1507,0.2664512815692055,0.0012723699117919,0.1545610237546165,0.008232152459160301
600233,False,True,71,0.043906069764935836,-0.0023725415178369007,0.011948959363139874,-0.19855632994750252
600234,False,True,27978,4.702170583346891,3.887892757490467e-05,6.2903030765050225,6.18077175329147e-06
600235,False,True,27874,4.667735583895707,3.9161820921413224e-05,6.672640464355059,5.8690140927888874e-06
600236,False,True,28049,4.646053877104039,3.9337532880606645e-05,6.005357425137642,6.550406594609152e-06
600237,False,True,26816,4.511062850243837,4.0507089227967636e-05,5.33333468430302,7.595077306359079e-06
600238,False,True,268,0.09449884251555171,0.002712566773276587,0.07313493473084859,0.03708989121627555
600239,False,True,29328,4.949029163170845,3.697778081735127e-05,5.633553971763575,6.5638460202371025e-06
