configuration,q,activation,parameter,monotonic,depth,width,seed,final_eval_accuracy,perfect_eval,eval_errors,dense_errors,dense_min_margin,regionally_separating,duration_seconds
winding_q4,4,sin_family,2.0,False,5,3,1,0.9225,False,155,,,False,1.561721415957436
winding_q4,4,sin_family,2.0,False,5,3,2,0.916,False,168,,,False,2.132258791010827
winding_q4,4,sin_family,2.0,False,5,3,3,0.906,False,188,,,False,1.971362499985844
winding_q4,4,sin_family,2.0,False,5,3,4,0.9115,False,177,,,False,1.791646707803011
winding_q4,4,sin_family,2.0,False,5,3,5,0.996,False,8,,,False,1.678239667089656
winding_q4,4,sin_family,2.0,False,5,3,6,0.871,False,258,,,False,1.8333792919293046
winding_q4,4,sin_family,2.0,False,5,3,7,0.917,False,166,,,False,1.824487708043307
winding_q4,4,sin_family,2.0,False,5,3,8,0.919,False,162,,,False,1.556154333986342
winding_q4,4,sin_family,2.0,False,5,3,9,0.933,False,134,,,False,1.4108105420600623
winding_q4,4,sin_family,2.0,False,5,3,10,0.8995,False,201,,,False,1.6889579999260604
winding_q4,4,sin_family,2.0,False,5,3,11,0.9505,False,99,,,False,1.669523417018354
winding_q4,4,sin_family,2.0,False,5,3,12,0.909,False,182,,,False,1.5616198750212789
winding_q4,4,sin_family,2.0,False,5,3,13,0.9315,False,137,,,False,1.7152010831050575
winding_q4,4,sin_family,2.0,False,5,3,14,0.9065,False,187,,,False,1.9390755000058562
winding_q4,4,sin_family,2.0,False,5,3,15,0.8785,False,243,,,False,1.5078566658776253
winding_q4,4,sin_family,2.0,False,5,3,16,0.9005,False,199,,,False,1.4543236668687314
winding_q4,4,sin_family,2.0,False,5,3,17,0.913,False,174,,,False,1.72141904104501
winding_q4,4,sin_family,2.0,False,5,3,18,0.878,False,244,,,False,1.3978703340981156
winding_q4,4,sin_family,2.0,False,5,3,19,0.9285,False,143,,,False,1.736198749858886
winding_q4,4,sin_family,2.0,False,5,4,0,0.986,False,28,,,False,1.5995748748537153
winding_q4,4,sin_family,2.0,False,5,4,1,0.991,False,18,,,False,1.4411187078803778
winding_q4,4,sin_family,2.0,False,5,4,2,0.9995,False,1,,,False,1.37502258294262
winding_q4,4,sin_family,2.0,False,5,4,3,0.977,False,46,,,False,1.5481862500309944
winding_q4,4,sin_family,2.0,False,5,4,4,0.9995,False,1,,,False,1.5762710408307612
winding_q4,4,sin_family,2.0,False,5,4,5,0.9955,False,9,,,False,1.5965481251478195
winding_q4,4,sin_family,2.0,False,5,4,6,1.0,True,0,27.0,-4.407841682434082,False,2.2510113751050085
winding_q4,4,sin_family,2.0,False,5,4,7,0.9995,False,1,,,False,1.728657583007589
winding_q4,4,sin_family,2.0,False,5,4,8,0.9045,False,191,,,False,2.778798291925341
winding_q4,4,sin_family,2.0,False,5,4,9,0.995,False,10,,,False,1.7465812920127064
winding_q4,4,sin_family,2.0,False,5,4,10,0.9855,False,29,,,False,1.379278542008251
winding_q4,4,sin_family,2.0,False,5,4,11,0.9995,False,1,,,False,1.5141079591121525
winding_q4,4,sin_family,2.0,False,5,4,12,1.0,True,0,9.0,-0.40075990557670593,False,1.6798263338860124
winding_q4,4,sin_family,2.0,False,5,4,13,1.0,True,0,46.0,-2.3068959712982178,False,1.538477708119899
winding_q4,4,sin_family,2.0,False,5,4,14,0.999,False,2,,,False,1.7830690830014646
winding_q4,4,sin_family,2.0,False,5,4,15,1.0,True,0,14.0,-2.177004814147949,False,1.7773583750240505
winding_q4,4,sin_family,2.0,False,5,4,16,1.0,True,0,11.0,-0.9282746911048889,False,2.06653670896776
winding_q4,4,sin_family,2.0,False,5,4,17,0.996,False,8,,,False,1.9003022499382496
winding_q4,4,sin_family,2.0,False,5,4,18,0.978,False,44,,,False,1.6442864171694964
winding_q4,4,sin_family,2.0,False,5,4,19,1.0,True,0,0.0,3.3867218494415283,True,1.8814242500811815
winding_q4,4,sin_family,2.0,False,5,5,0,0.998,False,4,,,False,1.685489916941151
winding_q4,4,sin_family,2.0,False,5,5,1,0.995,False,10,,,False,1.6512015420012176
winding_q4,4,sin_family,2.0,False,5,5,2,1.0,True,0,0.0,3.6029231548309326,True,1.7989736669696867
winding_q4,4,sin_family,2.0,False,5,5,3,1.0,True,0,0.0,1.4774943590164185,True,1.8315013328101486
winding_q4,4,sin_family,2.0,False,5,5,4,1.0,True,0,0.0,1.398176670074463,True,1.751945042051375
winding_q4,4,sin_family,2.0,False,5,5,5,1.0,True,0,0.0,0.28348326683044434,True,1.7286032910924405
winding_q4,4,sin_family,2.0,False,5,5,6,0.9995,False,1,,,False,1.5581169999204576
winding_q4,4,sin_family,2.0,False,5,5,7,1.0,True,0,0.0,0.1238132119178772,True,1.739613207988441
winding_q4,4,sin_family,2.0,False,5,5,8,1.0,True,0,0.0,0.049338579177856445,True,1.727441875031218
winding_q4,4,sin_family,2.0,False,5,5,9,1.0,True,0,0.0,1.5327706336975098,True,1.73700225003995
winding_q4,4,sin_family,2.0,False,5,5,10,1.0,True,0,0.0,3.1482670307159424,True,1.7836001669056714
winding_q4,4,sin_family,2.0,False,5,5,11,1.0,True,0,0.0,2.706301689147949,True,1.9991112919524312
winding_q4,4,sin_family,2.0,False,5,5,12,0.9995,False,1,,,False,1.572419208008796
winding_q4,4,sin_family,2.0,False,5,5,13,0.999,False,2,,,False,1.5476682079024613
winding_q4,4,sin_family,2.0,False,5,5,14,1.0,True,0,1.0,-0.009824901819229126,False,1.7914174161851406
winding_q4,4,sin_family,2.0,False,5,5,15,0.998,False,4,,,False,1.709625583840534
winding_q4,4,sin_family,2.0,False,5,5,16,1.0,True,0,161.0,-8.184114456176758,False,1.7785902919713408
winding_q4,4,sin_family,2.0,False,5,5,17,1.0,True,0,0.0,4.013158798217773,True,1.8104964159429073
winding_q4,4,sin_family,2.0,False,5,5,18,1.0,True,0,3.0,-0.3053171634674072,False,2.013895166106522
winding_q4,4,sin_family,2.0,False,5,5,19,1.0,True,0,6.0,-1.2339634895324707,False,1.949040458071977
winding_q4,4,sin_family,2.0,False,5,6,0,1.0,True,0,0.0,2.4626705646514893,True,2.0452956249937415
winding_q4,4,sin_family,2.0,False,5,6,1,1.0,True,0,0.0,0.24225541949272156,True,2.289476750185713
winding_q4,4,sin_family,2.0,False,5,6,2,1.0,True,0,0.0,1.8855942487716675,True,2.337431041058153
winding_q4,4,sin_family,2.0,False,5,6,3,1.0,True,0,0.0,2.099271774291992,True,2.503851250046864
winding_q4,4,sin_family,2.0,False,5,6,4,0.999,False,2,,,False,1.739657459082082
winding_q4,4,sin_family,2.0,False,5,6,5,1.0,True,0,0.0,0.7324750423431396,True,2.440522124990821
winding_q4,4,sin_family,2.0,False,5,6,6,1.0,True,0,0.0,2.6607260704040527,True,2.0722113330848515
winding_q4,4,sin_family,2.0,False,5,6,7,1.0,True,0,7.0,-2.222646713256836,False,1.8012708330061287
winding_q4,4,sin_family,2.0,False,5,6,8,1.0,True,0,0.0,0.8536787033081055,True,1.7638605840038508
winding_q4,4,sin_family,2.0,False,5,6,9,1.0,True,0,1.0,-0.013911843299865723,False,1.8027393331285566
winding_q4,4,sin_family,2.0,False,5,6,10,1.0,True,0,0.0,2.285261869430542,True,1.8229808339383453
winding_q4,4,sin_family,2.0,False,5,6,11,0.9995,False,1,,,False,1.7173408339731395
winding_q4,4,sin_family,2.0,False,5,6,12,1.0,True,0,0.0,2.0702104568481445,True,1.8023479590192437
winding_q4,4,sin_family,2.0,False,5,6,13,1.0,True,0,0.0,1.1819870471954346,True,2.026383582968265
winding_q4,4,sin_family,2.0,False,5,6,14,1.0,True,0,0.0,0.7176975011825562,True,2.020540124969557
winding_q4,4,sin_family,2.0,False,5,6,15,0.9995,False,1,,,False,1.8071923749521375
winding_q4,4,sin_family,2.0,False,5,6,16,1.0,True,0,0.0,1.4993526935577393,True,1.9922015420161188
winding_q4,4,sin_family,2.0,False,5,6,17,1.0,True,0,0.0,0.3630567193031311,True,2.0248056249693036
winding_q4,4,sin_family,2.0,False,5,6,18,1.0,True,0,0.0,2.277207851409912,True,2.0083131671417505
winding_q4,4,sin_family,2.0,False,5,6,19,1.0,True,0,0.0,0.6232604384422302,True,2.1703444169834256
