a,eps,eps_1q_times_Sbox,condition_holds,ghat_q1_lo,ghat_q1_hi,argmax_w1,argmax_b1,t_min_at_argmax,t_max_at_argmax,frac_outside_at_argmax
1.01,0.010000000000000009,0.18000000000000016,True,3.8080701904012046e-05,3.809350190401205e-05,0.011424217599998465,-0.009900992000001075,-0.032749427199998,0.012947443199995854,0.0
1.02,0.020000000000000018,0.3600000000000003,True,0.00015082934636468,0.00015095734636468,0.02262438399999694,-0.019607808000002145,-0.06485657599999603,0.025640959999991737,0.0
1.03,0.030000000000000027,0.5400000000000005,True,0.00033607164367053686,0.00033626364367053685,-0.0336071040000032,-0.02912620800000323,-0.09634041600000963,0.03808800000000316,0.0
1.04,0.040000000000000036,0.7200000000000006,True,0.0005917147644962551,0.0005919707644962551,-0.04437862400000429,-0.03846144000000431,-0.12721868800001288,0.050295808000004265,0.0
