eps,K_free_lo,K_free_hi,free_argmax_u,free_argmax_v,kept_cells_max_dist_to_argmax_or_mirror,fixed_active_vertex_u,fixed_active_vertex_v,K_fixed_active,fixed_in_free_enclosure,slope_free_lo,slope_free_hi,slope_fixed
0.005,0.5783672163588863,0.5783672548439922,1.602626035362482,-1.2021626554429525,2.5094192545998067e-06,1.602626036093937,1.2021626554549791,0.5783672164271045,True,-0.3757549452190645,-0.3757416620315146,-0.3757549216734546
0.001,0.5792376080804006,0.5792376464438297,1.6049843236804002,1.2037770107388508,2.4933505725520465e-06,1.6049843243211674,1.2037770105379786,0.5792376081435955,True,-0.37669019057251507,-0.37662398461935087,-0.37669008151342
0.0001,0.5794340435606509,0.5794340819912595,1.6055165082216258,1.2041412621736538,2.487209812487289e-06,1.60551650956703,1.2041412621044179,0.579434043664409,True,-0.37690301420756356,-0.3762397953210872,-0.3769012235943503
