a,budget,seed,step,before_crossing,rel_dist,gap_run,gap_min
1.3,8000,35,5774,False,0.0015742399978669606,0.0723085704545734,0.07376039189392491
1.3,8000,35,6144,False,0.0014144026817158792,0.0782647486307879,0.0794392192383726
1.3,8000,35,6514,False,0.0012817599628866003,0.0831948627196625,0.08414586129053969
1.3,8000,35,6884,False,0.0011707557402730541,0.0849244222754523,0.08474777635500619
1.3,8000,35,7254,False,0.0010773707127175844,0.0845043585768885,0.08433863945531517
1.3,8000,35,7624,False,0.0009978693603737467,0.0841409453130084,0.08398368000030487
1.3,8000,35,7994,False,0.0009297855073540599,0.0838246310441159,0.0836744337451818
1.4,32000,13,1,True,1.1144580459922682,-4.460509158738928,-1.5320406646831302
1.4,32000,13,5787,False,0.0022892678142572287,0.1271985509793651,0.12689744760742006
1.4,32000,13,8170,False,0.001463467640732616,0.1241722753002769,0.1239173803197442
1.4,32000,13,10553,False,0.0011799171308071767,0.1232128676226156,0.12294107485315786
1.4,32000,13,12936,False,0.0010317053866657903,0.1230770213146676,0.12277824419403993
1.4,32000,13,15319,False,0.0009743634783115473,0.1233500581831315,0.12304144947262508
1.4,32000,13,17702,False,0.0009187918876900746,0.1238016268838553,0.123498737818581
1.4,32000,13,20085,False,0.0008654412919192699,0.1242746197116906,0.12399303927825045
1.4,32000,13,22468,False,0.0008138479709498326,0.1247011490107872,0.1244475231453257
1.4,32000,13,24851,False,0.0007394649021265437,0.125042872571262,0.12483927729084288
1.4,32000,13,27234,False,0.0007294298943766711,0.1253697915932239,0.12516889240704243
1.4,32000,13,29617,False,0.0006863074805625351,0.1256215282550128,0.12544464935017752
1.4,32000,13,32000,False,0.0006458625444915373,0.1258319583880975,0.12567610809857088
1.3,32000,32,1,True,0.9857412458598979,-4.315049367472737,-2.957966803703874
1.3,32000,32,5330,False,0.0013950425375319822,0.0727585135318058,0.07362571287849695
1.3,32000,32,7754,False,0.00085477668637443,0.0833710337289748,0.08320988698614995
1.3,32000,32,10178,False,0.0006322567405816514,0.0822477695479553,0.08209894450362798
1.3,32000,32,12602,False,0.0005261555291000479,0.081750050767857,0.08160311755478178
1.3,32000,32,15026,False,0.000431356026439677,0.0816050374835724,0.08143458469242937
1.3,32000,32,17450,False,0.0004298199903166202,0.0816207641900645,0.08147166715755327
1.3,32000,32,19874,False,0.0004250297983662416,0.0817768160389471,0.0816455035258481
1.3,32000,32,22298,False,0.00037967186866327184,0.082045330614727,0.0819019330306916
1.3,32000,32,24722,False,0.0003607379354375597,0.0823318152842906,0.08219537314663095
1.3,32000,32,27146,False,0.00034371855450659,0.0826189350980914,0.08249135498365145
1.3,32000,32,29570,False,0.0003209853938644934,0.0828841360876899,0.0827688564762239
1.3,32000,32,31994,False,0.0003046507302905238,0.0831250902800735,0.08301967709946911
1.4,16000,28,1,True,1.1800632990165862,-1.5846104762241977,-2.1865022232608524
1.4,16000,28,3218,False,0.003847470158065314,0.0771790467004551,0.08028961904116283
1.4,16000,28,4380,False,0.0025251394965723067,0.110698543927433,0.11174695681441182
1.4,16000,28,5542,False,0.0018950615663594014,0.1255943120787455,0.12518104062391133
1.4,16000,28,6704,False,0.0015476531385504603,0.1244911749338006,0.12410352257751267
1.4,16000,28,7866,False,0.0013368543889417468,0.1238509755577506,0.12347395644410009
1.4,16000,28,9028,False,0.0011998521127161356,0.1235011341725313,0.12312742664105603
1.4,16000,28,10190,False,0.0011025903930873338,0.1233523356877905,0.12297941371459054
1.4,16000,28,11352,False,0.0010343666482371533,0.1233553920167263,0.12298170497292782
1.4,16000,28,12514,False,0.0009822127518390174,0.1234765876566057,0.12310262878946165
1.4,16000,28,13676,False,0.0009401295895636529,0.1236889464168133,0.12331674083916111
1.4,16000,28,14838,False,0.0009106580609871935,0.1239519581875723,0.12359961485674953
1.4,16000,28,16000,False,0.0008669238101829103,0.1242806144969623,0.12392681509442083
1.3,16000,35,1,True,2.5733072828305232,-2.2625533734009604,-0.19444559208186468
1.3,16000,35,4593,False,0.002375466428070787,0.0430462355894154,0.04581866349732433
1.3,16000,35,5630,False,0.0016457492073092277,0.069675564274009,0.07123723629176748
1.3,16000,35,6667,False,0.0012335580968611591,0.0849846209212206,0.08501697450119794
1.3,16000,35,7704,False,0.0009822826723898395,0.0840688279729744,0.0839131975372025
1.3,16000,35,8741,False,0.0008236438746895457,0.0833040581053112,0.08316233850935983
1.3,16000,35,9778,False,0.0007082921444675843,0.0827669898358163,0.0826373444160926
1.3,16000,35,10815,False,0.0006294928346461858,0.0823875279159938,0.08226333465733404
1.3,16000,35,11852,False,0.0005714820150348452,0.0821162529590577,0.08199487996951538
1.3,16000,35,12889,False,0.0005278770611231652,0.0819235419587598,0.08180325720422132
1.3,16000,35,13926,False,0.0004931557341154411,0.0817882620943639,0.08166976156797112
1.3,16000,35,14963,False,0.0004617368485021633,0.0817039655596842,0.08158184248007627
1.3,16000,35,16000,False,0.00044678194010368575,0.0816526234885182,0.0815307105814358
1.4,4000,23,1,True,1.1918579124122897,-0.862040444184295,-2.8493305533086635
1.4,4000,23,338,True,1.1232574174100731,-0.1558643362717569,-2.493462127502887
1.4,4000,23,670,True,1.0679444328910273,-0.1373347091295368,-1.9636623797888113
1.4,4000,23,1002,True,1.0165179973542713,-0.1296424272959909,-1.6996258837186198
1.4,4000,23,1334,True,0.9477442616737396,-0.1590908589743854,-1.7848193536756431
1.4,4000,23,1666,True,0.019790678211319458,-0.2211580757585585,-0.19006778948451641
1.4,4000,23,1998,True,0.009494173312161205,-0.0282443420206766,-0.015699561134297824
1.4,4000,23,2330,False,0.006484765124159851,0.0354425377908476,0.042997437152378026
1.4,4000,23,2662,False,0.004978434301285364,0.0691311390094551,0.07425295857743563
1.4,4000,23,2994,False,0.00406124691224534,0.0903083794615562,0.09396811794303339
1.4,4000,23,3326,False,0.0034412628509324903,0.1049009959701772,0.1075797695258851
1.4,4000,23,3658,False,0.002993829468655253,0.1155471932013099,0.11752106223430925
1.4,4000,23,3990,False,0.0026560684587352006,0.1236212745321148,0.12506431947380436
1.3,8000,20,1,True,0.9033860630501576,-0.7356701659623959,-1.5327630160837111
1.3,8000,20,3653,False,0.0029294305278847054,0.016066045473758,0.01936822443824404
1.3,8000,20,4048,False,0.0024658082777532344,0.0333168252288782,0.035870727032187855
1.3,8000,20,4443,False,0.002111339286230945,0.0468511178087931,0.048837848836567055
1.3,8000,20,4838,False,0.0018351963516823437,0.0576139209335151,0.0591602031398093
1.3,8000,20,5233,False,0.0016164230825499407,0.0662704104833364,0.06747029361977974
1.3,8000,20,5628,False,0.0014405886990229348,0.0733044480507842,0.07422727901874993
1.3,8000,20,6023,False,0.0012974262344922136,0.0790718383102726,0.07977014274520577
1.3,8000,20,6418,False,0.0011793935372657357,0.0838370887956774,0.08435289096156229
1.3,8000,20,6813,False,0.0010816968829413557,0.0848633514516157,0.08471046522357373
1.3,8000,20,7208,False,0.0009989939582805288,0.0844634769320005,0.08431743562552763
1.3,8000,20,7603,False,0.0009290724037425604,0.0841172890047015,0.08397739289221962
1.3,8000,20,7998,False,0.0008692957640934607,0.0838169758640341,0.08368203339262648
1.4,32000,4,1,True,1.1422578832908454,-0.7262492904923211,-0.007096833828747373
1.4,32000,4,2672,True,0.2193913870750628,-0.0083253262584547,-0.00847885391748704
1.4,32000,4,5338,True,0.21968563692331236,-0.0082654788198629,-0.008414991738914523
1.4,32000,4,8004,True,0.22332267035121145,-0.0081069030687214,-0.00824642385082014
1.4,32000,4,10670,True,0.04175629995027635,-0.0082863227482148,-0.008369504856769239
1.4,32000,4,13336,True,0.3126001857173139,-0.0085658526393213,-0.008732906571597532
1.4,32000,4,16002,True,0.07216221433819123,-0.0092244122731723,-0.009174971286466771
1.4,32000,4,18668,True,0.6476103623337303,-0.0096353906492064,-0.009891922756683658
1.4,32000,4,21334,True,1.3419757914602148,-0.0105061339876503,-0.010846279315041604
1.4,32000,4,24000,True,9.176094575727252,-0.0114534299195583,-0.01190824451554035
1.4,32000,4,26666,True,0.892777189316163,-0.019393182913027,-0.024736810209461613
1.4,32000,4,29332,False,0.0027661866281606063,0.1246316087979946,0.12423341049808512
1.4,32000,4,31998,False,0.0014725358800113876,0.121427064429183,0.12117129157679773
1.3,2000,6,1,True,0.9724837825474371,-0.8625520181952092,-0.06849623197869159
1.3,2000,6,187,True,0.9743770454689454,-0.0826948035544157,-1.0924598601944435
1.3,2000,6,351,True,0.9738001641352357,-0.0828421774934768,-1.0941111071919272
1.3,2000,6,515,True,0.9730306059792331,-0.0830625659838378,-1.0963755346285726
1.3,2000,6,679,True,0.9720796872164778,-0.0833434284352915,-1.0992772220649432
1.3,2000,6,843,True,0.9709472250148845,-0.0836904776351806,-1.1028841167238008
1.3,2000,6,1007,True,0.9696267537128264,-0.0841128151454492,-1.1073003309262686
1.3,2000,6,1171,True,0.968107064450943,-0.0846231012342671,-1.1126679374177928
1.3,2000,6,1335,True,0.9663725670456843,-0.0852382982019126,-1.119174458336385
1.3,2000,6,1499,True,0.9644030415725723,-0.0859809720807064,-1.1270657021735433
1.3,2000,6,1663,True,0.9621729225264659,-0.086881345910622,-1.136665562747794
1.3,2000,6,1827,True,0.9596500873205555,-0.0879805169463452,-1.1484062597343159
1.3,2000,6,1991,True,0.9567939986272547,-0.0893356154890901,-1.1628754244301698
1.4,8000,39,1,True,0.9198269531847841,-5.161031790137229,-1.8098035691796381
1.4,8000,39,1864,False,0.004608906276914671,0.0597263419379805,0.06412779250906242
1.4,8000,39,2421,False,0.003397224482333362,0.0963936200601955,0.09883061904394674
1.4,8000,39,2978,False,0.002691664806256446,0.117851584009414,0.11916204269670239
1.4,8000,39,3535,False,0.002240164644237329,0.1261890343071585,0.12585444189473316
1.4,8000,39,4092,False,0.0019321189802337015,0.1250557917310018,0.12474634090273495
1.4,8000,39,4649,False,0.0017119844657124677,0.1242413687536787,0.12394694493202119
1.4,8000,39,5206,False,0.001549094064238233,0.1236458022874376,0.12335976781613267
1.4,8000,39,5763,False,0.0014252649219185709,0.1232064295012707,0.12292433282804893
1.4,8000,39,6320,False,0.0013290932093318918,0.1228823875534494,0.12260121356801212
1.4,8000,39,6877,False,0.001252908784111203,0.1226461295639076,0.12236387704442375
1.4,8000,39,7434,False,0.0011916941083378724,0.1224785747981185,0.12219392042949995
1.4,8000,39,7991,False,0.0011418600224983723,0.1223660928072902,0.1220782072003126
1.4,2000,10,1,True,0.9673214918482078,-0.4955729140356592,-2.211570479024394
1.4,2000,10,1334,True,0.008653682691192634,-0.0016908675608373,0.009132122004404941
1.4,2000,10,1394,False,0.008204969025387874,0.0077425705753957,0.017830117244909793
1.4,2000,10,1454,False,0.00779629032364532,0.0164126633129964,0.025834278838868574
1.4,2000,10,1514,False,0.007422742002138508,0.0244047455281881,0.03322091395073956
1.4,2000,10,1574,False,0.007080178641637834,0.0317918930551952,0.04005555183836362
1.4,2000,10,1634,False,0.006765073094186154,0.0386370683230454,0.04639479826425896
1.4,2000,10,1694,False,0.006474405849888735,0.0449948256549062,0.052287815773145674
1.4,2000,10,1754,False,0.006190772047340535,0.0509114719100223,0.05777494526165228
1.4,2000,10,1814,False,0.005983286698521871,0.0564367157022984,0.06290347013954145
1.4,2000,10,1874,False,0.005721948157477486,0.0615878791685831,0.06768710436240077
1.4,2000,10,1934,False,0.005505783692999934,0.0664133344583723,0.07217294944150598
1.4,2000,10,1994,False,0.005304768455580501,0.0709384621996083,0.07638212501251251
1.3,2000,13,1,True,1.1167312204950872,-4.3031745534429415,-1.6304733565975176
1.3,2000,13,3,True,1.1117129363184814,-4.254790310102484,-1.6816921044746658
1.3,2000,13,5,True,1.1068246931474404,-4.201739876028082,-1.7349450664161234
1.3,2000,13,8,True,1.0998470857659257,-4.113525581947248,-1.8183877832153308
1.3,2000,13,12,True,1.0914868287186528,-3.9803940745455018,-1.9352977809610938
1.3,2000,13,18,True,1.0818167032438086,-3.751053319469225,-2.117836914475971
1.3,2000,13,27,True,1.0757839894246095,-3.3600178262634763,-2.3839380817277256
1.3,2000,13,40,True,1.085034882477428,-2.7724520692793413,-2.6749630628864414
1.3,2000,13,59,True,1.1181071725776832,-2.023561706718907,-2.834128137960863
1.3,2000,13,88,True,1.161343267839277,-1.1997610343116896,-2.8266486035330805
1.3,2000,13,130,True,1.1819548730825424,-0.6102168178760474,-2.847300817124779
1.3,2000,13,192,True,1.1847036193078848,-0.4474792740453277,-2.8244557387299105
1.3,2000,13,284,True,1.1791133613848035,-0.4447367508814444,-2.7725892447414826
1.3,2000,13,420,True,1.1687973431533352,-0.4445850655249772,-2.67647450574699
1.3,2000,13,621,True,1.1505866762971129,-0.439723931462298,-2.5035222855761794
1.3,2000,13,917,True,1.1203689392536356,-0.4229295184244978,-2.22970597921542
1.3,2000,13,1354,True,1.073116262622462,-0.3954199495237645,-1.9069719337208297
1.3,2000,13,2000,True,0.9925810267232116,-0.3927956558467426,-1.6971379867618377
1.4,2000,17,1,True,0.5962843927876079,-0.8142906907333536,-0.014692603934596371
1.4,2000,17,183,True,0.03914963434603643,-0.012337301596515,-0.012446645810141654
1.4,2000,17,348,True,0.1465166486834705,-0.0123842967315433,-0.012592819673663547
1.4,2000,17,513,True,0.14690619482460554,-0.0123827967314519,-0.012591700118596227
1.4,2000,17,678,True,0.14984271992048412,-0.0123809446927578,-0.012593369544527833
1.4,2000,17,843,True,0.14686698866079187,-0.0123787543897314,-0.01258734399589001
1.4,2000,17,1008,True,0.14970163284865576,-0.0123762233961044,-0.012588159085813122
1.4,2000,17,1173,True,0.14974358562802853,-0.0123733428020965,-0.012585138557061004
1.4,2000,17,1338,True,0.14964924422247497,-0.0123700989517379,-0.012581562507891664
1.4,2000,17,1503,True,0.14959690353861718,-0.0123664743055574,-0.012577632536705519
1.4,2000,17,1668,True,0.14986874068127007,-0.0123624478831387,-0.012573673397044294
1.4,2000,17,1833,True,0.14988190549655142,-0.0123579954791323,-0.012568941501903352
1.4,2000,17,1998,True,0.1489652683313191,-0.0123530897454893,-0.012562585183912067
1.4,8000,11,1,True,2.6051323550712637,-4.032919731885721,-0.12515085552139638
1.4,8000,11,785,True,1.0831447645577017,-0.1979201126600016,-1.8092709351711243
1.4,8000,11,1441,True,1.0371714860980055,-0.2081598870207671,-1.7689666940381685
1.4,8000,11,2097,True,0.9586897778359468,-0.2367262274392088,-1.7615394936131168
1.4,8000,11,2753,True,0.02919882026055728,-0.618864607558113,-0.5544101748388823
1.4,8000,11,3409,False,0.005600473995946544,0.0336936522400037,0.03977233466347618
1.4,8000,11,4065,False,0.003480240196617962,0.0935162014193649,0.09608738965615915
1.4,8000,11,4721,False,0.00260596140849918,0.1178522658343688,0.11952216351249945
1.4,8000,11,5377,False,0.002124639387563905,0.1273106677331985,0.12702875528440805
1.4,8000,11,6033,False,0.001822365765847787,0.1262611351624003,0.12600195987111418
1.4,8000,11,6689,False,0.0016173391852813135,0.1255444888536847,0.12529541898648544
1.4,8000,11,7345,False,0.00147182798631546,0.125056779771131,0.12479616565309071
1.3,8000,28,1,True,1.1804740325696592,-1.5204311181637935,-2.2877635528927076
1.3,8000,28,3458,False,0.0028052922011210014,0.0155753659686515,0.018571806806128244
1.3,8000,28,3871,False,0.0023456578927043698,0.0317751875128546,0.034055270153274364
1.3,8000,28,4284,False,0.002001169029107583,0.0441440540861313,0.04588949451691482
1.3,8000,28,4697,False,0.0017366069023431482,0.0537677805436427,0.05510378062328902
1.3,8000,28,5110,False,0.0015292647713744706,0.0613757277455238,0.06239150603259436
1.3,8000,28,5523,False,0.001362073720999532,0.0674742671040533,0.06823335940978259
1.3,8000,28,5936,False,0.0012300101106146137,0.0724158667960472,0.07297096113420531
1.3,8000,28,6349,False,0.0011201339517630492,0.0764650692452506,0.07685190004326836
1.3,8000,28,6762,False,0.0010289218208858484,0.0798112649974953,0.0800591528855632
1.3,8000,28,7175,False,0.0009524118314358447,0.0825975364102835,0.08272972828121672
1.3,8000,28,7588,False,0.0008875935726829988,0.0838815354816793,0.08369182478603276
1.3,4000,26,1,True,1.6732307920071599,-3.8010849461976552,-0.061598749318233614
1.3,4000,26,500,True,0.8903579734349182,-0.1568098438481442,-1.9453299015479035
1.3,4000,26,818,True,0.8834102425252787,-0.1627452656861433,-1.9579926282458437
1.3,4000,26,1136,True,0.8733161674321113,-0.1726565834156536,-1.9782685628931271
1.3,4000,26,1454,True,0.8585777610954651,-0.1908050784373589,-2.0120427137907337
1.3,4000,26,1772,True,0.834654520722254,-0.2342379271612088,-2.077574426600346
1.3,4000,26,2090,True,0.755506756963254,-0.5886497064043195,-2.328425373681779
1.3,4000,26,2408,True,0.009294426904775301,-0.2461719637159589,-0.22948468501405817
1.3,4000,26,2726,True,0.005049858381680738,-0.0784763015137963,-0.07135635465135692
1.3,4000,26,3044,True,0.0035982314304772002,-0.0217481626048186,-0.01713057694364739
1.3,4000,26,3362,False,0.002828708462565121,0.0093593804003133,0.01268147318879187
1.3,4000,26,3680,False,0.0023429124209924713,0.0293234359625396,0.03183480239872605
1.3,4000,26,3998,False,0.002005462968328931,0.0432928134941059,0.04524244653471721
1.4,4000,7,1,True,0.8300879896522441,-0.3571363872856246,-2.2544482352513704
1.4,4000,7,334,True,0.03459982242082781,-0.5076553251382085,-0.44197715042626573
1.4,4000,7,667,True,0.017128650910734584,-0.1644470469433043,-0.1353783097016703
1.4,4000,7,1000,True,0.01099888219022498,-0.0423725244579835,-0.027577891141926436
1.4,4000,7,1333,False,0.007929482819235936,0.0194432488475899,0.029123713596876932
1.4,4000,7,1666,False,0.006120406461226319,0.0578303653268141,0.0645758629710409
1.4,4000,7,1999,False,0.00494551559493153,0.0836889231694897,0.08855540024001574
1.4,4000,7,2332,False,0.004131206940916377,0.1020789498608665,0.10565336979622142
1.4,4000,7,2665,False,0.0035397324990242623,0.1156744179727691,0.11831421833751099
1.4,4000,7,2998,False,0.003094606083497912,0.1260205020479916,0.1272417431803472
1.4,4000,7,3331,False,0.00275017872428588,0.1267114709396488,0.12631126925036984
1.4,4000,7,3664,False,0.002477648136169603,0.1259173711476933,0.12554557585119364
1.4,4000,7,3997,False,0.0022580187363361913,0.1252574412835487,0.12490765153891115
1.3,2000,28,1,True,1.1804740325696592,-1.5204311181637935,-2.2877635528927076
1.3,2000,28,3,True,1.1734643388920598,-1.4010478199327916,-2.364490688071668
1.3,2000,28,5,True,1.165941551722212,-1.2818615201275647,-2.4420320261443322
1.3,2000,28,8,True,1.1538844806326765,-1.105281021867465,-2.5582950322899376
1.3,2000,28,12,True,1.1369256397905392,-0.8784750355941129,-2.70932153106947
1.3,2000,28,18,True,1.1114679308851645,-0.5692389573271197,-2.916724912119559
1.3,2000,28,27,True,1.0781273255722814,-0.1983854212965325,-3.1649878078543234
1.3,2000,28,40,True,1.0456371167847356,-0.1477182542746926,-3.3900090985321056
1.3,2000,28,59,True,1.0234155663679279,-0.4003371158005834,-3.5281623965528044
1.3,2000,28,88,True,1.011911874587411,-0.5730418873099004,-3.5379213845780098
1.3,2000,28,130,True,0.9975410128571048,-0.8729347940981741,-3.3966665148999695
1.3,2000,28,192,True,0.9621672981781281,-1.4948136888815942,-3.1076771862940284
1.3,2000,28,284,True,0.9173316868897236,-1.6342112804889513,-2.960289110561566
1.3,2000,28,420,True,0.5612340173479903,-3.5296861974731493,-2.9072993550097275
1.3,2000,28,621,True,0.05139861403614327,-1.1170996620546076,-1.007310230265933
1.3,2000,28,917,True,0.023651661140125756,-0.5579695927735218,-0.5167819743425643
1.3,2000,28,1354,True,0.012479910856759958,-0.2668511716567607,-0.2467240666397128
1.3,2000,28,2000,True,0.006724483575519641,-0.1099008234536178,-0.1006203671200403
1.4,2000,36,1,True,1.018008426816113,-0.0958700935106977,-0.9387704075756593
1.4,2000,36,1592,True,0.007382066502968335,-0.0057253665508332,0.003655570857444168
1.4,2000,36,1629,True,0.007149148093049841,-0.0002235001157235,0.008757575058458755
1.4,2000,36,1666,False,0.006929921511017801,0.0049866497053279,0.013592421011488387
1.4,2000,36,1703,False,0.006723224390124632,0.0099278262313626,0.018180678398455274
1.4,2000,36,1740,False,0.006528023664734846,0.014620400607106,0.022540796434212584
1.4,2000,36,1777,False,0.006343397870983378,0.0190826807907495,0.02668937704008645
1.4,2000,36,1814,False,0.006168522305114704,0.0233311725676617,0.03064140604371568
1.4,2000,36,1851,False,0.006002656511276193,0.0273808011824492,0.03441044984881847
1.4,2000,36,1888,False,0.005845133679894755,0.0312451004482707,0.03800882353092305
1.4,2000,36,1925,False,0.0056953516221941326,0.0349363748458162,0.04144773515658917
1.4,2000,36,1962,False,0.005552765052106227,0.0384658390704899,0.04473741021469868
1.4,2000,36,1999,False,0.005416878958221729,0.0418437386557202,0.04788719933038621
1.4,2000,32,1,True,0.9848941127117175,-4.487310038250127,-2.8637238669904956
1.4,2000,32,10,True,0.9648963977857243,-4.061242259595581,-3.247512642455378
1.4,2000,32,40,True,0.7310064113552553,-3.21313744320938,-3.1799409416360156
1.4,2000,32,158,True,0.16754069505677355,-2.644007917682691,-1.937811588166222
1.4,2000,32,621,True,0.03264332283785014,-0.5479557504731987,-0.4871009212651156
1.4,2000,32,1945,True,0.007423475648222059,-0.0062657314590599,0.0029584411564442803
1.4,2000,32,1952,True,0.0073862142762934554,-0.0053672935649977,0.0037942058725555228
1.4,2000,32,1959,True,0.007349264489717996,-0.0044755114828642,0.004623862303227533
