a,seed,factor,cross_step,reproduced,residual,growth,relax,ratio,branch_converged,branch_grad,branch_dist,hess_min_eig
1.5,300022,0.25,1157,True,0.0204338152225938,0.0007505146588858048,0.056690765312868166,0.013238746288638414,True,2.025579448096393e-10,0.10648277240041892,0.15095247576899054
1.5,300017,2.0,1161,True,0.06711082195515639,0.0008578623623671864,0.05405255518693161,0.01587089378846966,True,6.885466658640427e-10,0.1318725873754243,0.14664745511323687
1.5,300046,2.0,1163,True,0.06606950114122112,0.001083631948184222,0.06735707220927427,0.0160878718840012,True,6.492710980399857e-10,0.1318930769815756,0.1454177115919358
1.5,300046,1.0,1165,True,0.06515856651351615,0.0010773382080197095,0.06765122254413743,0.01592488897472364,True,6.207367380522966e-10,0.13054887691477468,0.14543700671731521
1.5,300017,1.0,1166,True,0.06634360154589602,0.0008493996918222786,0.05441916735724461,0.015608465418925624,True,2.833247959160845e-13,0.129694833897962,0.14666295089683204
1.5,300041,2.0,1166,True,0.05748997930726096,0.0015305792621495985,0.10024451147535296,0.015268459485943237,True,1.0356125679233941e-13,0.10824972913225128,0.14762390013048682
1.5,300039,0.25,1168,True,0.04652818412438764,0.0006941066990963458,0.0637621516659999,0.0108858732172689,True,9.049861554588645e-12,0.09046021866427534,0.14650950478311278
1.5,300046,0.5,1170,True,0.0638294308332179,0.0010617084525442128,0.06827646649210507,0.015550137654926533,True,5.574426957359602e-10,0.12752191526638246,0.14546511042461951
1.5,300017,0.5,1176,True,0.0643090400146551,0.0008314377667743551,0.05516941996441216,0.015070627302420186,True,2.3164732827242462e-11,0.12515381240343437,0.1467039489587429
1.5,300034,2.0,1179,True,0.12464728868795594,0.0008426099728505835,0.05701966439486519,0.014777533010637351,True,1.8543254605429826e-11,0.12402302041304747,0.14838230061212182
1.5,300046,0.25,1182,True,0.05920885181857383,0.0010156791729826877,0.069850881026164,0.014540678056762738,True,3.9646046688657233e-10,0.11899167169882308,0.14556234994742484
1.5,300017,0.25,1198,True,0.0582860643877543,0.0007855104992318361,0.056862613715317575,0.01381418207690014,True,2.868557515004269e-10,0.11425364819677153,0.1468245038612628
1.5,300041,1.0,1200,True,0.046867008110756725,0.0013247400631033648,0.10815570559580381,0.012248452874544988,True,2.070892372516009e-11,0.08770648468456166,0.14782302120631144
1.5,300034,1.0,1201,True,0.12017240097854454,0.0008109105047953672,0.05876283174054327,0.013799717964168182,True,2.8772918618004406e-10,0.11567278591774599,0.14847300706445585
1.5,300004,2.0,1208,True,-0.08273863082251087,0.0008576140619907267,0.05141860742125539,0.01667906046082856,True,6.426981622679323e-10,0.12789621888513825,0.15039644501397992
1.5,300032,0.25,1223,True,0.012909452543412137,0.0006141912388706404,0.11042949623514202,0.0055618404485230834,True,7.573718128345286e-13,0.043001614415409506,0.1492283181176834
1.5,300004,1.0,1223,True,-0.08737296545960682,0.0008103868083462308,0.052432515557308546,0.015455806377637576,True,1.9264852300221458e-13,0.11836863810994736,0.15048344117545934
1.5,300034,0.5,1246,True,0.11164974277303608,0.0007485513772604541,0.06216810007763222,0.012040763290589594,True,3.693182912267723e-14,0.1005919327992979,0.14864407401193144
1.5,300004,0.5,1253,True,-0.09517317668855574,0.0007274904518896637,0.054307287194506275,0.013395816463527138,True,8.918945009622758e-12,0.10228652790936366,0.1506277419543681
1.5,300041,0.5,1272,True,0.03277786824576312,0.001022274859133638,0.12073131118543044,0.008467354898213047,True,1.568705733888398e-10,0.061012080573710215,0.14808122783514915
1.5,300004,0.25,1313,True,-0.10701584355723937,0.0005970101505372471,0.05769744961143069,0.01034725372712091,True,2.911703755707762e-12,0.07841134521743864,0.15084166000278623
1.5,300034,0.25,1345,True,0.09825766616663145,0.000627943044436963,0.06904482832070075,0.00909471512508194,True,5.886567275292798e-14,0.07538070045436207,0.14890835265809776
1.5,300035,2.0,1374,True,0.062256396458593155,0.0007969366016931414,0.05572780425871357,0.014300520400793161,True,4.987112146859207e-10,0.1225156548737747,0.14368720842393026
1.5,300035,1.0,1399,True,0.05774091634909628,0.0007589402892722795,0.057399271085325436,0.013222124165028088,True,1.4906218620547307e-13,0.11314258145035438,0.14378339356005942
1.5,300040,2.0,1409,True,0.10047220823729464,0.0007678596457917343,0.05094016122585676,0.015073757666121712,True,2.211260688445016e-13,0.12610556876288914,0.14838632582675915
1.5,300041,0.25,1420,True,0.018098982958359544,0.0006883008266973681,0.140669550293535,0.0048930335332777524,True,1.7105880470782986e-10,0.035143752026303154,0.14834296753421725
1.5,300031,2.0,1424,True,0.06466507707771507,0.0007253830538197562,0.048653976943294534,0.014909018735820486,True,2.427767188672991e-13,0.1241550316714859,0.14640140366965546
1.5,300040,1.0,1428,True,0.09706537703845952,0.0007434059673601264,0.05202842953179365,0.014288456792758739,True,3.7750058070815107e-10,0.11937883760914048,0.14845496243929565
1.5,300049,2.0,1440,True,0.0003381439252649887,0.0007047777188296625,0.04277368501943565,0.01647689972256127,True,6.574600503773953e-10,0.13398247511640538,0.15094942740497352
1.5,300049,1.0,1442,True,0.0001491632421153355,0.0007021039505892155,0.042855092841565384,0.016383209183209166,True,6.419158733207697e-10,0.13321707555542073,0.15095329146134362
1.5,300049,0.5,1445,True,-0.0009995020160031842,0.0006969457062662083,0.043005426116167915,0.016205994666430967,True,2.556585585594684e-13,0.1316645800664853,0.15097674904194266
1.5,300035,0.5,1449,True,0.04935316648955901,0.0006891919135588822,0.060595014379264074,0.011373739582686315,True,9.871998010724248e-11,0.09699736260098835,0.14396022420157503
1.5,300031,1.0,1451,True,0.0589064396187704,0.0006910626971691169,0.050080939759356555,0.013798916324049343,True,1.6251886988949416e-13,0.11454002406290975,0.1465124645326321
1.5,300049,0.25,1453,True,-0.002665131146909694,0.0006837625140739937,0.043357207549020595,0.015770446316242047,True,5.420536355925723e-10,0.12796210982604173,0.1510106760905874
1.5,300047,2.0,1461,True,0.06169015341523454,0.0008345102162361711,0.05748738378128037,0.014516406232908322,True,4.715831876476312e-10,0.12519632399010483,0.14436722517626385
1.5,300040,0.5,1466,True,0.09019309284942523,0.0006960602985334751,0.05416066685401263,0.012851767508876339,True,8.361126461325918e-13,0.10701017784486755,0.1485923036422113
1.5,300047,1.0,1476,True,0.05861718024299045,0.0008084795309905686,0.058567871288270984,0.01380414744820131,True,3.5657090041024686e-10,0.11898458592424532,0.14443649825121396
1.3,300002,2.0,1482,True,0.028142363159186834,0.0006285648699715516,0.1718511592363747,0.003657612045007998,True,3.8872931891649476e-10,0.05741876816112956,0.1486757216747308
1.5,300031,0.5,1507,True,0.050273293267232066,0.0006281905213827601,0.05284814020821206,0.01188671008871464,True,1.246985680946472e-10,0.09817997766412923,0.1466768941277717
1.5,300047,0.5,1507,True,0.05290253802869871,0.0007570051782326729,0.060697476957743954,0.012471773394463839,True,1.725111683278241e-10,0.10732657646324917,0.14456446600117231
1.3,300002,1.0,1527,True,0.02432026222073569,0.0005917121361512673,0.18572415560086497,0.0031859729513208867,True,9.29771350405631e-10,0.05018407919711265,0.14875046186736574
1.5,300040,0.25,1547,True,0.07808893552280782,0.0006037691303475838,0.05847885129395739,0.01032457233663157,True,4.1149334807644156e-11,0.08527072441839234,0.14883054614307192
1.5,300035,0.25,1555,True,0.03730203829026468,0.0005690672006482551,0.06682997423301541,0.008515149185365448,True,5.397852304023232e-14,0.07209897393405473,0.14421005021236108
1.5,300047,0.25,1574,True,0.042123156692595254,0.00065451949098861,0.06502602091296701,0.010065501191663575,True,2.948791384682625e-13,0.08608964537138775,0.14480278931991136
1.5,300005,2.0,1619,True,0.0660479661163964,0.000987823512429109,0.06405108853369221,0.015422431297315006,True,6.507828518697439e-10,0.12937715854006449,0.14285112651509269
1.5,300031,0.25,1622,True,0.03778317027573985,0.000523478771918237,0.0582258234075583,0.008990491525625794,True,1.0088298816116059e-10,0.073591038395727,0.14691033490812702
1.5,300005,1.0,1626,True,0.06415708656826613,0.0009696637987963703,0.06469933396044733,0.014987229998212273,True,1.8067230372377507e-10,0.1257394607159128,0.14289087761711042
1.3,300002,0.5,1628,True,0.01869222851837038,0.0005144071294587339,0.21283295112048986,0.002416952481984407,True,7.979173365871978e-10,0.038207038595018616,0.14885966150447646
1.5,300005,0.5,1641,True,0.06062935591672525,0.000931222097687154,0.06600880990053519,0.014107542600606768,True,4.2397420318453227e-10,0.11836372489036862,0.14296472559818962
1.5,300048,1.0,1654,True,0.06652925284609079,0.0006282860297307563,0.04008181247883244,0.015675090293448175,True,7.404370927152626e-10,0.13367138652894006,0.14546353720088764
1.5,300048,2.0,1654,True,0.06678523357934996,0.0006284102561445479,0.040074070424591754,0.015681218540728,True,3.2956840381737074e-13,0.13374565349285117,0.14545838438183867
1.5,300048,0.5,1655,True,0.06655032964222496,0.0006274664403795074,0.04011315342293907,0.015642411200229526,True,3.123984209339736e-11,0.13339911578307717,0.1454631128369759
1.5,300048,0.25,1656,True,0.06573736478988912,0.0006257512418744072,0.040167359219475014,0.015578600486412205,True,7.202276971433191e-10,0.13275896231363404,0.14547946341199733
1.5,300003,2.0,1658,True,0.11526384723144423,0.000801673198898554,0.05486908394053652,0.014610653966218103,True,1.8158564929482424e-13,0.12232527618523914,0.14840357253579659
1.5,300008,2.0,1658,True,0.06755872230252291,0.0006681680076555866,0.04376328477263832,0.015267775513810119,True,6.576131891637693e-10,0.12952779893540178,0.14533410304101904
1.5,300023,2.0,1664,True,0.05248427301426628,0.0006817907502095849,0.04341155114469124,0.015705284244213434,True,6.370144127899185e-10,0.13056851720181673,0.1484325227711678
1.5,300008,1.0,1671,True,0.06543917257897136,0.0006544244465961833,0.04429753085021337,0.01477338429559514,True,5.662512915158291e-10,0.12517996249112606,0.14537655515571918
1.5,300005,0.25,1675,True,0.05250560144663252,0.000842225279048946,0.06885078327526345,0.012232617248256328,True,1.6364056594150855e-10,0.1022857758351714,0.143133218415745
1.5,300023,1.0,1676,True,0.05043931930054679,0.0006679065041905936,0.04390086855849976,0.015213970158712918,True,4.4884049580327934e-10,0.12633888897213108,0.14847300397470597
1.5,300003,1.0,1683,True,0.11066056603931296,0.0007663600904661851,0.056348936459984275,0.013600258294323075,True,8.464700771912415e-11,0.11370980377353312,0.1484983302214538
1.5,300030,2.0,1688,True,0.060958303649030876,0.0006468376583605159,0.045974517243264054,0.014069482338181314,True,1.42003773323518e-10,0.12379321579429714,0.14545010773932204
1.5,300008,0.5,1697,True,0.06112070485757881,0.0006272754760860267,0.04535861746001941,0.013829245934114462,True,4.0891439388214545e-10,0.11685473778087019,0.14546259187740523
1.5,300009,2.0,1699,True,0.062308125446635554,0.0006798711486388098,0.04747441063790514,0.01432079175925521,True,5.592273512756291e-10,0.12498702480343304,0.14342500125716892
1.5,300023,0.5,1700,True,0.046292538055384025,0.0006405337131054907,0.044871663177562214,0.014274793215727858,True,1.0390195648302125e-12,0.11823192157395024,0.14855465435978685
1.5,300030,1.0,1708,True,0.057729048281566,0.0006268257891395896,0.0468386639219373,0.013382657331649681,True,3.5043485062564994e-10,0.11753469364127156,0.1455234863012241
1.5,300024,0.5,1711,True,0.07095409122584151,0.002047969674346183,0.10568858713925763,0.01937739664972276,True,8.535463507861052e-10,0.13479961012288477,0.14405484872839305
1.5,300024,1.0,1711,True,0.07306738207908747,0.0020525112097102404,0.105269600980169,0.019497663053713848,True,8.765261168795779e-10,0.1358015508349668,0.14401630608604954
1.5,300024,2.0,1711,True,0.07255727487004626,0.002051783131473509,0.10524921719957565,0.01949452153722794,True,3.751529469020465e-11,0.13570329486825372,0.14402562237796815
1.5,300024,0.25,1715,True,0.06968754355801399,0.001986980247532895,0.10696349785931056,0.01857624598389982,True,7.294286487758567e-10,0.12971266889969701,0.14407787967605237
1.5,300009,1.0,1719,True,0.05869832594543989,0.0006573217742968423,0.04839944540372805,0.013581184015926989,True,4.2872475795180387e-10,0.11829322623963101,0.14350291970833456
1.5,300011,2.0,1719,True,0.0662601292842333,0.0010569138553002408,0.06486929009390277,0.01629297705848615,True,2.7581756323336037e-13,0.12847449107039566,0.14666488711804293
1.5,300011,1.0,1730,True,0.06301995448136655,0.0010235720062759743,0.06587209324058425,0.015538780626533126,True,5.167952921072277e-10,0.12256072955998842,0.14672641274802015
1.5,300003,0.5,1734,True,0.10271376218064554,0.0007005926144654902,0.05921916365179602,0.011830505047064142,True,8.675822712155001e-11,0.09862575495914427,0.14866036198274826
1.5,300030,0.5,1749,True,0.0522320154630862,0.000588456322418743,0.048551746972018396,0.01212018844054953,True,1.7596024702408453e-10,0.10610018683548539,0.14564757418007407
1.5,300023,0.25,1750,True,0.03790121455088258,0.0005844679941702673,0.04685985848135109,0.012472679455548703,True,7.352668821014596e-14,0.1026346868288801,0.14871807341233995
1.5,300008,0.25,1752,True,0.05277777334352729,0.0005711902188079219,0.04755205653099333,0.012011893080494497,True,7.302882257254062e-14,0.10083907328703834,0.1456270585299489
1.5,300011,0.5,1753,True,0.057000609690622595,0.0009573265268458822,0.0678313966150221,0.01411332472305119,True,3.227395809369399e-10,0.11130531732217808,0.14683980295304697
1.5,300009,0.5,1760,True,0.05252182287623097,0.0006142513500963642,0.05022324203893255,0.012230420123420203,True,2.2735892378847322e-10,0.10613962086701889,0.1436352217418197
1.3,300000,2.0,1788,True,-0.02845498711639216,0.0005251629436440651,0.12444595273535576,0.004220008221246584,True,2.9383171698711685e-10,0.06437176921116361,0.15400222465072086
1.3,300000,1.0,1799,True,-0.02955044144878949,0.0005168603605110342,0.1261387224413018,0.004097555060870013,True,8.094059673804249e-10,0.0625169382071391,0.1540233747687117
1.5,300011,0.25,1805,True,0.04666932342487007,0.0008234720364629836,0.07180269200317022,0.011468539876285221,True,5.539523657491219e-11,0.09017428216705792,0.14703164512021624
1.5,300045,2.0,1822,True,0.06366124185302957,0.0016107152163538454,0.09857792215307304,0.01633951275471912,True,4.292777344531984e-10,0.12112640818419607,0.14644320294723184
1.3,300000,0.5,1823,True,-0.031513475694723625,0.0004984464457222472,0.12965234282618213,0.003844484680006804,True,7.863245009547687e-10,0.05866891466767221,0.15406116982635223
1.5,300030,0.25,1834,True,0.04262929359429535,0.0005165142500435337,0.05200616344478553,0.009931789154028101,True,3.3402134573881637e-11,0.08632123220953325,0.14586183654126778
1.5,300045,1.0,1838,True,0.05804645400242969,0.0014942851627547885,0.10221574634356034,0.014618933150791687,True,1.0538033119733559e-13,0.1093683861255057,0.1465543775905624
1.5,300003,0.25,1841,True,0.09013844570433016,0.0005852552176447115,0.06488888889152303,0.009019344107172226,True,1.0740445685608613e-10,0.07466569312683635,0.14891270393663614
1.5,300009,0.25,1846,True,0.0423358735626842,0.0005342074059750788,0.05389346989731249,0.009912284493704834,True,1.9166511910570505e-11,0.08537647004232785,0.14385056861980153
1.3,300002,0.25,1856,True,0.010947778786291051,0.0003819246939960348,0.267398419643941,0.0014282982468804162,True,5.379027858982283e-10,0.022509661550058624,0.1490082472814572
1.3,300033,2.0,1858,True,-0.011771507322292707,0.0005308363658824532,0.13242468268985647,0.004008590808751958,True,4.888561343924236e-13,0.061588433577504986,0.1520130865800992
1.5,300045,0.5,1872,True,0.04758960702666171,0.001284130900894353,0.10866699759562785,0.011817119542336735,True,1.4912116680365628e-15,0.0893615468647635,0.14675862674782425
1.3,300000,0.25,1881,True,-0.03577397478940225,0.00045063556795534005,0.13778885722957476,0.003270479028681692,True,4.562348979511577e-12,0.049776626179200534,0.1541427301537449
1.3,300033,1.0,1884,True,-0.013703536815377615,0.00051256288364313,0.1365212443630091,0.0037544551108853693,True,7.876578571233001e-10,0.057733464232992304,0.15205025016264057
1.3,300033,0.5,1940,True,-0.016807931690893008,0.00047488596807841634,0.1447881390229658,0.0032798678903048235,True,7.420388795607857e-10,0.05048793986868638,0.1521097002800931
1.5,300045,0.25,1949,True,0.03249495408807279,0.000952218523594994,0.11989796693238956,0.007941907172887676,True,1.773852547053839e-10,0.060396001194987115,0.14704694130328627
1.3,300038,2.0,1982,True,0.03171544364756773,0.0005053616676255926,0.1274958302162785,0.003963750553789238,True,5.898123135728017e-12,0.06253999654281195,0.14855883500458028
1.5,300001,2.0,2001,True,0.13487295044372782,0.000579916552306383,0.040321873683401635,0.014382182654996604,True,3.1361538669824607e-10,0.12438113036164111,0.14914160506529814
1.3,300038,1.0,2009,True,0.029750848094998394,0.0004907556225815539,0.13139984276429867,0.003734826558825169,True,5.823517449515814e-12,0.05894751755450045,0.14859489968079603
1.5,300001,1.0,2028,True,0.1311589968403275,0.0005621448161870941,0.04119223024703683,0.013646865265993508,True,1.230085911602119e-13,0.11772722150243542,0.14921874205085822
1.3,300032,2.0,2031,True,0.017279856813664063,0.0005560492916239211,0.15060716522148757,0.0036920507122365507,True,8.748379052431199e-10,0.05680085376658717,0.15048327344569568
1.3,300033,0.25,2066,True,-0.022842419389458857,0.00039684288802726056,0.16249101253101614,0.0024422451546451626,True,3.916526391395392e-13,0.03746659223818938,0.15222432375498388
1.3,300038,0.5,2067,True,0.02635419548824558,0.00045954665767669297,0.13939557406530184,0.0032967091011183165,True,5.62239057394498e-13,0.05203867442534538,0.14865696694462607
1.5,300001,0.5,2082,True,0.12449129677225645,0.0005286438674864464,0.04291530467223648,0.012318306290120453,True,5.174701812882265e-14,0.10577087168937904,0.14935619386205157
1.3,300032,1.0,2092,True,0.013637483019810714,0.0005140244237951565,0.16133102206126082,0.00318614744534359,True,8.282096865958044e-10,0.04913519752889073,0.15055043831631545
1.5,300036,2.0,2103,True,0.06901398749698306,0.001062043707713281,0.06536593712409233,0.016247662841535806,True,7.314444724817321e-10,0.1332459103412873,0.14482136742418233
1.5,300036,1.0,2105,True,0.06878116323177985,0.001056198153721309,0.06552502718379623,0.01611900367105071,True,7.074962510376231e-10,0.1322401298697624,0.14482611555130998
1.5,300036,0.5,2109,True,0.06798741432827549,0.001043766237223042,0.06585813172856737,0.015848707059059892,True,6.575977360302049e-10,0.13007113766856904,0.14484228958879325
1.3,300026,2.0,2110,True,0.03102430576162396,0.00046273624300217973,0.11523742353676882,0.0040155032002649246,True,9.68404900106995e-10,0.065079812439512,0.14827270661124678
1.3,300026,1.0,2113,True,0.031082588694082647,0.0004615178532307035,0.11555046367200592,0.00399408049578008,True,9.684454824448324e-10,0.06474748339310032,0.14827153765936596
1.3,300026,0.5,2118,True,0.030459876650530404,0.0004589131615608148,0.11619673825397425,0.00394944960122509,True,9.515048950570898e-10,0.06400543344861553,0.14828402152502837
1.5,300036,0.25,2118,True,0.06515855803988457,0.0010110524439703535,0.06665748141279455,0.015167876471496675,True,5.353217281348771e-10,0.12435839384501524,0.14489976401920568
1.3,300041,2.0,2122,True,0.02798949740100709,0.0005917546128939073,0.16028203635494429,0.0036919584149995932,True,5.518628089229427e-13,0.055805778211698964,0.14951448281857893
1.3,300026,0.25,2133,True,0.02966343663923543,0.000449492728974766,0.11792816051410754,0.0038115809405930142,True,5.863601900031601e-11,0.06173736758444548,0.14829997054006003
1.3,300024,1.0,2147,True,0.03401013704685507,0.000597871387238028,0.13706991201204807,0.004361798869364392,True,5.586670666010707e-12,0.06677260825976106,0.1460542088900353
1.3,300024,0.5,2149,True,0.034151274725796155,0.0005965469841611423,0.13736221090444964,0.004342875527652257,True,8.671949991868183e-10,0.06650284768035242,0.14605181759475
1.3,300024,2.0,2152,True,0.033983889361523634,0.0005940392292199109,0.1372512459745926,0.004328115384321372,True,8.685608627722469e-10,0.0662990519977047,0.14605465324441722
1.3,300024,0.25,2154,True,0.0332932280519318,0.0005900549656659156,0.13837949332747418,0.0042640347314291316,True,8.689948140412629e-10,0.0652590338043364,0.14606634459197876
1.3,300041,1.0,2188,True,0.02331354254109219,0.0005405850676238354,0.17332421107785742,0.0031189241495004063,True,5.149708784402129e-13,0.04724381007355127,0.14959799989525907
1.5,300001,0.25,2193,True,0.11375782056951045,0.0004669100639699407,0.04642331091455282,0.010057664022054345,True,3.2459408425000724e-13,0.085638188666187,0.1495746445236871
1.3,300038,0.25,2200,True,0.019573104562132793,0.0003897160881562366,0.15707759738864469,0.0024810418203175906,True,4.831553993694948e-13,0.03899103498031309,0.14877978814921344
1.3,300032,0.5,2217,True,0.007659704492525732,0.0004410181501268372,0.1817347642621636,0.0024267131933582136,True,7.122093685207193e-10,0.03746113372274884,0.15065974243331115
1.3,300046,2.0,2252,True,0.03162680070084445,0.00047715800739493627,0.11898864995736234,0.004010113633240802,True,6.454893043683629e-13,0.06503311670952172,0.14750854497348728
1.3,300046,1.0,2256,True,0.031410869060814584,0.00047524014029787074,0.11947972433543265,0.003977579819013146,True,8.542227235893568e-10,0.06451121360752943,0.14751282110338937
1.3,300046,0.5,2264,True,0.030605647836516425,0.00047084674427227697,0.12052039109487554,0.0039067807529899155,True,6.382964903156596e-12,0.06334780080942082,0.14752875507652563
1.3,300043,2.0,2280,True,0.019211183705234447,0.000461554544541213,0.11453022921594219,0.004029980099585501,True,8.541796269866814e-10,0.0637970166920816,0.15184847767725954
1.3,300046,0.25,2286,True,0.029013603450384506,0.00045586095238810636,0.12323466674747241,0.0036991291851524097,True,9.680637650007207e-10,0.05991432677669373,0.14756019766572417
1.3,300043,1.0,2296,True,0.018606792197372712,0.00045424879080995314,0.11623597314478978,0.003907988022297679,True,8.511222625122439e-10,0.061891849553497025,0.15186034929419145
1.3,300041,0.5,2326,True,0.01702576013382684,0.0004538740953867641,0.19775790818587766,0.0022950995970292946,True,2.634123336120453e-10,0.03479793534214615,0.1497092212421474
