a,s,status,tol,m_minus_lo,m_minus_hi,m_plus_lo,m_plus_hi,plus_above_log2,minus_arg_w1,minus_arg_b1,plus_arg_w1,plus_arg_b1,argmin_separation,glob_w1,glob_b1,glob_G,glob_is_constant,solve_margin,converged,W
1.3,4.95,minus,1e-09,0.3495050139250294,0.3495050145375298,0.34950507316935947,0.3495050736809272,False,0.8336719223629646,3.831999665419958,-0.8336012936031939,3.8317393414234036,0.0002697350642552879,0.8336719223629646,3.831999665419958,-0.00027129783980983646,False,-0.173843326801002,True,2.9077100071895274
1.3,4.9625,plus,1e-09,0.3491099825857057,0.34910998316405023,0.34910996404531663,0.3491099646480713,False,-0.8333835603101533,3.8318058253377596,0.8333466214555568,3.8316648680257765,0.00014571699550973053,0.8333466214555568,3.8316648680257765,0.00014642415336707515,False,-0.17280770818356217,True,2.904989729795668
1.3,4.975,plus,1e-07,0.34871561615644475,0.34871568269490716,0.34871537703066496,0.3487154183795477,False,-0.8331939638015597,3.8318657464622854,0.8329819998482454,3.8312996345048513,0.0006044927343272777,0.8329819998482454,3.8312996345048513,0.0006044599486219049,False,-0.17172917229234486,True,2.9022831221374563
1.3,5.0,plus,1e-07,0.3479293366198585,0.34792942195890175,0.34792777475124814,0.34792781385521965,False,0.8327575115293361,3.8319966218072836,-0.8324130302785255,3.830666563068581,0.0013739445332906304,-0.8324130302785255,3.830666563068581,0.001378705936398994,False,-0.16968572523040137,True,2.8969105059359066
1.3,7.1,plus,1e-07,0.29090994235220996,0.29091000481774015,0.2881528362585417,0.28815289058257176,False,0.8069851906569359,3.8394344502802906,0.7932703992040706,3.7899551999361245,0.05134483147519571,0.7932703992040706,3.7899551999361245,0.048582124338802046,False,-0.0005142137261167079,True,2.5617824722857248
1.3,7.1125,plus,1e-07,0.2906142584979204,0.2906143213625343,0.28783126287181454,0.2878313174578789,False,-0.8068791942295109,3.839463412157145,0.7930538619938617,3.789809106527754,0.051543087596331,0.7930538619938617,3.789809106527754,0.04875618126250769,False,0.00035941032727748734,True,2.5602992633062924
1.3,7.125,plus,1e-07,0.29031900536444827,0.2903190685554322,0.2875100571140344,0.2875101129496844,False,-0.8067691604911291,3.8394934678323045,0.792887177379291,3.789614315316594,0.05177489073675451,0.792887177379291,3.789614315316594,0.04896177478461494,False,0.0013797631292788992,True,2.558821258568893
1.3,7.15,plus,1e-07,0.2897297850581023,0.2897298489512223,0.2868687581386551,0.2868688147322004,False,-0.8065618397783704,3.839550060005469,0.7925576067188767,3.789322128499854,0.05214368271341561,0.7925576067188767,3.789322128499854,0.049287004418177904,False,0.003208750277906347,True,2.555880752640291
1.35,4.0,minus,1e-07,0.3501846901563246,0.35018472409633206,0.3501861179631185,0.350186185289903,False,-0.8892435942049739,3.8791208768446515,0.8889246881944282,3.877778643655252,0.0013795981220224287,-0.8892435942049739,3.8791208768446515,-0.0015992955956898314,False,-0.170954148674614,True,3.2344966189563937
1.35,4.025,minus,1e-09,0.3492018004931514,0.34920180100385223,0.34920187281275916,0.34920187376006934,False,0.888427713872121,3.878256490845129,-0.8883480026379552,3.8779523198034838,0.0003144422099969042,0.888427713872121,3.878256490845129,-0.0003645414002897418,False,-0.16843048862044974,True,3.2261957600735633
1.35,4.0375,plus,1e-09,0.3487115493631994,0.34871155006678056,0.3487115104347516,0.3487115109506119,False,0.8880644057953258,3.878037540958365,-0.8880024730165113,3.8778182106200183,0.00022790670549818707,-0.8880024730165113,3.8778182106200183,0.0002642025295309658,False,-0.16715994807803192,True,3.22208387951241
1.35,4.05,plus,1e-07,0.34822236606250195,0.3482224418303154,0.3482219675964366,0.3482219984186773,False,-0.887789778291796,3.8781225718874563,-0.8875705288336112,3.877367755944211,0.0007860136341641817,-0.8875705288336112,3.877367755944211,0.0009078648612828033,False,-0.1658679534478793,True,3.217997380930028
1.35,5.7,plus,1e-07,0.29230618337515846,0.29230623413279505,0.28971718046133105,0.28971722594089594,False,0.8606065438842558,3.8858491631129444,0.8464381561682581,3.8345623872917836,0.05320786205628676,0.8464381561682581,3.8345623872917836,0.05822697511168595,False,-0.0017276946522279957,True,2.8299291040914696
1.35,5.7125,plus,1e-07,0.29193645065120954,0.29193650176034464,0.28931590171884763,0.28931594552631473,False,-0.8604568288862848,3.8858894434244324,-0.8462216314022127,3.8343188982778336,0.05349917732197313,-0.8462216314022127,3.8343188982778336,0.05852685332146912,False,-0.0004983562822928889,True,2.8277474198021615
1.35,5.725,plus,1e-07,0.29156739335357706,0.29156744483524316,0.2889151970077656,0.28891524160151794,False,-0.8603190550587111,3.885926489897453,-0.8459588766534831,3.8341241070666734,0.05375594470174072,-0.8459588766534831,3.8341241070666734,0.058788749974124865,False,0.0005967597496372434,True,2.825575262518484
1.35,5.75,plus,1e-07,0.29083129540620034,0.2908313477119464,0.28811551432535243,0.28811555771235314,False,-0.860032117461006,3.886003578899722,-0.8455097943775014,3.8336371290387725,0.05434282785042596,-0.8455097943775014,3.8336371290387725,0.05939132125904534,False,0.003047907878201528,True,2.821259280437437
1.4,3.35,minus,1e-07,0.3500071154400749,0.35000714469190974,0.3500087582411724,0.35000882174637027,False,0.9384467513895324,3.9208061960329097,0.9380244381985096,3.9192996077590925,0.0015646586394851211,0.9384467513895324,3.9208061960329097,-0.0020525849259280804,False,-0.16580062299531306,True,3.559146197862522
1.4,3.375,minus,1e-09,0.34882344483607297,0.34882344528971587,0.3488234743305589,0.34882347485999354,False,-0.9373492876823313,3.919716582695482,0.9372995368827167,3.919514753130012,0.0002078709108076535,-0.9373492876823313,3.919716582695482,-0.00027212287959876846,False,-0.1628181826552506,True,3.547789374008432
1.4,3.3875,plus,1e-07,0.3482333906745446,0.3482334582184912,0.3482332805015401,0.34823330873044966,False,-0.9369313826125863,3.919625274315251,0.9368461217715077,3.9191504707380487,0.00048239801818150024,0.9368461217715077,3.9191504707380487,0.0006259157882499977,False,-0.16127020347411047,True,3.5421738227300263
1.4,3.4,plus,1e-07,0.34764510437886087,0.34764519681677575,0.34764427721479363,0.3476443081121788,False,-0.9366000787004038,3.9197226699208305,-0.9362474110779009,3.918566097104568,0.0012091464474078138,-0.9362474110779009,3.918566097104568,0.0015808713466696211,False,-0.15972063975947393,True,3.5365995622698443
1.4,4.7,plus,1e-07,0.2943300164102573,0.29433010042318364,0.2919528471986519,0.29195288679651443,False,0.9090358437854806,3.927441176550154,0.8946989469156924,3.8753224482270303,0.05405468022173954,0.8946989469156924,3.8753224482270303,0.0670756395069203,False,-0.004873960958949652,True,3.105751076780619
1.4,4.725,plus,1e-07,0.2934312060552004,0.2934312915351749,0.29097982181495097,0.29097986419203803,False,-0.9086602834720242,3.9275407597523424,0.8941124713806212,3.87464067898797,0.05486398984328316,0.8941124713806212,3.87464067898797,0.06802364329957289,False,-0.0018402232402952023,True,3.0997331176220664
1.4,4.7375,plus,1e-07,0.2929833016612395,0.29298338802727203,0.2904945790450725,0.2904946194060754,False,-0.9084617025053222,3.9275933571838726,-0.8937391758213629,3.8743484921712295,0.055242813488946094,-0.8937391758213629,3.8743484921712295,0.06846334805593113,False,-0.0004722220485522399,True,3.0967479558231004
1.4,4.75,plus,1e-07,0.2925363926645066,0.29253647957761486,0.2900101812075387,0.29001021809364763,False,-0.9082769943643909,3.9276422452124544,-0.8934669370045698,3.8740563053544896,0.05559488060480578,-0.8934669370045698,3.8740563053544896,0.06887447392372748,False,0.0009654602702955373,True,3.093778505402024
1.45,2.85,minus,1e-07,0.3510004962400833,0.3510005190161548,0.3510063976476415,0.3510064508892718,False,0.9839888515974357,3.9598618338705047,-0.9832062663279426,3.956786263263047,0.00317357436741051,0.9839888515974357,3.9598618338705047,-0.004636456325327831,False,-0.1637440143607254,True,3.8990503326283865
1.45,2.875,minus,1e-07,0.3496021473358486,0.3496022404425303,0.3496033860185749,0.3496034809721846,False,0.982682639430767,3.9584495975895946,0.9823058066521629,3.9570495357593813,0.0014498882961974909,0.982682639430767,3.9584495975895946,-0.0021153708559160656,False,-0.1601556486916298,True,3.883662928085809
1.45,2.8875,minus,1e-07,0.3489054820485233,0.3489055077754422,0.34890564452649603,0.3489057181186828,False,-0.9819743981540814,3.9577191305477437,0.9818894732617275,3.9571712802663557,0.0005543935138133169,-0.9819743981540814,3.9577191305477437,-0.0008014669360005833,False,-0.1583318671001095,True,3.876069144025836
1.45,2.9,plus,1e-09,0.3482104063943043,0.348210406931198,0.3482103680841225,0.34821036848569364,False,-0.9813949585682216,3.9573156616425966,0.9813326922319979,3.957073884660776,0.000249666188269441,0.9813326922319979,3.957073884660776,0.0003636695159712211,False,-0.15661567448104385,True,3.8685408236215526
1.45,4.0,plus,1e-07,0.2949174103976176,0.2949174830454298,0.2926260957537383,0.2926261310873161,False,0.9524086989024886,3.9653142757508584,-0.9375636806025783,3.9115536135028046,0.05577260415001242,-0.9375636806025783,3.9115536135028046,0.07716622375165993,False,-0.003290352832078014,True,3.375093532943117
1.45,4.0125,plus,1e-07,0.2943862380878524,0.2943863117385063,0.29205192682563835,0.29205196114243503,False,0.952168537110236,3.9653769551493716,0.9371985698813979,3.911164031080485,0.056241808780757865,0.9371985698813979,3.911164031080485,0.07777992748824358,False,-0.0015787804726290489,True,3.3709301738149686
1.45,4.025,plus,1e-07,0.29385646999226556,0.2938565442313492,0.2914789383487851,0.2914789720119545,False,-0.9519365440830386,3.965437446951275,0.9368275969357855,3.910774448658165,0.056712641150726495,0.9368275969357855,3.910774448658165,0.07839476293372671,False,0.00013097173716936084,True,3.366792674060287
1.45,4.05,plus,1e-07,0.2928011174016471,0.29280119297885954,0.29033648832575115,0.2903365220065743,False,0.9514609744755853,3.965561283941964,-0.9361012600053706,3.909995283813524,0.05764981525451997,-0.9361012600053706,3.909995283813524,0.0796176003183735,False,0.0035664120176086556,True,3.3585942949167515
1.5,2.5,minus,1e-07,0.3499874406626523,0.34998753548252237,0.34999010378329304,0.34999016661758087,False,1.0236636130533021,3.99370680680957,1.0231303025470728,3.9914880131699495,0.0022819871409089994,1.0236636130533021,3.99370680680957,-0.0036603074019598836,False,-0.1566120341963071,True,4.219089507015152
1.5,2.525,minus,1e-09,0.3483761391410905,0.3483761395065794,0.3483761526619885,0.34837615324578874,False,-1.0221027978545714,3.9919475986837805,1.0220680886025109,3.99179351579214,0.00015794388141006146,-1.0221027978545714,3.9919475986837805,-0.00025260426594497787,False,-0.15238222304398263,True,4.199456387108365
1.5,2.5375,plus,1e-07,0.3475739727101653,0.34757406833595167,0.34757357430381697,0.3475736732848203,False,-1.0214719549915265,3.9919658603598265,-1.021240585498962,3.9911745210644884,0.0008244693580938673,-1.021240585498962,3.9911745210644884,0.001318309656547001,False,-0.1504458826956565,True,4.189784899469554
1.5,2.55,plus,1e-07,0.34677516126906277,0.34677521439728837,0.34677330307686893,0.3467733281484554,False,1.021011219147858,3.9920967357048247,-1.0205100519536694,3.990346658417059,0.0018204227722385924,-1.0205100519536694,3.990346658417059,0.0029124187284006453,False,-0.14837427968128836,True,4.180208230337007
1.5,3.45,plus,1e-07,0.2963278855015258,0.2963279484889693,0.2941825483701573,0.2941825782604153,False,0.9924310996820777,3.999855094637602,-0.977437850250406,3.945447284244659,0.05643586944731819,-0.977437850250406,3.945447284244659,0.08607878110078682,False,-0.004248823444051197,True,3.6572648452024135
1.5,3.475,plus,1e-07,0.2950930532342504,0.29509311799735993,0.29285019782169913,0.29285023007484545,False,0.9918572711013579,4.0000026147394125,0.9765113453411018,3.944473328188858,0.057610755091847786,0.9765113453411018,3.944473328188858,0.08777534025975342,False,-0.00028844332119071225,True,3.646344776808934
1.5,3.4875,plus,1e-07,0.2944784887013096,0.2944785542073165,0.2921864064791246,0.29218644126610505,False,0.9915500573988978,4.000081463330258,0.976136394139359,3.943986350160959,0.05817424461525003,0.976136394139359,3.943986350160959,0.08859228582516598,False,0.0017508570381199462,True,3.64094345265732
1.5,3.5,plus,1e-07,0.2938658106454413,0.2938658769122652,0.29152419881990776,0.29152423037688757,False,0.9912662535549345,4.0001542246957555,0.9756227128426481,3.9435480699358485,0.0587279926672069,0.9756227128426481,3.9435480699358485,0.08938580695644793,False,0.0036167360232592927,True,3.6355807093925043
1.6,2.0,minus,1e-09,0.3482550136026823,0.3482550139212614,0.3482550411192624,0.34825504178811817,False,1.093656517680863,4.0533555280019975,1.0935964219821463,4.053115843503888,0.0002471035241314923,1.093656517680863,4.0533555280019975,-0.0004656256981130369,False,-0.14270429992273925,True,4.860722681427728
1.6,2.0125,plus,1e-07,0.3472261605674865,0.34722625864277445,0.34722557497066425,0.34722565455047816,False,-1.0929347359376869,4.053300742973858,-1.0925566633291497,4.0522415657631745,0.0011246311666304916,-1.0925566633291497,4.0522415657631745,0.0021110533205663806,False,-0.14016047784935814,True,4.845573685263341
1.6,2.025,plus,1e-07,0.34620273603704604,0.3462027921191639,0.3461997787274324,0.3461998585035698,False,1.0921770746880506,4.05351075224839,-1.091517490569094,4.0510728184962135,0.0025255835345481983,-1.091517490569094,4.0510728184962135,0.004750252856850601,False,-0.1375038808962561,True,4.83061171374296
1.6,2.05,plus,1e-07,0.3441715415381671,0.34417160098282085,0.3441587860097276,0.34415886539294577,False,1.0907512781096405,4.053904900089723,1.0894318203061355,4.048832719567871,0.005240990759530462,1.0894318203061355,4.048832719567871,0.009837802956264241,False,-0.132296550594468,True,4.801235159904162
1.6,2.7,plus,1e-07,0.29754708533685614,0.2975471350844642,0.295551773764284,0.2955518686250326,False,-1.0626588163001365,4.061279858938421,1.047101452516739,4.004809905845695,0.058573775447580516,1.047101452516739,4.004809905845695,0.10546324179907929,False,-0.0009639975100039777,True,4.217651730908125
1.6,2.7125,plus,1e-07,0.2967493193620684,0.29674937100573656,0.2946935586356246,0.2946935842154081,False,-1.0622452326141385,4.061382961317766,1.0464370321613519,4.004176834409425,0.05935014875641554,1.0464370321613519,4.004176834409425,0.10679003413250365,False,0.001458109608577729,True,4.208901757953678
1.6,2.725,plus,1e-07,0.29595475018968437,0.2959548027351177,0.29383792391927605,0.29383794826510007,False,1.0618447896852956,4.061482639632852,1.045830864837874,4.003495065170365,0.060158163045935485,1.045830864837874,4.003495065170365,0.10817387207199936,False,0.004002995782496299,True,4.200215969955516
1.6,2.75,plus,1e-07,0.2943751031721248,0.2943751573008732,0.2921345565884137,0.292134581833549,False,-1.0610275768003872,4.0616856105530745,-1.0445545339645783,4.002228922297824,0.061696506534426175,-1.0445545339645783,4.002228922297824,0.11079633897753283,False,0.00890047091390933,True,4.1830812790864185
