activation,parameter,depth,seed,eval_errors,dense_errors,regionally_separating,final_train_loss,final_gradient_norm,inactive_unit_fraction,duration_seconds
sin_family,1.005,5,8,77,,False,0.04748634994029999,0.002280178717254103,0.0,1.0686695829499513
sin_family,1.005,5,9,27,,False,0.020022260025143623,1.2586097679250527,0.0,1.0814055828377604
sin_family,1.005,8,0,59,,False,0.051629193127155304,0.08169590095768453,0.0,1.5796494169626385
sin_family,1.005,8,1,78,,False,0.04798850417137146,0.4239062345746154,0.0,1.5831141250673681
sin_family,1.005,8,2,84,,False,0.052186258137226105,0.013220832745132369,0.0,1.5833514158148319
sin_family,1.005,8,3,13,,False,0.008843163028359413,0.4525735547384816,0.0,1.5886666669975966
sin_family,1.005,8,4,41,,False,0.05393166095018387,0.3528562484322977,0.0,1.5879073329269886
sin_family,1.005,8,5,35,,False,0.021019307896494865,0.15097754203704947,0.0,1.5977428329642862
sin_family,1.005,8,6,75,,False,0.06748394668102264,1.350359579772221,0.0,1.5912628329824656
sin_family,1.005,8,7,33,,False,0.01781095191836357,0.0023953795390776766,0.0,1.5994591659400612
sin_family,1.005,8,8,69,,False,0.044477034360170364,0.0014609219001065887,0.0,1.6069339581299573
sin_family,1.005,8,9,12,,False,0.0005189590738154948,0.004870376904001503,0.0,1.607674750033766
sin_family,1.005,12,0,25,,False,0.001664732932113111,0.0143249846743126,0.0,2.2687527500092983
sin_family,1.005,12,1,72,,False,0.04973284900188446,0.014997938751330485,0.0,2.2831079580355436
sin_family,1.005,12,2,146,,False,0.1990097463130951,0.6254367772446858,0.0,2.2752722499426454
sin_family,1.005,12,3,211,,False,0.22770479321479797,10.287778854151778,0.0,2.289212082978338
sin_family,1.005,12,4,85,,False,0.07203393429517746,0.015556503661687406,0.0,2.2882341670338064
sin_family,1.005,12,5,6,,False,0.00766102597117424,0.02392941220832515,0.0,2.298034542007372
sin_family,1.005,12,6,60,,False,0.050100889056921005,0.08198034903044993,0.0,2.3010243331082165
sin_family,1.005,12,7,17,,False,0.006748170591890812,0.02074939576548074,0.0,2.307776417117566
sin_family,1.005,12,8,32,,False,0.04931088164448738,0.0009471129163809219,0.0,2.297067000064999
sin_family,1.005,12,9,116,,False,0.3717336654663086,6.53726071833317,0.0,2.310769374947995
sin_family,1.01,3,0,14,,False,0.016912581399083138,0.09076271843328089,0.0,0.7718715840019286
sin_family,1.01,3,1,85,,False,0.06705793738365173,0.0025819779852281457,0.0,0.7713175418321043
sin_family,1.01,3,2,98,,False,0.07842076569795609,0.4811676170716327,0.0,0.763066333020106
sin_family,1.01,3,3,93,,False,0.0763046145439148,1.0577850585249537,0.0,0.7637412089388818
sin_family,1.01,3,4,78,,False,0.05999818444252014,0.01993873565815558,0.0,0.7698684590868652
sin_family,1.01,3,5,68,,False,0.06074585020542145,0.21975389345058785,0.0,0.7659771661274135
sin_family,1.01,3,6,63,,False,0.050006888806819916,0.19674987287162377,0.0,0.7666675001382828
sin_family,1.01,3,7,91,,False,0.07748113572597504,0.17648040613598953,0.0,0.7708253331948072
sin_family,1.01,3,8,84,,False,0.050089310854673386,0.19604823208584263,0.0,0.7655955001246184
sin_family,1.01,3,9,92,,False,0.07166501879692078,0.15709203858170165,0.0,0.7720759168732911
sin_family,1.01,5,0,18,,False,0.00887299608439207,0.009989989441381608,0.0,1.1041354581248015
sin_family,1.01,5,1,71,,False,0.058443035930395126,0.011791547364515334,0.0,1.1055772081017494
sin_family,1.01,5,2,98,,False,0.07838734984397888,0.0009929121954303562,0.0,1.107417416991666
sin_family,1.01,5,3,8,,False,0.008297803811728954,0.013039325645417802,0.0,1.1059817080385983
sin_family,1.01,5,4,79,,False,0.05237721651792526,0.013225970825729417,0.0,1.0987882919143885
sin_family,1.01,5,5,75,,False,0.058261580765247345,0.11415444255099523,0.0,1.0950189579743892
sin_family,1.01,5,6,80,,False,0.064381904900074,0.08797929669076081,0.0,1.0922953328117728
sin_family,1.01,5,7,95,,False,0.08016622811555862,4.816611929069562,0.0,1.0925087919458747
sin_family,1.01,5,8,78,,False,0.04763233661651611,0.0016250767887553553,0.0,1.0950999588239938
sin_family,1.01,5,9,28,,False,0.018678080290555954,0.6723592842406245,0.0,1.0957689580973238
sin_family,1.01,8,0,60,,False,0.05129992216825485,0.06256945007063017,0.0,1.5955177498981357
sin_family,1.01,8,1,74,,False,0.06698042154312134,1.9698484576275908,0.0,1.60099891689606
sin_family,1.01,8,2,77,,False,0.053690701723098755,0.025361903892876313,0.0,1.5905920839868486
sin_family,1.01,8,3,16,,False,0.014968172647058964,0.02377285270417494,0.0,1.5976444170810282
sin_family,1.01,8,4,21,,False,0.01725023239850998,0.249522045391647,0.0,1.5935441250912845
sin_family,1.01,8,5,74,,False,0.05820061266422272,0.35751886703093094,0.0,1.599153459072113
sin_family,1.01,8,6,77,,False,0.06715952605009079,0.6550629202115089,0.0,1.5919751250185072
sin_family,1.01,8,7,31,,False,0.019921939820051193,1.306253139282209,0.0,1.59229416702874
sin_family,1.01,8,8,71,,False,0.04454231634736061,0.11642040040028866,0.0,1.5999647909775376
sin_family,1.01,8,9,46,,False,0.024015450850129128,0.55993263745109,0.0,1.6693800000939518
sin_family,1.01,12,0,18,,False,0.023920521140098572,0.00876402731374741,0.0,2.271894000004977
sin_family,1.01,12,1,74,,False,0.049761392176151276,0.0525073022495052,0.0,2.4495503751095384
sin_family,1.01,12,2,101,,False,0.06827125698328018,0.20127698822231574,0.0,2.5617557908408344
sin_family,1.01,12,3,75,,False,0.1314609795808792,0.0679716290665502,0.0,2.3294312921352684
sin_family,1.01,12,4,68,,False,0.0418599508702755,4.7867010103135055,0.0,2.836805666098371
sin_family,1.01,12,5,8,,False,0.010520179755985737,0.008359736341938227,0.0,2.381189542124048
sin_family,1.01,12,6,67,,False,0.053713299334049225,0.21047647799307098,0.0,2.432799959089607
sin_family,1.01,12,7,13,,False,0.009118156507611275,0.018990695330307863,0.0,2.275244374992326
sin_family,1.01,12,8,76,,False,0.057286810129880905,1.289572761692138,0.0,2.2713089580647647
sin_family,1.01,12,9,70,,False,0.04699810594320297,0.1592771824224252,0.0,2.3373694580513984
sin_family,1.02,3,0,11,,False,0.010818335227668285,0.007370571430888611,0.0,0.8276454168371856
sin_family,1.02,3,1,86,,False,0.0670061856508255,0.0013758968571985187,0.0,0.8414194160141051
sin_family,1.02,3,2,90,,False,0.07895427942276001,1.117403033374215,0.0,0.7569590001367033
sin_family,1.02,3,3,85,,False,0.07555285096168518,0.48931072066876946,0.0,0.7594379999209195
sin_family,1.02,3,4,78,,False,0.059975821524858475,0.007067946392909045,0.0,0.7639522498939186
sin_family,1.02,3,5,63,,False,0.06064193323254585,0.11185415746762298,0.0,0.7561015000101179
sin_family,1.02,3,6,62,,False,0.05003272742033005,0.043804340660236814,0.0,0.7566740410402417
sin_family,1.02,3,7,91,,False,0.0774879902601242,0.17629056953067584,0.0,0.760070958873257
sin_family,1.02,3,8,83,,False,0.05002805218100548,0.13077810304499748,0.0,0.7503184580709785
sin_family,1.02,3,9,90,,False,0.07175697386264801,0.3138964252567324,0.0,0.7540923331398517
sin_family,1.02,5,0,23,,False,0.022288182750344276,0.01467916203468238,0.0,1.076864458154887
sin_family,1.02,5,1,70,,False,0.05844477191567421,0.015400345530663257,0.0,1.0913607911206782
sin_family,1.02,5,2,97,,False,0.07842057943344116,0.009299318553802898,0.0,1.0855103752110153
sin_family,1.02,5,3,7,,False,0.008800971321761608,0.004574196333552855,0.0,1.08744266605936
sin_family,1.02,5,4,94,,False,0.052826888859272,0.5819289654932216,0.0,1.0862454581074417
sin_family,1.02,5,5,71,,False,0.06196803227066994,1.8850261773020907,0.0,1.0775767089799047
sin_family,1.02,5,6,80,,False,0.064364954829216,0.12749725620530994,0.0,1.065145291853696
sin_family,1.02,5,7,89,,False,0.08022067695856094,5.183919895420643,0.0,1.054097417043522
sin_family,1.02,5,8,70,,False,0.047055620700120926,0.5685011678336752,0.0,1.0502941671293229
sin_family,1.02,5,9,16,,False,0.017141135409474373,0.015610023803306958,0.0,1.0726369158364832
sin_family,1.02,8,0,60,,False,0.05446512624621391,1.0536970695286845,0.0,1.542394416872412
sin_family,1.02,8,1,39,,False,0.039694443345069885,0.6588447899893807,0.0,1.534720541909337
sin_family,1.02,8,2,12,,False,0.005612896289676428,0.024946764510913304,0.0,1.5392110419925302
sin_family,1.02,8,3,22,,False,0.018439646810293198,0.010205391343561873,0.0,1.5452013751491904
sin_family,1.02,8,4,37,,False,0.025858985260128975,0.13111625708699903,0.0,1.5395339168608189
sin_family,1.02,8,5,70,,False,0.054262492805719376,0.007199273796998022,0.0,1.5317019999492913
sin_family,1.02,8,6,75,,False,0.06708697229623795,0.7426519447302269,0.0,1.5364025421440601
sin_family,1.02,8,7,34,,False,0.018156852573156357,0.6718808184493915,0.0,1.5290592079982162
sin_family,1.02,8,8,22,,False,0.021251052618026733,0.024113037042413542,0.0,1.5393063339870423
sin_family,1.02,8,9,47,,False,0.01868932880461216,0.004453023610595859,0.0,1.5252133749891073
sin_family,1.02,12,0,66,,False,0.06590583920478821,0.08479971178479763,0.0,2.2947476671542972
sin_family,1.02,12,1,67,,False,0.06220538541674614,0.06365277326261254,0.0,2.4498160830698907
sin_family,1.02,12,2,96,,False,0.04880746454000473,0.04954942749310633,0.0,2.2172277921345085
sin_family,1.02,12,3,55,,False,0.10852380841970444,0.049091820241141955,0.0,2.16559129091911
sin_family,1.02,12,4,26,,False,0.03914964199066162,0.0011654232981608268,0.0,2.16391958296299
sin_family,1.02,12,5,19,,False,0.020963959395885468,0.029626990948905804,0.0,2.4040672502014786
sin_family,1.02,12,6,88,,False,0.04576291888952255,0.7988280848092627,0.0,2.3371729170903563
sin_family,1.02,12,7,74,,False,0.06745021790266037,1.1528944911881407,0.0,2.313900584122166
sin_family,1.02,12,8,86,,False,0.12519846856594086,1.997343528582642,0.0,2.3536076250020415
sin_family,1.02,12,9,83,,False,0.06876139342784882,1.1085375006847316,0.0,2.2423928340431303
sin_family,1.04,3,0,13,,False,0.007083483040332794,0.0036258246786199577,0.0,0.7446567500010133
sin_family,1.04,3,1,85,,False,0.06688189506530762,0.0044586059889378995,0.0,0.7524461671710014
sin_family,1.04,3,2,97,,False,0.07833985239267349,0.40534689875683294,0.0,0.7374304998666048
sin_family,1.04,3,3,87,,False,0.07570762187242508,0.5734959927099647,0.0,0.7388446249533445
sin_family,1.04,3,4,15,,False,0.01399862952530384,0.15845591294393552,0.0,0.8049611661117524
sin_family,1.04,3,5,63,,False,0.06057874858379364,0.0023339018466080183,0.0,0.7578665420878679
sin_family,1.04,3,6,62,,False,0.05092335864901543,0.059431548078034906,0.0,0.7502340001519769
sin_family,1.04,3,7,91,,False,0.07752669602632523,0.26233819758487653,0.0,0.7547452917788178
sin_family,1.04,3,8,72,,False,0.05079443007707596,0.5241859386655707,0.0,0.7993377500679344
sin_family,1.04,3,9,89,,False,0.07176100462675095,0.329537221343239,0.0,0.7463191249407828
sin_family,1.04,5,0,30,,False,0.029268084093928337,0.014659558363819233,0.0,1.0752978338859975
sin_family,1.04,5,1,73,,False,0.05856962502002716,0.15267758256726954,0.0,1.0686124169733375
sin_family,1.04,5,2,98,,False,0.07834770530462265,0.0009232432424171926,0.0,1.0654488338623196
sin_family,1.04,5,3,12,,False,0.0036234932485967875,0.0024635336539112936,0.0,1.1087121670134366
sin_family,1.04,5,4,78,,False,0.05526244267821312,1.3319892170666048,0.0,1.1327835000120103
sin_family,1.04,5,5,77,,False,0.05824125558137894,0.0894770910926751,0.0,1.2214124170131981
sin_family,1.04,5,6,79,,False,0.06427434086799622,0.04852938616849173,0.0,1.0840043749194592
sin_family,1.04,5,7,95,,False,0.08026181161403656,4.949330786517871,0.0,1.0704971249215305
sin_family,1.04,5,8,69,,False,0.04563916474580765,0.30279651279753367,0.0,1.0680704589467496
sin_family,1.04,5,9,30,,False,0.021895837038755417,0.6141010089177031,0.0,1.0729492080863565
sin_family,1.04,8,0,60,,False,0.051569391041994095,0.1849037102566838,0.0,1.5572733751032501
sin_family,1.04,8,1,70,,False,0.06303602457046509,0.0035429766651179327,0.0,1.5605028339195997
sin_family,1.04,8,2,67,,False,0.10548652708530426,0.03985761100263771,0.0,2.3866062911693007
sin_family,1.04,8,3,26,,False,0.023088011890649796,0.013593171428996818,0.0,1.6740044169127941
sin_family,1.04,8,4,76,,False,0.05212685093283653,0.07721394556296345,0.0,1.632803917163983
sin_family,1.04,8,5,70,,False,0.047712188214063644,0.01893369415839287,0.0,1.7697257499676198
sin_family,1.04,8,6,75,,False,0.06760016083717346,1.6561211918953207,0.0,1.7760990420356393
sin_family,1.04,8,7,31,,False,0.017761163413524628,0.8611710111278961,0.0,1.8281199580524117
sin_family,1.04,8,8,67,,False,0.04443322494626045,0.003961739879134308,0.0,1.5889314590021968
sin_family,1.04,8,9,69,,False,0.03641839697957039,0.011981651217097947,0.0,1.797123875003308
sin_family,1.04,12,0,25,,False,0.012222662568092346,0.5401226274813928,0.0,2.4063074581790715
sin_family,1.04,12,1,41,,False,0.07854730635881424,5.517457214412111,0.0,2.4442235419992357
sin_family,1.04,12,2,89,,False,0.05205387994647026,0.9377785919219149,0.0,2.416652499930933
sin_family,1.04,12,3,52,,False,0.08601431548595428,0.513122348064936,0.0,2.2750935000367463
sin_family,1.04,12,4,5,,False,9.346456499770284e-05,0.0009186748253496703,0.0,2.31718529202044
sin_family,1.04,12,5,12,,False,0.012591355480253696,0.04632213277070785,0.0,2.3751589579042047
sin_family,1.04,12,6,27,,False,0.029374942183494568,0.14552195863510262,0.0,2.3762781671248376
sin_family,1.04,12,7,94,,False,0.07911323010921478,3.2136375997180076,0.0,2.4251227921340615
sin_family,1.04,12,8,74,,False,0.04845171794295311,0.021057578251815867,0.0,2.2472001670394093
sin_family,1.04,12,9,81,,False,0.04273584112524986,0.6804325364891419,0.0,2.2141122079920024
sin_family,1.06,3,0,13,,False,0.006163610145449638,0.2703886036248499,0.0,0.7412278749980032
sin_family,1.06,3,1,84,,False,0.06633426994085312,0.0031058779092783275,0.0,0.7453168330248445
sin_family,1.06,3,2,97,,False,0.07840628921985626,0.5703161039484667,0.0,0.7926725421566516
sin_family,1.06,3,3,89,,False,0.07659293711185455,0.4267809925473182,0.0,0.7724042078480124
sin_family,1.06,3,4,85,,False,0.06216060370206833,0.0007789765078650084,0.0,0.7828572918660939
sin_family,1.06,3,5,62,,False,0.06060229241847992,0.10247594450332628,0.0,0.7480933330953121
sin_family,1.06,3,6,79,,False,0.060783933848142624,0.3352995489483837,0.0,0.7420879160054028
sin_family,1.06,3,7,91,,False,0.07765304297208786,0.446519038232321,0.0,0.7408238330390304
sin_family,1.06,3,8,72,,False,0.05006093531847,0.03907322967634035,0.0,0.7410027079749852
sin_family,1.06,3,9,91,,False,0.07156471908092499,0.07457945723548018,0.0,0.742019833996892
sin_family,1.06,5,0,69,,False,0.061327073723077774,1.2938825116860915,0.0,1.066105374833569
sin_family,1.06,5,1,70,,False,0.053199440240859985,0.007063016021308935,0.0,1.0723914578557014
sin_family,1.06,5,2,98,,False,0.0783664658665657,0.0014960341948588925,0.0,1.0748124171514064
sin_family,1.06,5,3,11,,False,0.003755573183298111,0.0025797575162490975,0.0,1.0686096670106053
sin_family,1.06,5,4,7,,False,0.004302624147385359,0.007248443772663531,0.0,1.075364917051047
sin_family,1.06,5,5,79,,False,0.05825284495949745,0.14881489348967644,0.0,1.082065667025745
sin_family,1.06,5,6,87,,False,0.06595459580421448,1.7893358884267325,0.0,1.2386860831175
sin_family,1.06,5,7,89,,False,0.08032095432281494,5.597342530749843,0.0,1.0722522500436753
sin_family,1.06,5,8,73,,False,0.04478010907769203,0.216145785382108,0.0,1.0682160828728229
sin_family,1.06,5,9,10,,False,0.0013804420595988631,0.0037030112115379794,0.0,1.1720325842034072
sin_family,1.06,8,0,61,,False,0.052744366228580475,0.6218211011439901,0.0,1.7831147911492735
sin_family,1.06,8,1,82,,False,0.06332027167081833,0.27810628669686477,0.0,1.5748349579516798
sin_family,1.06,8,2,40,,False,0.02877984009683132,0.5091817435115166,0.0,1.8292577089741826
sin_family,1.06,8,3,72,,False,0.054487619549036026,0.9239541125408416,0.0,1.5911061249207705
sin_family,1.06,8,4,41,,False,0.053738608956336975,1.2366768836580542,0.0,1.60093770804815
sin_family,1.06,8,5,36,,False,0.019352683797478676,1.2193242565335467,0.0,1.6276152920909226
sin_family,1.06,8,6,74,,False,0.06948776543140411,2.452398179490069,0.0,1.797926250146702
sin_family,1.06,8,7,33,,False,0.016395999118685722,0.0047008346466958905,0.0,1.6616040410008281
sin_family,1.06,8,8,60,,False,0.035134781152009964,1.362300539398211,0.0,1.6446361250709742
sin_family,1.06,8,9,60,,False,0.03297495096921921,0.0325086223844268,0.0,1.7368118749000132
sin_family,1.06,12,0,14,,False,3.428734635235742e-05,0.00029854362896109633,0.0,2.405155875021592
sin_family,1.06,12,1,81,,False,0.07634486258029938,0.03032125819374918,0.0,2.215878459159285
sin_family,1.06,12,2,81,,False,0.08667117357254028,0.002856981151082054,0.0,2.2030039171222597
sin_family,1.06,12,3,51,,False,0.05321376025676727,2.051722725257222,0.0,2.380039457930252
sin_family,1.06,12,4,13,,False,2.101140489685349e-05,0.0002750231848460068,0.0,2.3901869170367718
sin_family,1.06,12,5,19,,False,0.01898348145186901,0.07077392497933759,0.0,2.41792133403942
sin_family,1.06,12,6,16,,False,0.010688918642699718,0.008211619024486649,0.0,2.2197406669147313
sin_family,1.06,12,7,29,,False,0.047163043171167374,0.09544000330225862,0.0,2.1772473328746855
sin_family,1.06,12,8,73,,False,0.0469987727701664,0.11207154884207342,0.0,2.167916541919112
sin_family,1.06,12,9,79,,False,0.04075473174452782,0.4265853738282139,0.0,2.310326667036861
sin_family,1.07,3,0,13,,False,0.00715014198794961,0.0038158762192307925,0.0,0.7555421669967473
sin_family,1.07,3,1,85,,False,0.06560274213552475,0.0039617765604468705,0.0,0.7248646249063313
sin_family,1.07,3,2,96,,False,0.07826164364814758,0.08190570064805307,0.0,0.7211074999067932
sin_family,1.07,3,3,79,,False,0.07518186420202255,0.20957077310402572,0.0,0.7251143341418356
sin_family,1.07,3,4,91,,False,0.06293559074401855,0.34109620054609996,0.0,0.9859047078061849
sin_family,1.07,3,5,62,,False,0.06056151166558266,0.030269768910161622,0.0,0.7621890830341727
sin_family,1.07,3,6,83,,False,0.06057681888341904,0.02400278672632217,0.0,0.7481666249223053
sin_family,1.07,3,7,91,,False,0.07750745862722397,0.18641624872751933,0.0,0.7240949168335646
sin_family,1.07,3,8,68,,False,0.05035464093089104,0.3745996972329273,0.0,0.7286917921155691
sin_family,1.07,3,9,91,,False,0.07160951942205429,0.027900437344864547,0.0,0.7758585000410676
sin_family,1.07,5,0,80,,False,0.0629044622182846,0.5370719140921036,0.0,1.150176625000313
sin_family,1.07,5,1,69,,False,0.053219377994537354,0.07613854544352149,0.0,1.0928324579726905
sin_family,1.07,5,2,98,,False,0.07832702994346619,0.0010021929985849917,0.0,1.0487898748833686
sin_family,1.07,5,3,9,,False,0.0029482864774763584,0.004017148679592726,0.0,1.096745332935825
sin_family,1.07,5,4,13,,False,0.0207857396453619,0.020775846774059647,0.0,1.2039387091062963
sin_family,1.07,5,5,71,,False,0.05918504670262337,0.9378430683383993,0.0,1.1083717909641564
sin_family,1.07,5,6,79,,False,0.06431621313095093,0.364340181963096,0.0,1.0434634170960635
sin_family,1.07,5,7,95,,False,0.08030489087104797,5.107371138231982,0.0,1.0919115000870079
sin_family,1.07,5,8,27,,False,0.014455515891313553,0.1952584651499094,0.0,1.0435889579821378
sin_family,1.07,5,9,7,,False,0.0007126230630092323,0.0035662350834533485,0.0,1.0479406660888344
sin_family,1.07,8,0,61,,False,0.05260085687041283,0.3849673421048686,0.0,1.5738551658578217
sin_family,1.07,8,1,16,,False,0.01853497326374054,0.02175100822941837,0.0,1.609846959123388
sin_family,1.07,8,2,84,,False,0.06155462935566902,0.014571271236356532,0.0,1.7125544578302652
sin_family,1.07,8,3,78,,False,0.05912529304623604,1.1192947448034338,0.0,1.6689755828119814
sin_family,1.07,8,4,36,,False,0.028341908007860184,0.04638084062224848,0.0,1.858853958081454
sin_family,1.07,8,5,73,,False,0.04962296038866043,0.23504883147961358,0.0,1.6189305828884244
sin_family,1.07,8,6,74,,False,0.06718356907367706,0.9632839392824275,0.0,2.0802095411345363
sin_family,1.07,8,7,38,,False,0.020461922511458397,0.007153516467537812,0.0,1.7250242501031607
sin_family,1.07,8,8,66,,False,0.04237684607505798,0.004784260526510273,0.0,1.5919577500317246
sin_family,1.07,8,9,81,,False,0.042063385248184204,0.010582537149830712,0.0,1.6274824170395732
sin_family,1.07,12,0,63,,False,0.028467675670981407,0.853761056347621,0.0,2.281867500161752
sin_family,1.07,12,1,16,,False,7.803483458701521e-05,0.0014350282698935215,0.0,2.2757133750710636
sin_family,1.07,12,2,85,,False,0.11131978034973145,0.011456913337484546,0.0,2.24828008399345
sin_family,1.07,12,3,40,,False,0.07359414547681808,0.09017610139985073,0.0,2.262498666997999
sin_family,1.07,12,4,84,,False,0.06644046306610107,0.02351393564760084,0.0,2.556286915903911
sin_family,1.07,12,5,20,,False,0.029827438294887543,0.11926747543998122,0.0,2.340721999993548
sin_family,1.07,12,6,57,,False,0.05595484748482704,0.47037991779900484,0.0,2.270154833095148
sin_family,1.07,12,7,25,,False,0.015254124067723751,0.027942356964300082,0.0,2.3313672919757664
sin_family,1.07,12,8,69,,False,0.0477951318025589,0.3870598227445557,0.0,2.399513459065929
sin_family,1.07,12,9,86,,False,0.04038132354617119,0.07060917543738594,0.0,2.347419915953651
sin_family,1.08,3,0,13,,False,0.006108006928116083,0.2671166541743161,0.0,0.7465028332080692
sin_family,1.08,3,1,83,,False,0.06503935158252716,0.011173777068988358,0.0,0.7872253339737654
sin_family,1.08,3,2,93,,False,0.07847227901220322,0.7004846347927873,0.0,0.7975427908822894
