optimizer,budget,seed,w2,solved,loss,stalled
sgd,8000,18,6.838684558868408,False,0.33301153779029846,False
sgd,8000,19,7.2565412521362305,False,0.3181833028793335,False
sgd,8000,20,7.1584062576293945,False,0.32372814416885376,False
sgd,8000,21,1.1594825983047485,False,0.6925958395004272,False
sgd,8000,22,3.615429639816284,False,0.4214187264442444,False
sgd,8000,23,0.35298240184783936,False,0.6930801272392273,True
sgd,8000,24,5.9008073806762695,False,0.34038063883781433,False
sgd,8000,25,7.069087505340576,False,0.3148551285266876,False
sgd,8000,26,0.5697529315948486,False,0.6930873394012451,True
sgd,8000,27,7.003303050994873,False,0.3017221689224243,False
sgd,8000,28,7.068850517272949,False,0.32502296566963196,False
sgd,8000,29,7.389864444732666,False,0.32631903886795044,False
sgd,16000,0,5.59034538269043,False,0.3575840890407562,False
sgd,16000,1,11.5789794921875,True,0.23907631635665894,False
sgd,16000,2,2.858302116394043,False,0.44882893562316895,False
sgd,16000,3,11.392473220825195,True,0.22936682403087616,False
sgd,16000,4,0.8143674731254578,False,0.6931463479995728,True
sgd,16000,5,11.779797554016113,True,0.24358142912387848,False
sgd,16000,6,0.9180836081504822,False,0.6930525898933411,True
sgd,16000,7,11.451037406921387,True,0.2456725537776947,False
sgd,16000,8,0.6494771838188171,False,0.6931455731391907,True
sgd,16000,9,11.66732406616211,True,0.23926930129528046,False
sgd,16000,10,11.211310386657715,True,0.24034705758094788,False
sgd,16000,11,0.8524197936058044,False,0.6928930878639221,False
sgd,16000,12,11.421828269958496,True,0.24437619745731354,False
sgd,16000,13,11.250529289245605,True,0.24569298326969147,False
sgd,16000,14,11.58647346496582,True,0.2441921979188919,False
sgd,16000,15,11.500950813293457,True,0.24394772946834564,False
sgd,16000,16,0.5697742700576782,False,0.6931359767913818,True
sgd,16000,17,0.7302576899528503,False,0.6931445598602295,True
sgd,16000,18,11.20501708984375,True,0.24596911668777466,False
sgd,16000,19,11.421319961547852,True,0.23905856907367706,False
sgd,16000,20,11.401288986206055,True,0.24158042669296265,False
sgd,16000,21,1.2675303220748901,False,0.6925806999206543,False
sgd,16000,22,8.960081100463867,False,0.28967002034187317,False
sgd,16000,23,0.45948490500450134,False,0.6930688619613647,True
sgd,16000,24,10.484790802001953,False,0.2440173178911209,False
sgd,16000,25,11.269936561584473,False,0.23419934511184692,False
sgd,16000,26,0.5538136959075928,False,0.6930851936340332,True
sgd,16000,27,10.976893424987793,False,0.22951823472976685,False
sgd,16000,28,11.246112823486328,False,0.2454826682806015,False
sgd,16000,29,11.703285217285156,True,0.24143308401107788,False
sgd,40000,0,16.558935165405273,True,0.16654366254806519,False
sgd,40000,1,19.75058364868164,True,0.13580957055091858,False
sgd,40000,2,15.579627990722656,True,0.18582431972026825,False
sgd,40000,3,19.400718688964844,True,0.1301189661026001,False
sgd,40000,4,0.8157979846000671,False,0.6931463479995728,True
sgd,40000,5,20.007482528686523,True,0.13891877233982086,False
sgd,40000,6,0.807952344417572,False,0.6930467486381531,False
sgd,40000,7,19.718618392944336,True,0.1400756537914276,False
sgd,40000,8,0.6551991701126099,False,0.6931455731391907,True
sgd,40000,9,19.8700008392334,True,0.13518820703029633,False
sgd,40000,10,19.430070877075195,True,0.13591927289962769,False
sgd,40000,11,0.8268933296203613,False,0.6928666830062866,False
sgd,40000,12,19.651010513305664,True,0.13987548649311066,False
sgd,40000,13,19.40367889404297,True,0.14309905469417572,False
sgd,40000,14,19.771135330200195,True,0.1407785415649414,False
sgd,40000,15,19.743854522705078,True,0.13880442082881927,False
sgd,40000,16,0.604499340057373,False,0.693135678768158,True
sgd,40000,17,0.7374082803726196,False,0.6931445598602295,True
sgd,40000,18,19.504026412963867,True,0.13946424424648285,False
sgd,40000,19,19.487276077270508,True,0.13865798711776733,False
sgd,40000,20,19.595884323120117,True,0.13785356283187866,False
sgd,40000,21,1.3731260299682617,False,0.6925556659698486,False
sgd,40000,22,18.33212661743164,True,0.1527150720357895,False
sgd,40000,23,0.5466387271881104,False,0.6930533051490784,True
sgd,40000,24,19.001903533935547,True,0.1312911957502365,False
sgd,40000,25,19.353759765625,True,0.13311481475830078,False
sgd,40000,26,5.124491214752197,False,0.3770723342895508,False
sgd,40000,27,18.777542114257812,True,0.1355811059474945,False
sgd,40000,28,19.420612335205078,True,0.1424684226512909,False
sgd,40000,29,19.926782608032227,True,0.13686063885688782,False
