dataset,depth,width,activation,monotonic,seed,train_data_seed,eval_data_seed,n_train_per_class,n_eval_per_class,tube_radius,passed,failure_reason,final_train_accuracy,final_eval_accuracy,at_chance,perfect_eval,max_steps,learning_rate,train_accuracy_required,eval_accuracy_required,initialization_scheme,initialization_gain,duration_seconds
linked_tori,8,8,tanh,True,19,10019,20019,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.8779345829971135
linked_tori,8,10,tanh,True,0,10000,20000,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.897344374912791
linked_tori,8,10,tanh,True,1,10001,20001,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.943579458980821
linked_tori,8,10,tanh,True,2,10002,20002,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.0568189159967005
linked_tori,8,10,tanh,True,3,10003,20003,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.979674916015938
linked_tori,8,10,tanh,True,4,10004,20004,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.0049529999960214
linked_tori,8,10,tanh,True,5,10005,20005,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.8826855409424752
linked_tori,8,10,tanh,True,6,10006,20006,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.8605997919803485
linked_tori,8,10,tanh,True,7,10007,20007,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.8825815840391442
linked_tori,8,10,tanh,True,8,10008,20008,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.844449874944985
linked_tori,8,10,tanh,True,9,10009,20009,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9882266669301316
linked_tori,8,10,tanh,True,10,10010,20010,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.8518895410234109
linked_tori,8,10,tanh,True,11,10011,20011,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.850555874989368
linked_tori,8,10,tanh,True,12,10012,20012,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9288985829334706
linked_tori,8,10,tanh,True,13,10013,20013,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.238835374941118
linked_tori,8,10,tanh,True,14,10014,20014,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9748325829859823
linked_tori,8,10,tanh,True,15,10015,20015,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.8683452910045162
linked_tori,8,10,tanh,True,16,10016,20016,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.8585279160179198
linked_tori,8,10,tanh,True,17,10017,20017,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9512370410375297
linked_tori,8,10,tanh,True,18,10018,20018,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.028059042058885
linked_tori,8,10,tanh,True,19,10019,20019,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9328412079485133
linked_tori,8,12,tanh,True,0,10000,20000,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.1018364999908954
linked_tori,8,12,tanh,True,1,10001,20001,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.0546461250633
linked_tori,8,12,tanh,True,2,10002,20002,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.293108250014484
linked_tori,8,12,tanh,True,3,10003,20003,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.026171625009738
linked_tori,8,12,tanh,True,4,10004,20004,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.231496874941513
linked_tori,8,12,tanh,True,5,10005,20005,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.0444216249743477
linked_tori,8,12,tanh,True,6,10006,20006,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.3107006249483675
linked_tori,8,12,tanh,True,7,10007,20007,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.326137416996062
linked_tori,8,12,tanh,True,8,10008,20008,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.39338087500073
linked_tori,8,12,tanh,True,9,10009,20009,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.0050204580184072
linked_tori,8,12,tanh,True,10,10010,20010,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.994507999974303
linked_tori,8,12,tanh,True,11,10011,20011,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9923445410095155
linked_tori,8,12,tanh,True,12,10012,20012,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.0042282920330763
linked_tori,8,12,tanh,True,13,10013,20013,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.0025209170999005
linked_tori,8,12,tanh,True,14,10014,20014,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9910944579169154
linked_tori,8,12,tanh,True,15,10015,20015,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9911116249859333
linked_tori,8,12,tanh,True,16,10016,20016,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9947066250024363
linked_tori,8,12,tanh,True,17,10017,20017,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9929548340151086
linked_tori,8,12,tanh,True,18,10018,20018,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9958449580008164
linked_tori,8,12,tanh,True,19,10019,20019,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9955278339330107
linked_tori,8,15,tanh,True,0,10000,20000,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.247670124983415
linked_tori,8,15,tanh,True,1,10001,20001,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.245772249996662
linked_tori,8,15,tanh,True,2,10002,20002,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2963214999763295
linked_tori,8,15,tanh,True,3,10003,20003,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2468138750409707
linked_tori,8,15,tanh,True,4,10004,20004,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2438354999758303
linked_tori,8,15,tanh,True,5,10005,20005,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2818951670778915
linked_tori,8,15,tanh,True,6,10006,20006,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2474933749763295
linked_tori,8,15,tanh,True,7,10007,20007,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2522291659843177
linked_tori,8,15,tanh,True,8,10008,20008,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.240893958020024
linked_tori,8,15,tanh,True,9,10009,20009,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2462718329625204
linked_tori,8,15,tanh,True,10,10010,20010,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2455451670102775
linked_tori,8,15,tanh,True,11,10011,20011,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2390791659709066
linked_tori,8,15,tanh,True,12,10012,20012,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.245969709008932
linked_tori,8,15,tanh,True,13,10013,20013,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.239229958038777
linked_tori,8,15,tanh,True,14,10014,20014,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2526616250397637
linked_tori,8,15,tanh,True,15,10015,20015,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.245764666935429
linked_tori,8,15,tanh,True,16,10016,20016,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2429254590533674
linked_tori,8,15,tanh,True,17,10017,20017,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.242815333069302
linked_tori,8,15,tanh,True,18,10018,20018,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.2454302919795737
linked_tori,8,15,tanh,True,19,10019,20019,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.248119333991781
linked_tori,12,3,tanh,True,0,10000,20000,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.742500, eval_accuracy=0.719500",0.7425,0.7195,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9753532080212608
linked_tori,12,3,tanh,True,1,10001,20001,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.964000, eval_accuracy=0.964500",0.964,0.9645,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9810399999842048
linked_tori,12,3,tanh,True,2,10002,20002,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.970500, eval_accuracy=0.961000",0.9705,0.961,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.966185792000033
linked_tori,12,3,tanh,True,3,10003,20003,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.732000, eval_accuracy=0.723000",0.732,0.723,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9742490419885144
linked_tori,12,3,tanh,True,4,10004,20004,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.965500, eval_accuracy=0.954000",0.9655,0.954,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.971061791991815
linked_tori,12,3,tanh,True,5,10005,20005,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.969000, eval_accuracy=0.966000",0.969,0.966,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9726247920189053
linked_tori,12,3,tanh,True,6,10006,20006,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.964500, eval_accuracy=0.960000",0.9645,0.96,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.968973541050218
linked_tori,12,3,tanh,True,7,10007,20007,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.958000, eval_accuracy=0.951000",0.958,0.951,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9627539169741794
linked_tori,12,3,tanh,True,8,10008,20008,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.963500, eval_accuracy=0.965000",0.9635,0.965,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.970259084017016
linked_tori,12,3,tanh,True,9,10009,20009,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.966500, eval_accuracy=0.956500",0.9665,0.9565,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.03583558392711
linked_tori,12,3,tanh,True,10,10010,20010,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.963000, eval_accuracy=0.961000",0.963,0.961,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.0681890830164775
linked_tori,12,3,tanh,True,11,10011,20011,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.746000, eval_accuracy=0.720000",0.746,0.72,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9712237500352785
linked_tori,12,3,tanh,True,12,10012,20012,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.960500, eval_accuracy=0.958500",0.9605,0.9585,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9659777079941705
linked_tori,12,3,tanh,True,13,10013,20013,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.972500, eval_accuracy=0.953500",0.9725,0.9535,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9700845410116017
linked_tori,12,3,tanh,True,14,10014,20014,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.734500, eval_accuracy=0.737000",0.7345,0.737,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9697605830151588
linked_tori,12,3,tanh,True,15,10015,20015,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.912000, eval_accuracy=0.908000",0.912,0.908,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9749849579529837
linked_tori,12,3,tanh,True,16,10016,20016,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.956500, eval_accuracy=0.954000",0.9565,0.954,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9816039580618963
linked_tori,12,3,tanh,True,17,10017,20017,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.957500, eval_accuracy=0.956000",0.9575,0.956,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9713253340451047
linked_tori,12,3,tanh,True,18,10018,20018,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.966000, eval_accuracy=0.964000",0.966,0.964,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9761301670223475
linked_tori,12,3,tanh,True,19,10019,20019,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.972000, eval_accuracy=0.964000",0.972,0.964,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.054365916061215
linked_tori,12,4,tanh,True,0,10000,20000,1000,1000,0.2,True,,1.0,0.999,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9067482079844922
linked_tori,12,4,tanh,True,1,10001,20001,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9082868749974295
linked_tori,12,4,tanh,True,2,10002,20002,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.966500, eval_accuracy=0.966500",0.9665,0.9665,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9087953750276938
linked_tori,12,4,tanh,True,3,10003,20003,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.969500, eval_accuracy=0.968500",0.9695,0.9685,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9018294169800356
linked_tori,12,4,tanh,True,4,10004,20004,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.961000, eval_accuracy=0.959500",0.961,0.9595,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9063055420992896
linked_tori,12,4,tanh,True,5,10005,20005,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9061624170280993
linked_tori,12,4,tanh,True,6,10006,20006,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.971500, eval_accuracy=0.957500",0.9715,0.9575,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9119948749430478
