A,source,type,dmu,var,max_abs_alpha_over_A,t,G_lo,G_hi,G_n
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,1.0,-0.2380676479811743,-0.2380676479811743,-0.2380676479811743
5.0,search,single_unit,0.9677930348298258,0.7197872029944601,1.0,1.0,-0.23806764798116498,-0.23806764798116498,-0.23806764798116498
5.0,search,single_unit,0.9677930348298257,0.7197872029944615,1.0,-1.0,-0.23806764798118474,-0.23806764798118474,-0.23806764798118474
5.0,search,pair,0.9677930348298259,0.7197872029974909,1.0,-1.3100782995129922e-17,-0.2380676480232603,-0.2380676480232603,-0.2380676480232603
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,-1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,pair,0.9677930348298258,0.7197872030200113,1.0,-1.368903229195998e-16,-0.23806764833606653,-0.23806764833606653,-0.23806764833606653
5.0,search,single_unit,0.9677930348298258,0.7197872030010254,1.0,-1.0,-0.2380676480723526,-0.2380676480723526,-0.2380676480723526
5.0,search,single_unit,0.9677930348298256,0.7197872029944622,1.0,1.0,-0.23806764798119406,-0.23806764798119406,-0.23806764798119406
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,-1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,single_unit,0.9677930348298257,0.7197872029944328,1.0,1.0,-0.23806764798078428,-0.23806764798078428,-0.23806764798078428
5.0,search,pair,0.9677930348298258,0.7197872029944624,1.0,-3.3246701316093524e-20,-0.23806764798119673,-0.23806764798119673,-0.23806764798119673
5.0,search,pair,0.9677930348298258,0.719787203091033,1.0,-2.6996619307737e-17,-0.2380676493225341,-0.2380676493225341,-0.2380676493225341
5.0,search,single_unit,0.9677930348298258,0.7197872029932281,1.0,1.0,-0.238067647964051,-0.238067647964051,-0.238067647964051
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,pair,0.9677930348298259,0.7197872029938653,1.0,3.6438663090227365e-18,-0.23806764797290325,-0.23806764797290325,-0.23806764797290325
5.0,search,pair,0.9677930348298258,0.7197872028451918,1.0,1.5675878035805031e-16,-0.2380676459078721,-0.2380676459078721,-0.2380676459078721
