A,source,type,dmu,var,max_abs_alpha_over_A,t,G_lo,G_hi,G_n
5.0,search,pair,0.9677930348298259,0.7197872029973457,1.0,3.796390601185452e-18,-0.23806764802124292,-0.23806764802124292,-0.23806764802124292
5.0,search,single_unit,0.9677930348298257,0.7197872029944612,1.0,-1.0,-0.23806764798118063,-0.23806764798118063,-0.23806764798118063
5.0,search,single_unit,0.9677930348298256,0.7197872029944722,1.0,1.0,-0.2380676479813334,-0.2380676479813334,-0.2380676479813334
5.0,search,pair,0.9677930348298256,0.7197872029944606,1.0,1.6164516829303162e-18,-0.23806764798117208,-0.23806764798117208,-0.23806764798117208
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,1.0,-0.2380676479811732,-0.2380676479811732,-0.2380676479811732
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,-1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,pair,0.9677930348298258,0.7197872029969505,1.0,-1.4468868231887387e-17,-0.23806764801575786,-0.23806764801575786,-0.23806764801575786
5.0,search,single_unit,0.9677930348298257,0.7197872029944619,1.0,1.0,-0.2380676479811874,-0.2380676479811874,-0.2380676479811874
5.0,search,single_unit,0.9677930348298258,0.7197872029944606,1.0,1.0,-0.23806764798117364,-0.23806764798117364,-0.23806764798117364
5.0,search,single_unit,0.9677930348298257,0.7197872029944595,1.0,-1.0,-0.23806764798115643,-0.23806764798115643,-0.23806764798115643
5.0,search,pair,0.9677930348298258,0.7197872029759117,1.0,-4.112869608590087e-17,-0.2380676477235324,-0.2380676477235324,-0.2380676477235324
5.0,search,single_unit,0.9677930348298256,0.7197872029944687,1.0,-1.0,-0.238067647981285,-0.238067647981285,-0.238067647981285
5.0,search,single_unit,0.9677930348298257,0.7197872029947316,1.0,1.0,-0.23806764798493607,-0.23806764798493607,-0.23806764798493607
5.0,search,pair,0.9677930348298259,0.7197872029973457,1.0,8.661975208331038e-17,-0.23806764802124303,-0.23806764802124303,-0.23806764802124303
5.0,search,single_unit,0.9677930348298257,0.7197872029944605,1.0,-1.0,-0.23806764798117253,-0.23806764798117253,-0.23806764798117253
5.0,search,single_unit,0.9677930348298256,0.7197872029944616,1.0,-1.0,-0.23806764798118552,-0.23806764798118552,-0.23806764798118552
5.0,search,pair,0.9677930348298258,0.7197872030592026,1.0,2.07733728068752e-17,-0.23806764888041887,-0.23806764888041887,-0.23806764888041887
5.0,search,pair,0.9677930348298259,0.7197872029905251,1.0,-2.1932675101818288e-17,-0.23806764792650825,-0.23806764792650825,-0.23806764792650825
5.0,search,single_unit,0.9677930348298257,0.7197872029944655,1.0,-1.0,-0.23806764798124025,-0.23806764798124025,-0.23806764798124025
5.0,search,pair,0.9677930348298259,0.7197872029610349,1.0,1.4938073595847237e-17,-0.23806764751689768,-0.23806764751689768,-0.23806764751689768
5.0,search,single_unit,0.9677930348298256,0.7197872029944605,1.0,1.0,-0.23806764798117142,-0.23806764798117142,-0.23806764798117142
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,-1.0,-0.2380676479811732,-0.2380676479811732,-0.2380676479811732
5.0,search,single_unit,0.9677930348298257,0.7197872029944599,1.0,-1.0,-0.23806764798116054,-0.23806764798116054,-0.23806764798116054
5.0,search,pair,0.9677930348298259,0.7197872032121206,1.0,-9.926641534738167e-17,-0.23806765100440963,-0.23806765100440963,-0.23806765100440963
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,-1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,single_unit,0.9677930348298258,0.7197872030397687,1.0,1.0,-0.23806764861048602,-0.23806764861048602,-0.23806764861048602
5.0,search,pair,0.9677930348298257,0.7197872029945311,1.0,1.3176184563151358e-17,-0.23806764798215263,-0.23806764798215263,-0.23806764798215263
5.0,search,single_unit,0.9677930348298257,0.7197872029944592,1.0,-1.0,-0.238067647981152,-0.238067647981152,-0.238067647981152
5.0,search,single_unit,0.9677930348298258,0.7197872029944583,1.0,-1.0,-0.23806764798113744,-0.23806764798113744,-0.23806764798113744
5.0,search,single_unit,0.9677930348298258,0.7197872029944606,1.0,-1.0,-0.23806764798117364,-0.23806764798117364,-0.23806764798117364
5.0,search,pair,0.9677930348298259,0.7197872029982472,1.0,3.1917517228070444e-17,-0.23806764803376523,-0.23806764803376523,-0.23806764803376523
5.0,search,single_unit,0.9677930348298258,0.7197872029942184,1.0,-1.0,-0.23806764797780722,-0.23806764797780722,-0.23806764797780722
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,-1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,-1.0,-0.23806764798117397,-0.23806764798117397,-0.23806764798117397
5.0,search,pair,0.9677930348298257,0.7197872029944606,1.0,-1.9870919573062904e-17,-0.2380676479811732,-0.2380676479811732,-0.2380676479811732
5.0,search,single_unit,0.9677930348298258,0.7197872030028708,1.0,1.0,-0.2380676480979873,-0.2380676480979873,-0.2380676480979873
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,single_unit,0.9677930348298257,0.7197872029944605,1.0,1.0,-0.23806764798117253,-0.23806764798117253,-0.23806764798117253
5.0,search,pair,0.9677930348298258,0.7197872028749931,1.0,1.5073648501869953e-16,-0.238067646321805,-0.238067646321805,-0.238067646321805
5.0,search,pair,0.9677930348298259,0.7197872030000478,1.0,1.9419443336823964e-17,-0.23806764805877523,-0.23806764805877523,-0.23806764805877523
5.0,search,pair,0.9677930348298259,0.7197872029940221,1.0,6.254269075659803e-18,-0.23806764797508162,-0.23806764797508162,-0.23806764797508162
5.0,search,pair,0.9677930348298258,0.7197872029895778,1.0,2.6366906839120874e-17,-0.23806764791335078,-0.23806764791335078,-0.23806764791335078
5.0,search,single_unit,0.9677930348298256,0.7197872029944564,1.0,1.0,-0.23806764798111213,-0.23806764798111213,-0.23806764798111213
5.0,search,single_unit,0.9677930348298258,0.7197872029944609,1.0,-1.0,-0.23806764798117397,-0.23806764798117397,-0.23806764798117397
5.0,search,single_unit,0.9677930348298257,0.7197872029944605,1.0,-1.0,-0.23806764798117253,-0.23806764798117253,-0.23806764798117253
5.0,search,pair,0.9677930348298258,0.7197872029538392,1.0,2.0121274701721867e-17,-0.2380676474169524,-0.2380676474169524,-0.2380676474169524
5.0,search,single_unit,0.9677930348298257,0.7197872029944571,1.0,-1.0,-0.23806764798112334,-0.23806764798112334,-0.23806764798112334
5.0,search,pair,0.9677930348298259,0.7197872029939538,1.0,1.2741175457984301e-18,-0.23806764797413005,-0.23806764797413005,-0.23806764797413005
5.0,search,single_unit,0.9677930348298257,0.719787202994449,1.0,1.0,-0.23806764798101077,-0.23806764798101077,-0.23806764798101077
5.0,search,single_unit,0.9677930348298257,0.7197872029945167,1.0,-1.0,-0.23806764798194968,-0.23806764798194968,-0.23806764798194968
5.0,search,pair,0.9677930348298259,0.7197872029761985,1.0,-7.730637993143137e-18,-0.23806764772751543,-0.23806764772751543,-0.23806764772751543
5.0,search,single_unit,0.9677930348298257,0.7197872029944528,1.0,1.0,-0.2380676479810615,-0.2380676479810615,-0.2380676479810615
5.0,search,pair,0.9677930348298258,0.7197872029201768,1.0,-3.823907308967174e-18,-0.2380676469493902,-0.2380676469493902,-0.2380676469493902
5.0,search,single_unit,0.9677930348298256,0.7197872029944606,1.0,-1.0,-0.23806764798117208,-0.23806764798117208,-0.23806764798117208
5.0,search,single_unit,0.9677930348298256,0.7197872029944605,1.0,1.0,-0.23806764798117142,-0.23806764798117142,-0.23806764798117142
5.0,search,pair,0.9677930348298259,0.7197872029963086,1.0,3.87292320430892e-17,-0.23806764800684033,-0.23806764800684033,-0.23806764800684033
5.0,search,single_unit,0.9677930348298258,0.7197872029883381,1.0,1.0,-0.238067647896131,-0.238067647896131,-0.238067647896131
5.0,search,single_unit,0.9677930348298256,0.7197872029944701,1.0,1.0,-0.2380676479813021,-0.2380676479813021,-0.2380676479813021
5.0,search,single_unit,0.9677930348298258,0.7197872024272004,0.9999999999999998,1.0,-0.23806764010209414,-0.23806764010209414,-0.23806764010209414
5.0,search,pair,0.9677930348298258,0.7197872029944302,1.0,1.5402343953201465e-17,-0.23806764798075075,-0.23806764798075075,-0.23806764798075075
5.0,search,pair,0.9677930348298259,0.7197872028121747,1.0,-1.065382094285393e-16,-0.23806764544927506,-0.23806764544927506,-0.23806764544927506
5.0,search,pair,0.9677930348298259,0.7197872030016356,1.0,-1.5236738140136553e-17,-0.2380676480808308,-0.2380676480808308,-0.2380676480808308
5.0,search,pair,0.9677930348298259,0.7197872027801364,0.9999999999999998,1.0435559987099555e-17,-0.23806764500427136,-0.23806764500427136,-0.23806764500427136
5.0,search,pair,0.9677930348298259,0.7197872029947221,1.0,1.8059486330470352e-17,-0.2380676479848045,-0.2380676479848045,-0.2380676479848045
5.0,search,pair,0.9677930348298258,0.7197872030547157,1.0,-1.9153749777836548e-18,-0.23806764881809717,-0.23806764881809717,-0.23806764881809717
5.0,search,single_unit,0.9677930348298258,0.7197872029944696,1.0,1.0,-0.23806764798129654,-0.23806764798129654,-0.23806764798129654
5.0,search,single_unit,0.9677930348298257,0.7197872029944605,1.0,-1.0,-0.23806764798117253,-0.23806764798117253,-0.23806764798117253
5.0,search,pair,0.9677930348298259,0.7197872029962906,1.0,1.2283966518245948e-17,-0.23806764800658775,-0.23806764800658775,-0.23806764800658775
5.0,search,single_unit,0.9677930348298257,0.7197872029944375,1.0,-1.0,-0.23806764798085056,-0.23806764798085056,-0.23806764798085056
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,-1.0,-0.2380676479811732,-0.2380676479811732,-0.2380676479811732
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,pair,0.9677930348298259,0.7197872029397607,1.0,-3.226807576234784e-17,-0.23806764722140605,-0.23806764722140605,-0.23806764722140605
5.0,search,single_unit,0.9677930348298257,0.7197872029944583,1.0,-1.0,-0.23806764798113822,-0.23806764798113822,-0.23806764798113822
5.0,search,single_unit,0.9677930348298256,0.7197872029944102,1.0,-1.0,-0.23806764798047242,-0.23806764798047242,-0.23806764798047242
5.0,search,pair,0.9677930348298259,0.7197872029944589,1.0,-2.828896313150556e-17,-0.2380676479811472,-0.2380676479811472,-0.2380676479811472
5.0,search,single_unit,0.9677930348298258,0.7197872029944642,1.0,1.0,-0.23806764798122204,-0.23806764798122204,-0.23806764798122204
5.0,search,single_unit,0.9677930348298258,0.7197872029945468,1.0,1.0,-0.2380676479823669,-0.2380676479823669,-0.2380676479823669
5.0,search,pair,0.9677930348298259,0.7197872029944412,1.0,-1.6680941340290428e-17,-0.23806764798090196,-0.23806764798090196,-0.23806764798090196
5.0,search,single_unit,0.9677930348298257,0.7197872029946119,1.0,-1.0,-0.23806764798327185,-0.23806764798327185,-0.23806764798327185
5.0,search,pair,0.9677930348298259,0.7197872029945569,1.0,9.543840228815992e-18,-0.23806764798250812,-0.23806764798250812,-0.23806764798250812
5.0,search,pair,0.9677930348298259,0.7197872029981983,1.0,-4.77625299212228e-17,-0.23806764803308644,-0.23806764803308644,-0.23806764803308644
5.0,search,pair,0.9677930348298257,0.7197872029944605,1.0,2.4036571335576915e-19,-0.23806764798117253,-0.23806764798117253,-0.23806764798117253
5.0,search,single_unit,0.9677930348298258,0.7197872029978996,1.0,1.0,-0.23806764802893732,-0.23806764802893732,-0.23806764802893732
5.0,search,pair,0.9677930348298258,0.71978720301236,1.0,-2.84467728089673e-17,-0.23806764822978888,-0.23806764822978888,-0.23806764822978888
5.0,search,single_unit,0.9677930348298258,0.7197872029959975,1.0,-1.0,-0.23806764800251945,-0.23806764800251945,-0.23806764800251945
5.0,search,single_unit,0.9677930348298258,0.7197872029942701,1.0,1.0,-0.23806764797852586,-0.23806764797852586,-0.23806764797852586
5.0,search,single_unit,0.9677930348298258,0.7197872029944865,1.0,-1.0,-0.2380676479815328,-0.2380676479815328,-0.2380676479815328
5.0,search,pair,0.9677930348298259,0.719787202991212,1.0,1.700731129205522e-17,-0.23806764793605018,-0.23806764793605018,-0.23806764793605018
5.0,search,pair,0.9677930348298258,0.7197872029572088,1.0,7.779394174651875e-20,-0.23806764746375464,-0.23806764746375464,-0.23806764746375464
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,single_unit,0.9677930348298256,0.7197872029944514,1.0,1.0,-0.23806764798104507,-0.23806764798104507,-0.23806764798104507
5.0,search,single_unit,0.9677930348298257,0.7197872029944565,1.0,1.0,-0.23806764798111324,-0.23806764798111324,-0.23806764798111324
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,-1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,single_unit,0.9677930348298258,0.7197872029945597,1.0,-1.0,-0.23806764798254687,-0.23806764798254687,-0.23806764798254687
5.0,search,pair,0.9677930348298258,0.7197872029946104,1.0,1.2505062399707593e-18,-0.2380676479832532,-0.2380676479832532,-0.2380676479832532
5.0,search,single_unit,0.9677930348298256,0.7197872029944606,1.0,1.0,-0.2380676479811732,-0.2380676479811732,-0.2380676479811732
5.0,search,single_unit,0.9677930348298257,0.7197872029944413,1.0,-1.0,-0.23806764798090385,-0.23806764798090385,-0.23806764798090385
5.0,search,single_unit,0.9677930348298258,0.7197872029944574,1.0,-1.0,-0.23806764798112667,-0.23806764798112667,-0.23806764798112667
5.0,search,single_unit,0.9677930348298258,0.7197872029944767,1.0,-1.0,-0.23806764798139413,-0.23806764798139413,-0.23806764798139413
5.0,search,pair,0.9677930348298259,0.7197872029837983,1.0,-2.908999870155046e-18,-0.23806764783307577,-0.23806764783307577,-0.23806764783307577
5.0,search,single_unit,0.9677930348298257,0.7197872029944665,1.0,-1.0,-0.23806764798125335,-0.23806764798125335,-0.23806764798125335
5.0,search,single_unit,0.9677930348298256,0.7197872029944605,1.0,1.0,-0.23806764798117142,-0.23806764798117142,-0.23806764798117142
5.0,search,pair,0.9677930348298259,0.719787202988621,1.0,1.4299621981883116e-18,-0.2380676479000614,-0.2380676479000614,-0.2380676479000614
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,single_unit,0.9677930348298257,0.7197872029943417,1.0,-1.0,-0.23806764797951985,-0.23806764797951985,-0.23806764797951985
5.0,search,pair,0.9677930348298258,0.7197872030754184,1.0,-8.432150170076769e-19,-0.23806764910565337,-0.23806764910565337,-0.23806764910565337
5.0,search,single_unit,0.9677930348298256,0.719787202994524,1.0,-1.0,-0.2380676479820517,-0.2380676479820517,-0.2380676479820517
5.0,search,pair,0.9677930348298259,0.7197872029886525,1.0,-3.4307391188039473e-17,-0.23806764790049884,-0.23806764790049884,-0.23806764790049884
5.0,search,single_unit,0.9677930348298256,0.7197872029944549,1.0,-1.0,-0.23806764798109203,-0.23806764798109203,-0.23806764798109203
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,1.0,-0.2380676479811732,-0.2380676479811732,-0.2380676479811732
5.0,search,pair,0.9677930348298257,0.7197872029944052,1.0,-0.3433800486262353,-0.23806764798040325,-0.23806764798040325,-0.23806764798040325
5.0,search,single_unit,0.9677930348298257,0.7197872029944605,1.0,1.0,-0.23806764798117253,-0.23806764798117253,-0.23806764798117253
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,-1.0,-0.23806764798117364,-0.23806764798117364,-0.23806764798117364
5.0,search,pair,0.9677930348298259,0.7197872029970621,1.0,9.922804987881885e-23,-0.23806764801730584,-0.23806764801730584,-0.23806764801730584
5.0,search,single_unit,0.9677930348298256,0.7197872029943677,1.0,-1.0,-0.2380676479798809,-0.2380676479798809,-0.2380676479798809
5.0,search,pair,0.9677930348298259,0.7197872032538438,1.0,9.230877439360829e-17,-0.23806765158393017,-0.23806765158393017,-0.23806765158393017
5.0,search,pair,0.9677930348298258,0.7197872033420118,1.0,-3.779816956099647e-17,-0.23806765280855768,-0.23806765280855768,-0.23806765280855768
5.0,search,single_unit,0.9677930348298257,0.7197872029944627,1.0,1.0,-0.23806764798120117,-0.23806764798120117,-0.23806764798120117
5.0,search,single_unit,0.9677930348298258,0.719787202994466,1.0,-1.0,-0.23806764798124513,-0.23806764798124513,-0.23806764798124513
5.0,search,single_unit,0.9677930348298258,0.7197872029944606,1.0,-1.0,-0.23806764798117364,-0.23806764798117364,-0.23806764798117364
5.0,search,pair,0.9677930348298258,0.7197872031526329,1.0,8.78679180013043e-18,-0.23806765017813913,-0.23806765017813913,-0.23806765017813913
5.0,search,single_unit,0.9677930348298257,0.7197872029944627,1.0,1.0,-0.23806764798120084,-0.23806764798120084,-0.23806764798120084
5.0,search,single_unit,0.9677930348298257,0.7197872029944625,1.0,-1.0,-0.23806764798119628,-0.23806764798119628,-0.23806764798119628
5.0,search,single_unit,0.9677930348298257,0.7197872029944591,1.0,-1.0,-0.2380676479811501,-0.2380676479811501,-0.2380676479811501
5.0,search,single_unit,0.9677930348298258,0.7197872029946047,1.0,-1.0,-0.2380676479831738,-0.2380676479831738,-0.2380676479831738
5.0,search,pair,0.9677930348298258,0.7197872029943152,1.0,4.922351214945307e-18,-0.23806764797915103,-0.23806764797915103,-0.23806764797915103
5.0,search,single_unit,0.9677930348298258,0.7197872029944774,1.0,-1.0,-0.23806764798140612,-0.23806764798140612,-0.23806764798140612
5.0,search,pair,0.9677930348298259,0.7197872029857755,1.0,-1.3916064651420641e-16,-0.2380676478605367,-0.2380676478605367,-0.2380676478605367
5.0,search,pair,0.9677930348298259,0.719787202990104,1.0,6.402503901507497e-18,-0.23806764792066037,-0.23806764792066037,-0.23806764792066037
5.0,search,single_unit,0.9677930348298257,0.7197872029944685,1.0,1.0,-0.23806764798128088,-0.23806764798128088,-0.23806764798128088
5.0,search,single_unit,0.9677930348298256,0.7197872029945368,1.0,1.0,-0.23806764798223057,-0.23806764798223057,-0.23806764798223057
5.0,search,pair,0.9677930348298259,0.7197872029610349,1.0,2.617114497687097e-18,-0.23806764751689768,-0.23806764751689768,-0.23806764751689768
5.0,search,single_unit,0.9677930348298258,0.7197872030097636,1.0,1.0,-0.2380676481937245,-0.2380676481937245,-0.2380676481937245
5.0,search,single_unit,0.9677930348298257,0.7197872029942647,1.0,-1.0,-0.2380676479784506,-0.2380676479784506,-0.2380676479784506
5.0,search,single_unit,0.9677930348298257,0.7197872029944561,1.0,1.0,-0.23806764798110958,-0.23806764798110958,-0.23806764798110958
5.0,search,pair,0.9677930348298258,0.7197872029944601,1.0,1.9585514998723685e-18,-0.23806764798116498,-0.23806764798116498,-0.23806764798116498
5.0,search,pair,0.9677930348298259,0.7197872029712298,1.0,-1.0954783525381304e-18,-0.2380676476585012,-0.2380676476585012,-0.2380676476585012
5.0,search,pair,0.9677930348298259,0.7197872030005494,1.0,3.8460865605895157e-19,-0.2380676480657442,-0.2380676480657442,-0.2380676480657442
5.0,search,single_unit,0.9677930348298258,0.7197872029944642,1.0,-1.0,-0.23806764798122204,-0.23806764798122204,-0.23806764798122204
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,single_unit,0.9677930348298256,0.7197872029944267,1.0,1.0,-0.23806764798070124,-0.23806764798070124,-0.23806764798070124
5.0,search,pair,0.9677930348298258,0.7197872028890399,1.0,-1.1486660319431389e-18,-0.23806764651690626,-0.23806764651690626,-0.23806764651690626
5.0,search,single_unit,0.9677930348298256,0.7197872029944605,1.0,-1.0,-0.23806764798117142,-0.23806764798117142,-0.23806764798117142
5.0,search,single_unit,0.9677930348298258,0.7197872029944601,1.0,-1.0,-0.23806764798116498,-0.23806764798116498,-0.23806764798116498
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,1.0,-0.23806764798117397,-0.23806764798117397,-0.23806764798117397
5.0,search,single_unit,0.9677930348298257,0.7197872029944539,1.0,-1.0,-0.2380676479810775,-0.2380676479810775,-0.2380676479810775
5.0,search,single_unit,0.9677930348298258,0.7197872029953974,1.0,-1.0,-0.2380676479941839,-0.2380676479941839,-0.2380676479941839
5.0,search,single_unit,0.9677930348298257,0.7197872029944622,1.0,1.0,-0.23806764798119562,-0.23806764798119562,-0.23806764798119562
5.0,search,pair,0.9677930348298259,0.7197872029990424,1.0,5.87234206821679e-18,-0.2380676480448104,-0.2380676480448104,-0.2380676480448104
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,-1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,single_unit,0.9677930348298256,0.7197872029944468,1.0,-1.0,-0.23806764798097912,-0.23806764798097912,-0.23806764798097912
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,1.0,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,pair,0.9677930348298259,0.7197872029936672,1.0,1.0378947070362847e-17,-0.238067647970149,-0.238067647970149,-0.238067647970149
5.0,search,single_unit,0.9677930348298259,0.7197872029979118,1.0,1.0,-0.2380676480291083,-0.2380676480291083,-0.2380676480291083
5.0,search,pair,0.9677930348298257,0.7197872029944609,1.0,1.6524184270939407e-22,-0.23806764798117286,-0.23806764798117286,-0.23806764798117286
5.0,search,pair,0.9677930348298258,0.719787202994486,1.0,2.2317005492220447e-18,-0.23806764798152413,-0.23806764798152413,-0.23806764798152413
5.0,search,pair,0.9677930348298259,0.7197872029679249,1.0,-4.3860213228403694e-17,-0.23806764761259647,-0.23806764761259647,-0.23806764761259647
5.0,search,single_unit,0.9677930348298258,0.7197872029945859,1.0,1.0,-0.23806764798290936,-0.23806764798290936,-0.23806764798290936
5.0,search,pair,0.9677930348298259,0.719787202988304,1.0,5.846797028838836e-18,-0.23806764789565749,-0.23806764789565749,-0.23806764789565749
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,1.0,-0.23806764798117364,-0.23806764798117364,-0.23806764798117364
5.0,search,single_unit,0.9677930348298257,0.7197872029944592,1.0,-1.0,-0.23806764798115276,-0.23806764798115276,-0.23806764798115276
5.0,search,single_unit,0.9677930348298256,0.7197872029944632,1.0,1.0,-0.2380676479812056,-0.2380676479812056,-0.2380676479812056
5.0,search,pair,0.9677930348298258,0.7197872029927669,1.0,-4.230653259415754e-17,-0.23806764795764646,-0.23806764795764646,-0.23806764795764646
5.0,search,pair,0.9677930348298259,0.7197872029961904,1.0,-1.4062115111200168e-17,-0.23806764800519853,-0.23806764800519853,-0.23806764800519853
5.0,search,pair,0.9677930348298259,0.7197872029857407,1.0,2.1159338967205704e-18,-0.2380676478600554,-0.2380676478600554,-0.2380676478600554
5.0,search,single_unit,0.9677930348298257,0.7197872029944642,1.0,-1.0,-0.23806764798122093,-0.23806764798122093,-0.23806764798122093
5.0,search,single_unit,0.9677930348298258,0.7197872029945348,1.0,1.0,-0.23806764798220292,-0.23806764798220292,-0.23806764798220292
5.0,search,pair,0.9677930348298259,0.7197872029955177,1.0,-2.2439656323539596e-17,-0.23806764799585378,-0.23806764799585378,-0.23806764799585378
5.0,search,pair,0.9677930348298259,0.7197872029500806,1.0,-3.0690156833843803e-17,-0.23806764736474606,-0.23806764736474606,-0.23806764736474606
5.0,search,single_unit,0.9677930348298256,0.7197872029944563,1.0,-1.0,-0.2380676479811118,-0.2380676479811118,-0.2380676479811118
5.0,search,single_unit,0.9677930348298257,0.7197872029944663,1.0,1.0,-0.23806764798125146,-0.23806764798125146,-0.23806764798125146
5.0,search,single_unit,0.9677930348298258,0.7197872029944609,1.0,1.0,-0.23806764798117397,-0.23806764798117397,-0.23806764798117397
5.0,search,pair,0.9677930348298258,0.7197872029971952,1.0,1.5648977815179115e-17,-0.23806764801915514,-0.23806764801915514,-0.23806764801915514
5.0,search,pair,0.9677930348298259,0.7197872029881981,1.0,-2.31586685459535e-18,-0.23806764789418544,-0.23806764789418544,-0.23806764789418544
5.0,search,single_unit,0.9677930348298257,0.7197872029942286,1.0,1.0,-0.23806764797794877,-0.23806764797794877,-0.23806764797794877
5.0,search,single_unit,0.9677930348298257,0.7197872029945025,1.0,-1.0,-0.23806764798175295,-0.23806764798175295,-0.23806764798175295
5.0,search,single_unit,0.9677930348298257,0.7197872029944521,1.0,1.0,-0.2380676479810544,-0.2380676479810544,-0.2380676479810544
5.0,search,pair,0.9677930348298259,0.7197872028335351,1.0,1.3323698391583127e-17,-0.2380676457459624,-0.2380676457459624,-0.2380676457459624
5.0,search,single_unit,0.9677930348298258,0.7197872029944651,1.0,-1.0,-0.2380676479812336,-0.2380676479812336,-0.2380676479812336
5.0,search,single_unit,0.9677930348298257,0.7197872029944576,1.0,-1.0,-0.23806764798113111,-0.23806764798113111,-0.23806764798113111
5.0,search,single_unit,0.9677930348298257,0.7197872029944733,1.0,-1.0,-0.23806764798134605,-0.23806764798134605,-0.23806764798134605
5.0,search,single_unit,0.9677930348298256,0.7197872029944604,1.0,-1.0,-0.23806764798116875,-0.23806764798116875,-0.23806764798116875
5.0,search,pair,0.9677930348298258,0.7197872029948885,1.0,-1.4519806442897774e-18,-0.23806764798711622,-0.23806764798711622,-0.23806764798711622
5.0,search,single_unit,0.9677930348298257,0.7197872029944605,1.0,-1.0,-0.23806764798117253,-0.23806764798117253,-0.23806764798117253
5.0,search,single_unit,0.9677930348298258,0.719787202994462,1.0,-1.0,-0.2380676479811904,-0.2380676479811904,-0.2380676479811904
5.0,search,single_unit,0.9677930348298258,0.7197872029944513,1.0,1.0,-0.2380676479810413,-0.2380676479810413,-0.2380676479810413
5.0,search,pair,0.9677930348298258,0.2915051775462658,1.0,0.6708427030757312,0.42002416011580185,0.42002416011580185,0.4200241601158021
5.0,search,single_unit,0.9677930348298257,0.719787202994479,1.0,-1.0,-0.23806764798142654,-0.23806764798142654,-0.23806764798142654
5.0,search,single_unit,0.9677930348298258,0.7197872029944719,1.0,1.0,-0.23806764798132707,-0.23806764798132707,-0.23806764798132707
5.0,search,pair,0.9677930348298258,0.7197872029944602,1.0,-8.437130271538761e-19,-0.2380676479811662,-0.2380676479811662,-0.2380676479811662
5.0,search,pair,0.9677930348298259,0.7197872030119631,1.0,-2.3737385350987548e-17,-0.23806764822427362,-0.23806764822427362,-0.23806764822427362
5.0,search,single_unit,0.9677930348298258,0.719787202994462,1.0,1.0,-0.2380676479811904,-0.2380676479811904,-0.2380676479811904
5.0,search,single_unit,0.9677930348298258,0.7197872029931868,1.0,1.0,-0.23806764796347912,-0.23806764796347912,-0.23806764796347912
5.0,search,single_unit,0.9677930348298257,0.719787202994461,1.0,-1.0,-0.23806764798117663,-0.23806764798117663,-0.23806764798117663
5.0,search,single_unit,0.9677930348298258,0.7197872029942985,1.0,-1.0,-0.23806764797892044,-0.23806764797892044,-0.23806764797892044
5.0,search,single_unit,0.9677930348298258,0.7197872029951431,1.0,-1.0,-0.2380676479906514,-0.2380676479906514,-0.2380676479906514
5.0,search,single_unit,0.9677930348298257,0.7197872029944656,1.0,-1.0,-0.2380676479812407,-0.2380676479812407,-0.2380676479812407
5.0,search,single_unit,0.9677930348298258,0.7197872029944609,1.0,1.0,-0.23806764798117397,-0.23806764798117397,-0.23806764798117397
5.0,search,single_unit,0.9677930348298258,0.7197872029944574,1.0,1.0,-0.23806764798112623,-0.23806764798112623,-0.23806764798112623
5.0,search,single_unit,0.9677930348298256,0.7197872029944614,1.0,1.0,-0.23806764798118363,-0.23806764798118363,-0.23806764798118363
5.0,search,pair,0.9677930348298259,0.7197872030008878,1.0,3.5390769548920925e-17,-0.238067648070444,-0.238067648070444,-0.238067648070444
