configuration,amplitude,frequency,activation,width,depth,seed,eval_errors,dense_errors,regionally_separating,duration_seconds
A_a0.15,0.15,100.0,gelu,4,5,22,119,,False,1.0192513330839574
A_a0.15,0.15,100.0,gelu,4,5,23,85,,False,1.0959689998999238
A_a0.15,0.15,100.0,gelu,4,5,24,0,0.0,True,0.9311438330914825
A_a0.15,0.15,100.0,gelu,4,5,25,0,0.0,True,0.951894500060007
A_a0.15,0.15,100.0,gelu,4,5,26,0,0.0,True,0.9368598749861121
A_a0.15,0.15,100.0,gelu,4,5,27,1,,False,0.9066017922013998
A_a0.15,0.15,100.0,gelu,4,5,28,0,0.0,True,0.9181577090639621
A_a0.15,0.15,100.0,gelu,4,5,29,0,6.0,False,0.9330489581916481
A_a0.15,0.15,100.0,gelu,6,5,0,0,0.0,True,1.0789093340281397
A_a0.15,0.15,100.0,gelu,6,5,1,0,0.0,True,1.1039942081551999
A_a0.15,0.15,100.0,gelu,6,5,2,0,0.0,True,1.155097457813099
A_a0.15,0.15,100.0,gelu,6,5,3,0,0.0,True,1.074159166077152
A_a0.15,0.15,100.0,gelu,6,5,4,0,0.0,True,1.1313561669085175
A_a0.15,0.15,100.0,gelu,6,5,5,0,0.0,True,1.0633165419567376
A_a0.15,0.15,100.0,gelu,6,5,6,0,0.0,True,1.067108416929841
A_a0.15,0.15,100.0,gelu,6,5,7,0,0.0,True,1.0573340840637684
A_a0.15,0.15,100.0,gelu,6,5,8,0,0.0,True,1.0613772082142532
A_a0.15,0.15,100.0,gelu,6,5,9,0,0.0,True,1.0537994999904186
A_a0.15,0.15,100.0,gelu,6,5,10,0,0.0,True,1.0454133751336485
A_a0.15,0.15,100.0,gelu,6,5,11,0,0.0,True,1.0715353328268975
A_a0.15,0.15,100.0,gelu,6,5,12,0,0.0,True,1.053990958025679
A_a0.15,0.15,100.0,gelu,6,5,13,0,0.0,True,1.1877846252173185
A_a0.15,0.15,100.0,gelu,6,5,14,0,0.0,True,1.5753587919753045
A_a0.15,0.15,100.0,gelu,6,5,15,0,0.0,True,1.416561583057046
A_a0.15,0.15,100.0,gelu,6,5,16,0,0.0,True,1.058922333177179
A_a0.15,0.15,100.0,gelu,6,5,17,0,0.0,True,1.0552760830614716
A_a0.15,0.15,100.0,gelu,6,5,18,0,0.0,True,1.066447417018935
A_a0.15,0.15,100.0,gelu,6,5,19,0,0.0,True,1.079191166907549
A_a0.15,0.15,100.0,gelu,6,5,20,0,0.0,True,1.0340123330242932
A_a0.15,0.15,100.0,gelu,6,5,21,0,0.0,True,1.0375879160128534
A_a0.15,0.15,100.0,gelu,6,5,22,0,0.0,True,1.0453360418323427
A_a0.15,0.15,100.0,gelu,6,5,23,0,0.0,True,1.0362121658399701
A_a0.15,0.15,100.0,gelu,6,5,24,0,0.0,True,1.0445726669859141
A_a0.15,0.15,100.0,gelu,6,5,25,0,0.0,True,1.0326044999528676
A_a0.15,0.15,100.0,gelu,6,5,26,0,0.0,True,1.0360010829754174
A_a0.15,0.15,100.0,gelu,6,5,27,0,0.0,True,1.0460227499715984
A_a0.15,0.15,100.0,gelu,6,5,28,0,0.0,True,1.0285404999740422
A_a0.15,0.15,100.0,gelu,6,5,29,0,0.0,True,1.043541958089918
A_a0.15,0.15,100.0,tanh,4,5,0,0,0.0,True,0.9640615000389516
A_a0.15,0.15,100.0,tanh,4,5,1,0,0.0,True,0.925183790968731
A_a0.15,0.15,100.0,tanh,4,5,2,0,0.0,True,0.9147411668673158
A_a0.15,0.15,100.0,tanh,4,5,3,0,0.0,True,0.9145509998779744
A_a0.15,0.15,100.0,tanh,4,5,4,105,,False,0.8968499579932541
A_a0.15,0.15,100.0,tanh,4,5,5,78,,False,0.9931518749799579
A_a0.15,0.15,100.0,tanh,4,5,6,0,0.0,True,0.9415079588070512
A_a0.15,0.15,100.0,tanh,4,5,7,74,,False,0.8957267920486629
A_a0.15,0.15,100.0,tanh,4,5,8,0,0.0,True,0.9613821250386536
A_a0.15,0.15,100.0,tanh,4,5,9,0,1.0,False,0.9498645828571171
A_a0.15,0.15,100.0,tanh,4,5,10,2,,False,0.9950198750011623
A_a0.15,0.15,100.0,tanh,4,5,11,0,0.0,True,0.9400331249926239
A_a0.15,0.15,100.0,tanh,4,5,12,0,0.0,True,0.9155629589222372
A_a0.15,0.15,100.0,tanh,4,5,13,0,0.0,True,0.9189451250713319
A_a0.15,0.15,100.0,tanh,4,5,14,0,0.0,True,0.9095872498583049
A_a0.15,0.15,100.0,tanh,4,5,15,124,,False,0.8950673330109566
A_a0.15,0.15,100.0,tanh,4,5,16,0,0.0,True,0.9145933340769261
A_a0.15,0.15,100.0,tanh,4,5,17,75,,False,0.9262309579644352
A_a0.15,0.15,100.0,tanh,4,5,18,73,,False,0.9163350840099156
A_a0.15,0.15,100.0,tanh,4,5,19,109,,False,0.8930790410377085
A_a0.15,0.15,100.0,tanh,4,5,20,71,,False,0.8968367921188474
A_a0.15,0.15,100.0,tanh,4,5,21,0,0.0,True,0.9106507499236614
A_a0.15,0.15,100.0,tanh,4,5,22,107,,False,0.9039906659163535
A_a0.15,0.15,100.0,tanh,4,5,23,99,,False,0.9051422500051558
A_a0.15,0.15,100.0,tanh,4,5,24,0,0.0,True,0.9142871249932796
A_a0.15,0.15,100.0,tanh,4,5,25,77,,False,0.8963457499630749
A_a0.15,0.15,100.0,tanh,4,5,26,0,0.0,True,0.9137934159953147
A_a0.15,0.15,100.0,tanh,4,5,27,0,0.0,True,0.9127112501300871
A_a0.15,0.15,100.0,tanh,4,5,28,0,0.0,True,0.9129736251197755
A_a0.15,0.15,100.0,tanh,4,5,29,0,0.0,True,0.918212000047788
A_a0.15,0.15,100.0,tanh,6,5,0,0,0.0,True,1.0624617920257151
A_a0.15,0.15,100.0,tanh,6,5,1,0,0.0,True,1.1145837919320911
A_a0.15,0.15,100.0,tanh,6,5,2,0,0.0,True,1.0560207499656826
A_a0.15,0.15,100.0,tanh,6,5,3,0,0.0,True,1.0622951248660684
A_a0.15,0.15,100.0,tanh,6,5,4,0,0.0,True,1.0664422500412911
A_a0.15,0.15,100.0,tanh,6,5,5,0,0.0,True,1.0720609580166638
A_a0.15,0.15,100.0,tanh,6,5,6,0,0.0,True,1.065282333875075
A_a0.15,0.15,100.0,tanh,6,5,7,0,0.0,True,1.0805750419385731
A_a0.15,0.15,100.0,tanh,6,5,8,0,0.0,True,1.0715522088576108
A_a0.15,0.15,100.0,tanh,6,5,9,0,0.0,True,1.0621734170708805
A_a0.15,0.15,100.0,tanh,6,5,10,0,0.0,True,1.1616446659900248
A_a0.15,0.15,100.0,tanh,6,5,11,0,0.0,True,1.0894773330073804
A_a0.15,0.15,100.0,tanh,6,5,12,0,0.0,True,1.0897109580691904
A_a0.15,0.15,100.0,tanh,6,5,13,0,0.0,True,1.1156911249272525
A_a0.15,0.15,100.0,tanh,6,5,14,0,0.0,True,1.170569624984637
A_a0.15,0.15,100.0,tanh,6,5,15,0,0.0,True,1.061554541811347
A_a0.15,0.15,100.0,tanh,6,5,16,0,0.0,True,1.0890911249443889
A_a0.15,0.15,100.0,tanh,6,5,17,0,0.0,True,1.0600787498988211
A_a0.15,0.15,100.0,tanh,6,5,18,0,0.0,True,1.0612704169470817
A_a0.15,0.15,100.0,tanh,6,5,19,0,0.0,True,1.0612630830146372
A_a0.15,0.15,100.0,tanh,6,5,20,0,0.0,True,1.118543375050649
A_a0.15,0.15,100.0,tanh,6,5,21,0,0.0,True,1.2384840410668403
A_a0.15,0.15,100.0,tanh,6,5,22,0,0.0,True,1.4737815828993917
A_a0.15,0.15,100.0,tanh,6,5,23,0,0.0,True,1.1495980829931796
A_a0.15,0.15,100.0,tanh,6,5,24,0,0.0,True,1.2252772089559585
A_a0.15,0.15,100.0,tanh,6,5,25,0,0.0,True,1.0650295000523329
A_a0.15,0.15,100.0,tanh,6,5,26,0,0.0,True,1.1402748750988394
A_a0.15,0.15,100.0,tanh,6,5,27,0,0.0,True,1.1322420840151608
A_a0.15,0.15,100.0,tanh,6,5,28,0,0.0,True,1.0814017499797046
A_a0.15,0.15,100.0,tanh,6,5,29,0,0.0,True,1.0706305829808116
A_paper,0.3,100.0,gelu,3,5,0,0,27.0,False,0.9981211251579225
A_paper,0.3,100.0,gelu,3,5,1,81,,False,0.9947794589679688
A_paper,0.3,100.0,gelu,3,5,2,171,,False,1.0055418331176043
A_paper,0.3,100.0,gelu,3,5,3,105,,False,0.9814993750769645
A_paper,0.3,100.0,gelu,3,5,4,191,,False,0.9874520001467317
A_paper,0.3,100.0,gelu,3,5,5,99,,False,0.9945334999356419
A_paper,0.3,100.0,gelu,3,5,6,114,,False,1.017823874950409
A_paper,0.3,100.0,gelu,3,5,7,102,,False,1.0097092499490827
A_paper,0.3,100.0,gelu,3,5,8,0,7.0,False,0.9983893749304116
A_paper,0.3,100.0,gelu,3,5,9,199,,False,0.9982746250461787
A_paper,0.3,100.0,gelu,3,5,10,114,,False,0.993110042065382
A_paper,0.3,100.0,gelu,3,5,11,69,,False,0.999466999899596
A_paper,0.3,100.0,gelu,3,5,12,104,,False,0.9961684579029679
A_paper,0.3,100.0,gelu,3,5,13,126,,False,1.0486288748215884
A_paper,0.3,100.0,gelu,3,5,14,139,,False,1.014032790903002
A_paper,0.3,100.0,gelu,3,5,15,109,,False,0.9900862919166684
A_paper,0.3,100.0,gelu,3,5,16,141,,False,0.9884794999379665
A_paper,0.3,100.0,gelu,3,5,17,0,0.0,True,0.9949451249558479
A_paper,0.3,100.0,gelu,3,5,18,113,,False,1.0284925831947476
A_paper,0.3,100.0,gelu,3,5,19,98,,False,1.075731708202511
A_paper,0.3,100.0,gelu,3,5,20,97,,False,1.0755514591000974
A_paper,0.3,100.0,gelu,3,5,21,105,,False,1.0782775410916656
A_paper,0.3,100.0,gelu,3,5,22,65,,False,0.993773041991517
A_paper,0.3,100.0,gelu,3,5,23,151,,False,1.5571694581303746
A_paper,0.3,100.0,gelu,3,5,24,1,,False,1.342959834029898
A_paper,0.3,100.0,gelu,3,5,25,537,,False,1.0934938329737633
A_paper,0.3,100.0,gelu,3,5,26,106,,False,1.0025640830863267
A_paper,0.3,100.0,gelu,3,5,27,167,,False,0.993377499980852
A_paper,0.3,100.0,gelu,3,5,28,123,,False,1.2960665421560407
A_paper,0.3,100.0,gelu,3,5,29,105,,False,1.294870792189613
A_paper,0.3,100.0,gelu,4,5,0,1,,False,0.9116757090669125
A_paper,0.3,100.0,gelu,4,5,1,0,0.0,True,0.9921930409036577
A_paper,0.3,100.0,gelu,4,5,2,0,0.0,True,1.0783538750838488
A_paper,0.3,100.0,gelu,4,5,3,0,1.0,False,1.080808333819732
A_paper,0.3,100.0,gelu,4,5,4,182,,False,0.9297092501074076
A_paper,0.3,100.0,gelu,4,5,5,0,0.0,True,0.9109348750207573
A_paper,0.3,100.0,gelu,4,5,6,0,0.0,True,0.9078379168640822
A_paper,0.3,100.0,gelu,4,5,7,1,,False,0.9068745409604162
A_paper,0.3,100.0,gelu,4,5,8,0,0.0,True,0.9723908330779523
A_paper,0.3,100.0,gelu,4,5,9,0,11.0,False,0.9314008748624474
A_paper,0.3,100.0,gelu,4,5,10,0,38.0,False,0.9246415409725159
A_paper,0.3,100.0,gelu,4,5,11,0,0.0,True,0.9030837919563055
A_paper,0.3,100.0,gelu,4,5,12,0,0.0,True,0.9027977080550045
A_paper,0.3,100.0,gelu,4,5,13,0,28.0,False,0.9307787087745965
A_paper,0.3,100.0,gelu,4,5,14,0,8.0,False,0.9124238330405205
A_paper,0.3,100.0,gelu,4,5,15,0,0.0,True,1.058528375113383
A_paper,0.3,100.0,gelu,4,5,16,0,0.0,True,0.9385175001807511
A_paper,0.3,100.0,gelu,4,5,17,0,0.0,True,0.9440002499613911
A_paper,0.3,100.0,gelu,4,5,18,0,0.0,True,0.9047647500410676
A_paper,0.3,100.0,gelu,4,5,19,0,0.0,True,0.9179209580179304
A_paper,0.3,100.0,gelu,4,5,20,39,,False,0.8915503330063075
A_paper,0.3,100.0,gelu,4,5,21,0,0.0,True,0.8983546250965446
A_paper,0.3,100.0,gelu,4,5,22,207,,False,0.9007446249015629
A_paper,0.3,100.0,gelu,4,5,23,4,,False,0.9073665419127792
A_paper,0.3,100.0,gelu,4,5,24,0,0.0,True,0.9117809578310698
A_paper,0.3,100.0,gelu,4,5,25,0,0.0,True,0.90824562497437
A_paper,0.3,100.0,gelu,4,5,26,38,,False,0.9100297919940203
A_paper,0.3,100.0,gelu,4,5,27,0,1.0,False,0.921737666008994
A_paper,0.3,100.0,gelu,4,5,28,0,0.0,True,0.9005922500509769
A_paper,0.3,100.0,gelu,4,5,29,14,,False,0.9318654590751976
A_paper,0.3,100.0,gelu,6,5,0,0,0.0,True,1.1892142090946436
A_paper,0.3,100.0,gelu,6,5,1,0,0.0,True,1.0404115000274032
A_paper,0.3,100.0,gelu,6,5,2,0,0.0,True,1.0514537910930812
A_paper,0.3,100.0,gelu,6,5,3,0,0.0,True,1.051732833031565
A_paper,0.3,100.0,gelu,6,5,4,0,0.0,True,1.0569199579767883
A_paper,0.3,100.0,gelu,6,5,5,0,0.0,True,1.06054237508215
A_paper,0.3,100.0,gelu,6,5,6,0,0.0,True,1.1513820830732584
A_paper,0.3,100.0,gelu,6,5,7,0,0.0,True,1.1760095830541104
A_paper,0.3,100.0,gelu,6,5,8,0,0.0,True,1.0558894169516861
A_paper,0.3,100.0,gelu,6,5,9,0,0.0,True,1.2592369590420276
A_paper,0.3,100.0,gelu,6,5,10,0,20.0,False,1.1283120000734925
A_paper,0.3,100.0,gelu,6,5,11,0,5.0,False,1.080923791974783
A_paper,0.3,100.0,gelu,6,5,12,0,0.0,True,1.0554960409644991
A_paper,0.3,100.0,gelu,6,5,13,0,0.0,True,1.064673624932766
A_paper,0.3,100.0,gelu,6,5,14,0,0.0,True,1.0335760000161827
A_paper,0.3,100.0,gelu,6,5,15,1,,False,1.0312837911769748
A_paper,0.3,100.0,gelu,6,5,16,0,0.0,True,1.0329969578888267
A_paper,0.3,100.0,gelu,6,5,17,0,0.0,True,1.0358853328507394
A_paper,0.3,100.0,gelu,6,5,18,0,0.0,True,1.0371124998200685
A_paper,0.3,100.0,gelu,6,5,19,0,0.0,True,1.0454348330385983
A_paper,0.3,100.0,gelu,6,5,20,101,,False,1.061231957981363
A_paper,0.3,100.0,gelu,6,5,21,0,0.0,True,1.0405789581127465
A_paper,0.3,100.0,gelu,6,5,22,0,9.0,False,1.0645980830304325
A_paper,0.3,100.0,gelu,6,5,23,0,0.0,True,1.0487959168385714
A_paper,0.3,100.0,gelu,6,5,24,0,0.0,True,1.0607555420137942
A_paper,0.3,100.0,gelu,6,5,25,0,0.0,True,1.0420313330832869
A_paper,0.3,100.0,gelu,6,5,26,0,0.0,True,1.0391718340106308
A_paper,0.3,100.0,gelu,6,5,27,0,0.0,True,1.048095292178914
A_paper,0.3,100.0,gelu,6,5,28,0,0.0,True,1.0448775829281658
A_paper,0.3,100.0,gelu,6,5,29,0,0.0,True,1.053079582983628
A_paper,0.3,100.0,tanh,4,5,0,0,0.0,True,0.9220069581642747
A_paper,0.3,100.0,tanh,4,5,1,0,1.0,False,0.925031874794513
A_paper,0.3,100.0,tanh,4,5,2,0,0.0,True,0.9187647919170558
A_paper,0.3,100.0,tanh,4,5,3,0,10.0,False,0.9209943749010563
A_paper,0.3,100.0,tanh,4,5,4,149,,False,0.9112277498934418
A_paper,0.3,100.0,tanh,4,5,5,0,1.0,False,0.9593720000702888
A_paper,0.3,100.0,tanh,4,5,6,0,0.0,True,1.1354021658189595
A_paper,0.3,100.0,tanh,4,5,7,107,,False,1.0775890001095831
A_paper,0.3,100.0,tanh,4,5,8,0,0.0,True,0.9955083751119673
A_paper,0.3,100.0,tanh,4,5,9,0,0.0,True,0.9152952919248492
A_paper,0.3,100.0,tanh,4,5,10,0,46.0,False,0.9136156251188368
A_paper,0.3,100.0,tanh,4,5,11,0,1.0,False,0.9128570419270545
A_paper,0.3,100.0,tanh,4,5,12,0,0.0,True,0.9150813750457019
A_paper,0.3,100.0,tanh,4,5,13,104,,False,0.9003085840959102
A_paper,0.3,100.0,tanh,4,5,14,0,3.0,False,0.9154349998570979
A_paper,0.3,100.0,tanh,4,5,15,132,,False,0.8997687499504536
A_paper,0.3,100.0,tanh,4,5,16,0,2.0,False,0.9173107920214534
A_paper,0.3,100.0,tanh,4,5,17,101,,False,0.9053727919235826
A_paper,0.3,100.0,tanh,4,5,18,116,,False,0.9025114169344306
A_paper,0.3,100.0,tanh,4,5,19,95,,False,0.901828708127141
A_paper,0.3,100.0,tanh,4,5,20,113,,False,0.904285583877936
A_paper,0.3,100.0,tanh,4,5,21,0,0.0,True,0.9219423329923302
A_paper,0.3,100.0,tanh,4,5,22,0,0.0,True,0.9130666248966008
A_paper,0.3,100.0,tanh,4,5,23,112,,False,0.8987012079451233
A_paper,0.3,100.0,tanh,4,5,24,0,0.0,True,0.9129085408058017
A_paper,0.3,100.0,tanh,4,5,25,123,,False,0.8991673339623958
A_paper,0.3,100.0,tanh,4,5,26,3,,False,0.9005751251243055
A_paper,0.3,100.0,tanh,4,5,27,0,0.0,True,0.9147801247891039
A_paper,0.3,100.0,tanh,4,5,28,0,3.0,False,0.9307767089921981
A_paper,0.3,100.0,tanh,4,5,29,0,0.0,True,0.9204261670820415
A_paper,0.3,100.0,tanh,6,5,0,0,0.0,True,1.0693762500304729
A_paper,0.3,100.0,tanh,6,5,1,0,0.0,True,1.0645177499391139
A_paper,0.3,100.0,tanh,6,5,2,0,6.0,False,1.0658553750254214
A_paper,0.3,100.0,tanh,6,5,3,0,0.0,True,1.061444625025615
A_paper,0.3,100.0,tanh,6,5,4,0,0.0,True,1.0660718749277294
A_paper,0.3,100.0,tanh,6,5,5,0,0.0,True,1.0557389999739826
A_paper,0.3,100.0,tanh,6,5,6,0,0.0,True,1.0611969591118395
A_paper,0.3,100.0,tanh,6,5,7,0,0.0,True,1.0620822911150753
A_paper,0.3,100.0,tanh,6,5,8,0,1.0,False,1.0677211659494787
A_paper,0.3,100.0,tanh,6,5,9,0,0.0,True,1.0658692920114845
A_paper,0.3,100.0,tanh,6,5,10,0,0.0,True,1.0616720421239734
A_paper,0.3,100.0,tanh,6,5,11,0,0.0,True,1.0663465419784188
A_paper,0.3,100.0,tanh,6,5,12,0,0.0,True,1.0620626250747591
A_paper,0.3,100.0,tanh,6,5,13,0,0.0,True,1.0655773330945522
A_paper,0.3,100.0,tanh,6,5,14,0,0.0,True,1.0616549581754953
A_paper,0.3,100.0,tanh,6,5,15,0,0.0,True,1.0624137080740184
A_paper,0.3,100.0,tanh,6,5,16,0,0.0,True,1.0679631249513477
A_paper,0.3,100.0,tanh,6,5,17,0,0.0,True,1.0628348749596626
A_paper,0.3,100.0,tanh,6,5,18,0,0.0,True,1.0593213750980794
A_paper,0.3,100.0,tanh,6,5,19,0,0.0,True,1.059716833056882
A_paper,0.3,100.0,tanh,6,5,20,0,0.0,True,1.0601275421213359
A_paper,0.3,100.0,tanh,6,5,21,0,0.0,True,1.060855709016323
A_paper,0.3,100.0,tanh,6,5,22,0,0.0,True,1.0615916661918163
A_paper,0.3,100.0,tanh,6,5,23,0,0.0,True,1.05940733384341
A_paper,0.3,100.0,tanh,6,5,24,0,0.0,True,1.0593333339784294
A_paper,0.3,100.0,tanh,6,5,25,0,0.0,True,1.0597269169520587
A_paper,0.3,100.0,tanh,6,5,26,0,0.0,True,1.0646822501439601
A_paper,0.3,100.0,tanh,6,5,27,0,0.0,True,1.0644972079899162
A_paper,0.3,100.0,tanh,6,5,28,0,0.0,True,1.170758374966681
A_paper,0.3,100.0,tanh,6,5,29,0,0.0,True,1.2759682089090347
A_a0.5,0.5,100.0,gelu,3,5,0,96,,False,1.0021599167957902
A_a0.5,0.5,100.0,gelu,3,5,1,0,2.0,False,0.9980124998837709
A_a0.5,0.5,100.0,gelu,3,5,2,46,,False,1.006042042048648
A_a0.5,0.5,100.0,gelu,3,5,3,110,,False,0.9892989580985159
A_a0.5,0.5,100.0,gelu,3,5,4,119,,False,0.9885303748305887
A_a0.5,0.5,100.0,gelu,3,5,5,141,,False,1.220608124975115
A_a0.5,0.5,100.0,gelu,3,5,6,139,,False,0.9887172500602901
A_a0.5,0.5,100.0,gelu,3,5,7,111,,False,0.9960927090141922
A_a0.5,0.5,100.0,gelu,3,5,8,94,,False,0.981602624990046
A_a0.5,0.5,100.0,gelu,3,5,9,126,,False,0.9990927909966558
A_a0.5,0.5,100.0,gelu,3,5,10,111,,False,1.0323407920077443
A_a0.5,0.5,100.0,gelu,3,5,11,121,,False,0.9841563750524074
A_a0.5,0.5,100.0,gelu,3,5,12,165,,False,0.9872028341051191
A_a0.5,0.5,100.0,gelu,3,5,13,190,,False,0.991889167111367
A_a0.5,0.5,100.0,gelu,3,5,14,112,,False,0.9939844170585275
A_a0.5,0.5,100.0,gelu,3,5,15,123,,False,0.9819665001705289
A_a0.5,0.5,100.0,gelu,3,5,16,126,,False,0.9802946669515222
A_a0.5,0.5,100.0,gelu,3,5,17,68,,False,0.9746777079999447
A_a0.5,0.5,100.0,gelu,3,5,18,101,,False,0.9821849160362035
A_a0.5,0.5,100.0,gelu,3,5,19,118,,False,0.9763403749093413
A_a0.5,0.5,100.0,gelu,3,5,20,129,,False,0.9937423339579254
A_a0.5,0.5,100.0,gelu,3,5,21,100,,False,0.9986260409932584
A_a0.5,0.5,100.0,gelu,3,5,22,123,,False,1.0354933328926563
A_a0.5,0.5,100.0,gelu,3,5,23,149,,False,1.00205804198049
A_a0.5,0.5,100.0,gelu,3,5,24,127,,False,0.9981170420069247
A_a0.5,0.5,100.0,gelu,3,5,25,104,,False,1.0072632499504834
A_a0.5,0.5,100.0,gelu,3,5,26,121,,False,0.9873867079149932
A_a0.5,0.5,100.0,gelu,3,5,27,541,,False,1.0898516669403762
A_a0.5,0.5,100.0,gelu,3,5,28,200,,False,1.0415479999501258
A_a0.5,0.5,100.0,gelu,3,5,29,123,,False,0.9922528341412544
A_a0.5,0.5,100.0,gelu,4,5,0,0,5.0,False,0.9075779998674989
A_a0.5,0.5,100.0,gelu,4,5,1,60,,False,0.9050021250732243
A_a0.5,0.5,100.0,gelu,4,5,2,0,2.0,False,0.9039399998728186
A_a0.5,0.5,100.0,gelu,4,5,3,106,,False,0.8900193329900503
A_a0.5,0.5,100.0,gelu,4,5,4,0,3.0,False,1.0782027079258114
A_a0.5,0.5,100.0,gelu,4,5,5,0,7.0,False,0.9298892500810325
A_a0.5,0.5,100.0,gelu,4,5,6,6,,False,0.8989699590019882
A_a0.5,0.5,100.0,gelu,4,5,7,0,17.0,False,0.9228009998332709
A_a0.5,0.5,100.0,gelu,4,5,8,3,,False,0.9918076251633465
A_a0.5,0.5,100.0,gelu,4,5,9,1,,False,0.9331277080345899
A_a0.5,0.5,100.0,gelu,4,5,10,0,36.0,False,0.9284944171085954
A_a0.5,0.5,100.0,gelu,4,5,11,1,,False,0.9005674999207258
A_a0.5,0.5,100.0,gelu,4,5,12,1,,False,0.8966337081510574
A_a0.5,0.5,100.0,gelu,4,5,13,3,,False,0.9123242918867618
A_a0.5,0.5,100.0,gelu,4,5,14,1,,False,1.0975449588149786
A_a0.5,0.5,100.0,gelu,4,5,15,66,,False,0.9549615001305938
A_a0.5,0.5,100.0,gelu,4,5,16,109,,False,1.1103782919235528
A_a0.5,0.5,100.0,gelu,4,5,17,1,,False,1.3068425001110882
A_a0.5,0.5,100.0,gelu,4,5,18,0,38.0,False,0.9787900419905782
A_a0.5,0.5,100.0,gelu,4,5,19,3,,False,0.9279526669997722
A_a0.5,0.5,100.0,gelu,4,5,20,236,,False,0.9273395000491291
A_a0.5,0.5,100.0,gelu,4,5,21,0,1.0,False,0.9480719999410212
A_a0.5,0.5,100.0,gelu,4,5,22,1,,False,0.9160951660014689
A_a0.5,0.5,100.0,gelu,4,5,23,178,,False,0.9099148330278695
A_a0.5,0.5,100.0,gelu,4,5,24,4,,False,0.9064968749880791
A_a0.5,0.5,100.0,gelu,4,5,25,0,28.0,False,0.9186134170740843
A_a0.5,0.5,100.0,gelu,4,5,26,1,,False,0.9037415829952806
A_a0.5,0.5,100.0,gelu,4,5,27,0,2.0,False,0.9293540420476347
A_a0.5,0.5,100.0,gelu,4,5,28,2,,False,1.0809515418950468
A_a0.5,0.5,100.0,gelu,4,5,29,0,6.0,False,0.9126387920696288
A_a0.5,0.5,100.0,gelu,6,5,0,0,32.0,False,1.052861083066091
A_a0.5,0.5,100.0,gelu,6,5,1,1,,False,1.0543050828855485
A_a0.5,0.5,100.0,gelu,6,5,2,0,11.0,False,1.3905259578023106
A_a0.5,0.5,100.0,gelu,6,5,3,0,0.0,True,1.52354620792903
A_a0.5,0.5,100.0,gelu,6,5,4,0,0.0,True,1.104854749981314
A_a0.5,0.5,100.0,gelu,6,5,5,0,44.0,False,1.1333674159832299
A_a0.5,0.5,100.0,gelu,6,5,6,0,66.0,False,1.2529941250104457
A_a0.5,0.5,100.0,gelu,6,5,7,2,,False,1.1558060408569872
A_a0.5,0.5,100.0,gelu,6,5,8,0,0.0,True,1.0419762078672647
A_a0.5,0.5,100.0,gelu,6,5,9,0,0.0,True,1.3051778329536319
A_a0.5,0.5,100.0,gelu,6,5,10,0,0.0,True,1.0983352090697736
A_a0.5,0.5,100.0,gelu,6,5,11,0,16.0,False,1.3341272920370102
A_a0.5,0.5,100.0,gelu,6,5,12,0,0.0,True,1.0685163750313222
A_a0.5,0.5,100.0,gelu,6,5,13,2,,False,1.0706525419373065
A_a0.5,0.5,100.0,gelu,6,5,14,0,0.0,True,1.062434084014967
A_a0.5,0.5,100.0,gelu,6,5,15,0,12.0,False,1.2318572499789298
A_a0.5,0.5,100.0,gelu,6,5,16,0,0.0,True,1.3354465409647673
A_a0.5,0.5,100.0,gelu,6,5,17,0,41.0,False,1.0570734590291977
A_a0.5,0.5,100.0,gelu,6,5,18,0,8.0,False,1.0901444999035448
A_a0.5,0.5,100.0,gelu,6,5,19,0,4.0,False,1.0637025840114802
A_a0.5,0.5,100.0,gelu,6,5,20,0,0.0,True,1.0407316249329597
A_a0.5,0.5,100.0,gelu,6,5,21,1,,False,1.0331857500132173
A_a0.5,0.5,100.0,gelu,6,5,22,0,0.0,True,1.0573398750275373
A_a0.5,0.5,100.0,gelu,6,5,23,0,0.0,True,1.0356507080141455
A_a0.5,0.5,100.0,gelu,6,5,24,0,0.0,True,1.0653299579862505
A_a0.5,0.5,100.0,gelu,6,5,25,0,10.0,False,1.0438379170373082
A_a0.5,0.5,100.0,gelu,6,5,26,1,,False,1.0491576669737697
A_a0.5,0.5,100.0,gelu,6,5,27,0,0.0,True,1.0566593341063708
A_a0.5,0.5,100.0,gelu,6,5,28,2,,False,1.079941499978304
A_a0.5,0.5,100.0,gelu,6,5,29,0,4.0,False,1.1057230420410633
A_a0.5,0.5,100.0,tanh,4,5,0,1,,False,0.9541015829890966
A_a0.5,0.5,100.0,tanh,4,5,1,0,11.0,False,0.9662642078474164
A_a0.5,0.5,100.0,tanh,4,5,2,7,,False,0.9464009162038565
A_a0.5,0.5,100.0,tanh,4,5,3,103,,False,0.938706791959703
A_a0.5,0.5,100.0,tanh,4,5,4,119,,False,0.9456416249740869
A_a0.5,0.5,100.0,tanh,4,5,5,106,,False,0.9490436660125852
A_a0.5,0.5,100.0,tanh,4,5,6,7,,False,0.9473319998942316
A_a0.5,0.5,100.0,tanh,4,5,7,123,,False,0.9769151250366122
A_a0.5,0.5,100.0,tanh,4,5,8,12,,False,1.2210844170767814
A_a0.5,0.5,100.0,tanh,4,5,9,118,,False,0.9584078751504421
A_a0.5,0.5,100.0,tanh,4,5,10,2,,False,0.9514902918599546
