family,threshold,R_frozen,R_scaled,diff,one_grid_step,pass
q1,glob,0.2781697537761151,0.27816977000000015,1.622388506872241e-08,0.002152545,True
q1,solve,0.3190681058680602,0.3190681250000002,1.913193997671314e-08,0.002152545,True
