B_inf,B_max_2000,reachable_2000,a102_runs,a102_solved,a102_median_terminal_w2,a102_max_terminal_w2,worst_case_attained_ratio,B_t_400
7.270291799999695,6.760980778417591,106.92684484100029,200,0,1.8538510203361511,3.916680812835694,4.175288095748706,4.175288095748706
