pd_boxes,pd_all,pd_b2_all,pd_lambda_min_lower,pd_p_lo,pd_p_hi,pd_q_lo,pd_q_hi
100,True,True,0.020851704282571257,1.5275651931762695,1.6275651931762696,1.2252930806298712,1.3252930806298713
