A_lo,A_hi,A_star,R_glob_inf_lo,R_glob_inf_hi,G_below,G_above,dG_dA,argmin_shift,branch_loss,argmin_p,argmin_q,hess_min,hess_max,competitor_lower,competitor_margin,B_P,localised
0.6812499999999999,0.6875,0.684375,0.19737683416875,0.19918763081250002,-0.005353130007709872,-0.00013697032201354098,1.3040399214240828,0.001555306274065207,0.3527307794363749,1.6685791015625,1.3697166410041663,0.41636926268588004,0.5844149872301291,0.4035184861484658,0.05078770671209093,0.3879735830867899,True
