activation,parameter,seed,eval_errors,solved,w2_abs,w1_abs
sin_family,0.5,76,189,False,0.35907822847366333,1.275423288345337
sin_family,0.5,77,154,False,0.3647224009037018,1.2759701013565063
sin_family,0.5,78,146,False,0.377410888671875,1.2698274850845337
sin_family,0.5,79,196,False,0.2176404595375061,0.06589172035455704
sin_family,0.5,80,191,False,0.5424337387084961,0.010711939074099064
sin_family,0.5,81,169,False,0.3491295576095581,1.271227478981018
sin_family,0.5,82,182,False,1.246747374534607,0.03945205360651016
sin_family,0.5,83,161,False,0.4004894196987152,1.292354941368103
sin_family,0.5,84,155,False,0.35119739174842834,1.2920231819152832
sin_family,0.5,85,162,False,0.34597522020339966,1.2723675966262817
sin_family,0.5,86,162,False,0.3524821698665619,1.2711771726608276
sin_family,0.5,87,164,False,0.31941545009613037,1.2788691520690918
sin_family,0.5,88,159,False,0.4135929048061371,1.2693363428115845
sin_family,0.5,89,179,False,0.2794111967086792,1.272274374961853
sin_family,0.5,90,180,False,0.24794238805770874,1.2609121799468994
sin_family,0.5,91,171,False,0.3655456006526947,1.2974079847335815
sin_family,0.5,92,200,False,0.7561131715774536,0.07749342918395996
sin_family,0.5,93,158,False,0.3713871240615845,1.264356017112732
sin_family,0.5,94,139,False,0.3761012554168701,1.2634159326553345
sin_family,0.5,95,167,False,0.3206503093242645,1.2749744653701782
sin_family,0.5,96,151,False,0.3287399709224701,1.2864179611206055
sin_family,0.5,97,153,False,0.31539538502693176,1.2711390256881714
sin_family,0.5,98,171,False,0.36994805932044983,1.2652310132980347
sin_family,0.5,99,203,False,0.20088046789169312,0.011867905966937542
sin_family,0.5,100,143,False,0.23684492707252502,1.2676670551300049
sin_family,0.5,101,153,False,0.2786312401294708,1.353341817855835
sin_family,0.5,102,147,False,0.32491573691368103,1.2666363716125488
sin_family,0.5,103,190,False,0.2551266551017761,0.02625623159110546
sin_family,0.5,104,146,False,0.33098697662353516,1.2726283073425293
sin_family,0.5,105,165,False,0.37577882409095764,1.2829177379608154
sin_family,0.5,106,164,False,0.32552722096443176,1.2751097679138184
sin_family,0.5,107,171,False,0.33107709884643555,1.2720654010772705
sin_family,0.5,108,156,False,0.3107181191444397,1.276177167892456
sin_family,0.5,109,149,False,0.41056832671165466,1.2735650539398193
sin_family,0.5,110,156,False,0.36181819438934326,1.2968599796295166
sin_family,0.5,111,149,False,0.3057551085948944,1.2776176929473877
sin_family,0.5,112,178,False,0.3158269226551056,1.2831252813339233
sin_family,0.5,113,148,False,0.4386129379272461,1.267410159111023
sin_family,0.5,114,158,False,0.288672536611557,1.2574886083602905
sin_family,0.5,115,198,False,0.837676465511322,0.05277960002422333
sin_family,0.5,116,177,False,0.24422955513000488,1.2981877326965332
sin_family,0.5,117,204,False,0.33554908633232117,0.012868632562458515
sin_family,0.5,118,153,False,0.4938395321369171,1.2719902992248535
sin_family,0.5,119,155,False,0.31580641865730286,1.2686456441879272
sin_family,0.5,120,190,False,0.6542583703994751,0.05529520660638809
sin_family,0.5,121,208,False,0.7697275280952454,0.007719032932072878
sin_family,0.5,122,169,False,0.3541163504123688,1.2999697923660278
sin_family,0.5,123,175,False,0.3566735088825226,1.2809116840362549
sin_family,0.5,124,146,False,0.327059268951416,1.2879265546798706
sin_family,0.5,125,207,False,0.36344680190086365,0.013020485639572144
sin_family,0.5,126,155,False,0.3446367084980011,1.2697993516921997
sin_family,0.5,127,153,False,0.29818016290664673,1.2703834772109985
sin_family,0.5,128,205,False,1.2214555740356445,0.03906530141830444
sin_family,0.5,129,172,False,0.30342891812324524,1.2546073198318481
sin_family,0.5,130,169,False,0.341145396232605,1.2860153913497925
sin_family,0.5,131,169,False,0.32049545645713806,1.2913885116577148
sin_family,0.5,132,143,False,0.3531840443611145,1.2809044122695923
sin_family,0.5,133,186,False,0.42163896560668945,0.008796456269919872
sin_family,0.5,134,160,False,0.3401970863342285,1.2628614902496338
sin_family,0.5,135,146,False,0.32996872067451477,1.2647719383239746
sin_family,0.5,136,193,False,0.4921655058860779,0.014103238470852375
sin_family,0.5,137,184,False,0.35607069730758667,1.2744736671447754
sin_family,0.5,138,184,False,0.26325151324272156,1.2868045568466187
sin_family,0.5,139,153,False,0.34524333477020264,1.261904001235962
sin_family,0.5,140,151,False,0.35903605818748474,1.2611002922058105
