K_lo,K_hi,u,v,argmax_near_box_edge,A_lo,A_hi,R_glob_inf_lo,R_glob_inf_hi
0.5794557826009681,0.5794951414335255,1.605574798583984,1.2041816711425795,False,0.6812499999999999,0.6875,0.19737712594845472,0.1992014548677744
