a,eps,R_lo,R_hi,R_mid,dev_mid_pct,dev_lo_pct,dev_hi_pct
1.3,0.30000000000000004,0.2131019398475035,0.2136400760592396,0.21337100795337155,7.6059163428424,6.978104145351716,8.239531319871386
1.35,0.3500000000000001,0.2151635207057324,0.215831730397365,0.2154976255515487,8.678398670960163,8.013026736452922,9.349920544354129
1.4,0.3999999999999999,0.2173025737502275,0.2181073980974506,0.21770498592383905,9.79160068391165,9.08684070328112,10.50287466158042
1.45,0.44999999999999996,0.2187935539270059,0.2197407121691141,0.21926713304806,10.579412835039825,9.835319261215393,11.330383960753231
1.5,0.5,0.2210968281171609,0.2221913668702161,0.2216440974936885,11.778148500862361,10.99157296010722,12.57199424833133
1.6,0.6000000000000001,0.2243602021255619,0.2257624533888466,0.22506132775720425,13.50150444029936,12.629800959278793,14.381264953571549
