a,seed,arm,placed_at,intervened_at,gap_at_intervention,lost_at,placed_final,gap_final,kept,solved_final,R_final
1.3,1,hold_low,2650.0,2850.0,0.0155052668032187,2900.0,False,-0.0429720419712067,False,False,0.1822890908496071
1.3,2,hold_low,1900.0,2100.0,0.018254358620461,2150.0,False,-0.0256603786458988,False,False,0.1822890908496071
1.3,3,hold_low,3250.0,3450.0,0.0128202064837861,3500.0,False,-0.0591862855264211,False,False,0.1822890908496071
1.3,4,hold_low,,,,,False,-0.0082935190900462,,False,0.0293979285691667
1.3,5,hold_low,2450.0,2650.0,0.013272775632267,2700.0,False,-0.0391937156044601,False,False,0.1822890908496071
1.3,6,hold_low,4400.0,4600.0,0.0224356657072815,4650.0,False,-0.0191881632035975,False,False,0.1822890908496071
1.3,7,hold_low,1900.0,2100.0,0.0151893851216731,2150.0,False,-0.0305493284021567,False,False,0.1822890908496071
1.3,8,hold_low,,,,,False,-0.0105148319501205,,False,0.0315947311297491
1.3,9,hold_low,2850.0,3050.0,0.01234117067913,3100.0,False,-0.057395698092828,False,False,0.1822890908496071
1.3,10,hold_low,2150.0,2350.0,0.016140249045931,2400.0,False,-0.0389633747072055,False,False,0.1822890908496071
1.3,11,hold_low,3900.0,4100.0,0.016577400978933,4150.0,False,-0.0473663573369353,False,False,0.1822890908496071
1.3,12,hold_low,2000.0,2200.0,0.0180661047240655,2250.0,False,-0.0194427466206095,False,False,0.1822890908496071
1.3,13,hold_low,4350.0,4550.0,0.0146331387492479,4600.0,False,-0.0549527141048309,False,False,0.1822890908496071
1.3,14,hold_low,4650.0,4850.0,0.0191594008545319,4900.0,False,-0.0216150546015958,False,False,0.1822890908496071
1.3,15,hold_low,2850.0,3050.0,0.0158033272197268,3100.0,False,-0.0294410175004786,False,False,0.1822890908496071
1.3,16,hold_low,3700.0,3900.0,0.0210091322944472,3950.0,False,-0.0304529991382631,False,False,0.1822890908496071
1.3,17,hold_low,,,,,False,-0.0110684651257138,,False,0.0421825848920314
1.3,18,hold_low,2650.0,2850.0,0.0154488656646836,2900.0,False,-0.0397967624155795,False,False,0.1822890908496071
1.3,19,hold_low,2200.0,2400.0,0.0177384011965067,2450.0,False,-0.0351545528768557,False,False,0.1822890908496071
1.3,20,hold_low,3400.0,3600.0,0.013452238008345,3650.0,False,-0.0516104291576833,False,False,0.1822890908496071
1.3,21,hold_low,8500.0,8700.0,0.0175675966590924,8750.0,False,-0.0457491501143936,False,False,0.1822890908496071
1.3,22,hold_low,3550.0,3750.0,0.0148721196421219,3800.0,False,-0.0352700702800241,False,False,0.1822890908496071
1.3,23,hold_low,2800.0,3000.0,0.0172933620280053,3050.0,False,-0.0455361096746864,False,False,0.1822890908496071
1.3,24,hold_low,2800.0,3000.0,0.0143799275241196,3050.0,False,-0.0507514124886263,False,False,0.1822890908496071
1.3,25,hold_low,4350.0,4550.0,0.0129217483998522,4600.0,False,-0.0581320960855875,False,False,0.1822890908496071
1.3,26,hold_low,3250.0,3450.0,0.0157652781116368,3500.0,False,-0.0466669368658427,False,False,0.1822890908496071
1.3,27,hold_low,3200.0,3400.0,0.0134214225400253,3450.0,False,-0.0376707778831062,False,False,0.1822890908496071
1.3,28,hold_low,3150.0,3350.0,0.0105660928708943,3400.0,False,-0.0525673201655769,False,False,0.1822890908496071
1.3,29,hold_low,6850.0,7050.0,0.0178163004272406,7100.0,False,-0.0359245217953412,False,False,0.1822890908496071
1.3,30,hold_low,2800.0,3000.0,0.0131960058314564,3050.0,False,-0.0456890062695882,False,False,0.1822890908496071
1.3,31,hold_low,2100.0,2300.0,0.0150600472846305,2350.0,False,-0.0508914366290289,False,False,0.1822890908496071
1.3,32,hold_low,3050.0,3250.0,0.0137141144888199,3300.0,False,-0.051532332170741,False,False,0.1822890908496071
1.3,33,hold_low,2550.0,2750.0,0.0160655050210083,2800.0,False,-0.0485813123568608,False,False,0.1822890908496071
1.3,34,hold_low,2550.0,2750.0,0.0172432275487426,2800.0,False,-0.0168966786976829,False,False,0.1822890908496071
1.3,35,hold_low,3700.0,3900.0,0.0138703881551682,3950.0,False,-0.039555680855456,False,False,0.1822890908496071
1.3,36,hold_low,2450.0,2650.0,0.0129830744416308,2700.0,False,-0.0686014385933835,False,False,0.1822890908496071
1.3,37,hold_low,3650.0,3850.0,0.0249330151441236,3900.0,False,-0.0317247264769897,False,False,0.1822890908496071
1.3,38,hold_low,2000.0,2200.0,0.0145282622099132,2250.0,False,-0.0624587691263345,False,False,0.1822890908496071
1.3,39,hold_low,2150.0,2350.0,0.014784502523649,2400.0,False,-0.0419895006922907,False,False,0.1822890908496071
1.3,0,hold_high,4050.0,4250.0,0.016773128529675,,True,0.0301874350444846,True,False,0.2466264170318214
1.3,1,hold_high,2650.0,2850.0,0.0155052668032187,,True,0.0191153058050881,True,False,0.2466264170318214
1.3,2,hold_high,1900.0,2100.0,0.018254358620461,,True,0.0252934881082813,True,False,0.2466264170318214
1.3,3,hold_high,3250.0,3450.0,0.0128202064837861,3500.0,True,0.0002217350170332,True,False,0.2466264170318214
1.3,4,hold_high,,,,,False,-0.0082935190900462,,False,0.0293979285691667
1.3,5,hold_high,2450.0,2650.0,0.013272775632267,,True,0.0128723618022887,True,False,0.2466264170318214
1.3,6,hold_high,4400.0,4600.0,0.0224356657072815,,True,0.0313028713602174,True,False,0.2466264170318214
1.3,7,hold_high,1900.0,2100.0,0.0151893851216731,,True,0.0204868690126072,True,False,0.2466264170318214
1.3,8,hold_high,,,,,False,-0.0105148319501205,,False,0.0315947311297491
1.3,9,hold_high,2850.0,3050.0,0.01234117067913,3100.0,False,-0.0015422664492916,False,False,0.2466264170318214
1.3,10,hold_high,2150.0,2350.0,0.016140249045931,,True,0.0147509040114739,True,False,0.2466264170318214
1.3,11,hold_high,3900.0,4100.0,0.016577400978933,,True,0.0093071249887226,True,False,0.2466264170318214
1.3,12,hold_high,2000.0,2200.0,0.0180661047240655,,True,0.0284399113067208,True,False,0.2466264170318214
1.3,13,hold_high,4350.0,4550.0,0.0146331387492479,,True,0.0026134058374367,True,False,0.2466264170318214
1.3,14,hold_high,4650.0,4850.0,0.0191594008545319,,True,0.0278715380856673,True,False,0.2466264170318214
1.3,15,hold_high,2850.0,3050.0,0.0158033272197268,,True,0.0225968514205132,True,False,0.2466264170318214
1.3,16,hold_high,3700.0,3900.0,0.0210091322944472,,True,0.0198979444683411,True,False,0.2466264170318214
1.3,17,hold_high,,,,,False,-0.0110684651257138,,False,0.0421825848920314
1.3,18,hold_high,2650.0,2850.0,0.0154488656646836,,True,0.0137952614689522,True,False,0.2466264170318214
1.3,19,hold_high,2200.0,2400.0,0.0177384011965067,,True,0.0244890284343957,True,False,0.2466264170318214
1.3,20,hold_high,3400.0,3600.0,0.013452238008345,,True,0.0043054160776412,True,False,0.2466264170318214
1.3,21,hold_high,8500.0,8700.0,0.0175675966590924,,True,0.0093451250974734,True,False,0.2466264170318214
1.3,22,hold_high,3550.0,3750.0,0.0148721196421219,,True,0.0234708349578385,True,False,0.2466264170318214
1.3,23,hold_high,2800.0,3000.0,0.0172933620280053,,True,0.0080010000590915,True,False,0.2466264170318214
1.3,24,hold_high,2800.0,3000.0,0.0143799275241196,,True,0.0051156114226715,True,False,0.2466264170318214
1.3,25,hold_high,4350.0,4550.0,0.0129217483998522,4600.0,False,-0.0011770104634742,False,False,0.2466264170318214
1.3,26,hold_high,3250.0,3450.0,0.0157652781116368,,True,0.0064150237400242,True,False,0.2466264170318214
1.3,27,hold_high,3200.0,3400.0,0.0134214225400253,,True,0.0182648495282604,True,False,0.2466264170318214
1.3,28,hold_high,3150.0,3350.0,0.0105660928708943,3400.0,True,0.0002320091985241,True,False,0.2466264170318214
1.3,29,hold_high,6850.0,7050.0,0.0178163004272406,,True,0.0172548532503462,True,False,0.2466264170318214
1.3,30,hold_high,2800.0,3000.0,0.0131960058314564,,True,0.0070823544045923,True,False,0.2466264170318214
1.3,31,hold_high,2100.0,2300.0,0.0150600472846305,,True,0.0083937254268895,True,False,0.2466264170318214
1.3,32,hold_high,3050.0,3250.0,0.0137141144888199,,True,0.0029003788445467,True,False,0.2466264170318214
1.3,33,hold_high,2550.0,2750.0,0.0160655050210083,,True,0.0110644035659337,True,False,0.2466264170318214
1.3,34,hold_high,2550.0,2750.0,0.0172432275487426,,True,0.0331105562140243,True,False,0.2466264170318214
1.3,35,hold_high,3700.0,3900.0,0.0138703881551682,,True,0.013694473867265,True,False,0.2466264170318214
1.3,36,hold_high,2450.0,2650.0,0.0129830744416308,2700.0,False,-0.0083950909044507,False,False,0.2466264170318214
1.3,37,hold_high,3650.0,3850.0,0.0249330151441236,,True,0.0315562635309691,True,False,0.2466264170318214
1.3,38,hold_high,2000.0,2200.0,0.0145282622099132,2250.0,False,-0.0004252409211753,False,False,0.2466264170318214
1.3,39,hold_high,2150.0,2350.0,0.014784502523649,,True,0.0121080476527764,True,False,0.2466264170318214
1.3,0,cold_low,,0.0,,50.0,False,-0.0377697751353865,,False,0.1822890908496071
1.3,1,cold_low,,0.0,,50.0,False,-0.0205584603738713,,False,0.1822890908496071
1.3,2,cold_low,,0.0,,50.0,False,-0.011673175409096,,False,0.1822890908496071
1.3,3,cold_low,,0.0,,50.0,False,-0.0624359992724379,,False,0.1822890908496071
1.3,4,cold_low,,0.0,,50.0,False,-0.001419263566782,,False,0.1822890908496071
1.3,5,cold_low,,0.0,,50.0,False,-0.0283068589321339,,False,0.1822890908496071
1.3,6,cold_low,,0.0,,50.0,False,-0.0158695944842574,,False,0.1822890908496071
1.3,7,cold_low,,0.0,,50.0,False,-0.0088486497837791,,False,0.1822890908496071
1.3,8,cold_low,,0.0,,50.0,False,-0.0021642288920159,,False,0.1822890908496071
1.3,9,cold_low,4400.0,0.0,,50.0,False,-0.0566876339477628,,False,0.1822890908496071
1.3,10,cold_low,,0.0,,50.0,False,-0.0573770592939575,,False,0.1822890908496071
1.3,11,cold_low,,0.0,,50.0,False,-0.0252033520058233,,False,0.1822890908496071
1.3,12,cold_low,,0.0,,50.0,False,-0.0356012306178241,,False,0.1822890908496071
1.3,13,cold_low,,0.0,,50.0,False,-0.0516584257191325,,False,0.1822890908496071
1.3,14,cold_low,,0.0,,50.0,False,-0.0015106150261483,,False,0.1822890908496071
1.3,15,cold_low,,0.0,,50.0,False,-0.0167734805589957,,False,0.1822890908496071
1.3,16,cold_low,,0.0,,50.0,False,-0.0055886527226525,,False,0.1822890908496071
1.3,17,cold_low,,0.0,,50.0,False,-0.0026593361426034,,False,0.1822890908496071
1.3,18,cold_low,,0.0,,50.0,False,-0.0287055571180245,,False,0.1822890908496071
1.3,19,cold_low,,0.0,,50.0,False,-0.0541526012805716,,False,0.1822890908496071
1.3,20,cold_low,,0.0,,50.0,False,-0.0413101420675043,,False,0.1822890908496071
1.3,21,cold_low,,0.0,,50.0,False,-0.0369698630865553,,False,0.1822890908496071
1.3,22,cold_low,,0.0,,50.0,False,-0.0142267921883552,,False,0.1822890908496071
1.3,23,cold_low,,0.0,,50.0,False,-0.0134597453256282,,False,0.1822890908496071
1.3,24,cold_low,,0.0,,50.0,False,-0.0561669057121616,,False,0.1822890908496071
1.3,25,cold_low,,0.0,,50.0,False,-0.0684930396627531,,False,0.1822890908496071
1.3,26,cold_low,,0.0,,50.0,False,-0.0109369461185065,,False,0.1822890908496071
1.3,27,cold_low,,0.0,,50.0,False,-0.0376707342541315,,False,0.1822890908496071
1.3,28,cold_low,,0.0,,50.0,False,-0.0739792266101517,,False,0.1822890908496071
1.3,29,cold_low,,0.0,,50.0,False,-0.0210930878738498,,False,0.1822890908496071
1.3,30,cold_low,4100.0,0.0,,50.0,False,-0.0456889761680372,,False,0.1822890908496071
1.3,31,cold_low,,0.0,,50.0,False,-0.0978785920533542,,False,0.1822890908496071
1.3,32,cold_low,,0.0,,50.0,False,-0.0158601384755519,,False,0.1822890908496071
1.3,33,cold_low,,0.0,,50.0,False,-0.0594386932760133,,False,0.1822890908496071
1.3,34,cold_low,,0.0,,50.0,False,-0.0049234627581909,,False,0.1822890908496071
1.3,35,cold_low,,0.0,,50.0,False,-0.0304882913317765,,False,0.1822890908496071
1.3,36,cold_low,,0.0,,50.0,False,-0.1010498353924536,,False,0.1822890908496071
1.3,37,cold_low,,0.0,,50.0,False,-0.0182537588548317,,False,0.1822890908496071
1.3,38,cold_low,,0.0,,50.0,False,-0.0624587708900854,,False,0.1822890908496071
1.3,39,cold_low,,0.0,,50.0,False,-0.0463639153708339,,False,0.1822890908496071
1.3,0,cold_high,,0.0,,50.0,False,-0.0278276164510182,,False,0.2466264170318214
1.3,1,cold_high,,0.0,,50.0,False,-0.0143797384868946,,False,0.2466264170318214
1.3,2,cold_high,,0.0,,50.0,False,-0.0086352487669215,,False,0.2466264170318214
1.3,3,cold_high,,0.0,,50.0,False,-0.0456599020676224,,False,0.2466264170318214
1.3,4,cold_high,,0.0,,50.0,False,-0.0010522515883989,,False,0.2466264170318214
1.3,5,cold_high,,0.0,,50.0,False,-0.0206076033445624,,False,0.2466264170318214
1.3,6,cold_high,,0.0,,50.0,False,-0.0085368474442783,,False,0.2466264170318214
1.3,7,cold_high,,0.0,,50.0,False,-0.0059728715568663,,False,0.2466264170318214
1.3,8,cold_high,,0.0,,50.0,False,-0.001611303570054,,False,0.2466264170318214
1.3,9,cold_high,5900.0,0.0,,50.0,False,-0.0008983436410412,,False,0.2466264170318214
1.3,10,cold_high,,0.0,,50.0,False,-0.0417662591823502,,False,0.2466264170318214
1.3,11,cold_high,,0.0,,50.0,False,-0.0186583124444374,,False,0.2466264170318214
1.3,12,cold_high,,0.0,,50.0,False,-0.0255589817490349,,False,0.2466264170318214
1.3,13,cold_high,,0.0,,50.0,False,-0.0381740457910928,,False,0.2466264170318214
1.3,14,cold_high,,0.0,,50.0,False,-0.0011000146834874,,False,0.2466264170318214
1.3,15,cold_high,,0.0,,50.0,False,-0.013046445825199,,False,0.2466264170318214
1.3,16,cold_high,,0.0,,50.0,False,-0.0041717483946488,,False,0.2466264170318214
1.3,17,cold_high,,0.0,,50.0,False,-0.002087539274945,,False,0.2466264170318214
1.3,18,cold_high,,0.0,,50.0,False,-0.0289693707330807,,False,0.2466264170318214
1.3,19,cold_high,,0.0,,50.0,False,-0.0393840876047225,,False,0.2466264170318214
1.3,20,cold_high,,0.0,,50.0,False,-0.0305374046214487,,False,0.2466264170318214
1.3,21,cold_high,,0.0,,50.0,False,-0.0274733321642509,,False,0.2466264170318214
1.3,22,cold_high,,0.0,,50.0,False,-0.0107760036658675,,False,0.2466264170318214
1.3,23,cold_high,,0.0,,50.0,False,-0.010045654180216,,False,0.2466264170318214
1.3,24,cold_high,,0.0,,50.0,False,-0.0409681412440063,,False,0.2466264170318214
1.3,25,cold_high,,0.0,,50.0,False,-0.0499131849385205,,False,0.2466264170318214
1.3,26,cold_high,,0.0,,50.0,False,-0.0088464491787962,,False,0.2466264170318214
1.3,27,cold_high,7800.0,0.0,,50.0,True,0.0182938558006302,,False,0.2466264170318214
1.3,28,cold_high,,0.0,,50.0,False,-0.0528322446087878,,False,0.2466264170318214
1.3,29,cold_high,,0.0,,50.0,False,-0.0207287838294591,,False,0.2466264170318214
1.3,30,cold_high,5550.0,0.0,,50.0,True,0.0070823719959363,,False,0.2466264170318214
1.3,31,cold_high,,0.0,,50.0,False,-0.0703321338398246,,False,0.2466264170318214
1.3,32,cold_high,,0.0,,50.0,False,-0.0130471709344783,,False,0.2466264170318214
1.3,33,cold_high,,0.0,,50.0,False,-0.0438138876818126,,False,0.2466264170318214
1.3,34,cold_high,,0.0,,50.0,False,-0.0054566764223039,,False,0.2466264170318214
1.3,35,cold_high,,0.0,,50.0,False,-0.025724082949145,,False,0.2466264170318214
1.3,36,cold_high,,0.0,,50.0,False,-0.0725345181468242,,False,0.2466264170318214
1.3,37,cold_high,,0.0,,50.0,False,-0.0136401464028894,,False,0.2466264170318214
1.3,38,cold_high,10350.0,0.0,,50.0,False,-0.0004260047206208,,False,0.2466264170318214
1.3,39,cold_high,,0.0,,50.0,False,-0.0448353985155904,,False,0.2466264170318214
1.3,0,jump,,0.0,,50.0,False,-0.030960627301858,,False,0.2212191739336566
1.3,1,jump,,0.0,,50.0,False,-0.0138952304055313,,False,0.2427933161636569
1.3,2,jump,,0.0,,50.0,False,-0.0098651819075899,,False,0.2044798894152988
1.3,3,jump,,0.0,,50.0,False,-0.0444919662621026,,False,0.2607072750953987
1.3,4,jump,,0.0,,50.0,False,-0.00118119253357,,False,0.2197797248409459
1.3,5,jump,,0.0,,50.0,False,-0.0270122917562947,,False,0.1916301886081336
1.3,6,jump,,0.0,,50.0,False,-0.010518114474281,,False,0.198267021007582
1.3,7,jump,,0.0,,50.0,False,-0.0079667489056669,,False,0.2142826722227042
1.3,8,jump,,0.0,,50.0,False,-0.0019227692478779,,False,0.2055005039766959
1.3,9,jump,1200.0,0.0,,50.0,True,0.0824269299409512,,True,1.0459614627754112
1.3,10,jump,10450.0,0.0,,50.0,True,0.0739046670776852,,True,0.4336425929925329
1.3,11,jump,,0.0,,50.0,False,-0.0222975261894854,,False,0.205882291275443
1.3,12,jump,,0.0,,50.0,False,-0.0323576059320964,,False,0.2021087365297472
1.3,13,jump,,0.0,,50.0,False,-0.0383188572258632,,False,0.2459382184145452
1.3,14,jump,,0.0,,50.0,False,-0.0010401642790855,,False,0.1975914559864004
1.3,15,jump,,0.0,,50.0,False,-0.0148239572668761,,False,0.2061047003641672
1.3,16,jump,,0.0,,50.0,False,-0.0050898750691645,,False,0.2008468483350496
1.3,17,jump,,0.0,,50.0,False,-0.0020530957760866,,False,0.239273527880612
1.3,18,jump,,0.0,,50.0,False,-0.018261320966852,,False,0.2556489887203518
1.3,19,jump,,0.0,,50.0,False,-0.0645060372850914,,False,0.1564084943570111
1.3,20,jump,,0.0,,50.0,False,-0.0358665288497712,,False,0.2096059167781362
1.3,21,jump,,0.0,,50.0,False,-0.0281272935966874,,False,0.2413269203435207
1.3,22,jump,,0.0,,50.0,False,-0.0107081206777448,,False,0.2581537395569838
1.3,23,jump,,0.0,,50.0,False,-0.0104462589899572,,False,0.2424291066507543
1.3,24,jump,,0.0,,50.0,False,-0.0535759829494427,,False,0.1895490930403138
1.3,25,jump,11750.0,0.0,,50.0,True,0.0217253381926121,,False,0.2964914966265703
1.3,26,jump,,0.0,,50.0,False,-0.01039476295509,,False,0.1996775165383374
1.3,27,jump,11150.0,0.0,,50.0,True,0.0382461436386623,,False,0.2919716082934546
1.3,28,jump,10600.0,0.0,,50.0,True,0.0613460233565326,,True,0.4489914161334722
1.3,29,jump,,0.0,,50.0,False,-0.0197868166650972,,False,0.194753400798231
1.3,30,jump,1200.0,0.0,,50.0,True,0.0823749273697083,,True,1.0215841985653136
1.3,31,jump,11700.0,0.0,,50.0,True,0.0280055370297569,,False,0.2842379301864126
1.3,32,jump,,0.0,,50.0,False,-0.0059531693476704,,False,0.2723935556212462
1.3,33,jump,,0.0,,50.0,False,-0.0422754142588921,,False,0.2527733268899318
1.3,34,jump,,0.0,,50.0,False,-0.0066017270364571,,False,0.1990805614418132
1.3,35,jump,,0.0,,50.0,False,-0.0309457904866656,,False,0.2042162346477308
1.3,36,jump,9450.0,0.0,,50.0,True,0.0776373153472778,,True,0.5623645643537813
1.3,37,jump,,0.0,,50.0,False,-0.0160740226799847,,False,0.20709583978504
1.3,38,jump,2900.0,0.0,,50.0,True,0.0816089674981874,,True,1.2350355939094142
1.3,39,jump,,0.0,,50.0,False,-0.0522440281913474,,False,0.2118532571471023
