q,a,budget,seed,w2,solved,ghat_certified,R
2.0,1.6,8000,0,1.4752180576324463,False,0.1515724920997731,0.1118012386929683
2.0,1.6,8000,1,32.168975830078125,True,0.1515724920997731,2.4379659174311543
2.0,1.6,8000,2,33.8936653137207,True,0.1515724920997731,2.5686736589981427
2.0,1.6,8000,3,31.107378005981445,True,0.1515724920997731,2.357511403528139
2.0,1.6,8000,4,1.2274549007415771,False,0.1515724920997731,0.09302419912274025
2.0,1.6,8000,5,0.3931229412555694,False,0.1515724920997731,0.02979331195384968
2.0,1.6,8000,6,33.7462158203125,True,0.1515724920997731,2.5574990154107775
2.0,1.6,8000,7,31.46354103088379,True,0.1515724920997731,2.38450366216726
2.0,1.6,8000,8,33.32182312011719,True,0.1515724920997731,2.525335885812
2.0,1.6,8000,9,31.79285430908203,True,0.1515724920997731,2.4094610792962867
2.0,1.6,8000,10,33.178955078125,True,0.1515724920997731,2.514508453228914
2.0,1.6,8000,11,33.44684982299805,True,0.1515724920997731,2.5348111902793344
2.0,1.6,8000,12,33.15137481689453,True,0.1515724920997731,2.5124182487651816
2.0,1.6,8000,13,33.47030258178711,True,0.1515724920997731,2.536588586827471
2.0,1.6,8000,14,0.7848823070526123,False,0.1515724920997731,0.059483283642491884
2.0,1.6,8000,15,34.20952224731445,True,0.1515724920997731,2.592611270284041
2.0,1.6,8000,16,32.88546371459961,True,0.1515724920997731,2.4922658445392623
2.0,1.6,8000,17,1.2461529970169067,False,0.1515724920997731,0.09444125764772685
