R50,R25,R75,rms,ci_lo,ci_hi,W,materiality
0.3652765767831235,0.3435377678838475,0.38701538568239946,0.014507088288491335,0.3588152653186362,0.37488806449418155,0.04347761779855197,0.021738808899275985
