variant,horizon,frac_0.9,frac_0.95,frac_1.0,frac_1.05,frac_1.1,x50
preserved,4000,0.01289134438305709,0.09392265193370165,0.30939226519337015,0.5174953959484346,0.6998158379373849,1.0457964601769911
preserved,16000,0.01289134438305709,0.09208103130755065,0.30939226519337015,0.5211786372007366,0.6979742173112339,1.045
preserved,64000,0.014732965009208104,0.09392265193370165,0.30939226519337015,0.5193370165745856,0.6998158379373849,1.0453947368421053
reset,4000,0.01289134438305709,0.09392265193370165,0.30939226519337015,0.5193370165745856,0.6998158379373849,1.0453947368421053
reset,16000,0.01289134438305709,0.09392265193370165,0.30939226519337015,0.5193370165745856,0.6998158379373849,1.0453947368421053
reset,64000,0.014732965009208104,0.09392265193370165,0.30939226519337015,0.5211786372007366,0.6979742173112339,1.045
