act,a,depth,seed,budget,heldout_errors,heldout_acc,strat_errors,big_errors,train_acc,perfect,wout_fro,train_loss
0.9,0.9,5,113,1000,1284,0.9358,8822,,0.9401999711990356,False,1.3178049325942993,0.13811618089675903
0.9,0.9,5,113,4000,1283,0.93585,8862,,0.9408000111579895,False,1.3753266334533691,0.1365848034620285
0.9,0.9,5,113,16000,46,0.9977,0,,0.9998999834060669,False,8.569913864135742,0.0008665369241498411
0.9,0.9,5,113,64000,35,0.99825,0,,1.0,False,11.662652015686035,7.736856059636921e-05
0.9,0.9,5,116,1000,304,0.9848,381,,0.987500011920929,False,1.9512203931808472,0.040538955479860306
0.9,0.9,5,116,4000,77,0.99615,102,,0.9987999796867371,False,3.1251003742218018,0.004062666092067957
0.9,0.9,5,116,16000,39,0.99805,8,,1.0,False,4.268899917602539,1.0246927928392324e-07
0.9,0.9,5,116,64000,41,0.99795,10,,1.0,False,4.918988227844238,1.1976913905087372e-10
0.9,0.9,5,114,1000,324,0.9838,555,,0.9883000254631042,False,1.6892530918121338,0.0388556569814682
0.9,0.9,5,114,4000,118,0.9941,28,,0.9968000054359436,False,2.54852294921875,0.011515646241605282
0.9,0.9,5,114,16000,91,0.99545,16,,0.9983999729156494,False,6.269496440887451,0.006728826090693474
0.9,0.9,5,114,64000,104,0.9948,31,,0.9990000128746033,False,8.918632507324219,0.004829322919249535
0.9,0.9,5,117,1000,393,0.98035,711,,0.9807999730110168,False,1.612821340560913,0.057835303246974945
0.9,0.9,5,117,4000,44,0.9978,0,,0.9997000098228455,False,3.3155953884124756,0.001734748249873519
0.9,0.9,5,117,16000,36,0.9982,0,,1.0,False,5.607493877410889,3.7948763065287494e-07
0.9,0.9,5,117,64000,34,0.9983,6,,1.0,False,7.007478713989258,1.1520367479533888e-05
0.9,0.9,5,118,1000,587,0.97065,1979,,0.9732000231742859,False,1.6483759880065918,0.06736394762992859
0.9,0.9,5,118,4000,258,0.9871,239,,0.9904999732971191,False,3.021265745162964,0.031643059104681015
0.9,0.9,5,118,16000,177,0.99115,175,,0.9922000169754028,False,5.498627662658691,0.023852074518799782
0.9,0.9,5,118,64000,153,0.99235,269,,0.9951000213623047,False,7.352910995483398,0.019091598689556122
1.0,1.0,5,100,1000,663,0.96685,2484,,0.9706000089645386,False,1.518864393234253,0.07976369559764862
1.0,1.0,5,100,4000,309,0.98455,253,,0.9868999719619751,False,2.65042781829834,0.037254348397254944
1.0,1.0,5,100,16000,195,0.99025,287,,0.9926000237464905,False,5.325827121734619,0.024601392447948456
1.0,1.0,5,100,64000,97,0.99515,3,,0.9973000288009644,False,8.79684829711914,0.008445299230515957
1.0,1.0,5,101,1000,716,0.9642,2517,,0.9678999781608582,False,1.4512221813201904,0.08395024389028549
1.0,1.0,5,101,4000,360,0.982,623,,0.9854999780654907,False,2.1618149280548096,0.044127609580755234
1.0,1.0,5,101,16000,236,0.9882,287,,0.991599977016449,False,3.508460521697998,0.030409762635827065
1.0,1.0,5,101,64000,107,0.99465,75,,0.9973000288009644,False,5.582900047302246,0.012694567441940308
0.9,0.9,5,119,1000,1184,0.9408,8056,,0.9484000205993652,False,1.2664562463760376,0.13181142508983612
0.9,0.9,5,119,4000,819,0.95905,4137,,0.9650999903678894,False,1.8750892877578735,0.10779023170471191
0.9,0.9,5,119,16000,47,0.99765,0,,1.0,False,5.77097225189209,6.541717993968632e-07
0.9,0.9,5,119,64000,45,0.99775,0,,1.0,False,6.824997901916504,1.6064195806908543e-10
1.0,1.0,5,103,1000,380,0.981,22,,0.9848999977111816,False,1.468748688697815,0.04907964915037155
1.0,1.0,5,103,4000,95,0.99525,154,,0.9983000159263611,False,2.5326802730560303,0.006280770990997553
1.0,1.0,5,103,16000,89,0.99555,104,,0.9990000128746033,False,4.451641082763672,0.003524569794535637
1.0,1.0,5,103,64000,88,0.9956,146,,0.9995999932289124,False,5.9235029220581055,0.002496786881238222
1.0,1.0,5,102,1000,618,0.9691,3319,,0.9699000120162964,False,1.1950666904449463,0.0957719013094902
1.0,1.0,5,102,4000,122,0.9939,4,,0.9975000023841858,False,1.6123859882354736,0.008110461756587029
1.0,1.0,5,102,16000,184,0.9908,31,,0.9997000098228455,False,5.332679271697998,0.002114557661116123
1.0,1.0,5,102,64000,172,0.9914,32,,1.0,False,14.928385734558105,0.00024306710110977292
1.0,1.0,5,104,1000,432,0.9784,944,,0.9783999919891357,False,1.497330904006958,0.06028791517019272
1.0,1.0,5,104,4000,112,0.9944,20,,0.9962000250816345,False,2.5162417888641357,0.012506064958870411
1.0,1.0,5,104,16000,77,0.99615,13,,0.9979000091552734,False,4.324613571166992,0.007304553408175707
1.0,1.0,5,104,64000,67,0.99665,39,,0.9991999864578247,False,6.896481513977051,0.0034222411923110485
1.0,1.0,5,105,1000,386,0.9807,679,,0.9836999773979187,False,1.2778602838516235,0.04624055325984955
1.0,1.0,5,105,4000,173,0.99135,154,,0.9943000078201294,False,1.8045967817306519,0.021745122969150543
1.0,1.0,5,105,16000,143,0.99285,114,,0.9962000250816345,False,2.7925570011138916,0.014984732493758202
1.0,1.0,5,105,64000,94,0.9953,5,,0.9983000159263611,False,3.844430446624756,0.007923942990601063
1.0,1.0,5,106,1000,2040,0.898,11192,,0.8956999778747559,False,1.1622008085250854,0.21934077143669128
1.0,1.0,5,106,4000,1201,0.93995,8137,,0.9423999786376953,False,1.4548840522766113,0.13283070921897888
1.0,1.0,5,106,16000,38,0.9981,5,,1.0,False,5.007483959197998,7.1318277150567155e-06
1.0,1.0,5,106,64000,38,0.9981,4,,1.0,False,6.458230018615723,1.4587139829380646e-10
1.0,1.0,5,107,1000,1143,0.94285,7912,,0.9453999996185303,False,1.340287685394287,0.12986116111278534
1.0,1.0,5,107,4000,780,0.961,3567,,0.9660000205039978,False,2.128911018371582,0.10396786779165268
1.0,1.0,5,107,16000,36,0.9982,0,,1.0,False,6.32243013381958,1.5502789665333694e-06
1.0,1.0,5,107,64000,29,0.99855,0,,1.0,False,7.254266738891602,1.7422487064155945e-10
1.0,1.0,5,108,1000,1001,0.94995,7328,,0.9503999948501587,False,1.3463103771209717,0.12620900571346283
1.0,1.0,5,108,4000,40,0.998,0,,1.0,False,2.679297685623169,0.0008978014229796827
1.0,1.0,5,108,16000,28,0.9986,0,,1.0,False,3.6711456775665283,1.309753088207799e-07
1.0,1.0,5,108,64000,26,0.9987,0,,1.0,False,4.611151695251465,7.708767651992687e-11
1.0,1.0,5,109,1000,400,0.98,591,,0.9832000136375427,False,1.151749610900879,0.06881791353225708
1.0,1.0,5,109,4000,27,0.99865,7,,0.9998999834060669,False,1.8202649354934692,0.0014446033164858818
1.0,1.0,5,109,16000,23,0.99885,0,,1.0,False,2.8495521545410156,8.258770378688496e-08
1.0,1.0,5,109,64000,22,0.9989,0,,1.0,False,3.405508518218994,1.0137498479556584e-10
1.0,1.0,5,110,1000,1176,0.9412,8556,,0.9412000179290771,False,1.365280270576477,0.1391219049692154
1.0,1.0,5,110,4000,107,0.99465,0,,0.9965999722480774,False,2.659226417541504,0.016430366784334183
1.0,1.0,5,110,16000,48,0.9976,2,,1.0,False,5.11652135848999,5.563991862800322e-07
1.0,1.0,5,110,64000,33,0.99835,0,,1.0,False,6.455319404602051,6.607313451922892e-08
1.0,1.0,5,111,1000,372,0.9814,878,,0.9837999939918518,False,1.397481083869934,0.04719070717692375
1.0,1.0,5,111,4000,121,0.99395,49,,0.9972000122070312,False,2.0942275524139404,0.011568333953619003
1.0,1.0,5,111,16000,63,0.99685,127,,0.9995999932289124,False,6.712071418762207,0.002422846620902419
1.0,1.0,5,111,64000,48,0.9976,24,,1.0,False,10.594508171081543,2.3620296829562903e-09
1.0,1.0,5,113,1000,1298,0.9351,8956,,0.9404000043869019,False,1.2769362926483154,0.13770999014377594
1.0,1.0,5,113,4000,1197,0.94015,7869,,0.944599986076355,False,1.2145980596542358,0.13431482017040253
1.0,1.0,5,113,16000,54,0.9973,10,,1.0,False,6.469918727874756,3.5442742500890745e-06
1.0,1.0,5,113,64000,50,0.9975,9,,1.0,False,8.125016212463379,8.327907113914179e-11
1.0,1.0,5,112,1000,1415,0.92925,575,,0.9380000233650208,False,1.220327615737915,0.16530801355838776
1.0,1.0,5,112,4000,101,0.99495,27,,0.9991000294685364,False,2.347665309906006,0.0032942427787929773
1.0,1.0,5,112,16000,103,0.99485,55,,1.0,False,6.035357475280762,9.082728502107784e-05
1.0,1.0,5,112,64000,87,0.99565,29,,1.0,False,11.41848087310791,3.1583555770708927e-09
1.0,1.0,5,114,1000,451,0.97745,899,,0.98089998960495,False,1.5385245084762573,0.05940299108624458
1.0,1.0,5,114,4000,131,0.9934499999999999,1,,0.9958000183105469,False,2.6084091663360596,0.013840794563293457
1.0,1.0,5,114,16000,127,0.99365,134,,0.9976999759674072,False,4.68198823928833,0.009616749361157417
1.0,1.0,5,114,64000,147,0.99265,159,,0.9986000061035156,False,9.396723747253418,0.005477428436279297
1.0,1.0,5,115,1000,559,0.97205,1769,,0.973800003528595,False,1.6370986700057983,0.06714129447937012
1.0,1.0,5,115,4000,331,0.98345,889,,0.9853000044822693,False,2.616262912750244,0.0422489233314991
1.0,1.0,5,115,16000,223,0.98885,519,,0.9923999905586243,False,4.3934006690979,0.02742370218038559
1.0,1.0,5,115,64000,99,0.99505,56,,0.9976000189781189,False,6.817899703979492,0.011511644348502159
1.0,1.0,5,116,1000,247,0.98765,361,,0.9887999892234802,False,1.7724429368972778,0.0397917740046978
1.0,1.0,5,116,4000,90,0.9955,5,,0.9969000220298767,False,2.554426908493042,0.011959603987634182
1.0,1.0,5,116,16000,96,0.9952,83,,0.9984999895095825,False,6.198358058929443,0.005408558528870344
1.0,1.0,5,116,64000,63,0.99685,31,,1.0,False,12.650985717773438,0.00011786945833591744
1.0,1.0,5,117,1000,269,0.98655,320,,0.9879000186920166,False,1.6052724123001099,0.039228152483701706
1.0,1.0,5,117,4000,57,0.99715,11,,0.9991000294685364,False,2.9808402061462402,0.004075977019965649
1.0,1.0,5,117,16000,37,0.99815,2,,1.0,False,6.025259017944336,5.636295554722892e-07
1.0,1.0,5,117,64000,40,0.998,1,,1.0,False,7.228926181793213,1.8312157124000805e-08
1.0,1.0,5,118,1000,547,0.97265,1620,,0.9743000268936157,False,1.6010918617248535,0.06549660861492157
1.0,1.0,5,118,4000,308,0.9846,679,,0.9861000180244446,False,2.790421485900879,0.03828654810786247
1.0,1.0,5,118,16000,185,0.99075,83,,0.9930999875068665,False,5.425241947174072,0.02447636052966118
1.0,1.0,5,118,64000,151,0.99245,4,,0.9933000206947327,False,7.772162437438965,0.02090545743703842
1.0,1.0,5,119,1000,705,0.96475,2637,,0.96670001745224,False,1.2922773361206055,0.08926133811473846
1.0,1.0,5,119,4000,366,0.9817,549,,0.9819999933242798,False,2.056382179260254,0.04981531202793121
1.0,1.0,5,119,16000,308,0.9846,204,,0.9886000156402588,False,3.8373043537139893,0.03567136079072952
1.0,1.0,5,119,64000,149,0.99255,1,,0.9941999912261963,False,8.026622772216797,0.01914503052830696
1.05,1.05,5,103,1000,355,0.98225,0,,0.9854999780654907,False,1.5133129358291626,0.04624154046177864
1.05,1.05,5,103,4000,92,0.9954,68,,0.9988999962806702,False,2.2631399631500244,0.005549353081732988
1.05,1.05,5,103,16000,104,0.9948,218,,0.9995999932289124,False,5.446872711181641,0.0015884357271715999
1.05,1.05,5,103,64000,144,0.9928,249,,0.9998999834060669,False,8.424318313598633,0.00029292129329405725
1.05,1.05,5,102,1000,274,0.9863,603,,0.9900000095367432,False,1.387391448020935,0.030267247930169106
1.05,1.05,5,102,4000,60,0.997,23,,1.0,False,1.9497041702270508,0.00027308310382068157
1.05,1.05,5,102,16000,49,0.99755,2,,1.0,False,2.5129902362823486,7.775141597221591e-08
1.05,1.05,5,102,64000,51,0.99745,0,,1.0,False,3.4055113792419434,6.141825936722967e-11
1.05,1.05,5,101,1000,898,0.9551,3810,,0.9574000239372253,False,1.448962688446045,0.10906236618757248
1.05,1.05,5,101,4000,281,0.98595,413,,0.9898999929428101,False,2.1468210220336914,0.03672221675515175
1.05,1.05,5,101,16000,58,0.9971,0,,0.9994000196456909,False,4.7594428062438965,0.0030724264215677977
1.05,1.05,5,101,64000,49,0.99755,1,,1.0,False,6.683941841125488,0.0005541385617107153
1.05,1.05,5,100,1000,670,0.9665,2347,,0.9692000150680542,False,1.4910253286361694,0.08387905359268188
1.05,1.05,5,100,4000,289,0.98555,375,,0.9873999953269958,False,2.591996192932129,0.035213518887758255
1.05,1.05,5,100,16000,100,0.995,9,,0.996999979019165,False,7.334132671356201,0.011251695454120636
1.05,1.05,5,100,64000,77,0.99615,28,,0.9991000294685364,False,15.364806175231934,0.003165455535054207
1.05,1.05,5,104,1000,454,0.9773,1205,,0.9768999814987183,False,1.4802840948104858,0.06762351095676422
1.05,1.05,5,104,4000,133,0.99335,21,,0.9958999752998352,False,2.6279869079589844,0.015338520519435406
1.05,1.05,5,104,16000,91,0.99545,28,,0.9969000220298767,False,6.397975921630859,0.009860742837190628
1.05,1.05,5,104,64000,87,0.99565,21,,0.9979000091552734,False,6.818285942077637,0.008070088922977448
1.05,1.05,5,105,1000,396,0.9802,904,,0.9824000000953674,False,1.2672841548919678,0.04996127262711525
1.05,1.05,5,105,4000,182,0.9909,370,,0.9940000176429749,False,1.819601058959961,0.0215263981372118
1.05,1.05,5,105,16000,110,0.9945,24,,0.9972000122070312,False,2.90511155128479,0.012179769575595856
1.05,1.05,5,105,64000,91,0.99545,44,,0.9986000061035156,False,3.8103296756744385,0.006228627171367407
1.05,1.05,5,107,1000,1124,0.9438,7832,,0.9455000162124634,False,1.3215991258621216,0.12982076406478882
1.05,1.05,5,107,4000,762,0.9619,3287,,0.9678999781608582,False,2.1754307746887207,0.10143470764160156
1.05,1.05,5,107,16000,27,0.99865,0,,1.0,False,7.205330848693848,2.618684447952546e-06
1.05,1.05,5,107,64000,29,0.99855,0,,1.0,False,8.113951683044434,1.7449906797306625e-10
1.05,1.05,5,106,1000,1677,0.91615,11033,,0.9161999821662903,False,1.1660758256912231,0.17976975440979004
1.05,1.05,5,106,4000,45,0.99775,0,,0.9991000294685364,False,2.524683713912964,0.005081602837890387
1.05,1.05,5,106,16000,38,0.9981,0,,1.0,False,3.948948860168457,1.7264802920635702e-07
1.05,1.05,5,106,64000,26,0.9987,0,,1.0,False,4.72890567779541,8.165516179881038e-11
1.05,1.05,5,108,1000,340,0.983,669,,0.9847000241279602,False,1.5756051540374756,0.04239479824900627
1.05,1.05,5,108,4000,146,0.9927,15,,0.9947999715805054,False,2.4918131828308105,0.01854838617146015
1.05,1.05,5,108,16000,97,0.99515,55,,0.996999979019165,False,5.158740997314453,0.010097495280206203
1.05,1.05,5,108,64000,96,0.9952,43,,0.9980000257492065,False,7.399072170257568,0.006248120684176683
1.05,1.05,5,112,1000,1426,0.9287,573,,0.9380000233650208,False,1.191200613975525,0.16526606678962708
1.05,1.05,5,112,4000,95,0.99525,31,,0.9994000196456909,False,2.248354434967041,0.002678828313946724
1.05,1.05,5,112,16000,73,0.99635,40,,1.0,False,5.433212757110596,9.629379746911582e-07
1.05,1.05,5,112,64000,48,0.9976,9,,1.0,False,8.049509048461914,5.5791642417091225e-09
1.05,1.05,5,109,1000,309,0.98455,480,,0.9865000247955322,False,1.3258570432662964,0.043628767132759094
1.05,1.05,5,109,4000,81,0.99595,21,,0.9983000159263611,False,2.0701327323913574,0.008226251229643822
1.05,1.05,5,109,16000,67,0.99665,23,,0.9998000264167786,False,4.553328990936279,0.0019560279324650764
1.05,1.05,5,109,64000,58,0.9971,9,,1.0,False,9.885309219360352,2.3152279027272016e-05
1.05,1.05,5,110,1000,1153,0.94235,8245,,0.9423999786376953,False,1.3578429222106934,0.13830982148647308
1.05,1.05,5,110,4000,58,0.9971,42,,0.9993000030517578,False,2.38155198097229,0.004012880846858025
1.05,1.05,5,110,16000,29,0.99855,0,,1.0,False,3.9194753170013428,2.1649012182933802e-07
1.05,1.05,5,110,64000,34,0.9983,8,,1.0,False,5.094386577606201,3.580758800580952e-08
1.05,1.05,5,111,1000,322,0.9839,714,,0.9876000285148621,False,1.4699243307113647,0.04096159711480141
1.05,1.05,5,111,4000,70,0.9965,7,,0.9980999827384949,False,2.2099781036376953,0.006833501625806093
1.05,1.05,5,111,16000,54,0.9973,1,,1.0,False,5.158474922180176,5.950256309006363e-06
1.05,1.05,5,111,64000,38,0.9981,1,,1.0,False,7.419486045837402,8.156924735658322e-08
1.05,1.05,5,113,1000,1212,0.9394,8272,,0.942799985408783,False,1.3227895498275757,0.13482365012168884
1.05,1.05,5,113,4000,735,0.96325,3252,,0.9652000069618225,False,1.6561923027038574,0.1068912073969841
1.05,1.05,5,113,16000,73,0.99635,54,,1.0,False,7.329532623291016,2.681713340280112e-05
1.05,1.05,5,113,64000,80,0.996,47,,1.0,False,10.453428268432617,2.3891635891892804e-10
1.05,1.05,5,114,1000,431,0.97845,984,,0.9810000061988831,False,1.5516453981399536,0.05534300580620766
1.05,1.05,5,114,4000,179,0.99105,71,,0.9941999912261963,False,2.343569040298462,0.020275212824344635
1.05,1.05,5,114,16000,148,0.9926,77,,0.996399998664856,False,5.976944923400879,0.01177880447357893
1.05,1.05,5,114,64000,151,0.99245,193,,0.9973999857902527,False,9.329532623291016,0.009720169007778168
1.05,1.05,5,115,1000,548,0.9726,1490,,0.9739000201225281,False,1.6171419620513916,0.06732784956693649
1.05,1.05,5,115,4000,343,0.98285,1302,,0.9850999712944031,False,2.752880334854126,0.04152671620249748
1.05,1.05,5,115,16000,208,0.9896,421,,0.9929999709129333,False,4.6374640464782715,0.024873068556189537
1.05,1.05,5,115,64000,98,0.9951,34,,0.9976000189781189,False,7.000136852264404,0.010445374995470047
1.05,1.05,5,116,1000,198,0.9901,221,,0.9911999702453613,False,1.7173455953598022,0.033465463668107986
1.05,1.05,5,116,4000,95,0.99525,31,,0.9972000122070312,False,2.472999095916748,0.011295001022517681
1.05,1.05,5,116,16000,91,0.99545,111,,0.9993000030517578,False,6.435142517089844,0.0032814545556902885
1.05,1.05,5,116,64000,82,0.9959,73,,0.9998000264167786,False,11.335938453674316,0.0009121010079979897
1.05,1.05,5,117,1000,231,0.98845,179,,0.9883000254631042,False,1.5807558298110962,0.03876830264925957
1.05,1.05,5,117,4000,112,0.9944,35,,0.9962000250816345,False,2.5423829555511475,0.015063230879604816
1.05,1.05,5,117,16000,131,0.9934499999999999,97,,0.9977999925613403,False,5.134292125701904,0.009301985614001751
1.05,1.05,5,117,64000,127,0.99365,181,,0.9976000189781189,False,9.954253196716309,0.006386238150298595
1.1,1.1,5,100,1000,295,0.98525,468,,0.987500011920929,False,1.4815009832382202,0.0375218503177166
1.1,1.1,5,100,4000,99,0.99505,28,,0.9976999759674072,False,1.9863756895065308,0.009427769109606743
1.1,1.1,5,100,16000,111,0.99445,65,,0.9997000098228455,False,5.639251232147217,0.0014515045331791043
1.1,1.1,5,100,64000,102,0.9949,134,,1.0,False,10.824712753295898,2.33160681091249e-05
1.05,1.05,5,118,1000,533,0.97335,1358,,0.9764000177383423,False,1.5754494667053223,0.06883873790502548
1.05,1.05,5,118,4000,236,0.9882,534,,0.9912999868392944,False,2.783440113067627,0.032281938940286636
1.05,1.05,5,118,16000,184,0.9908,28,,0.9919999837875366,False,4.898853302001953,0.024765435606241226
1.05,1.05,5,118,64000,150,0.9925,291,,0.9936000108718872,False,6.8775153160095215,0.020329713821411133
1.1,1.1,5,101,1000,1638,0.9181,9221,,0.9175000190734863,False,1.383203387260437,0.189142107963562
1.1,1.1,5,101,4000,142,0.9929,50,,0.9952999949455261,False,2.2045607566833496,0.020296115428209305
1.1,1.1,5,101,16000,71,0.99645,31,,0.998199999332428,False,5.196812152862549,0.007957274094223976
1.1,1.1,5,101,64000,65,0.99675,20,,0.9998000264167786,False,9.00328254699707,0.0008984596352092922
1.05,1.05,5,119,1000,608,0.9696,2105,,0.9714000225067139,False,1.2988141775131226,0.07774845510721207
1.05,1.05,5,119,4000,390,0.9805,1100,,0.9815000295639038,False,1.9652831554412842,0.05036090686917305
1.05,1.05,5,119,16000,301,0.98495,232,,0.988099992275238,False,3.3945260047912598,0.036725059151649475
1.05,1.05,5,119,64000,92,0.9954,44,,0.9975000023841858,False,5.431689262390137,0.00977790355682373
1.1,1.1,5,102,1000,306,0.9847,550,,0.9868000149726868,False,1.3642191886901855,0.03965955972671509
1.1,1.1,5,102,4000,87,0.99565,3,,0.9991999864578247,False,2.134530544281006,0.004070415627211332
1.1,1.1,5,102,16000,39,0.99805,1,,1.0,False,3.5538480281829834,2.295043088906823e-07
1.1,1.1,5,102,64000,47,0.99765,0,,1.0,False,4.523907661437988,1.2860308651330143e-10
1.1,1.1,5,103,1000,313,0.98435,0,,0.9869999885559082,False,1.7041138410568237,0.03929353132843971
1.1,1.1,5,103,4000,62,0.9969,30,,0.9995999932289124,False,2.386970043182373,0.0025463830679655075
1.1,1.1,5,103,16000,77,0.99615,98,,0.9998999834060669,False,5.300549507141113,0.0003518678422551602
1.1,1.1,5,103,64000,71,0.99645,144,,0.9997000098228455,False,10.43557357788086,0.0016272002831101418
1.1,1.1,5,105,1000,318,0.9841,741,,0.9865999817848206,False,1.2293251752853394,0.040742427110672
1.1,1.1,5,105,4000,153,0.99235,199,,0.9939000010490417,False,1.783526062965393,0.019573058933019638
1.1,1.1,5,105,16000,107,0.99465,157,,0.9973999857902527,False,3.1388142108917236,0.010654452256858349
1.1,1.1,5,105,64000,106,0.9947,69,,0.998199999332428,False,5.429250717163086,0.008035511709749699
1.1,1.1,5,104,1000,519,0.97405,1343,,0.9731000065803528,False,1.504043698310852,0.07627750188112259
