a,s,status,tol,m_minus_lo,m_minus_hi,m_plus_lo,m_plus_hi,plus_above_log2,minus_arg_w1,minus_arg_b1,plus_arg_w1,plus_arg_b1,argmin_separation,glob_w1,glob_b1,glob_G,glob_is_constant,solve_margin,converged,W,seconds,rss_gb
1.09,26.948664,plus,1e-07,0.35088155423825107,0.3508816116258798,0.35088141082242724,0.3508814522730028,False,-0.48560036520835514,3.5415157499711505,-0.48552362565578033,3.5412798699888857,0.00024804903741525343,-0.48552362565578033,3.5412798699888857,7.888556952506676e-05,False,-0.19684088056335725,True,1.6024422335324413,1.5099992752075195,0.76214599609375
1.09,26.815255,minus,1e-07,0.351626371317684,0.3516264120405622,0.3516264430809626,0.3516265240826866,False,-0.48589307215161215,3.5416207546084157,-0.4858418633643125,3.5414350942352786,0.00019259313084876817,-0.48589307215161215,3.5416207546084157,-6.115162527642326e-05,False,-0.1987587297879969,True,1.6039797094882358,1.2235190868377686,0.76214599609375
1.09,26.8819595,plus,1e-09,0.3512537165588384,0.3512537174591118,0.3512537157497956,0.35125371639677083,False,0.4857202137880626,3.5414758025547988,-0.4857138157651114,3.541456399524,2.043067061721654e-05,-0.4857138157651114,3.541456399524,6.517702894726085e-06,False,-0.19781562868159597,True,1.603209063975196,2.299736976623535,0.76214599609375
1.09,26.84860725,minus,1e-09,0.35144000928484515,0.35144000991381746,0.3514400320149906,0.3514400327504539,False,0.4858033054623895,3.541550751516906,-0.48578085995111,3.541455971515968,9.740148640745808e-05,0.4858033054623895,3.541550751516906,-3.098916933375051e-05,False,-0.1983238155515039,True,1.6035939080707267,4.183213949203491,0.76214599609375
1.09,26.865283375,minus,1e-09,0.3513468491004704,0.3513468497314587,0.35134685268405175,0.3513468532397105,False,0.4857570204564962,3.5415020537141157,0.4857501511668186,3.541466005926503,3.669645939929648e-05,0.4857570204564962,3.5415020537141157,-1.161852391540208e-05,False,-0.1980660753476542,True,1.603401366580554,2.893605947494507,0.76214599609375
1.09,26.873621437,unresolved,1e-09,0.35130027906548716,0.3513002797335902,0.3513002795506049,0.35130027992220414,False,-0.48573390401844757,3.54147770481272,-0.4857354095258708,3.541470095781034,7.756540195273341e-06,-0.48573390401844757,3.54147770481272,-1.9379194848845316e-06,False,-0.19793715543401902,True,1.6033051854508333,2.1353447437286377,0.76214599609375
1.1,21.675682,minus,1e-07,0.3604873960734519,0.3604874301285473,0.3605749808717351,0.3605750590102161,False,0.5152085024532754,3.5669679609606217,0.5137154027587502,3.560797131376219,0.006348896318064601,0.5152085024532754,3.5669679609606217,-0.002267253761822463,False,-0.22163661089797415,True,1.6844303898406656,11.174304962158203,0.76214599609375
1.1,21.892439,minus,1e-07,0.35903705720795537,0.3590370913985859,0.3590991206453584,0.3590991863481821,False,-0.5144465633133292,3.566164447214586,0.5131879853121386,3.560972139104995,0.005342666196760131,-0.5144465633133292,3.566164447214586,-0.001904153675043041,False,-0.2178070352385646,True,1.6809132887538707,10.333209991455078,0.76214599609375
1.1,22.111363,minus,1e-07,0.35757876950353473,0.35757880304307266,0.35761971251852964,0.3576197660519735,False,-0.5136698878167429,3.565336584567156,-0.5126542519901112,3.5611486686401093,0.004309310379207854,-0.5136698878167429,3.565336584567156,-0.001532706586736765,False,-0.21387111500764888,True,1.6774310194839113,9.424415111541748,0.76214599609375
1.1,22.332477,minus,1e-07,0.35611252232566953,0.3561125564371393,0.35613669506573425,0.3561367782429383,False,0.5128964725582991,3.564557419722515,0.5121254183775474,3.5613230105786147,0.00332504542221632,0.5128964725582991,3.564557419722515,-0.0011798962361013743,False,-0.2100245358515025,True,1.6739832162732404,6.124453067779541,0.76214599609375
1.1,22.555802,minus,1e-07,0.35463832122885247,0.35463835596837223,0.3546501601570361,0.3546502184317083,False,0.5121427440875929,3.563729557075085,0.5115899346577985,3.561498969436351,0.002298068641216546,0.5121427440875929,3.563729557075085,-0.0008143785098333467,False,-0.20598610394304728,True,1.6705695519593762,5.3211891651153564,0.76214599609375
1.1,22.78136,minus,1e-07,0.35315616867070376,0.3531562046101324,0.35316001134553004,0.3531600777261896,False,0.511398190119624,3.5629503922304444,-0.511078870003585,3.5616663681334417,0.001323133862536472,0.511398190119624,3.5629503922304444,-0.0004679887331011656,False,-0.20203416925564,True,1.6671896900796939,3.1817359924316406,0.76214599609375
1.1,23.009174,minus,1e-07,0.35166606194906674,0.3516660987158393,0.3516662789667362,0.35166634185241674,False,-0.5106142197425116,3.5621712273858046,-0.5105520754091897,3.56183795179796,0.0003390199634492093,-0.5106142197425116,3.5621712273858046,-0.00011880800353925025,False,-0.19805712293300815,True,1.6638432860647938,1.4014320373535156,0.76214599609375
1.1,23.239266,plus,1e-07,0.35016893841181035,0.3501690041828182,0.3501680096196173,0.3501680454928279,False,-0.5100413924435862,3.5620045895918833,0.5098878536828799,3.561392062541164,0.0006314772671301368,0.5098878536828799,3.561392062541164,0.00022249167317145435,False,-0.19400382003522054,True,1.6605300168735468,1.9841561317443848,0.76214599609375
1.1,23.12422,plus,1e-09,0.35091626059687575,0.3509162611168381,0.35091620054948536,0.35091620111692373,False,0.5102926815660507,3.56192286383593,-0.5102547082995166,3.5617633832874382,0.0001639390567207175,-0.5102547082995166,3.5617633832874382,5.776553388647798e-05,False,-0.19597944383113486,True,1.6621784094967411,5.238955020904541,0.76214599609375
1.1,23.066697,minus,1e-09,0.35129093086529883,0.3512909314212692,0.35129094622524687,0.3512909467466423,False,-0.5104399245915954,3.5619612181112728,0.5104227393182347,3.561880514818953,8.251275666041178e-05,-0.5104399245915954,3.5619612181112728,-2.9023073810474642e-05,False,-0.1969988340708113,True,1.6630087718724824,3.467136859893799,0.76214599609375
1.1,23.0954585,plus,1e-09,0.351103514558917,0.35110351552544317,0.35110351128948064,0.3511035118357622,False,0.510357957793125,3.5619016774383296,-0.5103486810118316,3.5618638225056922,3.897505094478021e-05,-0.5103486810118316,3.5618638225056922,1.372235637919772e-05,False,-0.19649294676206353,True,1.6625930736464358,2.3917529582977295,0.76214599609375
1.1,23.08107775,minus,1e-09,0.35119720746892596,0.35119720800964116,0.35119720821312417,0.35119720901044943,False,0.5103942653236628,3.5619125203084825,-0.5103908571006928,3.5618908345681772,2.1951931951440448e-05,0.5103942653236628,3.5619125203084825,-7.643308195248721e-06,False,-0.1967459587393705,True,1.6628007932583084,2.10373592376709,0.76214599609375
1.1,23.088268125,unresolved,1e-09,0.3511503559573533,0.3511503568600485,0.3511503559573533,0.3511503565469171,False,-0.5103775224914752,3.56189730224511,0.5103744931492319,3.561888171407087,9.62024518550928e-06,-0.5103775224914752,3.56189730224511,-6.924058344459638e-07,False,-0.1966422926942073,True,1.6626969011073323,1.9568860530853271,0.76214599609375
1.11,18.788138,minus,1e-07,0.3612582653689918,0.3612582940488103,0.36136349786597094,0.3613635726108511,False,0.5391538806486705,3.5870071068087146,0.5374440682624145,3.5798944693273858,0.007315262834444047,0.5391538806486705,3.5870071068087146,-0.0028686087909863822,False,-0.22277885975219647,True,1.7501738509032885,10.573318243026733,0.76214599609375
1.11,18.976019,minus,1e-07,0.35980938304996096,0.3598094113364845,0.3598863935465106,0.3598864584543449,False,0.5383337799682815,3.5861305463584943,0.5368930733864101,3.5800770860878486,0.0062225410166051225,0.5383337799682815,3.5861305463584943,-0.0024345986586746804,False,-0.2188905104008967,True,1.7462897835962536,9.917611122131348,0.76214599609375
1.11,19.165779,minus,1e-07,0.3583525560062306,0.35835258745531556,0.35840576005173735,0.35840581392931037,False,0.5375372195398362,3.585302683711064,-0.5363102973084154,3.580269594589503,0.005180475293593579,0.5375372195398362,3.585302683711064,-0.0020237911663762986,False,-0.21507605662584695,True,1.7424441684355574,9.090562105178833,0.76214599609375
1.11,19.357437,minus,1e-07,0.35688778390225967,0.3568878152129622,0.356921541979502,0.3569216279484121,False,-0.536702183410739,3.584426123260844,0.5357639869659029,3.5804494530759787,0.0040858436495170205,-0.536702183410739,3.584426123260844,-0.0015918508335963644,False,-0.2111033805925615,True,1.7386366207295065,6.078839063644409,0.76214599609375
1.11,19.551011,minus,1e-07,0.3554150723703612,0.355415101870834,0.35543383336358797,0.35543389751135096,False,-0.5359257138826852,3.583598260613413,-0.5352017056046537,3.5806339720943625,0.0030514249803709776,-0.5359257138826852,3.583598260613413,-0.0011872668584747004,False,-0.20718873218918077,True,1.7348667827806015,5.4022698402404785,0.76214599609375
1.11,19.746521,minus,1e-07,0.35393441208571463,0.3539344434072735,0.35394252169673124,0.35394260628686147,False,0.5351349475691931,3.582746049064587,-0.5346590999853038,3.5808114527584376,0.001992258464873351,0.5351349475691931,3.582746049064587,-0.0007736872254398008,False,-0.20316888552972046,True,1.7311342649047647,3.3697872161865234,0.76214599609375
1.11,19.943986,minus,1e-07,0.35244581155709576,0.3524458430944381,0.3524476665858626,0.35244774799358664,False,0.5343289917758036,3.581942535318552,-0.534123404159735,3.5809860800356295,0.000978301066191279,0.5343289917758036,3.581942535318552,-0.00037816664495426977,False,-0.19924260045927156,True,1.727357693162387,2.0979390144348145,0.76214599609375
1.11,20.143426,plus,1e-09,0.35094930730054075,0.35094930801193763,0.3509492984321587,0.35094929893990484,False,0.5335672443032283,3.5811668896510658,0.5335522843305741,3.58109945460775,6.907449492248386e-05,0.5335522843305741,3.58109945460775,2.6666821437704158e-05,False,-0.19514790839338758,True,1.7235352097820265,2.8589930534362793,0.76214599609375
1.11,20.043706,minus,1e-07,0.35169667054193693,0.3516967023920267,0.3516970388957629,0.3516971117915662,False,0.53392741110849,3.581504255093442,-0.533835638949667,3.581079671125366,0.0004343888523920211,0.53392741110849,3.581504255093442,-0.0001677487229869712,False,-0.1971594284804823,True,1.72543694280044,1.4814043045043945,0.76214599609375
1.11,20.093566,minus,1e-09,0.3513227829030049,0.35132278336473605,0.35132285688434733,0.35132285739199276,False,-0.5337482852504757,3.5813064202696077,-0.533702975443629,3.581122828601959,0.0001891001825129548,-0.5337482852504757,3.5813064202696077,-7.318551895663106e-05,False,-0.19616262109726534,True,1.7244837168193432,5.0511579513549805,0.76214599609375
1.11,20.118496,minus,1e-09,0.3511359865065279,0.35113598699010196,0.3511359941347283,0.35113599478643065,False,-0.5336501163057144,3.5812029374386785,0.5336357240975476,3.5811446332333854,6.005427554115219e-05,-0.5336501163057144,3.5812029374386785,-2.3225150449945886e-05,False,-0.19565554197122026,True,1.7240088756255316,2.7884058952331543,0.76214599609375
1.11,20.130961,unresolved,1e-09,0.3510426289400574,0.35104262950238035,0.3510426289400574,0.3510426294270744,False,-0.5335981086900545,3.5811572832485625,-0.5336011582751854,3.581154239635888,4.308543556908113e-06,-0.5335981086900545,3.5811572832485625,-1.5127799901648586e-07,False,-0.19542001257493524,True,1.7237718960579054,2.0744707584381104,0.76214599609375
1.12,16.48925,minus,1e-07,0.3620245566269288,0.36202458320744113,0.36214890967067537,0.3621489822479393,False,-0.5618842198059835,3.606047947699612,0.5599388121820599,3.5979794256127375,0.008299738519351044,-0.5618842198059835,3.606047947699612,-0.0035449557991156233,False,-0.22385187756348301,True,1.816458469875745,10.24440884590149,0.76214599609375
1.12,16.654142,minus,1e-07,0.36057708786263987,0.3605771147621053,0.36067053295774393,0.3606705960326779,False,-0.561030407290141,3.6051470383479964,0.5593520563230808,3.5981736461465212,0.007172521227868676,-0.561030407290141,3.6051470383479964,-0.0030571605204339214,False,-0.22002121861639523,True,1.8122091870085828,9.56228494644165,0.76214599609375
1.12,16.820683,minus,1e-07,0.3591216889071554,0.3591217148426895,0.3591886510194545,0.3591887045494927,False,0.5601874694956235,3.604246128996382,0.5587656523062278,3.598367105777135,0.006048510406083727,0.5601874694956235,3.604246128996382,-0.0025730709558486886,False,-0.2161405935175722,True,1.808001973996668,8.890658855438232,0.76214599609375
1.12,16.98889,minus,1e-07,0.3576583500741101,0.35765837735701184,0.35770320504776515,0.35770329278646995,False,-0.5593553054862849,3.603345219644766,-0.5581787333937145,3.5985600898432706,0.004927655538506578,-0.5593553054862849,3.603345219644766,-0.002092633395304855,False,-0.2122094084108994,True,1.8038364018857105,5.980288982391357,0.76214599609375
1.12,17.158779,minus,1e-07,0.35618707785264137,0.35618710616556243,0.3562142871818839,0.35621435621824665,False,0.5585120730197181,3.602444310293151,-0.557606445180719,3.598747652474329,0.003805974357799367,0.5585120730197181,3.602444310293151,-0.0016128862406787903,False,-0.2082368241801973,True,1.7996581495388215,5.446320056915283,0.76214599609375
1.12,17.330367,minus,1e-07,0.3547078700273954,0.3547078981190458,0.3547217853670326,0.354721884144147,False,0.5576548955595256,3.6015920987443253,0.5570129988559168,3.5989414925565284,0.0027272228623438565,0.5576548955595256,3.6015920987443253,-0.0011531931938639772,False,-0.20435103228562213,True,1.7954052462800305,3.621786117553711,0.76214599609375
1.12,17.503671,minus,1e-07,0.3532207268943376,0.35322075518413404,0.3532258055382149,0.35322586532070555,False,0.5568329095118942,3.6007155382941054,-0.5564533059250217,3.5991237288654068,0.0016364461923510753,0.5568329095118942,3.6007155382941054,-0.0006903975419190189,False,-0.20034004334726774,True,1.7911944481890465,2.927493095397949,0.76214599609375
1.12,17.678708,minus,1e-07,0.3517256529955483,0.3517256814856092,0.35172621439974794,0.3517262951062692,False,-0.5560216112145709,3.5998389778438846,-0.5558837571206832,3.599307867432207,0.0005487094136189122,-0.5560216112145709,3.5998389778438846,-0.00023107104722264182,False,-0.19627720226498724,True,1.787025342267998,1.5038509368896484,0.76214599609375
1.12,17.855495,plus,1e-07,0.3502230914910193,0.3502231627785723,0.35022265360958166,0.35022268226624864,False,0.555331239219682,3.599487440579994,0.5551967263144976,3.59898676629506,0.0005184288391434237,0.5551967263144976,3.59898676629506,0.00021820419633211685,False,-0.19223832879908542,True,1.7828975233117839,1.3780639171600342,0.76214599609375
1.12,17.7671015,minus,1e-09,0.35097330206210337,0.35097330250883474,0.35097330336163496,0.35097330433404006,False,-0.5556122909818119,3.599431133745519,-0.555607373335798,3.599398034457685,3.3462607451360445e-05,-0.5556122909818119,3.599431133745519,-1.3918936202284016e-05,False,-0.1943073451049102,True,1.7849511645881557,2.253422975540161,0.76214599609375
1.12,17.81129825,plus,1e-07,0.3505977848233101,0.350597880838278,0.3505977448671855,0.35059777350281157,False,0.5554733432539815,3.5994433081962165,-0.5554189022812026,3.5992302553090103,0.0002198985044605808,-0.5554189022812026,3.5992302553090103,9.179616614662933e-05,False,-0.19332260887698283,True,1.7839217960090838,1.1158368587493896,0.76214599609375
1.12,17.789199875,plus,1e-09,0.35078550195090996,0.3507855028858654,0.3507854823561917,0.35078548280331845,False,-0.5555342299361561,3.5994217175688075,0.5555123905463943,3.5993215636892413,0.00010250735845452383,0.5555123905463943,3.5993215636892413,4.303307179442939e-05,False,-0.1937927017715495,True,1.7844358409395413,3.0588481426239014,0.76214599609375
1.12,17.778150688,plus,1e-09,0.35087938075944036,0.35087938137732066,0.3508793784769328,0.3508793789238618,False,-0.5555704271343694,3.5994100186825913,-0.5555622952791748,3.59937634871738,3.4638037274350554e-05,-0.5555622952791748,3.59937634871738,1.4566920571557063e-05,False,-0.19405009600699685,True,1.784693342614396,2.3493809700012207,0.76214599609375
1.12,17.772626094,unresolved,1e-09,0.3509263368564701,0.35092633734523915,0.3509263368564701,0.3509263372835916,False,-0.5555842557244896,3.5994067848441245,-0.5555872817495641,3.59940374123145,4.291900029471009e-06,-0.5555842557244896,3.5994067848441245,-5.024611242632204e-07,False,-0.19418825506514992,True,1.7848222135294902,2.059921979904175,0.76214599609375
