configuration,reading,amplitude,frequency,noise,embedded,linking_number,min_between_class_distance,activation,monotonic,depth,width,seed,train_data_seed,eval_data_seed,passed,final_train_accuracy,final_eval_accuracy,perfect_eval,at_chance,eval_errors,max_steps,learning_rate,initialization_scheme,initialization_gain,duration_seconds
flat,core,0.0,0.0,0.0,True,-1,,tanh,True,12,4,6,50006,60006,False,0.961,0.9555,False,False,89,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9063629580195993
flat,core,0.0,0.0,0.0,True,-1,,tanh,True,12,4,7,50007,60007,False,0.9675,0.97,False,False,60,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9097680831328034
flat,core,0.0,0.0,0.0,True,-1,,tanh,True,12,4,8,50008,60008,True,1.0,1.0,True,False,0,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9065639169421047
flat,core,0.0,0.0,0.0,True,-1,,tanh,True,12,4,9,50009,60009,True,1.0,1.0,True,False,0,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.957737582968548
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,3,0,50000,60000,False,0.5,0.5,False,True,1000,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6226880841422826
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,3,1,50001,60001,False,0.5,0.5,False,True,1000,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6656386249233037
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,3,2,50002,60002,False,0.9665,0.9655,False,False,69,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6675818751100451
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,3,3,50003,60003,False,0.9695,0.9625,False,False,75,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6653140410780907
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,3,4,50004,60004,False,0.961,0.965,False,False,70,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.668138958979398
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,3,5,50005,60005,False,0.966,0.967,False,False,66,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6674645419698209
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,3,6,50006,60006,False,0.9605,0.9575,False,False,85,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6731666249688715
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,3,7,50007,60007,False,0.9715,0.972,False,False,56,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6604206671472639
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,3,8,50008,60008,False,0.5,0.5,False,True,1000,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6275440000463277
