parametrization,axis_aligned,axis_alignment_b,major_radius_a,major_radius_b,tube_radius_a,tube_radius_b,aspect_a,aspect_b,offset,rotation_degrees,n_per_class,activation,monotonic,depth,width,seed,train_data_seed,eval_data_seed,passed,final_train_accuracy,final_eval_accuracy,perfect_eval,at_chance,max_steps,learning_rate,initialization_scheme,initialization_gain,duration_seconds
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,8,4,5,30005,40005,True,1.0,1.0,True,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.328726915991865
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,8,4,6,30006,40006,True,1.0,1.0,True,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.3380759579595178
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,8,4,7,30007,40007,False,0.9615,0.966,False,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.3385402080602944
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,8,4,8,30008,40008,False,0.959,0.9555,False,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.4746387500781566
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,8,4,9,30009,40009,True,1.0,1.0,True,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.3505224999971688
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,12,3,0,30000,40000,False,0.971,0.9655,False,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9257984580472112
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,12,3,1,30001,40001,False,0.9675,0.9655,False,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9375269999727607
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,12,3,2,30002,40002,False,0.9655,0.9665,False,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9346861660014838
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,12,3,3,30003,40003,False,0.731,0.7285,False,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9425382079789415
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,12,3,4,30004,40004,False,0.9675,0.971,False,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.984527499997057
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,12,3,5,30005,40005,False,0.9755,0.973,False,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.9672663749661297
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,12,3,6,30006,40006,False,0.9585,0.9555,False,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.008412415976636
baseline,True,0.0,1.0,1.0,0.2,0.2,0.2,0.2,"(1.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",1000,tanh,True,12,3,7,30007,40007,False,0.9565,0.958,False,False,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,2.006906958995387
