a,seed,precision,w1,b1,w2,b2,solved,gap,gap_continuous,placement_ok,bias_ok,bias_lo,bias_hi,bias_width,margin_grid,lipschitz,certify_threshold,certified,rho,R,predicted_solved,failure
1.15,5,float64,0.7790738263730755,2.4784859957443697,-4.133422285657762,12.294896988381586,False,-0.18034195788975804,-0.18034195788975804,False,False,12.97631594796515,12.23088648018447,-0.7454294677806795,-0.6814189595835636,6.923518399621742,0.0013853963781134053,False,-5.697546822552491,0.06541670397775935,False,placement
1.15,6,float32,0.0151931913569569,-0.0814073160290718,0.7265245914459229,0.1257529556751251,False,-0.09125903012123762,-0.09125903012123762,False,False,0.1744304369416816,0.10812850736709825,-0.06630192957458333,-0.048677481266556494,0.0237321883582516,4.7488120776891645e-06,False,-2.8831482322839337,0.011498182582527357,False,placement
1.15,6,float64,0.0155149792579613,0.4662042138476963,0.505928346083656,-0.4982092460417842,False,-0.08827226068754446,-0.08827226068754446,False,False,-0.46544291788369463,-0.5101023567384093,-0.0446594388547147,-0.03276632815808955,0.016876355760330565,3.376959631882054e-06,False,-2.7887871701342264,0.00800696434152148,False,placement
1.15,7,float32,-0.7338265180587769,-2.504847526550293,5.026141166687012,15.121233940124512,False,-0.12392821816429755,-0.12392821816429755,False,False,15.697519448740128,15.074638729710383,-0.6228807190297451,-0.5762855086156158,7.929878693986887,0.001586769123359057,False,-3.915266496431253,0.07954512414384793,False,placement
1.15,7,float64,-0.7472351013060332,-2.490833385676991,4.626901446157767,13.868375013988793,False,-0.14227175133790348,-0.14227175133790348,False,False,14.464255883735374,13.805978511722632,-0.6582773720127438,-0.5958808697465816,7.43337381733337,0.0014874184727030257,False,-4.494794080420071,0.07322664400581651,False,placement
1.15,8,float32,-0.001897782436572,0.4567895531654358,0.6625001430511475,-0.6387385725975037,False,-0.01080118214932635,-0.01080118214932635,False,False,-0.6335504922034941,-0.6407062769225443,-0.007155784719050207,-0.005188080394009531,0.0027031544417741465,5.409013390243415e-07,False,-0.3412419481013077,0.010484913649780539,False,placement
1.15,8,float64,0.0031494010839031,-0.2438476794143574,-0.3989204257941345,-0.208118241894841,False,-0.018663960129521984,-0.018663960129521984,False,False,-0.2027186269717671,-0.21016406189364073,-0.00744543492187366,-0.005399614923073892,0.002701174905982337,5.405052338133742e-07,False,-0.5896508387538336,0.0063134268897241125,False,placement
1.15,9,float32,-0.8171156644821167,-2.39773941040039,3.263669967651367,9.573700904846191,False,-0.26123367856520696,-0.26123367856520696,False,False,10.241607276729981,9.389026765457624,-0.8525805112723567,-0.6679063718837899,5.733611086675716,0.0011472958652677771,False,-8.253160455110166,0.05165175909941619,False,placement
1.15,9,float64,-0.9083559640673609,2.356646107263224,-2.139097612783648,6.057834779481184,False,-0.40847141852582913,-0.40847141852582913,False,False,6.816064602699919,5.942304366440967,-0.8737602362589514,-0.758229823218735,4.177583459732703,0.0008359346592761787,False,-12.904845106250882,0.03385396062738162,False,placement
1.15,10,float32,-0.764750063419342,2.4745936393737793,-4.4302287101745605,13.194217681884766,False,-0.1665858959376605,-0.1665858959376605,False,False,13.869721250419376,13.1317076315262,-0.7380136188931752,-0.6755035685346105,7.284238027196597,0.0014575763936361375,False,-5.262951302003029,0.07011404595481383,False,placement
