a,observed_rate,G_star,D,w2_reached_median,capture_width_b2,step_b2,ratio
1.02,0.0,0.0016099439961188011,0.005285980527226286,1.729813039302826,0.0027849021170336004,0.002142667770385742,1.2997358505711025
1.1,0.0,0.017510477277358216,0.05711580668831928,2.26781964302063,0.03971060432825936,0.003717184066772461,10.682980346125044
1.25,0.0,0.06618006680469835,0.21299778241343104,3.008679986000061,0.19911464246744293,0.0057370662689208984,34.706700800389214
1.35,0.01,0.10670356051126317,0.34058771068344873,3.293392539024353,0.3514167100751277,0.0063207149505615234,55.597620336273565
1.4,0.075,0.12862999931121255,0.40920504760581977,3.4237931966781616,0.44040251653044615,0.0064351558685302734,68.43696182778395
1.45,0.25,0.1513121185233457,0.48043285485966614,3.5285574197769165,0.5339134985177156,0.006459474563598633,82.65587135004793
1.5,0.405,0.17460838287533909,0.5539306363639294,3.6103044748306274,0.6303894260377761,0.006413936614990234,98.28432425797148
2.0,0.715,0.4405880788268046,1.3697065127445591,3.63394832611084,1.6010743115570574,0.0046710968017578125,342.7619635188348
3.0,0.695,1.0491633119478312,3.194935414810831,3.025901436805725,3.1746647730667954,0.0024733543395996094,1283.5462845896618
