a,seed,arm,budget,placed_at,placed,gap_final,w2_final,R_final,loss_final,grad_100,grad_500,grad_2000,grad_8000,grad_11999
1.3,11,jump,60000,,False,-0.020358780758266914,5.32644092954462,0.22845931164960606,0.6928865279112882,0.3704298939079736,4.030320533586735e-06,4.0254907919853145e-06,1.997322922146817e-05,1.4939701428942361e-05
1.3,12,jump,60000,14950.0,True,0.08366547218575571,114.19541955950666,4.898018637809865,0.0002002444481886108,5.1788776141366375,3.114075398928421e-05,3.121363026782665e-05,6.509748054046457e-05,5.3223627926952116e-05
1.3,13,jump,60000,,False,-0.027663583802144176,8.216250293581075,0.35240771675522653,0.6920061021310099,0.6382567036157358,5.8487619871077784e-05,5.7961662769722306e-05,4.187504037878081e-05,0.003639753009852292
1.3,14,jump,60000,,False,-0.0026958907804087717,3.8627675523019813,0.16568009065235081,0.6931466096023118,0.3945150169943996,1.8225511996897236e-08,1.8437428659294403e-08,2.5313142977989138e-05,0.003394009139652524
1.3,0,cold_high,60000,,False,-0.02807161250196266,5.7499999999999964,0.24662641703182145,0.6925396664275317,0.6262114258568023,4.86747668914093e-06,4.868052312462398e-06,4.859077862340806e-06,4.857828211160868e-06
1.3,1,cold_high,60000,46300.0,True,0.01906802409138919,5.7499999999999964,0.24662641703182145,0.32012872454138247,5.942650111984796,5.2031655706694904e-06,5.1977881666849245e-06,1.8941946265838853e-05,5.1796798543306695e-06
1.3,2,cold_high,60000,,False,-0.013044027490908203,5.7499999999999964,0.24662641703182145,0.6931061672608954,0.07433984659630423,3.921571080365071e-07,3.921486461251714e-07,1.1667044277756809e-05,4.173511435937437e-07
1.3,3,cold_high,60000,,False,-0.048867282074356755,5.7499999999999964,0.24662641703182145,0.6913430291369861,2.4482190395825176,5.878802655308696e-05,5.834888526999283e-05,4.4837969012833235e-05,5.6021727750196454e-05
1.3,4,cold_high,60000,,False,-0.0010840553895644645,5.7499999999999964,0.24662641703182145,0.6931463118977814,0.10982101416709467,7.04298440020766e-09,7.025404172894791e-09,0.01412190214694275,4.959790807002067e-05
1.3,5,cold_high,60000,,False,-0.02076251876994961,5.7499999999999964,0.24662641703182145,0.6928431231571044,0.4708995238691668,2.1098465954505735e-06,2.1102347124767667e-06,0.005625786731488828,2.80392988980533e-06
1.3,6,cold_high,60000,,False,-0.011076193034125492,5.7499999999999964,0.24662641703182145,0.6930564943755958,0.04938769209474127,6.583026772191393e-07,6.582848242740709e-07,9.328494814128166e-05,0.012178468686236787
1.3,7,cold_high,60000,,False,-0.005996888318797522,5.7499999999999964,0.24662641703182145,0.6931170155704673,0.020141354590722534,2.970155280981004e-07,2.9703038848384077e-07,0.004373851538413676,0.021849732625199517
1.3,8,cold_high,60000,,False,-0.0016090282654021015,5.7499999999999964,0.24662641703182145,0.6931452097331408,0.1776317406498141,1.479044655719668e-08,1.4868625506750563e-08,4.583816715808322e-05,6.095859777790606e-08
1.3,9,cold_high,60000,5900.0,True,-0.0008761991823629245,5.7499999999999964,0.24662641703182145,0.32076713863405276,5.686343066151301,0.5807971677573487,0.5,6.279886774500867e-06,3.518950449183625e-05
1.3,10,cold_high,60000,,False,-0.0433634644400378,5.7499999999999964,0.24662641703182145,0.6918241034203584,0.07486134616230412,1.0371401899974781e-05,1.0373520793814722e-05,1.9846590999195017e-05,0.0002739689687795202
1.3,11,cold_high,60000,,False,-0.018333503763279024,5.7499999999999964,0.24662641703182145,0.6928890527987138,0.12687281815861604,1.6850143397043013e-06,1.684806622029478e-06,2.022769962961852e-06,0.0011498040472938866
1.3,12,cold_high,60000,51950.0,True,0.028883249059177718,5.7499999999999964,0.24662641703182145,0.3217330582841461,5.855508423171401,8.171541328600615e-06,8.170724351629486e-06,8.23178919099661e-06,0.0008742521813123674
1.3,13,cold_high,60000,,False,-0.03822071703569607,5.7499999999999964,0.24662641703182145,0.6920153188789167,0.6851919133309012,1.3540794828765775e-05,1.3531933707976326e-05,1.3174111265587423e-05,0.004298450127526927
1.3,14,cold_high,60000,,False,-0.0011014447832888852,5.7499999999999964,0.24662641703182145,0.6931462734033395,0.5795027890893714,6.532216186556467e-09,6.8929188695384725e-09,8.46121013646001e-06,3.0026335537107427e-05
