a,dmu_max_search,dmu_bound_a_absD,ladder_500,ladder_ok,independent_max,independent_ok,n_maximisers,n_single_unit,n_pair_c_nonzero,n_pair_c_zero,G_range_single_unit,G_range_pair_c_nonzero,G_range_pair_c_zero,pair_dmu,pair_attains_max,pair_var,pair_var_le_all_maximisers,selected_G_lo,selected_G_hi,selected_G_n,sine_check_max_abs_diff
1.3,2.042387479658136,2.042387479657931,2.0423874796579398,True,2.042387479657933,True,902,546,356,0,"(-3.6616245397558878, -3.6616244607428765)","(-3.6616494549102963, 0.036115941325011724)",,2.042387479657931,True,1.1163121215566114,True,0.8896102874451803,0.8896102874451803,0.8896102874451808,8.881784197001252e-15
1.5,2.35660093806689,2.356600938066843,2.356600938066848,True,2.356600938066846,True,904,547,357,0,"(-3.453303938072302, -3.45330389344151)","(-3.4533039715176828, 0.928615289970562)",,2.3566009380668427,True,1.486214363019157,True,1.0264734085905922,1.0264734085905922,1.0264734085905927,1.021405182655144e-14
