kappa_dense,kappa_exact_lo,kappa_exact_hi,alpha1,beta1,alpha2,beta2,v1,v2,starts
0.9129797092896773,0.9129787217024496,0.9129787217025367,7.642046481260915,-1.570796326794866,-1.7497194181191151,4.712388980384692,0.18630355961434447,0.8136964403856555,3000
