a,seed,precision,exact_sep,grid_solved,agree,exact_gap,grid_gap,certified,inner_max_logit,outer_min_logit
1.02,26,float32,False,False,True,-1.0559210811538344,-1.0559210811538344,False,0.2898317828007766,-0.8393205766519451
1.02,26,float64,False,False,True,-0.5717613779796853,-0.5717613779796853,False,0.2795346669582832,-0.8551594171073962
1.02,27,float32,False,False,True,-0.7012382555894963,-0.7012382555894963,False,0.14302408666078037,-1.1493727690736861
1.02,27,float64,False,False,True,-0.65861612109792,-0.65861612109792,False,0.14440664294207295,-1.1437692593595585
1.02,28,float32,False,False,True,-0.6310406143512233,-0.6310406143512233,False,0.2609995782415293,-0.8883851981241451
1.02,28,float64,False,False,True,-0.6627689822498342,-0.6627689822498342,False,0.26304187209780316,-0.8859233081517823
1.02,29,float32,False,False,True,-0.18625900586185556,-0.1872374983464693,False,0.018336975173282727,-0.04940706116223623
1.02,29,float64,False,False,True,-1.0665307710906209,-1.0665307710906209,False,0.2598813652583192,-0.9022670149553194
1.02,30,float32,False,False,True,-0.5692139949102737,-0.5692139949102737,False,0.2684718116545026,-0.8511163433769049
1.02,30,float64,False,False,True,-0.04870782649476035,-0.0488348593943588,False,0.006113098166737108,-0.015439854440374101
1.02,31,float32,False,False,True,-0.42036125251420575,-0.4203612525142057,False,0.19611050540811625,-1.0932404473179265
1.02,31,float64,False,False,True,-0.777508837119389,-0.777508837119389,False,0.2078263729511809,-1.0951437928992105
1.02,32,float32,False,False,True,-0.6197994846699002,-0.6197994846699002,False,0.30987810863652143,-0.8100210449135492
1.02,32,float64,False,False,True,-0.21040020469336662,-0.2104002046933666,False,0.010988496709910658,-0.031576397130506376
1.02,33,float32,False,False,True,-0.5365910605097168,-0.5365910605097168,False,0.25750705616743375,-0.9948296293187857
1.02,33,float64,False,False,True,-0.763264589507028,-0.763264589507028,False,0.2624825757217497,-0.9939997625072978
1.02,34,float32,False,False,True,-0.5782309088368631,-0.5782309088368631,False,0.23183109108653444,-0.8864406125336854
1.02,34,float64,False,False,True,-0.575776908005798,-0.575776908005798,False,0.23318248672527275,-0.8840532610448228
1.02,35,float32,False,False,True,-0.8315667765534327,-0.8315667765534327,False,0.24282344229985275,-0.9330337178724184
1.02,35,float64,False,False,True,-0.8082936233790079,-0.8082936233790079,False,0.24470160664115426,-0.9312119517854156
1.02,36,float32,False,False,True,-0.42932178031741364,-0.4293217803174136,False,0.2784247322233071,-1.0083746454607514
1.02,36,float64,False,False,True,-0.676326974160038,-0.676326974160038,False,0.2916584153131323,-1.0038442107161103
1.02,37,float32,False,False,True,-0.17377019373783065,-0.174658042473499,False,0.015862565805295686,-0.04541192207247169
1.02,37,float64,False,False,True,-0.46392166963815473,-0.4639216696381547,False,0.22079126899458146,-0.9461007911170514
1.02,38,float32,False,False,True,-0.3539446695672712,-0.3539446695672712,False,0.15520375871588854,-1.2138836006426992
1.02,38,float64,False,False,True,-0.46793146381518635,-0.4679314638151863,False,0.16471396554563,-1.2156235676423552
1.02,39,float32,False,False,True,-0.45686887119795383,-0.4568688711979538,False,0.25091003352897534,-0.9230727924961375
1.02,39,float64,False,False,True,-0.9538524874995558,-0.9538524874995558,False,0.26155241760419523,-0.9231230922845493
1.02,40,float32,False,False,True,-0.4854609913364314,-0.4854609913364314,False,0.2716221785017314,-0.9483359741080708
1.02,40,float64,False,False,True,-0.6000022468966226,-0.6000022468966226,False,0.27325383227048494,-0.782362055489064
1.02,41,float32,False,False,True,-0.7705462352791259,-0.7705462352791259,False,0.3047556331907333,-0.8822654572748307
1.02,41,float64,False,False,True,-0.2799103898363786,-0.2809581612529451,False,0.04214355559362265,-0.10728473972277733
1.02,42,float32,False,False,True,-0.4859210507698428,-0.4859210507698428,False,0.2774231052214793,-0.793446097053975
1.02,42,float64,False,False,True,-0.5357664373256545,-0.5357664373256545,False,0.2513054577307585,-0.9153640082520376
1.02,43,float32,False,False,True,-0.7892026091585933,-0.7892026091585933,False,0.27250697956864034,-0.9709578511408514
