A,status,m_minus_lo,m_minus_hi,m_plus_lo,m_plus_hi,minus_p,minus_q,plus_p,plus_q,converged
0.7,plus,0.349402931300262,0.3494030243504112,0.3493935195356731,0.34939358847180274,1.6646060943603516,1.3704007523284594,1.6629638671875,1.3638626298948975,True
0.6499999999999999,minus,0.36019398632973604,0.36019404115939757,0.36025474465193197,0.36025480306197266,1.6810302734375,1.3828881660000258,1.6771416664123535,1.3661555461928232,True
0.6749999999999999,minus,0.35474944310398904,0.3547494999211498,0.3547544954218183,0.3547545627762322,1.6717529296875,1.3731314808179065,1.6706714630126953,1.3683579463684536,True
0.6875,plus,0.35206071470275346,0.3520608074144968,0.3520605559579376,0.35206061230599034,1.6676177978515625,1.3693964997716281,1.6673583984375,1.368497055356402,True
0.6812499999999999,minus,0.35340224780703405,0.35340230722867927,0.3534030617851542,0.35340311512806694,1.6695556640625,1.3706923095223782,1.6691169738769531,1.3688819870764775,True
0.684375,unresolved,0.3527307117064457,0.3527307794363749,0.3527307582395045,0.352730827459576,1.6685791015625,1.3697166410041663,1.66827392578125,1.3691678274626722,True
