activation,width,depth,seed,layer,final_layer,distortion,native_min_distance,reportable_native,rand_n,rand_n_reportable,rand_frac_zero_all,rand_frac_zero_reportable,rand_any_nonzero_reportable,rand_distinct_all,rand_distinct_reportable,rand_min_proj_dist,rand_median_proj_dist,pca_n,pca_n_reportable,pca_frac_zero_all,pca_frac_zero_reportable,pca_any_nonzero_reportable,pca_distinct_all,pca_distinct_reportable,pca_min_proj_dist,pca_median_proj_dist
gelu,4,3,0,1,False,0.23139578928646448,0.10812812442739221,True,48,38,0.7708333333333334,0.7894736842105263,True,"(-1, 0, 1)","(-1, 0, 1)",0.006167994971423843,0.05299015432088246,4,3,0.75,0.6666666666666666,True,"(0, 1)","(0, 1)",0.002097753788208681,0.03660328987295348
gelu,4,3,0,2,False,0.928733648674631,0.36632943996083805,True,48,48,0.9791666666666666,0.9791666666666666,True,"(-1, 0)","(-1, 0)",0.054652735415946764,0.2979622368214647,4,4,1.0,1.0,False,"(0,)","(0,)",0.043660759256757574,0.322901968654307
gelu,4,3,0,3,True,0.99613074653086,1.822385184925003,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.6145174141590845,1.7224247799897956,4,3,1.0,1.0,False,"(0,)","(0,)",0.015776994259493967,1.8048787502448411
gelu,5,3,0,1,False,0.998082732962873,0.0017075303298685607,False,48,0,0.9166666666666666,,False,"(-1, 0)",(),0.0005161838043665436,0.0013534436292695507,10,0,0.7,,False,"(-1, 0, 1)",(),0.0005013403305470492,0.0012137825578819655
gelu,5,3,0,2,False,0.999891137465515,0.0031427927616367226,False,48,0,0.08333333333333333,,False,"(-1, 0, 1, 2, 8)",(),0.00048355514738704434,0.00214576608866931,10,0,0.3,,False,"(-16, -5, -1, 0, 1, 12)",(),0.0007541496704851943,0.0012105143064934
gelu,5,3,0,3,True,0.9999876067039581,0.005169695166117506,False,48,0,0.20833333333333334,,False,"(-1, 0, 1, 2, 4, 8)",(),0.0011923093662562958,0.004010526686107251,10,0,0.2,,False,"(-1, 0, 1)",(),0.0005963306449352184,0.0015473535205733702
gelu,6,3,0,1,False,0.28312551385012985,0.6577660849638917,True,48,42,0.5416666666666666,0.6190476190476191,True,"(-1, 0, 1)","(-1, 0, 1)",0.0038024129670528933,0.11141393830192116,20,19,0.6,0.631578947368421,True,"(-1, 0, 1)","(-1, 0, 1)",0.012532309274870796,0.0928996791129396
gelu,6,3,0,2,False,0.8696789384678738,1.0848045729740607,True,48,47,0.9583333333333334,0.9787234042553191,True,"(0, 1)","(0, 1)",0.005092344301732917,0.5035438881832037,20,14,0.7,0.8571428571428571,True,"(-1, 0, 1)","(-1, 0)",0.002382481024223516,0.4615726249896691
gelu,6,3,0,3,True,0.9908644163410083,4.23192126102529,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.5670254333335092,3.024894781039431,20,12,0.85,1.0,False,"(-1, 0, 1)","(0,)",0.002529113588863117,2.137233055116962
gelu,7,3,0,1,False,0.38652404578247523,0.8499874588274705,True,48,41,0.625,0.7073170731707317,True,"(-2, -1, 0, 1)","(-1, 0, 1)",0.005070571715069895,0.13786924935951933,20,20,0.75,0.75,True,"(-1, 0, 1)","(-1, 0, 1)",0.051452738136760136,0.10473488361594334
gelu,7,3,0,2,False,0.7267421745885474,1.5165113614916352,True,48,48,0.8958333333333334,0.8958333333333334,True,"(-1, 0, 1)","(-1, 0, 1)",0.02053407117846137,0.34176502255487995,20,18,0.95,1.0,False,"(-1, 0)","(0,)",0.011600716635803634,0.2054820276879704
gelu,7,3,0,3,True,0.9682566077256307,4.4266602132141735,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.0632748434033676,2.4252513833180513,20,18,0.8,0.8888888888888888,True,"(-1, 0, 1)","(-1, 0, 1)",0.01151145281371869,2.3749768048782585
gelu,8,3,0,1,False,0.304430251184606,0.5060071796502905,True,48,41,0.6041666666666666,0.6097560975609756,True,"(-1, 0, 1)","(-1, 0, 1)",0.0034485727820784064,0.0673227642260748,20,15,0.55,0.6,True,"(-1, 0, 1)","(-1, 0, 1)",0.008749998108420158,0.04879849761310573
gelu,8,3,0,2,False,0.794710248166282,1.1950570964144218,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.06963268736849297,0.6834034857037715,20,18,0.95,1.0,False,"(0, 1)","(0,)",0.0048781601243920916,0.16723732146121656
gelu,8,3,0,3,True,0.9863979746511017,6.025005073417763,True,48,48,1.0,1.0,False,"(0,)","(0,)",1.0211402875536417,3.337254731453549,20,12,0.8,1.0,False,"(-2, 0, 1, 2)","(0,)",0.0009259422644573705,2.9042866664907367
gelu,10,3,0,1,False,0.37296270434207174,0.7476581935337818,True,48,40,0.625,0.65,True,"(-2, -1, 0, 1)","(-2, -1, 0, 1)",0.004493838900510092,0.0781295847353213,20,13,0.7,0.7692307692307693,True,"(-1, 0, 1)","(-1, 0, 1)",0.003868261125796026,0.08178913321396511
gelu,10,3,0,2,False,0.8009764876235594,1.4405720614899553,True,48,46,0.9791666666666666,1.0,False,"(0, 1)","(0,)",0.0025897081829413687,0.520914596590236,20,17,0.85,0.8823529411764706,True,"(-1, 0, 1)","(-1, 0, 1)",0.0035339762497310547,0.23856291914360309
gelu,10,3,0,3,True,0.9710779086011027,5.293930276013962,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.7389489435034083,2.1219089420599078,20,19,1.0,1.0,False,"(0,)","(0,)",0.007267387031710428,2.672889417851846
gelu,12,3,0,1,False,0.38814219137471523,0.47409364221874656,True,48,42,0.3541666666666667,0.35714285714285715,True,"(-1, 0, 1)","(-1, 0, 1)",0.0052374462496463745,0.06476164758490015,20,19,0.55,0.5263157894736842,True,"(-1, 0, 1)","(-1, 0, 1)",0.012548473612056967,0.0898873986794165
gelu,12,3,0,2,False,0.8104648875220544,1.0699622425681365,True,48,45,0.9583333333333334,0.9777777777777777,True,"(-1, 0, 1)","(0, 1)",0.009933010756392125,0.24248065639348082,20,19,0.65,0.6842105263157895,True,"(-1, 0, 1)","(-1, 0, 1)",0.013826712163580206,0.1572784458446681
gelu,12,3,0,3,True,0.9860243558629729,6.0508317765471125,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.6776130643705793,2.3556532067257385,20,17,0.8,0.8823529411764706,True,"(-1, 0, 1)","(-1, 0, 1)",0.0076283826236564194,2.956044482345991
gelu,15,3,0,1,False,0.3389897406709534,0.8455234908273758,True,48,40,0.5,0.55,True,"(-1, 0, 1)","(-1, 0, 1)",0.0007942579131623094,0.04718919012097157,20,17,0.5,0.5294117647058824,True,"(-2, 0, 1, 2)","(0, 1, 2)",0.010790711530083071,0.08755888485255509
gelu,15,3,0,2,False,0.46399771342368,1.516626899686279,True,48,43,0.7916666666666666,0.8372093023255814,True,"(-1, 0, 1)","(-1, 0, 1)",0.007251356942702104,0.19692609429424848,20,19,0.75,0.7894736842105263,True,"(-1, 0, 1, 2)","(-1, 0, 1, 2)",0.012812707684862598,0.1795869060718384
gelu,15,3,0,3,True,0.8266329587037153,6.524177361200684,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.21362978936433977,2.2252144272115344,20,20,0.75,0.75,True,"(-2, -1, 0, 2)","(-2, -1, 0, 2)",0.023624812736930678,3.235405778793364
gelu,4,3,1,1,False,0.30585561265962125,0.2928621470891363,True,48,42,0.6458333333333334,0.7142857142857143,True,"(-1, 0, 1)","(-1, 0, 1)",0.002271862945881832,0.10234775976982086,4,4,0.75,0.75,True,"(0, 1)","(0, 1)",0.021588889642587088,0.05713641527818552
gelu,4,3,1,2,False,0.9403233712973356,0.8180736934704469,True,48,47,1.0,1.0,False,"(0,)","(0,)",0.0049898245384683146,0.6038541948544156,4,4,1.0,1.0,False,"(0,)","(0,)",0.02442509857943315,0.4446507650319894
gelu,4,3,1,3,True,0.9959861436927657,3.682265912912286,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.26929812847927115,3.4480691814727695,4,4,1.0,1.0,False,"(0,)","(0,)",0.3695078012986714,3.6507194511728533
gelu,5,3,1,1,False,0.31899986374771844,0.2130237805641196,True,48,43,0.6875,0.7209302325581395,True,"(-1, 0, 1)","(-1, 0, 1)",0.0026166373000330295,0.1046492744787548,10,7,0.9,0.8571428571428571,True,"(-1, 0)","(-1, 0)",0.008891472502755673,0.033526838041045774
gelu,5,3,1,2,False,0.5504058268896742,0.8211159210717478,True,48,48,0.9583333333333334,0.9583333333333334,True,"(-1, 0)","(-1, 0)",0.07121234787093805,0.5254465290428387,10,7,0.8,0.7142857142857143,True,"(-1, 0)","(-1, 0)",0.01024045851066254,0.08531718353319162
gelu,5,3,1,3,True,0.9255612880158964,4.249290043035865,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.34916805024389486,3.441056399807965,10,8,1.0,1.0,False,"(0,)","(0,)",0.005176528747774361,3.8710873249107847
gelu,6,3,1,1,False,0.31176240638497615,0.1847188377411401,True,48,33,0.5416666666666666,0.6060606060606061,True,"(-1, 0, 1)","(-1, 0, 1)",0.0032782605358952855,0.030766208037145693,20,5,0.35,0.4,True,"(-1, 0, 1)","(-1, 0, 1)",0.0023572215473397235,0.010844613220177322
gelu,6,3,1,2,False,0.9418142898376792,0.6861758279543104,True,48,47,1.0,1.0,False,"(0,)","(0,)",0.0124878106182107,0.28324552279449555,20,11,0.75,1.0,False,"(-1, 0, 1)","(0,)",0.0010008308503456679,0.2309357805557128
gelu,6,3,1,3,True,0.9969674739363056,3.06136025140078,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.7880047724172337,2.105663874685776,20,12,0.9,1.0,False,"(-1, 0, 2)","(0,)",0.0005773415974201602,1.2429656144433523
gelu,7,3,1,1,False,0.36494477334924,0.8900514753587918,True,48,41,0.5208333333333334,0.5121951219512195,True,"(-1, 0, 1, 4)","(-1, 0, 1)",0.003920444229212244,0.09505200775541522,20,16,0.45,0.5625,True,"(-1, 0, 1)","(-1, 0, 1)",0.00478571040001898,0.07228252815939404
gelu,7,3,1,2,False,0.6333717495050883,1.3750778913697408,True,48,42,0.7916666666666666,0.8333333333333334,True,"(-1, 0, 1)","(-1, 0, 1)",0.007124849708883917,0.2272137096713798,20,20,0.5,0.5,True,"(-2, -1, 0, 1, 2)","(-2, -1, 0, 1, 2)",0.020999843717189836,0.16479778191917627
gelu,7,3,1,3,True,0.9281591261395454,4.869764468873288,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.6231856077903891,2.728113810858644,20,14,0.65,0.7857142857142857,True,"(-1, 0, 1, 2)","(-1, 0, 1)",0.0046367219282441125,2.415248848428006
gelu,8,3,1,1,False,0.3109901763296967,0.817063136864273,True,48,42,0.3541666666666667,0.35714285714285715,True,"(-1, 0, 1)","(-1, 0, 1)",0.004630306262013587,0.12186971977824719,20,19,0.6,0.631578947368421,True,"(-1, 0, 1)","(-1, 0, 1)",0.008319408539414184,0.07997287195231667
gelu,8,3,1,2,False,0.6016096925849298,1.1688588402030342,True,48,47,0.875,0.8723404255319149,True,"(-1, 0, 1)","(-1, 0, 1)",0.017341252432054106,0.29808714677485254,20,17,0.75,0.8235294117647058,True,"(-1, 0, 1)","(-1, 0, 1)",0.0032405798657646557,0.12032791137577503
gelu,8,3,1,3,True,0.8599736577974484,5.143657652775622,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.19524563423841904,2.5804497720201733,20,17,0.75,0.8235294117647058,True,"(-1, 0, 1, 2)","(-1, 0, 1)",0.004094076219381965,2.4211347422604006
gelu,10,3,1,1,False,0.24641588027314304,0.8796521680824029,True,48,43,0.25,0.2558139534883721,True,"(-1, 0, 1)","(-1, 0, 1)",0.009444586733771245,0.10666752611994751,20,20,0.9,0.9,True,"(-1, 0, 1)","(-1, 0, 1)",0.02460403092354603,0.13198814191901698
gelu,10,3,1,2,False,0.6308496757748776,1.8885616224202109,True,48,44,0.7916666666666666,0.8409090909090909,True,"(-1, 0, 1)","(-1, 0, 1)",0.007166259428838346,0.2754289685826514,20,19,0.8,0.8421052631578947,True,"(-1, 0, 1)","(-1, 0, 1)",0.011027684486774188,0.22392715647555805
gelu,10,3,1,3,True,0.7489939496089675,5.394993681726446,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.18412394647847302,2.2703952591648324,20,16,0.7,0.8125,True,"(-2, -1, 0, 1, 2)","(-2, -1, 0, 1)",0.0012936476675561876,2.591600657430478
gelu,12,3,1,1,False,0.32120540353766314,1.0026694290731413,True,48,42,0.5208333333333334,0.5476190476190477,True,"(-1, 0, 1)","(-1, 0, 1)",0.0029504303550253286,0.0746010930338078,20,17,0.6,0.6470588235294118,True,"(-2, -1, 0, 1)","(-1, 0, 1)",0.005967280301451263,0.09698119701807004
gelu,12,3,1,2,False,0.5224301504292153,1.4960486284256598,True,48,45,0.8958333333333334,0.9111111111111111,True,"(-1, 0, 1)","(-1, 0, 1)",0.00843791597681323,0.21455762801856684,20,18,0.8,0.8333333333333334,True,"(-1, 0, 1)","(-1, 0, 1)",0.003999755172282833,0.13756378886488244
gelu,12,3,1,3,True,0.8944300516206583,6.074185009819879,True,48,48,0.9791666666666666,0.9791666666666666,True,"(-1, 0)","(-1, 0)",0.023507465789239623,2.539059777580457,20,14,0.75,0.9285714285714286,True,"(-2, -1, 0)","(-1, 0)",0.0036161027545996115,2.3072828460135106
gelu,15,3,1,1,False,0.20137628831670312,1.0349085309036667,True,48,38,0.5833333333333334,0.6578947368421053,True,"(-1, 0, 1)","(-1, 0, 1)",0.0018302379069616754,0.07509179882187206,20,18,0.75,0.7777777777777778,True,"(-1, 0, 1)","(-1, 0, 1)",0.0192429448330357,0.16489884038840769
gelu,15,3,1,2,False,0.6155640749506491,2.001937845308823,True,48,45,0.7708333333333334,0.7777777777777778,True,"(-1, 0, 1)","(-1, 0, 1)",0.012982400538733611,0.17324347811092305,20,20,0.7,0.7,True,"(-1, 0, 1)","(-1, 0, 1)",0.023279766406252116,0.20317879253616328
gelu,15,3,1,3,True,0.8980535549518808,6.527298230063143,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.3830148088355126,2.4766950515664643,20,17,0.75,0.8235294117647058,True,"(-1, 0, 1)","(-1, 0, 1)",0.0011368697395349983,3.321441097604726
gelu,4,3,2,1,False,0.2362612448941899,0.13073172861655083,True,48,40,0.7083333333333334,0.75,True,"(-1, 0, 1)","(-1, 0, 1)",0.0030761386159596556,0.0668476878063864,4,3,1.0,1.0,False,"(0,)","(0,)",0.005733598938943191,0.09818858240760109
gelu,4,3,2,2,False,0.951229679875635,0.37855492731474777,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.06423056886178607,0.331381524707023,4,3,1.0,1.0,False,"(0,)","(0,)",0.00066650612022088,0.37568124878970044
gelu,4,3,2,3,True,0.998361342225217,2.643090981883584,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.6582224271122615,2.3862214497636165,4,3,1.0,1.0,False,"(0,)","(0,)",0.006701932550278878,2.64158833581902
gelu,5,3,2,1,False,0.44984100632940793,0.4564663363377175,True,48,41,0.6666666666666666,0.7073170731707317,True,"(-1, 0, 1)","(-1, 0, 1)",0.002514399551404553,0.10387799663425291,10,9,0.3,0.2222222222222222,True,"(-1, 0, 1)","(-1, 0, 1)",0.008235698379148278,0.1112662350921005
gelu,5,3,2,2,False,0.7512249460503235,0.8674963296440209,True,48,47,1.0,1.0,False,"(0,)","(0,)",0.0072013743082330155,0.5914972462275909,10,6,0.9,1.0,False,"(0, 1)","(0,)",0.0015049553363008627,0.05467428122188625
gelu,5,3,2,3,True,0.9757256491396306,2.356304859979694,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.723385591315217,2.0505557322403005,10,9,1.0,1.0,False,"(0,)","(0,)",0.004567449818106499,2.331858213476898
gelu,6,3,2,1,False,0.2900888900496794,0.5303621648573402,True,48,42,0.5208333333333334,0.5238095238095238,True,"(-1, 0, 1)","(-1, 0, 1)",0.005735536932612014,0.10422504209512763,20,18,0.55,0.5555555555555556,True,"(-1, 0, 1)","(-1, 0, 1)",0.013884587849513222,0.06422395147378337
gelu,6,3,2,2,False,0.5058753122104699,1.2261626154245235,True,48,46,0.7708333333333334,0.782608695652174,True,"(-1, 0, 1)","(-1, 0, 1)",0.006475965128856117,0.2866922369175797,20,18,0.9,0.8888888888888888,True,"(-1, 0, 1)","(-1, 0, 1)",0.010655417272485026,0.2432450908399365
gelu,6,3,2,3,True,0.9463968063935715,4.891183060647017,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.9045556908733505,3.7139453493495163,20,15,0.8,0.9333333333333333,True,"(0, 1, 2)","(0, 1)",0.0027941999523874578,2.4685914043075616
gelu,7,3,2,1,False,0.2878060726198371,0.49590354662878844,True,48,40,0.5,0.55,True,"(-2, -1, 0, 1)","(-1, 0, 1)",0.006165701525027557,0.09395449027487088,20,18,0.7,0.6666666666666666,True,"(-1, 0)","(-1, 0)",0.011065798712804923,0.08060700846244964
gelu,7,3,2,2,False,0.882304617098002,0.9340618587737357,True,48,45,0.9791666666666666,1.0,False,"(-1, 0)","(0,)",0.004881242586368412,0.38250683088865434,20,14,0.7,0.7857142857142857,True,"(-1, 0, 1, 2)","(-1, 0, 1)",0.004497947822581709,0.2056023091701118
gelu,7,3,2,3,True,0.979592683216972,3.925700346205,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.785445021517198,2.0259539024024695,20,16,0.95,1.0,False,"(-1, 0)","(0,)",0.0036695902398307632,1.353458586666264
gelu,8,3,2,1,False,0.15854887408355292,0.29492069833434875,True,48,40,0.5625,0.6,True,"(-1, 0, 1)","(-1, 0, 1)",0.00372833299239497,0.04459350824879926,20,17,0.65,0.6470588235294118,True,"(-1, 0, 1, 2)","(-1, 0, 1)",0.005415278052519727,0.04281930155934063
gelu,8,3,2,2,False,0.8267517328888853,0.9420227606328684,True,48,47,0.9791666666666666,1.0,False,"(0, 1)","(0,)",0.0024616237935719838,0.48461546961522395,20,12,0.85,0.9166666666666666,True,"(-1, 0, 1)","(-1, 0)",0.0027429380461880927,0.43450501538835695
gelu,8,3,2,3,True,0.9913570539401673,4.935320457332619,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.6331118183661658,2.746922424455117,20,11,0.75,1.0,False,"(-1, 0, 1)","(0,)",0.0010051240145613968,2.48790357946666
gelu,10,3,2,1,False,0.2869762616182697,0.6650662388990813,True,48,41,0.4375,0.43902439024390244,True,"(-1, 0, 1)","(-1, 0, 1)",0.002385717012252986,0.07030515423822233,20,19,0.6,0.631578947368421,True,"(-2, -1, 0, 1)","(-2, -1, 0, 1)",0.016249633954549942,0.07747099571083449
gelu,10,3,2,2,False,0.6003134367117987,1.1230147609380832,True,48,46,1.0,1.0,False,"(0,)","(0,)",0.01452098576081484,0.41754023368736193,20,19,0.7,0.7368421052631579,True,"(-1, 0, 1)","(-1, 0, 1)",0.0073328923991183735,0.348978407695655
gelu,10,3,2,3,True,0.9217259721870086,5.497361294087461,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.7315222368337093,2.566778831164042,20,14,0.85,0.9285714285714286,True,"(-1, 0, 1)","(0, 1)",0.00430413243626514,2.780331920310658
gelu,12,3,2,1,False,0.2983647152126103,0.6412041460834507,True,48,38,0.3541666666666667,0.34210526315789475,True,"(-19, -1, 0, 1)","(-1, 0, 1)",0.002123342390094288,0.0608996397545477,20,16,0.75,0.8125,True,"(-1, 0, 1)","(-1, 0, 1)",0.009574635473890914,0.09797521981587587
gelu,12,3,2,2,False,0.41283985003611384,1.099447808994275,True,48,42,0.8541666666666666,0.8333333333333334,True,"(-1, 0, 1)","(-1, 0, 1)",0.007308894250906883,0.15931710244184916,20,19,0.65,0.631578947368421,True,"(-1, 0, 1)","(-1, 0, 1)",0.015427288796981594,0.11007800185388399
gelu,12,3,2,3,True,0.9558250959770398,6.156197275818656,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.43972604895012546,2.8969488328463737,20,17,0.75,0.8235294117647058,True,"(-1, 0, 1)","(-1, 0, 1)",0.003498520320051859,3.1823724869971697
gelu,15,3,2,1,False,0.2795854674277927,1.1943297266831738,True,48,44,0.375,0.3409090909090909,True,"(-1, 0, 1)","(-1, 0, 1)",0.006468441034855277,0.09371522343158423,20,18,0.55,0.5555555555555556,True,"(-2, -1, 0, 1, 2)","(-2, -1, 0, 1, 2)",0.008226232382378563,0.09076589702959151
gelu,15,3,2,2,False,0.47523308732143754,2.067211609343724,True,48,44,0.7291666666666666,0.7045454545454546,True,"(-1, 0, 1, 2)","(-1, 0, 1, 2)",0.005621178991960931,0.1703976725258503,20,19,0.7,0.7368421052631579,True,"(-2, -1, 0, 1)","(-2, -1, 0, 1)",0.007497660089888314,0.25122723737132613
gelu,15,3,2,3,True,0.8088575873664021,6.838844256442964,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.08365604655535638,2.526098952149934,20,19,0.85,0.8421052631578947,True,"(-1, 0, 1)","(-1, 0, 1)",0.016463452378912405,3.6994110696057154
gelu,4,5,0,1,False,0.9998147541264297,0.0035029716086057046,False,48,0,0.9791666666666666,,False,"(-1, 0)",(),0.0006652989702036504,0.0029324779850971447,4,0,1.0,,False,"(0,)",(),0.002200317036133086,0.0026796885884228447
gelu,4,5,0,2,False,0.9999398375225054,0.0007997196790898862,False,48,0,0.7708333333333334,,False,"(-2, -1, 0, 1)",(),0.00029951538162453404,0.0007050085922729514,4,0,1.0,,False,"(0,)",(),0.0004414789063122832,0.0007341810746586174
gelu,4,5,0,3,False,0.9999964621864381,0.0008010443722756319,False,48,0,0.9375,,False,"(0, 1)",(),0.00011478596213835334,0.0004798275087626738,4,0,1.0,,False,"(0,)",(),8.950306634607276e-05,0.00044949789907518066
gelu,4,5,0,4,False,0.9999998452701402,0.00019238572863735287,False,48,0,1.0,,False,"(0,)",(),3.8621369327270936e-05,0.00017369222960662926,4,0,1.0,,False,"(0,)",(),9.434893598157506e-06,0.00017669229837980648
gelu,4,5,0,5,True,0.9999999759144018,7.273830546957533e-05,False,48,0,1.0,,False,"(0,)",(),1.0279760209969713e-05,6.867367177398964e-05,4,0,1.0,,False,"(0,)",(),4.124608781662542e-05,6.413460065976114e-05
gelu,5,5,0,1,False,0.42150087281553694,0.11850412701734729,True,48,39,0.6041666666666666,0.6153846153846154,True,"(-1, 0, 1)","(-1, 0, 1)",0.002761352498379978,0.047098961443202775,10,8,0.8,0.75,True,"(-1, 0, 1)","(-1, 0, 1)",0.015263911961792474,0.06759356374377973
gelu,5,5,0,2,False,0.6106978582597973,0.16262591238969284,True,48,47,1.0,1.0,False,"(0,)","(0,)",0.014075806990871225,0.10171993789702419,10,6,1.0,1.0,False,"(0,)","(0,)",0.001894863232772959,0.09332691850104335
gelu,5,5,0,3,False,0.9606503123954948,0.42372126976169194,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.0757875962990197,0.2950772034175087,10,6,0.8,1.0,False,"(-1, 0, 2)","(0,)",0.000573771424353787,0.41795519436019546
gelu,5,5,0,4,False,0.9918650772147036,1.2886924145440726,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.25166870667370034,1.0667167721497313,10,6,1.0,1.0,False,"(0,)","(0,)",0.0014308190047729347,1.2823015319310622
gelu,5,5,0,5,True,0.998805099914827,4.899757883186051,True,48,48,1.0,1.0,False,"(0,)","(0,)",1.6648852552648084,3.9122382004927427,10,6,0.9,1.0,False,"(-3, 0)","(0,)",0.0005286346744217877,4.522789487619036
gelu,6,5,0,1,False,0.45145197155678796,0.4198912246742043,True,48,40,0.4583333333333333,0.425,True,"(-1, 0, 1)","(-1, 0, 1)",0.002567520661292524,0.06602901412202095,20,14,0.8,0.7857142857142857,True,"(-1, 0, 1)","(-1, 0, 1)",0.004229204953103257,0.028887613428674654
gelu,6,5,0,2,False,0.5458872041308604,0.4437982061625586,True,48,42,0.9583333333333334,1.0,False,"(0, 1)","(0,)",0.005336458479509748,0.17868876877405804,20,9,0.55,0.8888888888888888,True,"(-2, -1, 0, 1)","(-2, 0)",0.001128195661755529,0.011608416201112685
gelu,6,5,0,3,False,0.8433361821788415,0.919382326379967,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.054002050925294136,0.5719336883131914,20,10,0.75,1.0,False,"(-2, -1, 0, 1)","(0,)",0.0008093552933019856,0.35517690557297055
gelu,6,5,0,4,False,0.9795925314222639,2.6022443022006803,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.1706015268745131,1.79192730175527,20,10,0.6,1.0,False,"(-2, 0, 1, 2)","(0,)",0.0004757504693878203,1.2710694027190037
gelu,6,5,0,5,True,0.9960146123308895,7.943599496670403,True,48,48,1.0,1.0,False,"(0,)","(0,)",1.8406884242329844,5.318305474094586,20,10,0.55,1.0,False,"(-3, -1, 0, 1, 2)","(0,)",0.0008453837525746886,3.974406439931573
gelu,7,5,0,1,False,0.445353869474484,0.35696829010798425,True,48,39,0.5,0.48717948717948717,True,"(-1, 0, 1)","(-1, 0, 1)",0.006359304455861564,0.07533853064479502,20,14,0.65,0.7142857142857143,True,"(-1, 0, 1)","(-1, 0, 1)",0.013296926487412253,0.03321238848344517
gelu,7,5,0,2,False,0.66615649834165,0.33498350450465636,True,48,43,0.8541666666666666,0.9302325581395349,True,"(-1, 0, 1)","(-1, 0)",0.004368202500796684,0.08337398478739902,20,14,0.8,0.7142857142857143,True,"(-1, 0, 1)","(-1, 0, 1)",0.001662597790737577,0.03745300482300029
gelu,7,5,0,3,False,0.856719964985402,1.0275626349245914,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.10771959920424998,0.4988156860796815,20,12,0.75,1.0,False,"(-2, -1, 0)","(0,)",0.004988896018967601,0.39186897886355193
gelu,7,5,0,4,False,0.9848934441405225,2.920501905620678,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.3387931577959869,1.8395794776778545,20,10,0.65,1.0,False,"(-2, -1, 0, 1)","(0,)",0.0006671101819527521,1.3577704025683748
gelu,7,5,0,5,True,0.9977091158135444,7.747186534261702,True,48,48,1.0,1.0,False,"(0,)","(0,)",1.3639377062429894,5.079266254208813,20,10,0.7,1.0,False,"(-1, 0, 1)","(0,)",0.0006376636160181554,3.6678971847902253
gelu,8,5,0,1,False,0.2863702017804737,0.2627642078183028,True,48,36,0.6458333333333334,0.7222222222222222,True,"(-1, 0, 1)","(-1, 0, 1)",0.0016389698511661878,0.04787889445152317,20,17,0.8,0.8823529411764706,True,"(-1, 0, 1)","(-1, 0, 1)",0.006704440640702201,0.07519504202260768
gelu,8,5,0,2,False,0.7218938714797066,0.2560085698214859,True,48,41,0.8958333333333334,0.9512195121951219,True,"(-1, 0, 1)","(0, 1)",0.001780471664763058,0.0931612670405324,20,13,0.8,1.0,False,"(-1, 0, 1)","(0,)",0.005049964852690333,0.06227698840274014
gelu,8,5,0,3,False,0.9062030928374147,0.7581468094245397,True,48,47,1.0,1.0,False,"(0,)","(0,)",0.00996791031702639,0.4962359790067062,20,14,0.8,0.9285714285714286,True,"(-1, 0, 1)","(0, 1)",0.0014313918703075248,0.36880378452004
gelu,8,5,0,4,False,0.9916497756157018,3.3119395554223625,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.31049477899445066,1.9765232802366741,20,10,0.7,1.0,False,"(-1, 0, 1, 3)","(0,)",0.0004226877639901041,1.6233482092717761
gelu,8,5,0,5,True,0.9989997641483529,9.011417707265103,True,48,48,1.0,1.0,False,"(0,)","(0,)",0.9054566158341986,4.87818838084392,20,11,0.8,1.0,False,"(-3, -1, 0)","(0,)",0.0012282996355658308,4.503337419345633
gelu,10,5,0,1,False,0.5355137606251401,0.36125367218922955,True,48,38,0.6041666666666666,0.6052631578947368,True,"(-1, 0, 1)","(-1, 0, 1)",0.0023543114645958076,0.04633821775706028,20,19,0.55,0.5789473684210527,True,"(-1, 0, 1)","(-1, 0, 1)",0.01090146203402598,0.06587324738938877
