a,seed,precision,w1,b1,w2,b2,solved
1.02,128,float32,-0.03803778439760208,-0.10057314485311508,-0.9352400302886963,-0.19378213584423065,False
1.02,128,float64,0.9382919316151793,2.245722990813968,-1.3244368667806705,3.582352394449226,False
1.02,129,float32,-0.7991428971290588,2.3881146907806396,-2.2569127082824707,6.426198482513428,False
1.02,129,float64,0.790743160226171,-2.395975176622216,2.3311736249154045,6.6562981682898785,False
1.02,130,float32,0.7955252528190613,-2.3707900047302246,2.5623202323913574,7.356694221496582,False
1.02,130,float64,-1.0742653065989527,2.0915472085328433,-1.0690913871557526,2.684048607215634,False
1.02,131,float32,-0.8360214829444885,-2.3616933822631836,2.172123432159424,6.158355236053467,False
1.02,131,float64,-0.7489558728293951,-2.4453020299189947,3.014992718620871,8.801119804577146,False
1.02,132,float32,0.8777052760124207,-2.3385705947875977,1.9604510068893433,5.401959419250488,False
1.02,132,float64,-0.8221699568019609,2.390807174015219,-2.3762668698384446,6.7055881385906835,False
1.02,133,float32,-0.010324192233383656,0.5382217764854431,-0.3784390687942505,0.4012329876422882,False
1.02,133,float64,-0.8087477212834678,-2.350778473657756,2.178941979607968,6.205940621019664,False
1.02,134,float32,0.7690151929855347,-2.4204063415527344,2.6981282234191895,7.767754554748535,False
1.02,134,float64,0.9285462794200502,-2.2654194782837553,1.5493450658473464,4.1678310308478395,False
1.02,135,float32,1.0941131114959717,-2.0725111961364746,0.9610212445259094,2.314095973968506,False
1.02,135,float64,-0.03228769918005845,-0.2779391521610468,-0.6404111430446725,-0.3588679153021256,False
1.02,136,float32,-0.010634008795022964,0.07087978720664978,0.48427772521972656,-0.06966853141784668,False
1.02,136,float64,0.01135818861433166,-0.4425223204399833,-0.3044987693119295,-0.26795540254966904,False
1.02,137,float32,0.8550156950950623,-2.3354005813598633,2.078688144683838,5.798608779907227,False
1.02,137,float64,-0.8547054621757786,2.336557071160101,-2.078377221274154,5.803321391879967,False
1.02,138,float32,0.8746289610862732,2.3079943656921387,-1.7687381505966187,4.949486255645752,False
1.02,138,float64,0.893191024833238,-2.313391392618027,1.7882619653648832,4.914247460759314,False
1.02,139,float32,-1.0227831602096558,-2.1689693927764893,1.175806999206543,2.9945998191833496,False
1.02,139,float64,0.8323018801649313,2.3559953852326143,-2.139118764711408,6.00940147636656,False
1.02,140,float32,-0.9868032932281494,-2.2108051776885986,1.3314809799194336,3.454756259918213,False
1.02,140,float64,0.9367959834095198,2.2600219703028683,-1.5484144402371496,4.133592159365636,False
1.02,141,float32,0.7951804399490356,-2.3745884895324707,2.045628309249878,5.8997392654418945,False
1.02,141,float64,0.7124973430858261,2.4725676724192156,-3.604624901564663,10.500629718007085,False
1.02,142,float32,0.8620210886001587,-2.3401081562042236,1.8948254585266113,5.279377460479736,False
1.02,142,float64,0.8921302367672324,-2.3107367873032674,1.7133851275567336,4.708898725819508,False
1.02,143,float32,-0.038089506328105927,-0.416291207075119,-0.5221442580223083,-0.4335048496723175,False
1.02,143,float64,0.9148871902540548,-2.297647235517647,1.728833839277906,4.754017161119049,False
1.02,144,float32,0.918411135673523,2.269958019256592,-1.6924313306808472,4.584153175354004,False
1.02,144,float64,-0.8283558039161469,-2.3579649407772267,2.2880471804656293,6.449486515984443,False
1.02,145,float32,0.8510801792144775,2.3662824630737305,-2.3201327323913574,6.436830043792725,False
1.02,145,float64,-0.7850006432236271,-2.428155985054357,2.9424191482667594,8.388212797758758,False
