a,threshold,R_A,R_q1,diff,steps,beyond_two_steps,within_one_step,q1_frac_outside
1.01,glob,0.2006781499999999,0.27816977,0.0774916200000001,36.00000000000004,True,False,0.0
1.01,solve,0.3083053999999999,0.319068125,0.010762725000000084,5.000000000000039,True,False,0.0
1.02,glob,0.20067815,0.2781697700000001,0.0774916200000001,36.00000000000004,True,False,0.0
1.02,solve,0.3083054,0.3190681250000001,0.010762725000000084,5.000000000000039,True,False,0.0
1.03,glob,0.20067815,0.2781697700000001,0.0774916200000001,36.00000000000004,True,False,0.0
1.03,solve,0.3083053999999998,0.3190681250000001,0.010762725000000306,5.000000000000142,True,False,0.0
1.04,glob,0.202830695,0.27816977,0.07533907499999998,34.999999999999986,True,False,0.0
1.04,solve,0.3083053999999999,0.3190681249999998,0.010762724999999917,4.999999999999962,True,False,0.0
