a,seed,optimiser,cross_step,cross_w2,cross_R,local_rate,final_placed,final_solved,R_final
1.25,22,adam,4400.0,6.538241395921074,0.216567319538098,0.0021323634436495376,True,True,1.5168824658892552
1.25,23,adam,3375.0,7.194324913180159,0.23829888925569348,0.0027261622539428436,True,True,1.6414798378619406
1.25,24,adam,3475.0,7.3766431643776915,0.24433784875164535,0.002619245620041667,True,True,1.639322172934255
1.25,25,adam,5225.0,7.598973771418206,0.2517021445465484,0.0022787385945549077,True,True,1.4888934971199261
1.25,26,adam,3750.0,7.227113425413767,0.23938494891242387,0.0030127401864049005,True,True,1.6437517639305286
1.25,27,adam,4050.0,6.797023603526859,0.22513900810871268,0.0021529422048235463,True,True,1.5554212029326142
1.25,28,adam,4000.0,7.52277954882743,0.2491783499125558,0.002357668175819694,True,True,1.6018048179125104
1.25,29,adam,7350.0,6.754907387884674,0.22374398529165873,0.0028092734134136767,True,True,1.299624301432344
1.25,30,adam,3575.0,7.205964486203378,0.2386844288798161,0.0023483331078869548,True,True,1.6204766983472905
1.25,31,adam,2750.0,7.065545720994182,0.2340333134264808,0.0025144197664418266,True,True,1.694508798993401
1.25,32,adam,3850.0,7.413320050114308,0.245552703687705,0.002358581763046328,True,True,1.6097024006731946
1.25,33,adam,3225.0,7.109868198793921,0.23550141465296118,0.0024867651433150726,True,True,1.6465940562273538
1.25,34,adam,3250.0,6.1511221950775665,0.2037447021717965,0.0022425446236416665,True,True,1.607783807671297
1.25,35,adam,4550.0,6.91334962327145,0.2289920953171994,0.002186290160508062,True,True,1.5259708908872627
1.25,36,adam,3150.0,7.929946580223374,0.2626650150957525,0.002539529045077291,True,True,1.682226371579544
1.25,37,adam,4250.0,6.411962573756378,0.21238456390480226,0.0028557016749356204,True,True,1.553087943955131
1.25,38,adam,2650.0,7.566131910926705,0.2506143178260902,0.002535031222736199,True,True,1.7114321503185026
1.25,39,adam,2825.0,6.972191491611097,0.2309411248698374,0.002577470591575763,True,True,1.7006947816965714
1.25,40,adam,3150.0,7.160222672565548,0.2371693147427737,0.002441599941942159,True,True,1.6619545323062888
1.25,41,adam,4700.0,7.890073830088408,0.26134430298121836,0.0023089346747376905,True,True,1.5457577664376454
1.25,42,adam,3025.0,6.903525475602395,0.22866668834633397,0.002433182063106544,True,True,1.6536606565140746
1.25,43,adam,4475.0,7.445399150091541,0.24661526535751396,0.002285818245159212,True,True,1.5514755185923244
1.25,44,adam,2575.0,7.1126446727016255,0.23559338028646226,0.0028492628029350305,True,True,1.7296177457577255
