a,kind,n_seeds,median_own_over_pop,q25,q75,min,max,pop_quantile_in_seeds,seeds_with_more_than_one_sign_change,unresolved_evaluations,all_converged
1.3,glob,50,1.0628152332912988,0.9881384110970994,1.1207439596469102,0.8768127112232029,1.2220208827238332,0.32,0,20,True
1.3,solve,50,1.0688764467897978,1.016105998240985,1.131678768689534,0.9303539841688656,1.3321789973614777,0.16,0,20,True
1.45,glob,50,1.0630399136069113,0.9898081641468683,1.1193980129589634,0.8767547300215983,1.2223270842332614,0.3,0,18,True
1.45,solve,50,1.071150855365474,1.0176905754276826,1.134331197511664,0.9306961119751165,1.3360226438569205,0.16,0,18,True
1.6,glob,50,1.059190031152648,0.9890963239875389,1.1146808722741433,0.8732476012461058,1.2198205607476633,0.32,0,6,True
1.6,solve,50,1.0702945958429562,1.0158054503464204,1.1341656351039262,0.9288393533487299,1.3373269284064666,0.16,0,6,True
