act,R2,s,retained_loss,Gplus_lo,Gplus_hi,placed,is_cancelling_pair,linear_c,p0,p1,p2,p3,p4,sigma,final_cap,still_improving_at_final_cap,stalls,stall_locations,stall_local_min,stall_local_ok,audit_ok,ladder_500,ladder_ok,stricter_loss,stricter_ok,independent_loss,independent_ok
f1.30,0.001,0.001685100418911607,0.6922871697903527,0.8894736056836365,0.8894736056836365,True,True,-6.808196887508888e-05,1.7913151881748466,4.7123908052637145,1.7913176678842675,1.570795925844283,0.4999813427395856,-1,100000,45,16,"{""kink t=0"": 16}",0.6922887790794053,True,True,0.6922871697903636,True,0.6922871697903473,True,0.6922871697903473,True
f1.30,0.003,0.005055301256734821,0.6905695256247887,0.8896025833777514,0.8896025833777514,True,True,9.852152389466795e-07,1.7913040307533412,4.712389303615534,1.7913039254776604,1.5707960800696732,0.5000002603068519,-1,100000,0,1,"{""kink t=0"": 1}",0.6905839844940386,True,True,0.6905695256247887,True,0.6905695256247881,True,0.6905695256247881,True
f1.30,0.01,0.01685100418911607,0.6845827328907806,0.8895917469148911,0.8895917469148911,True,True,-5.678369197070765e-08,1.7912573661459563,-1.5707962419627695,1.7912573181970064,1.5707963654794928,0.49999997745768715,-1,100000,0,0,{},,True,True,0.6845827328907831,True,0.6845827328907805,True,0.6845827328907805,True
f1.30,0.02,0.03370200837823214,0.6760975221489255,0.8895722650667401,0.8895722650667401,True,True,3.540147207603539e-07,1.7911893751636543,4.712388967970355,1.7911893722735746,1.5707963879400284,0.5000000984177569,-1,100000,0,0,{},,True,True,0.6760975221489255,True,0.6760975221489255,True,0.6760975221489254,True
f1.50,0.001,0.0014604241148247121,0.6922871675820338,1.0263364446340466,1.0263364446340466,True,True,-6.566876256663967e-05,1.7913173798748663,1.5707949753727473,1.7913146579629295,4.712388181869807,-0.5000179498776093,1,100000,55,29,"{""kink t=0"": 29}",0.6922883765663943,True,True,0.692287167582048,True,0.6922871675820281,True,0.6922871675820281,True
f1.50,0.003,0.004381272344474136,0.6905695190120462,1.026453971245703,1.026453971245703,True,True,5.854837859309292e-06,1.7913047554295953,-1.5707961646918993,1.7913040290449398,1.570797148524659,0.5000015328621856,-1,100000,1,2,"{""kink t=0"": 2}",0.6905803853363346,True,True,0.6905695190120705,True,0.6905695190120454,True,0.6905695190120453,True
f1.50,0.01,0.01460424114824712,0.6845827109908045,1.0264519816071878,1.0264519816071878,True,True,-1.507356062191434e-08,1.7912572310090087,4.712388984794101,1.7912572850720923,1.5707963095794077,0.5000000033378738,-1,100000,0,0,{},,True,True,0.6845827109908045,True,0.6845827109908044,True,0.6845827109908044,True
f1.50,0.02,0.02920848229649424,0.6760974787560411,1.0264295180176306,1.0264295180176306,True,True,3.5390279085056875e-07,1.791189352816951,1.5707963792497208,1.7911893676788722,4.712389066725687,-0.49999990328442157,1,20000,0,0,{},,True,True,0.6760974787560413,True,0.6760974787560411,True,0.6760974787560411,True
