a,w2,solved,budget,opt,src,gstar,R
1.15,0.998157799243927,False,2000,adam,sweep,0.03165256267415195,0.01579712614963099
1.15,1.9207515716552737,False,2000,adam,sweep,0.03165256267415195,0.030398354751647205
1.15,2.646592855453491,False,2000,adam,sweep,0.03165256267415195,0.041885723115102205
1.15,3.0607783794403076,False,2000,adam,sweep,0.03165256267415195,0.04844073974346179
1.15,1.4655346870422363,False,2000,adam,sweep,0.03165256267415195,0.023193964266374024
1.15,0.2843084037303924,False,2000,adam,sweep,0.03165256267415195,0.004499544783932171
1.15,2.547356128692627,False,2000,adam,sweep,0.03165256267415195,0.04031517475841423
1.15,2.7162206172943115,False,2000,adam,sweep,0.03165256267415195,0.04298767166286595
1.15,0.3568046391010284,False,2000,adam,sweep,0.03165256267415195,0.0056468906007867345
1.15,3.117879867553711,False,2000,adam,sweep,0.03165256267415195,0.04934444395911021
1.15,4.678563594818115,False,2000,adam,sweep,0.03165256267415195,0.07404426370499302
1.15,2.8364500999450684,False,2000,adam,sweep,0.03165256267415195,0.044890457280307924
1.15,3.5590932369232178,False,2000,adam,sweep,0.03165256267415195,0.05632721087243125
1.15,2.9800312519073486,False,2000,adam,sweep,0.03165256267415195,0.04716281298596443
1.15,1.9791836738586424,False,2000,adam,sweep,0.03165256267415195,0.031323117640234495
1.15,4.5423665046691895,False,2000,adam,sweep,0.03165256267415195,0.07188877023900503
1.15,0.3345575928688049,False,2000,adam,sweep,0.03165256267415195,0.005294802588196629
1.15,5.550709247589111,False,2000,adam,sweep,0.03165256267415195,0.08784708617265459
1.15,4.190742015838623,False,2000,adam,sweep,0.03165256267415195,0.06632386215376695
1.15,3.8951361179351807,False,2000,adam,sweep,0.03165256267415195,0.061645520048648116
1.15,2.2205967903137207,False,2000,adam,sweep,0.03165256267415195,0.03514378953971285
1.15,3.751991033554077,False,2000,adam,sweep,0.03165256267415195,0.059380065671213296
1.15,2.2033958435058594,False,2000,adam,sweep,0.03165256267415195,0.03487156251626756
1.15,4.476257801055908,False,2000,adam,sweep,0.03165256267415195,0.07084251529679186
1.15,2.117936372756958,False,2000,adam,sweep,0.03165256267415195,0.03351905688927783
1.15,0.5748292803764343,False,2000,adam,sweep,0.03165256267415195,0.009097409912026375
1.15,2.703956365585327,False,2000,adam,sweep,0.03165256267415195,0.04279357416493085
1.15,0.7871164679527283,False,2000,adam,sweep,0.03165256267415195,0.012457126666865425
1.15,2.0736289024353027,False,2000,adam,sweep,0.03165256267415195,0.03281783439863317
1.15,1.0384758710861206,False,2000,adam,sweep,0.03165256267415195,0.016435211297573988
1.15,3.71347451210022,False,2000,adam,sweep,0.03165256267415195,0.05877049236655903
1.15,3.665923357009888,False,2000,adam,sweep,0.03165256267415195,0.058017934408196505
1.15,3.227562427520752,False,2000,adam,sweep,0.03165256267415195,0.05108031101091931
1.15,1.528022527694702,False,2000,adam,sweep,0.03165256267415195,0.02418291441268632
1.15,0.1133637204766273,False,2000,adam,sweep,0.03165256267415195,0.0017941261336807443
1.15,2.5967366695404053,False,2000,adam,sweep,0.03165256267415195,0.04109668509044814
1.15,0.7269089818000793,False,2000,adam,sweep,0.03165256267415195,0.011504266052415496
1.15,1.4716130495071411,False,2000,adam,sweep,0.03165256267415195,0.02329016214081233
1.15,0.1723736822605133,False,2000,adam,sweep,0.03165256267415195,0.002728034390562626
1.15,3.228108167648315,False,2000,adam,sweep,0.03165256267415195,0.051088948047715056
1.15,4.420188903808594,False,2000,adam,sweep,0.03165256267415195,0.06995515315469626
1.15,3.349151134490967,False,2000,adam,sweep,0.03165256267415195,0.05300460809484122
1.15,4.540586948394775,False,2000,adam,sweep,0.03165256267415195,0.07186060648075099
1.15,2.3940556049346924,False,2000,adam,sweep,0.03165256267415195,0.037888997540300055
1.15,0.2547158896923065,False,2000,adam,sweep,0.03165256267415195,0.004031205331294053
1.15,0.1993702352046966,False,2000,adam,sweep,0.03165256267415195,0.0031552894325885374
1.15,4.537011623382568,False,2000,adam,sweep,0.03165256267415195,0.07180402238123632
1.15,0.700964093208313,False,2000,adam,sweep,0.03165256267415195,0.011093654946303108
1.15,3.264270782470703,False,2000,adam,sweep,0.03165256267415195,0.05166126776377848
1.15,0.8320993185043335,False,2000,adam,sweep,0.03165256267415195,0.013169037915038772
1.15,5.435949325561523,False,2000,adam,sweep,0.03165256267415195,0.08603086336042508
1.15,3.2018280029296875,False,2000,adam,sweep,0.03165256267415195,0.050673030767293355
1.15,3.1053874492645264,False,2000,adam,sweep,0.03165256267415195,0.04914673543268514
1.15,0.3366080224514007,False,2000,adam,sweep,0.03165256267415195,0.005327253263632654
1.15,4.589115142822266,False,2000,adam,sweep,0.03165256267415195,0.07262862733854078
1.15,3.8061203956604,False,2000,adam,sweep,0.03165256267415195,0.06023673218450442
1.15,5.089261531829834,False,2000,adam,sweep,0.03165256267415195,0.08054408480069719
1.15,2.4886980056762695,False,2000,adam,sweep,0.03165256267415195,0.039386834800852547
1.15,0.2562662661075592,False,2000,adam,sweep,0.03165256267415195,0.00405574202462021
1.15,0.4994286894798279,False,2000,adam,sweep,0.03165256267415195,0.007904098947514912
1.15,2.0274102687835693,False,2000,adam,sweep,0.03165256267415195,0.03208636529944559
1.15,1.1672041416168213,False,2000,adam,sweep,0.03165256267415195,0.018472501123028083
1.15,3.1073739528656006,False,2000,adam,sweep,0.03165256267415195,0.04917817439755286
1.15,4.194587230682373,False,2000,adam,sweep,0.03165256267415195,0.06638471760568564
1.15,3.7284977436065674,False,2000,adam,sweep,0.03165256267415195,0.059008254254970506
1.15,0.5436528325080872,False,2000,adam,sweep,0.03165256267415195,0.008604002676971232
1.15,2.8355538845062256,False,2000,adam,sweep,0.03165256267415195,0.044876273522634166
1.15,4.060114860534668,False,2000,adam,sweep,0.03165256267415195,0.06425652004366464
1.15,4.7590651512146,False,2000,adam,sweep,0.03165256267415195,0.07531830398459627
1.15,4.992149829864502,False,2000,adam,sweep,0.03165256267415195,0.07900716768427157
1.15,3.5814366340637207,False,2000,adam,sweep,0.03165256267415195,0.05668082376160286
1.15,0.7084207534790039,False,2000,adam,sweep,0.03165256267415195,0.01121166614958206
1.15,3.4035863876342773,False,2000,adam,sweep,0.03165256267415195,0.0538661157257422
1.15,2.6220669746398926,False,2000,adam,sweep,0.03165256267415195,0.041497569625306596
1.15,4.881355285644531,False,2000,adam,sweep,0.03165256267415195,0.07725370205683321
1.15,4.133940696716309,False,2000,adam,sweep,0.03165256267415195,0.06542490849702016
1.15,2.3055474758148193,False,2000,adam,sweep,0.03165256267415195,0.0364882429882307
1.15,2.967474937438965,False,2000,adam,sweep,0.03165256267415195,0.04696409322063099
1.15,0.2040417343378067,False,2000,adam,sweep,0.03165256267415195,0.0032292218921350447
1.15,3.4044594764709473,False,2000,adam,sweep,0.03165256267415195,0.0538799334753036
1.15,1.470913648605347,False,2000,adam,sweep,0.03165256267415195,0.02327909322537313
1.15,2.418652057647705,False,2000,adam,sweep,0.03165256267415195,0.038278267920830285
1.15,0.2294108271598816,False,2000,adam,sweep,0.03165256267415195,0.0036307202924035966
1.15,3.319005012512207,False,2000,adam,sweep,0.03165256267415195,0.05252750708718356
1.15,2.978766441345215,False,2000,adam,sweep,0.03165256267415195,0.04714279573816999
1.15,4.339229583740234,False,2000,adam,sweep,0.03165256267415195,0.06867386817843603
1.15,2.473294973373413,False,2000,adam,sweep,0.03165256267415195,0.03914306207818347
1.15,3.7721028327941895,False,2000,adam,sweep,0.03165256267415195,0.059698360664182104
1.15,3.663862705230713,False,2000,adam,sweep,0.03165256267415195,0.05798532195340153
1.15,3.9185309410095215,False,2000,adam,sweep,0.03165256267415195,0.06201577310045375
1.15,2.4390547275543213,False,2000,adam,sweep,0.03165256267415195,0.03860116631479989
1.15,2.2886033058166504,False,2000,adam,sweep,0.03165256267415195,0.036220079786816434
1.15,3.60380220413208,False,2000,adam,sweep,0.03165256267415195,0.0570347875657688
1.15,3.3051445484161377,False,2000,adam,sweep,0.03165256267415195,0.052308147482936725
1.15,3.4705207347869873,False,2000,adam,sweep,0.03165256267415195,0.0549254375348945
1.15,5.693472385406494,False,2000,adam,sweep,0.03165256267415195,0.09010649575631624
1.15,0.2942150831222534,False,2000,adam,sweep,0.03165256267415195,0.004656330679103976
1.15,4.759613513946533,False,2000,adam,sweep,0.03165256267415195,0.07532698252746663
1.15,3.285252094268799,False,2000,adam,sweep,0.03165256267415195,0.05199332390711606
1.15,0.6453244686126709,False,2000,adam,sweep,0.03165256267415195,0.010213086593963186
1.15,0.7331113219261169,False,2000,adam,sweep,0.03165256267415195,0.011602426032198403
1.15,2.1570239067077637,False,2000,adam,sweep,0.03165256267415195,0.034137667198355794
1.15,4.230299949645996,False,2000,adam,sweep,0.03165256267415195,0.06694991714331587
1.15,4.1932783126831055,False,2000,adam,sweep,0.03165256267415195,0.06636400230118207
1.15,0.3155206143856048,False,2000,adam,sweep,0.03165256267415195,0.004993518010913643
1.15,2.876659154891968,False,2000,adam,sweep,0.03165256267415195,0.04552681709619551
1.15,4.080796241760254,False,2000,adam,sweep,0.03165256267415195,0.06458382940138009
1.15,0.8730982542037964,False,2000,adam,sweep,0.03165256267415195,0.013817898605939159
1.15,3.683642864227295,False,2000,adam,sweep,0.03165256267415195,0.05829836831457353
1.15,4.174050331115723,False,2000,adam,sweep,0.03165256267415195,0.06605969485535255
1.15,3.4063310623168945,False,2000,adam,sweep,0.03165256267415195,0.05390955371944805
1.15,2.9036245346069336,False,2000,adam,sweep,0.03165256267415195,0.04595357878192563
1.15,0.3650217354297638,False,2000,adam,sweep,0.03165256267415195,0.005776936679059155
1.15,4.197468280792236,False,2000,adam,sweep,0.03165256267415195,0.06643031391527054
1.15,1.0986015796661377,False,2000,adam,sweep,0.03165256267415195,0.017386777677152382
1.15,0.4826359748840332,False,2000,adam,sweep,0.03165256267415195,0.007638332721908644
1.15,3.2086942195892334,False,2000,adam,sweep,0.03165256267415195,0.05078169744386865
1.15,2.8079559803009033,False,2000,adam,sweep,0.03165256267415195,0.044439501326367065
1.15,1.5182665586471558,False,2000,adam,sweep,0.03165256267415195,0.024028513701824048
1.15,1.7860232591629028,False,2000,adam,sweep,0.03165256267415195,0.028266106574073458
1.15,3.4044296741485596,False,2000,adam,sweep,0.03165256267415195,0.053879461815364994
1.15,2.9091804027557373,False,2000,adam,sweep,0.03165256267415195,0.0460415075143203
1.15,0.5126966238021851,False,2000,adam,sweep,0.03165256267415195,0.008114081008862383
1.15,2.51220440864563,False,2000,adam,sweep,0.03165256267415195,0.03975885374746832
1.15,3.515644073486328,False,2000,adam,sweep,0.03165256267415195,0.05563957218801843
1.15,3.5627052783966064,False,2000,adam,sweep,0.03165256267415195,0.05638437605699028
1.15,4.3411478996276855,False,2000,adam,sweep,0.03165256267415195,0.06870422798536421
1.15,1.6654703617095947,False,2000,adam,sweep,0.03165256267415195,0.026358202502977733
1.15,0.3119818568229675,False,2000,adam,sweep,0.03165256267415195,0.004937512638143639
1.15,5.573637008666992,False,2000,adam,sweep,0.03165256267415195,0.08820994736990238
1.15,5.140148639678955,False,2000,adam,sweep,0.03165256267415195,0.08134943848594751
1.15,4.240959644317627,False,2000,adam,sweep,0.03165256267415195,0.06711862047015643
1.15,3.175868511199951,False,2000,adam,sweep,0.03165256267415195,0.05026218854781105
1.15,2.5237910747528076,False,2000,adam,sweep,0.03165256267415195,0.03994222758503928
1.15,2.742504596710205,False,2000,adam,sweep,0.03165256267415195,0.043403649315759796
1.15,1.2921103239059448,False,2000,adam,sweep,0.03165256267415195,0.02044930150467585
1.15,0.2463613450527191,False,2000,adam,sweep,0.03165256267415195,0.003898983957384783
1.15,0.2079482674598693,False,2000,adam,sweep,0.03165256267415195,0.003291047784377413
1.15,4.375555992126465,False,2000,adam,sweep,0.03165256267415195,0.06924878013752203
1.15,0.1051554754376411,False,2000,adam,sweep,0.03165256267415195,0.0016642201384100906
1.15,0.3676142394542694,False,2000,adam,sweep,0.03165256267415195,0.005817966377118483
1.15,3.0179226398468018,False,2000,adam,sweep,0.03165256267415195,0.0477624927517465
1.15,2.7306039333343506,False,2000,adam,sweep,0.03165256267415195,0.043215306069075685
1.15,3.967041492462158,False,2000,adam,sweep,0.03165256267415195,0.06278351473555988
1.15,2.708688497543335,False,2000,adam,sweep,0.03165256267415195,0.04286846621662245
1.15,1.846458911895752,False,2000,adam,sweep,0.03165256267415195,0.029222578217013354
1.15,2.2618706226348877,False,2000,adam,sweep,0.03165256267415195,0.03579700082188694
1.15,3.503138780593872,False,2000,adam,sweep,0.03165256267415195,0.05544165990449989
1.15,5.340224742889404,False,2000,adam,sweep,0.03165256267415195,0.08451589918418193
1.15,1.8624159097671509,False,2000,adam,sweep,0.03165256267415195,0.029475118154621234
1.15,0.9754788875579834,False,2000,adam,sweep,0.03165256267415195,0.015438203312870546
1.15,6.042585849761963,False,2000,adam,sweep,0.03165256267415195,0.09563166366176713
1.15,4.2472124099731445,False,2000,adam,sweep,0.03165256267415195,0.06721757849855546
1.15,2.1932430267333984,False,2000,adam,sweep,0.03165256267415195,0.03471088118166281
1.15,1.7101812362670898,False,2000,adam,sweep,0.03165256267415195,0.027065809382551365
1.15,0.4379633665084839,False,2000,adam,sweep,0.03165256267415195,0.006931331453696184
1.15,0.5826137065887451,False,2000,adam,sweep,0.03165256267415195,0.009220608431310116
1.15,3.376784563064575,False,2000,adam,sweep,0.03165256267415195,0.05344194250975514
1.15,0.334198921918869,False,2000,adam,sweep,0.03165256267415195,0.005289126160835508
1.15,5.065876483917236,False,2000,adam,sweep,0.03165256267415195,0.08017398645335143
1.15,3.125075101852417,False,2000,adam,sweep,0.03165256267415195,0.04945831776140771
1.15,1.81877601146698,False,2000,adam,sweep,0.03165256267415195,0.028784460846601346
1.15,3.6007840633392334,False,2000,adam,sweep,0.03165256267415195,0.05698702162046631
1.15,4.800871849060059,False,2000,adam,sweep,0.03165256267415195,0.07597994854647264
1.15,0.3755326867103576,False,2000,adam,sweep,0.03165256267415195,0.005943285951146132
1.15,2.1321635246276855,False,2000,adam,sweep,0.03165256267415195,0.03374421979740927
1.15,1.7176676988601685,False,2000,adam,sweep,0.03165256267415195,0.02718429224576892
1.15,3.678858757019043,False,2000,adam,sweep,0.03165256267415195,0.058222653687949
1.15,2.78531265258789,False,2000,adam,sweep,0.03165256267415195,0.044081141651573306
1.15,4.541925430297852,False,2000,adam,sweep,0.03165256267415195,0.07188178967191367
1.15,4.695342063903809,False,2000,adam,sweep,0.03165256267415195,0.07430980447714863
1.15,2.7316274642944336,False,2000,adam,sweep,0.03165256267415195,0.04323150475800717
1.15,3.0896050930023193,False,2000,adam,sweep,0.03165256267415195,0.04889695942231749
1.15,4.884420394897461,False,2000,adam,sweep,0.03165256267415195,0.07730221133819895
1.15,3.1909608840942383,False,2000,adam,sweep,0.03165256267415195,0.0505010446872801
1.15,0.6389622092247009,False,2000,adam,sweep,0.03165256267415195,0.010112395686949719
1.15,1.049551248550415,False,2000,adam,sweep,0.03165256267415195,0.016610493337238224
1.15,3.2767086029052734,False,2000,adam,sweep,0.03165256267415195,0.051858112209196026
1.15,2.835703611373902,False,2000,adam,sweep,0.03165256267415195,0.044878643142165726
1.25,0.1345161497592926,False,2000,adam,sweep,0.06624635170956061,0.004455602083785012
1.25,3.7140841484069824,False,2000,adam,sweep,0.06624635170956061,0.12302226238713644
1.25,5.272712707519531,False,2000,adam,sweep,0.06624635170956061,0.17464899024290423
1.25,3.2361056804656982,False,2000,adam,sweep,0.06624635170956061,0.10719009753871882
1.25,0.6782063841819763,False,2000,adam,sweep,0.06624635170956061,0.022464349329094295
1.25,4.22374963760376,False,2000,adam,sweep,0.06624635170956061,0.13990400201291392
1.25,0.7338951826095581,False,2000,adam,sweep,0.06624635170956061,0.0243089391925525
1.25,5.387142658233643,False,2000,adam,sweep,0.06624635170956061,0.1784392736234616
1.25,0.6549157500267029,False,2000,adam,sweep,0.06624635170956061,0.02169288955819982
1.25,3.897718667984009,False,2000,adam,sweep,0.06624635170956061,0.12910482087209438
1.25,4.977720260620117,False,2000,adam,sweep,0.06624635170956061,0.164877903548423
1.25,0.5019962191581726,False,2000,adam,sweep,0.06624635170956061,0.016627709045610985
1.25,4.866057872772217,False,2000,adam,sweep,0.06624635170956061,0.1611792906393723
1.25,0.5990753173828125,False,2000,adam,sweep,0.06624635170956061,0.019843277087929222
1.25,0.5040199160575867,False,2000,adam,sweep,0.06624635170956061,0.01669474031388705
1.25,3.0303754806518555,False,2000,adam,sweep,0.06624635170956061,0.10037565995164581
1.25,0.3255179524421692,False,2000,adam,sweep,0.06624635170956061,0.010782188382629983
1.25,0.859085738658905,False,2000,adam,sweep,0.06624635170956061,0.028455647995932747
1.25,3.9064884185791016,False,2000,adam,sweep,0.06624635170956061,0.1293953028632582
1.25,4.493669033050537,False,2000,adam,sweep,0.06624635170956061,0.1488445896149135
1.25,2.9077279567718506,False,2000,adam,sweep,0.06624635170956061,0.09631318445001504
1.25,0.9839862585067748,False,2000,adam,sweep,0.06624635170956061,0.03259274987920722
1.25,2.3116791248321533,False,2000,adam,sweep,0.06624635170956061,0.07657015417164005
1.25,3.063464879989624,False,2000,adam,sweep,0.06624635170956061,0.10147168594483977
1.25,3.4679741859436035,False,2000,adam,sweep,0.06624635170956061,0.11487031882084855
1.25,1.6624757051467896,False,2000,adam,sweep,0.06624635170956061,0.05506647513587701
1.25,0.3378886282444,False,2000,adam,sweep,0.06624635170956061,0.01119194445266975
1.25,2.9869844913482666,False,2000,adam,sweep,0.06624635170956061,0.09893841258243014
1.25,3.257817268371582,False,2000,adam,sweep,0.06624635170956061,0.10790925428301192
1.25,0.3531687557697296,False,2000,adam,sweep,0.06624635170956061,0.011698070803774711
1.25,3.76298451423645,False,2000,adam,sweep,0.06624635170956061,0.12464199780386899
1.25,5.196207523345947,False,2000,adam,sweep,0.06624635170956061,0.17211489557372026
1.25,3.4464995861053467,False,2000,adam,sweep,0.06624635170956061,0.11415901187399494
1.25,4.0903706550598145,False,2000,adam,sweep,0.06624635170956061,0.13548606651877915
1.25,3.5494320392608643,False,2000,adam,sweep,0.06624635170956061,0.11756846162102909
1.25,2.3824644088745117,False,2000,adam,sweep,0.06624635170956061,0.07891478758290567
1.25,5.016494274139404,False,2000,adam,sweep,0.06624635170956061,0.166162222016818
1.25,0.3227907717227936,False,2000,adam,sweep,0.06624635170956061,0.010691855496074338
1.25,5.920905590057373,False,2000,adam,sweep,0.06624635170956061,0.19611919707902212
1.25,4.882654666900635,False,2000,adam,sweep,0.06624635170956061,0.1617290291699135
1.25,4.442855358123779,False,2000,adam,sweep,0.06624635170956061,0.14716147932448687
1.25,2.682729721069336,False,2000,adam,sweep,0.06624635170956061,0.08886052832182534
1.25,4.482011795043945,False,2000,adam,sweep,0.06624635170956061,0.14845846487044015
1.25,2.6081831455230713,False,2000,adam,sweep,0.06624635170956061,0.08639130899063474
1.25,5.434735298156738,False,2000,adam,sweep,0.06624635170956061,0.18001569300502754
1.25,2.5128769874572754,False,2000,adam,sweep,0.06624635170956061,0.0832344663569779
1.25,0.565950334072113,False,2000,adam,sweep,0.06624635170956061,0.01874607244054226
1.25,3.2658615112304688,False,2000,adam,sweep,0.06624635170956061,0.10817570515384539
1.25,0.7258987426757812,False,2000,adam,sweep,0.06624635170956061,0.02404407170641382
1.25,2.4914395809173584,False,2000,adam,sweep,0.06624635170956061,0.08252439137028582
1.25,1.0249749422073364,False,2000,adam,sweep,0.06624635170956061,0.033950425257476886
1.25,4.326132297515869,False,2000,adam,sweep,0.06624635170956061,0.1432952408616629
1.25,4.03743314743042,False,2000,adam,sweep,0.06624635170956061,0.13373260814425694
1.25,3.8140947818756104,False,2000,adam,sweep,0.06624635170956061,0.12633493218686578
1.25,1.5120117664337158,False,2000,adam,sweep,0.06624635170956061,0.05008263163408098
1.25,0.1093557626008987,False,2000,adam,sweep,0.06624635170956061,0.0036222101553631753
1.25,3.1923041343688965,False,2000,adam,sweep,0.06624635170956061,0.10573925122464319
1.25,0.7279508113861084,False,2000,adam,sweep,0.06624635170956061,0.024112042739172078
1.25,1.5865163803100586,False,2000,adam,sweep,0.06624635170956061,0.05255046106149958
1.25,0.1674928516149521,False,2000,adam,sweep,0.06624635170956061,0.005547895178460682
1.25,3.8876500129699703,False,2000,adam,sweep,0.06624635170956061,0.12877131504144326
1.25,5.000682353973389,False,2000,adam,sweep,0.06624635170956061,0.1656384810045573
1.25,3.9085865020751953,False,2000,adam,sweep,0.06624635170956061,0.12946479805185732
1.25,5.092803955078125,False,2000,adam,sweep,0.06624635170956061,0.1686898409979734
1.25,2.8035731315612793,False,2000,adam,sweep,0.06624635170956061,0.09286324585844138
1.25,0.2429712265729904,False,2000,adam,sweep,0.06624635170956061,0.00804797866542883
1.25,0.1947171986103058,False,2000,adam,sweep,0.06624635170956061,0.006449652011519342
1.25,5.134880542755127,False,2000,adam,sweep,0.06624635170956061,0.17008355121096783
1.25,0.6920322179794312,False,2000,adam,sweep,0.06624635170956061,0.022922304853306357
1.25,3.886082172393799,False,2000,adam,sweep,0.06624635170956061,0.12871938318232648
1.25,0.8282971978187561,False,2000,adam,sweep,0.06624635170956061,0.02743583374337241
1.25,5.723371505737305,False,2000,adam,sweep,0.06624635170956061,0.1895762408667755
1.25,3.502439498901367,False,2000,adam,sweep,0.06624635170956061,0.1160119194428386
1.25,3.6450304985046382,False,2000,adam,sweep,0.06624635170956061,0.12073498619800666
1.25,0.3352946937084198,False,2000,adam,sweep,0.06624635170956061,0.011106025102878688
1.25,5.09816312789917,False,2000,adam,sweep,0.06624635170956061,0.16886735382176102
1.25,4.414679527282715,False,2000,adam,sweep,0.06624635170956061,0.14622820632468375
1.25,5.492188453674316,False,2000,adam,sweep,0.06624635170956061,0.1819187239786483
1.25,2.9726085662841797,False,2000,adam,sweep,0.06624635170956061,0.09846223628845724
1.25,0.2577458620071411,False,2000,adam,sweep,0.06624635170956061,0.008537361513104474
1.25,0.4940430521965027,False,2000,adam,sweep,0.06624635170956061,0.016364274897737164
1.25,2.4639244079589844,False,2000,adam,sweep,0.06624635170956061,0.08161300145771089
1.25,1.1534727811813354,False,2000,adam,sweep,0.06624635170956061,0.0382066817747719
1.25,3.679494857788086,False,2000,adam,sweep,0.06624635170956061,0.12187655523127462
1.25,4.813804626464844,False,2000,adam,sweep,0.06624635170956061,0.15944849717295004
1.25,4.395377159118652,False,2000,adam,sweep,0.06624635170956061,0.1455888505895718
1.25,0.5577996373176575,False,2000,adam,sweep,0.06624635170956061,0.018476095478605445
1.25,3.4575271606445312,False,2000,adam,sweep,0.06624635170956061,0.11452428016470804
1.25,4.6120219230651855,False,2000,adam,sweep,0.06624635170956061,0.15276481320379018
1.25,5.264715194702148,False,2000,adam,sweep,0.06624635170956061,0.1743840872194532
1.25,5.488440990447998,False,2000,adam,sweep,0.06624635170956061,0.18179459609519363
1.25,4.175014019012451,False,2000,adam,sweep,0.06624635170956061,0.13828972354792252
1.25,0.6928110122680664,False,2000,adam,sweep,0.06624635170956061,0.02294810099348352
1.25,4.008984565734863,False,2000,adam,sweep,0.06624635170956061,0.13279030076993595
1.25,3.166477918624878,False,2000,adam,sweep,0.06624635170956061,0.10488380493889056
1.25,5.292474269866943,False,2000,adam,sweep,0.06624635170956061,0.17530355594770278
1.25,4.832146644592285,False,2000,adam,sweep,0.06624635170956061,0.16005604306491686
1.25,2.794060707092285,False,2000,adam,sweep,0.06624635170956061,0.09254816414994957
1.25,2.280395030975342,False,2000,adam,sweep,0.06624635170956061,0.07553392562936344
1.25,0.2042498886585235,False,2000,adam,sweep,0.06624635170956061,0.006765404980355572
1.25,4.062349796295166,False,2000,adam,sweep,0.06624635170956061,0.13455792668631575
1.25,1.6371564865112305,False,2000,adam,sweep,0.06624635170956061,0.05422782220450575
1.25,2.931952476501465,False,2000,adam,sweep,0.06624635170956061,0.09711557747701664
1.25,0.2255422621965408,False,2000,adam,sweep,0.06624635170956061,0.00747067601342099
1.25,3.853747129440307,False,2000,adam,sweep,0.06624635170956061,0.1276483438683061
1.25,3.5466041564941406,False,2000,adam,sweep,0.06624635170956061,0.1174747931628502
1.25,4.9530158042907715,False,2000,adam,sweep,0.06624635170956061,0.16405961349702936
1.25,2.9458611011505127,False,2000,adam,sweep,0.06624635170956061,0.09757627529716519
1.25,4.353461742401123,False,2000,adam,sweep,0.06624635170956061,0.1442004788706107
1.25,4.208580017089844,False,2000,adam,sweep,0.06624635170956061,0.1394015360049812
1.25,4.551999092102051,False,2000,adam,sweep,0.06624635170956061,0.15077666641849652
1.25,2.9413504600524902,False,2000,adam,sweep,0.06624635170956061,0.0974268685388576
1.25,2.778564691543579,False,2000,adam,sweep,0.06624635170956061,0.09203488690188137
1.25,4.271510124206543,False,2000,adam,sweep,0.06624635170956061,0.1414859810095678
1.25,3.9496259689331055,False,2000,adam,sweep,0.06624635170956061,0.13082415552957832
1.25,4.455282211303711,False,2000,adam,sweep,0.06624635170956061,0.1475730961676873
1.25,6.290322303771973,False,2000,adam,sweep,0.06624635170956061,0.20835545185108584
1.25,0.289201945066452,False,2000,adam,sweep,0.06624635170956061,0.009579286883980605
1.25,5.190169811248779,False,2000,adam,sweep,0.06624635170956061,0.17191490737416523
1.25,3.952060461044311,False,2000,adam,sweep,0.06624635170956061,0.13090479363989485
1.25,0.642326295375824,False,2000,adam,sweep,0.06624635170956061,0.021275886837882976
1.25,0.7299062609672546,False,2000,adam,sweep,0.06624635170956061,0.02417681343952354
1.25,2.308391571044922,False,2000,adam,sweep,0.06624635170956061,0.07646125994941354
1.25,4.856341361999512,False,2000,adam,sweep,0.06624635170956061,0.16085744894435314
1.25,4.832625865936279,False,2000,adam,sweep,0.06624635170956061,0.16007191639776733
1.25,0.3092592358589172,False,2000,adam,sweep,0.06624635170956061,0.010243648054069894
1.25,3.405545234680176,False,2000,adam,sweep,0.06624635170956061,0.11280247368972053
1.25,4.7170586585998535,False,2000,adam,sweep,0.06624635170956061,0.15624396346611705
1.25,0.8285471796989441,False,2000,adam,sweep,0.06624635170956061,0.027444113937150384
1.25,4.366240501403809,False,2000,adam,sweep,0.06624635170956061,0.14462375195226249
1.25,4.82181453704834,False,2000,adam,sweep,0.06624635170956061,0.15971381084978825
1.25,3.9919075965881343,False,2000,adam,sweep,0.06624635170956061,0.13222465731782218
1.25,3.418464183807373,False,2000,adam,sweep,0.06624635170956061,0.11323039031351964
1.25,0.355312317609787,False,2000,adam,sweep,0.06624635170956061,0.011769072379558527
1.25,4.715446472167969,False,2000,adam,sweep,0.06624635170956061,0.15619056273142304
1.25,1.145729899406433,False,2000,adam,sweep,0.06624635170956061,0.037950212940119035
1.25,0.4814399182796478,False,2000,adam,sweep,0.06624635170956061,0.015946819076687834
1.25,3.812918186187744,False,2000,adam,sweep,0.06624635170956061,0.1262959596009866
1.25,3.4319255352020264,False,2000,adam,sweep,0.06624635170956061,0.11367627302300774
1.25,1.7645642757415771,False,2000,adam,sweep,0.06624635170956061,0.05844797281245131
1.25,2.112454414367676,False,2000,adam,sweep,0.06624635170956061,0.06997119905230748
1.25,4.053229808807373,False,2000,adam,sweep,0.06624635170956061,0.13425584373696417
1.25,3.4941539764404297,False,2000,adam,sweep,0.06624635170956061,0.11573747662531624
1.25,0.5058408975601196,False,2000,adam,sweep,0.06624635170956061,0.016755057004423753
1.25,3.0618736743927,False,2000,adam,sweep,0.06624635170956061,0.10141898016203174
1.25,4.118478775024414,False,2000,adam,sweep,0.06624635170956061,0.13641709671931385
1.25,4.167872428894043,False,2000,adam,sweep,0.06624635170956061,0.13805317140254772
1.25,5.031348705291748,False,2000,adam,sweep,0.06624635170956061,0.1666542479520998
1.25,1.9879075288772583,False,2000,adam,sweep,0.06624635170956061,0.06584581066204319
