a,lr,rate,w2_reached,width,step_b2,ratio
1.25,0.03,0.5,10.250747680664062,0.6783951663044543,0.017227649688720703,39.37827727879872
1.25,0.01,0.0,3.149785280227661,0.20845300026592212,0.005746364593505859,36.27563077036587
1.25,0.003,0.0,0.9529244303703308,0.0630646024617376,0.001571059226989746,40.14145449027633
1.25,0.001,0.0,0.5580309927463531,0.03693052837904579,2.855435013771057e-05,1293.3415819634831
1.45,0.03,0.875,10.428637027740479,1.577979161978419,0.013477802276611328,117.07985690788485
1.45,0.01,0.175,3.6580358743667603,0.5535051577848338,0.006456732749938965,85.7252699192275
1.45,0.003,0.0,0.9734849631786346,0.1473000721291804,0.0018347501754760742,80.28344899378986
1.45,0.001,0.0,0.580309271812439,0.0878078253166802,2.500973641872406e-05,3510.9456511881126
