representation,subsample,two_nn,mle_k10,mle_k20,pca_95_linear_reference
flatten512_gelu_seed0,sub1,45.25152327273944,26.04864864590685,26.324281326583762,364
flatten512_gelu_seed0,sub2,45.29545232955138,25.607757656297135,25.811516727307296,364
flatten512_gelu_seed1,sub1,45.16938602694094,26.28277795497665,26.554905167666277,368
flatten512_gelu_seed1,sub2,47.45751303084209,26.898894934771683,26.94352178646397,370
flatten512_tanh_seed0,sub1,48.555935757632106,28.68514678357594,29.29283021380047,398
flatten512_tanh_seed0,sub2,48.02544290362943,28.61119051947042,28.981166031865005,397
flatten512_tanh_seed1,sub1,49.886127224190346,28.92853521130005,29.452083389140952,398
flatten512_tanh_seed1,sub2,51.004971789091734,29.851830188899584,30.322479726915606,398
