family,window,a,seed,stored_cross_step,stored_cross_w2,cross_step,cross_w2,G_cross,reproduced,prev_step,G_prev,w2_prev,cross_w2_interp
Block G other windows (B2),G2_narrow_gap,1.3,31,5350,13.707794686612793,5350,13.707794686612793,0.00016440086748525928,True,5300,-0.0004679913573237826,13.583512378712602,13.675485435438759
Block G other windows (B2),G2_narrow_gap,1.3,32,7200,15.854766476568436,7200,15.854766476568436,0.00028434812860744785,True,7150,-0.00013710218185680745,15.730015004034291,15.770597959247777
Block G other windows (B2),G2_narrow_gap,1.3,33,5850,13.60069238082658,5850,13.60069238082658,0.000620723735154538,True,5800,-1.3142313893599322e-05,13.478092459960623,13.480634395509577
Block G other windows (B2),G2_narrow_gap,1.3,34,4950,10.42958695171416,4950,10.42958695171416,0.0004281869358346846,True,4900,-0.0005704308246476941,10.307796855210404,10.37736584139487
Block G other windows (B2),G2_narrow_gap,1.3,35,7750,14.682040783718671,7750,14.682040783718671,0.00028068293018534973,True,7700,-0.0001947109892252996,14.557703960365119,14.608629613563028
Block G other windows (B2),G2_narrow_gap,1.3,36,7550,18.92202323830594,7550,18.92202323830594,0.00024043167130516352,True,7500,-0.000570211192912673,18.798225960720906,18.885305729688234
Block G other windows (B2),G2_narrow_gap,1.3,37,6950,11.045141900582182,6950,11.045141900582182,0.0008332049801005326,True,6900,-0.00014037579946180045,10.91697760391681,10.935456980240312
Block G other windows (B2),G2_narrow_gap,1.3,38,5650,15.11375313758218,5650,15.11375313758218,0.0003301846891416993,True,5600,-0.00020094486739807849,14.990879189475871,15.037366696911453
Block G other windows (B2),G2_narrow_gap,1.3,39,5100,12.938410888124587,5100,12.938410888124587,6.019433343329439e-05,True,5050,-0.0006539878274711697,12.8109856753488,12.927670945060312
Block G other windows (B2),G2_narrow_gap,1.5,0,4850,5.729816529124992,4850,5.729816529124992,0.000621294870236877,True,4800,-0.0024401420110624628,5.615082435322618,5.706532134677364
Block G other windows (B2),G2_narrow_gap,1.5,1,3050,6.565934236955259,3050,6.565934236955259,0.0006641286532649282,True,3000,-0.0016839242544461897,6.462548415595569,6.536692354849106
Block G other windows (B2),G2_narrow_gap,1.5,2,2250,6.082859241350721,2250,6.082859241350721,0.0018850674812429524,True,2200,-0.0009973893865207195,5.9696414525760355,6.00881713709437
Block G other windows (B2),G2_narrow_gap,1.5,3,4150,8.383332054113286,4150,8.383332054113286,0.0007054412511413588,True,4100,-0.0009553714090566601,8.283103762433502,8.340759418934844
Block G other windows (B2),G2_narrow_gap,1.5,5,3250,7.344338319241001,3250,7.344338319241001,0.00046805457902987513,True,3200,-0.001293243990102333,7.239199345615019,7.316398264725208
Block G other windows (B2),G2_narrow_gap,1.5,6,6150,6.008930652048374,6150,6.008930652048374,0.003245958373427893,True,6100,-0.00011099338291797878,5.867717319346933,5.872386360383946
Block G other windows (B2),G2_narrow_gap,1.5,7,2450,6.50978557854366,2450,6.50978557854366,0.0012689231490954356,True,2400,-0.0011305965238679327,6.399841661125429,6.451644616631088
Block G other windows (B2),G2_narrow_gap,1.5,9,3950,8.581055331342458,3950,8.581055331342458,4.97371371892541e-05,True,3900,-0.0012528061047394345,8.479730230605307,8.577186269438137
Block G other windows (B2),G2_narrow_gap,1.5,10,2750,6.957565405401318,2750,6.957565405401318,0.0016582241226474892,True,2700,-0.00033980489095686295,6.850084764374477,6.868364002191057
Block G other windows (B2),G2_narrow_gap,1.5,11,4500,8.112229773189533,4500,8.112229773189533,0.0012773674669794843,True,4450,-0.0003128282444042618,7.991902087842555,8.01557332421356
Block G other windows (B2),G2_narrow_gap,1.5,12,2450,6.23494717781164,2450,6.23494717781164,0.0017270781241665034,True,2400,-0.0004870943147685658,6.124937572843486,6.149138512304052
Block G other windows (B2),G2_narrow_gap,1.5,13,4900,7.61269311351977,4900,7.61269311351977,0.0005685864779594318,True,4850,-0.001347913690254554,7.502750354448169,7.580075341189533
Block G other windows (B2),G2_narrow_gap,1.5,14,4100,5.796511485944186,4100,5.796511485944186,0.00027404946741915737,True,4050,-0.002935680417874398,5.678806893167741,5.786461767707468
Block G other windows (B2),G2_narrow_gap,1.5,15,3600,6.207099883776284,3600,6.207099883776284,0.0013318306554421788,True,3550,-0.0015095574237977694,6.091815320631663,6.1530630852069255
Block G other windows (B2),G2_narrow_gap,1.5,16,3900,6.442047580881905,3900,6.442047580881905,0.0001566949865150491,True,3850,-0.0028140694572451608,6.300651156322517,6.434589530518421
Block G other windows (B2),G2_narrow_gap,1.5,18,3250,7.151247456937947,3250,7.151247456937947,0.0007412090436096364,True,3200,-0.0010899123169654246,7.048083943015784,7.109488493749597
Block G other windows (B2),G2_narrow_gap,1.5,19,2600,6.2253786009531735,2600,6.2253786009531735,0.0021175504152015634,True,2550,-0.00043161126980439946,6.115413913382693,6.13403258269469
Block G other windows (B2),G2_narrow_gap,1.5,20,4150,7.75599990704108,4150,7.75599990704108,0.0005912581422062857,True,4100,-0.0010291559428328156,7.6559571461830735,7.719496214884723
Block G other windows (B2),G2_narrow_gap,1.5,21,9800,7.507043607112319,9800,7.507043607112319,0.0017777597930925815,True,9750,-0.00020954144115137296,7.386577219509777,7.399279219605973
Block G other windows (B2),G2_narrow_gap,1.5,22,4100,6.797995077782104,4100,6.797995077782104,0.0010725542021989831,True,4050,-0.0005769043973291588,6.701161844836437,6.735029635098002
Block G other windows (B2),G2_narrow_gap,1.5,23,3700,7.541815013319061,3700,7.541815013319061,0.0004639698546125004,True,3650,-0.0013505668662254777,7.426566248037283,7.512346360379724
Block G other windows (B2),G2_narrow_gap,1.5,24,4000,8.289861015563037,4000,8.289861015563037,0.0005101412455474907,True,3950,-0.0010192569911766647,8.178951505309314,8.252866389608005
Block G other windows (B2),G2_narrow_gap,1.5,25,5400,8.517522952572495,5400,8.517522952572495,0.0002723113403195754,True,5350,-0.0009460221269761426,8.418650961914096,8.495423941900142
Block G other windows (B2),G2_narrow_gap,1.5,26,4700,8.855876747351042,4700,8.855876747351042,0.0006076368669436505,True,4650,-0.0005523395777959905,8.739073394529298,8.794691002003386
Block G other windows (B2),G2_narrow_gap,1.5,27,3450,6.339994001020343,3450,6.339994001020343,0.002150564619941342,True,3400,-6.07945530637366e-05,6.244420292209535,6.247047798850123
Block G other windows (B2),G2_narrow_gap,1.5,28,5000,10.111067648905292,5000,10.111067648905292,0.0004305147007026555,True,4950,-0.0002734554022953972,10.00851709125644,10.048352595460461
Block G other windows (B2),G2_narrow_gap,1.5,29,8100,6.7936752840412264,8100,6.7936752840412264,0.0013626167165421421,True,8050,-0.0011446557874319474,6.668537747641059,6.725667319731205
Block G other windows (B2),G2_narrow_gap,1.5,30,4050,8.626539358025797,4050,8.626539358025797,0.0006437397513865406,True,4000,-0.0004878398673522355,8.52613878336632,8.569422881288267
Block G other windows (B2),G2_narrow_gap,1.5,31,2700,7.051777927491188,2700,7.051777927491188,3.5527389092848694e-06,True,2650,-0.002079682057059884,6.942199493253908,7.05159105294028
Block G other windows (B2),G2_narrow_gap,1.5,32,3950,8.184335287326643,3950,8.184335287326643,0.0013270644280352073,True,3900,-0.00011110862849239567,8.0817992216844,8.089720828595896
Block G other windows (B2),G2_narrow_gap,1.5,33,3150,7.029052530601575,3150,7.029052530601575,0.002235292444321413,True,3100,-1.6136001752542484e-06,6.9188417082163305,6.918921209187215
Block G other windows (B2),G2_narrow_gap,1.5,34,2600,5.414519321805585,2600,5.414519321805585,0.0019881766504403764,True,2550,-0.001262824183716038,5.312134522466569,5.3519050446060294
Block G other windows (B2),G2_narrow_gap,1.5,35,4450,7.474617796446428,4450,7.474617796446428,8.209351319177216e-06,True,4400,-0.0014853385744801884,7.376532297173546,7.474078665221418
Block G other windows (B2),G2_narrow_gap,1.5,36,4000,9.627007760436939,4000,9.627007760436939,0.0006074948941536817,True,3950,-0.00039543249953277737,9.522645536169243,9.563793295676824
Block G other windows (B2),G2_narrow_gap,1.5,37,4550,5.702447141034586,4550,5.702447141034586,0.002232636549175382,True,4500,-0.00201655011729418,5.5605642420752135,5.627898063579525
Block G other windows (B2),G2_narrow_gap,1.5,38,2800,7.730887453255493,2800,7.730887453255493,2.886796422130189e-05,True,2750,-0.0018241595957055878,7.623357833908952,7.729212269749777
Block G other windows (B2),G2_narrow_gap,1.5,39,2550,6.626201250994925,2550,6.626201250994925,3.7497981635326028e-06,True,2500,-0.002504603481728207,6.513463925280417,6.626032717232032
Block G other windows (B2),G3_far_outer,1.3,0,4400,5.972400878796801,4400,5.972400878796801,0.0002296389220211026,True,4350,-0.0018785012583459881,5.862858065858762,5.9604684211203525
Block G other windows (B2),G3_far_outer,1.3,1,3050,6.081525126489974,3050,6.081525126489974,0.000705328982697484,True,3000,-0.0015041769588228782,5.968337839238924,6.045392942968378
Block G other windows (B2),G3_far_outer,1.3,2,2200,5.754963653917897,2200,5.754963653917897,0.0015851228042542687,True,2150,-0.0010278224776838485,5.631599149008858,5.68012554256571
Block G other windows (B2),G3_far_outer,1.3,3,4200,7.202213226316996,4200,7.202213226316996,0.00018825326555171884,True,4150,-0.0014604068031998096,7.090483659526481,7.189455316905796
Block G other windows (B2),G3_far_outer,1.3,4,9000,5.2258397401782135,9000,5.2258397401782135,0.0023582184052042265,True,8950,-0.0015539668585149435,5.0614849148030645,5.126768620571945
Block G other windows (B2),G3_far_outer,1.3,5,2800,6.518353261915407,2800,6.518353261915407,0.0006709789282282053,True,2750,-0.0014102619145828221,6.395470608307989,6.478736669006352
Block G other windows (B2),G3_far_outer,1.3,6,3950,5.711038027434839,3950,5.711038027434839,0.000786407350049867,True,3900,-0.0022714372158483265,5.561848194394435,5.6726698309070915
Block G other windows (B2),G3_far_outer,1.3,7,2300,6.166493303531131,2300,6.166493303531131,0.00012715705375976327,True,2250,-0.002159339094890189,6.04278345819534,6.15961352835055
Block G other windows (B2),G3_far_outer,1.3,9,2550,5.199057141841425,2550,5.199057141841425,0.001848230702582665,True,2500,-0.0019036315987905894,5.088440230717358,5.144565384164304
Block G other windows (B2),G3_far_outer,1.3,10,2550,6.340948830751775,2550,6.340948830751775,0.0005210403419138032,True,2500,-0.0015539655754484016,6.220353793124399,6.3106670474022835
Block G other windows (B2),G3_far_outer,1.3,11,4650,6.31792374185291,4650,6.31792374185291,0.001635817240362769,True,4600,-0.0019091836918274652,6.1803873360126795,6.25445847677836
Block G other windows (B2),G3_far_outer,1.3,12,2400,5.871006096152321,2400,5.871006096152321,0.0006577645035381607,True,2350,-0.0015679319339674258,5.7505264553402204,5.8354005078116025
Block G other windows (B2),G3_far_outer,1.3,13,4600,6.661859284942,4600,6.661859284942,0.0010816181306156913,True,4550,-0.0010347511005992516,6.54047840552222,6.599824854487186
Block G other windows (B2),G3_far_outer,1.3,14,3100,5.425610621608656,3100,5.425610621608656,0.0004692070193574871,True,3050,-0.0019299175563673998,5.319643972732217,5.404886272413244
Block G other windows (B2),G3_far_outer,1.3,15,3250,6.273344955364663,3250,6.273344955364663,0.0018757535130795588,True,3200,-0.0002007980229734585,6.154730993866064,6.1662007062967215
Block G other windows (B2),G3_far_outer,1.3,16,6150,6.084679706157658,6150,6.084679706157658,0.002167270155949197,True,6100,-0.0004303949872213053,5.937194090258984,5.961630292106217
Block G other windows (B2),G3_far_outer,1.3,18,3250,6.804718876152302,3250,6.804718876152302,0.0010353589954577025,True,3200,-0.0008278760515532113,6.689441283694271,6.740661637363454
Block G other windows (B2),G3_far_outer,1.3,19,2300,5.720899436080905,2300,5.720899436080905,0.0001199903118189738,True,2250,-0.0037923540256441512,5.594789563358648,5.717031687834285
Block G other windows (B2),G3_far_outer,1.3,20,3950,6.953716922083266,3950,6.953716922083266,0.0009167288342544211,True,3900,-0.0008388493829638577,6.842084390171749,6.895424582932312
Block G other windows (B2),G3_far_outer,1.3,21,9500,6.720211902250205,9500,6.720211902250205,0.0010489956879893292,True,9450,-0.0013909747699267783,6.576619664419099,6.658478516165599
Block G other windows (B2),G3_far_outer,1.3,22,4000,5.950129846587536,4000,5.950129846587536,0.0018282356889565143,True,3950,-0.0008873860798956912,5.847174394921693,5.8808172371265774
Block G other windows (B2),G3_far_outer,1.3,23,7100,7.105045231341926,7100,7.105045231341926,0.0009512794520172285,True,7050,-0.001077208214482983,6.961980539115015,7.0379536220252
Block G other windows (B2),G3_far_outer,1.3,24,3450,7.5065561698549,3450,7.5065561698549,0.0011529853412532987,True,3400,-0.0006071789900334856,7.375552525262987,7.420742999356888
Block G other windows (B2),G3_far_outer,1.3,25,5100,7.628823114994634,5100,7.628823114994634,0.0009556397485837032,True,5050,-0.0005332268592441736,7.515292126780277,7.555952433052273
Block G other windows (B2),G3_far_outer,1.3,26,6900,6.735755642593843,6900,6.735755642593843,8.547116473511807e-05,True,6850,-0.0021329955353697194,6.593114134913512,6.73026007405525
Block G other windows (B2),G3_far_outer,1.3,27,3800,6.308747624286242,3800,6.308747624286242,0.00019496404828789338,True,3750,-0.0017474366056422497,6.204107182926523,6.298244577954969
Block G other windows (B2),G3_far_outer,1.3,28,3950,7.615541688013511,3950,7.615541688013511,0.0006412016287775657,True,3900,-0.0007228078713259478,7.498686764702835,7.560609836621129
Block G other windows (B2),G3_far_outer,1.3,29,7050,6.271740266321203,7050,6.271740266321203,0.0021417027229500007,True,7000,-0.000413742037192133,6.130587222888729,6.153440758467551
Block G other windows (B2),G3_far_outer,1.3,30,3450,7.00825607281391,3450,7.00825607281391,0.0009159826137530303,True,3400,-0.0007925666690398181,6.892923730348436,6.946424423258506
Block G other windows (B2),G3_far_outer,1.3,31,2650,6.8322515583503005,2650,6.8322515583503005,0.0016419099673261606,True,2600,-0.00048050387487830193,6.707594356031188,6.7358161229433415
Block G other windows (B2),G3_far_outer,1.3,32,3750,7.383810212039943,3750,7.383810212039943,0.0001807099221040609,True,3700,-0.0014527272565763028,7.267587346529006,7.370952279548067
Block G other windows (B2),G3_far_outer,1.3,33,2950,6.594681441417569,2950,6.594681441417569,0.0020537392016302114,True,2900,-0.0001090319065171208,6.471656771977507,6.477858821841757
Block G other windows (B2),G3_far_outer,1.3,34,2850,5.360991119357943,2850,5.360991119357943,0.0008956281045162662,True,2800,-0.0016039671357690466,5.253748562618916,5.322565118912891
Block G other windows (B2),G3_far_outer,1.3,35,4300,6.744481324175229,4300,6.744481324175229,0.0012836560921600793,True,4250,-0.00038876038315516226,6.636298143791389,6.661445788099926
Block G other windows (B2),G3_far_outer,1.3,36,3150,7.881138066595264,3150,7.881138066595264,0.0005976287784315026,True,3100,-0.001015811893366081,7.756816415342328,7.835088529187669
Block G other windows (B2),G3_far_outer,1.3,37,2600,5.548638071199851,2600,5.548638071199851,0.0020014595392399137,True,2550,-0.0025092252502019186,5.41204470868643,5.488029515922555
Block G other windows (B2),G3_far_outer,1.3,38,2600,7.533238822819636,2600,7.533238822819636,8.291988794706384e-06,True,2550,-0.0018821132369248872,7.408240812614549,7.532690537147401
Block G other windows (B2),G3_far_outer,1.3,39,2400,6.084608217898335,2400,6.084608217898335,0.0013603898317016139,True,2350,-0.0011305978870246314,5.9562133169820015,6.014488595735672
Block G other windows (B2),G3_far_outer,1.5,0,2900,3.181046206764389,2900,3.181046206764389,0.0027500690361002,True,2850,-0.005595797779269773,3.0687838644304546,3.1440543402030787
Block G other windows (B2),G3_far_outer,1.5,1,1500,3.2380234888611774,1500,3.2380234888611774,0.006889532794611686,True,1450,-0.001508794981973427,3.1341209687585816,3.152787494418876
Block G other windows (B2),G3_far_outer,1.5,2,1050,3.098450231055556,1050,3.098450231055556,0.009580129785959901,True,1000,-0.0003095270451392018,2.9739617761289963,2.9778580229114118
Block G other windows (B2),G3_far_outer,1.5,3,2150,3.738329293608935,2150,3.738329293608935,0.0005715866071316356,True,2100,-0.004821554857388222,3.645995102888212,3.728543348414745
Block G other windows (B2),G3_far_outer,1.5,4,8500,2.9120374257292743,8500,2.9120374257292743,0.017346374065020598,True,8450,-0.006973574049106368,2.6380659763675496,2.71662536228808
Block G other windows (B2),G3_far_outer,1.5,5,1300,3.399433899589064,1300,3.399433899589064,0.002297965950202041,True,1250,-0.005515003283001363,3.2822961264200607,3.3649811062667876
Block G other windows (B2),G3_far_outer,1.5,6,3350,3.061674119386014,3350,3.061674119386014,0.006309415027790255,True,3300,-0.01231979153642504,2.831333357105795,2.983661378369167
Block G other windows (B2),G3_far_outer,1.5,7,1100,3.293513658499943,1100,3.293513658499943,0.004909393809626739,True,1050,-0.0035657811319915744,3.172898044315608,3.2236449473877884
Block G other windows (B2),G3_far_outer,1.5,9,1200,2.7669715897528078,1200,2.7669715897528078,0.007144105415315405,True,1150,-0.006470629490717972,2.661812775608989,2.7117912532440096
Block G other windows (B2),G3_far_outer,1.5,10,1200,3.3715231202916387,1200,3.3715231202916387,0.004883027297867049,True,1150,-0.002951435932160962,3.2534738734521733,3.297945942393812
Block G other windows (B2),G3_far_outer,1.5,11,3650,3.3865044301667435,3650,3.3865044301667435,0.01075066240226441,True,3600,-0.006524648771847108,3.208181256288696,3.2755314802996462
Block G other windows (B2),G3_far_outer,1.5,12,1150,3.171973186581101,1150,3.171973186581101,0.007446607026354357,True,1100,-0.0006313630785768076,3.0544677033868513,3.0636517709998135
Block G other windows (B2),G3_far_outer,1.5,13,2950,3.475637115448721,2950,3.475637115448721,0.0034291043360998863,True,2900,-0.005277410845022423,3.34954161333273,3.425973774367531
Block G other windows (B2),G3_far_outer,1.5,14,1550,2.847731362310939,1550,2.847731362310939,0.0006193897614128474,True,1500,-0.007686051902367819,2.7551410571068424,2.84082631266143
Block G other windows (B2),G3_far_outer,1.5,15,1850,3.322768112183986,1850,3.322768112183986,0.006181160139991704,True,1800,-0.002169769554293488,3.1994837094351265,3.2315159206255513
Block G other windows (B2),G3_far_outer,1.5,16,5950,3.2174882586923452,5950,3.2174882586923452,0.007291554396384292,True,5900,-0.007520985591633611,3.006888311562423,3.113819274735802
Block G other windows (B2),G3_far_outer,1.5,18,1600,3.5996065999996794,1600,3.5996065999996794,0.003618371471575621,True,1550,-0.0030938335007553164,3.4922269205755923,3.5417210660720517
Block G other windows (B2),G3_far_outer,1.5,19,1050,3.0485637952941165,1050,3.0485637952941165,0.006402773932089545,True,1000,-0.008457232350328248,2.921574238237728,2.9938474371637516
Block G other windows (B2),G3_far_outer,1.5,20,2050,3.6425395597172363,2050,3.6425395597172363,0.003543538658406842,True,2000,-0.0022475949174047827,3.5479565674166187,3.5846651409601
Block G other windows (B2),G3_far_outer,1.5,21,8650,3.5332778585352793,8650,3.5332778585352793,0.002703422243997,True,8600,-0.01184406448230968,3.321265334880183,3.4938786562374236
Block G other windows (B2),G3_far_outer,1.5,22,2200,3.1727512932805677,2200,3.1727512932805677,0.00876890601727709,True,2150,-0.0001177166034573851,3.082824427747017,3.084015643535283
Block G other windows (B2),G3_far_outer,1.5,23,5900,3.7789424405128407,5900,3.7789424405128407,0.0042801668892940015,True,5850,-0.0073084557177423015,3.5716748448621853,3.7023897793200544
Block G other windows (B2),G3_far_outer,1.5,24,2050,3.9032024539161676,2050,3.9032024539161676,0.00245488874217914,True,2000,-0.005349885132520882,3.7563907654572755,3.8570247725375513
Block G other windows (B2),G3_far_outer,1.5,25,3100,4.004324718262403,3100,4.004324718262403,0.0032056574374124125,True,3050,-0.0019268119165820607,3.9038287186369933,3.94155654052771
Block G other windows (B2),G3_far_outer,1.5,26,6300,3.5232946013318203,6300,3.5232946013318203,0.00028269743464726105,True,6250,-0.012095198498527804,3.3265657423582886,3.518801532069229
Block G other windows (B2),G3_far_outer,1.5,27,1950,3.3676540958910066,1950,3.3676540958910066,0.004135512564988897,True,1900,-0.0020336176960595864,3.280228254514234,3.3090476716108808
Block G other windows (B2),G3_far_outer,1.5,28,2050,3.980643525371629,2050,3.980643525371629,0.002601407603457506,True,2000,-0.002169161484332438,3.8763265757151535,3.9237591367353946
Block G other windows (B2),G3_far_outer,1.5,29,6200,3.3390472708367667,6200,3.3390472708367667,0.00759607399874751,True,6150,-0.006206835720520054,3.1437676449202105,3.2315801846151375
Block G other windows (B2),G3_far_outer,1.5,30,1700,3.700180719542655,1700,3.700180719542655,0.004747656719391369,True,1650,-0.0011374208373000627,3.596965926014191,3.616914457829785
Block G other windows (B2),G3_far_outer,1.5,31,1250,3.5785793098282,1250,3.5785793098282,0.003527862855132291,True,1200,-0.004705139092209265,3.4559645954206224,3.5260385841952098
Block G other windows (B2),G3_far_outer,1.5,32,1900,3.8952031623400156,1900,3.8952031623400156,0.0031554902568258214,True,1850,-0.002323902552924917,3.793476710879763,3.8366206081064393
Block G other windows (B2),G3_far_outer,1.5,33,1600,3.4832154373724804,1600,3.4832154373724804,0.00624352825382557,True,1550,-0.0030652135241378,3.348261660220851,3.3926996898413435
Block G other windows (B2),G3_far_outer,1.5,34,1400,2.8816772678435107,1400,2.8816772678435107,0.0072025755182068,True,1350,-0.0013618591142088299,2.7841869666776784,2.7996892223300405
Block G other windows (B2),G3_far_outer,1.5,35,2250,3.496935258951808,2250,3.496935258951808,0.0024463886416890013,True,2200,-0.0028558678091825662,3.4102844006716926,3.4569557375059463
Block G other windows (B2),G3_far_outer,1.5,36,1600,4.091705132118008,1600,4.091705132118008,0.0008797188610132345,True,1550,-0.0057667756977739515,3.96369487104124,4.074761908878085
Block G other windows (B2),G3_far_outer,1.5,37,1800,2.9746271210643846,1800,2.9746271210643846,0.01152845394973312,True,1750,-0.010210497430743093,2.8012563031243327,2.882686279214741
Block G other windows (B2),G3_far_outer,1.5,38,1200,4.00321449169052,1200,4.00321449169052,0.0033080975520616285,True,1150,-0.0037702178143024234,3.881192074539865,3.946186507123611
Block G other windows (B2),G3_far_outer,1.5,39,1100,3.150959797419906,1100,3.150959797419906,0.0012869306857550278,True,1050,-0.008873583935990137,3.0222982225541073,3.134663523566021
Block G other windows (B2),G4_shifted,1.3,0,2050,2.2375466171224496,2050,2.2375466171224496,0.006418696804979529,True,2000,-0.001403571676940718,2.16455496588261,2.177652063555768
Block G other windows (B2),G4_shifted,1.3,1,1250,2.3640452942848804,1250,2.3640452942848804,0.009355216368989172,True,1200,-0.002235625683760123,2.2754842753111637,2.292565802925514
Block G other windows (B2),G4_shifted,1.3,2,800,2.308938685640665,800,2.308938685640665,0.014382526359237868,True,750,-0.0019783503553156834,2.1916086237887,2.2057961256936296
Block G other windows (B2),G4_shifted,1.3,3,1750,2.4687743786319403,1750,2.4687743786319403,0.0006691455509781896,True,1700,-0.006543980468053601,2.3975101659757563,2.4621633571806263
Block G other windows (B2),G4_shifted,1.3,4,2100,2.615440767187607,2100,2.615440767187607,0.01007104320514074,True,2050,-0.0009830231112686327,2.486556117003161,2.4980176539790167
Block G other windows (B2),G4_shifted,1.3,5,1950,5.185495982934548,1950,5.185495982934548,0.002164023549531713,True,1900,-0.003021593142164214,5.05504314329595,5.131056360057431
Block G other windows (B2),G4_shifted,1.3,6,1100,2.3558919987831843,1100,2.3558919987831843,0.008909462359004472,True,1050,-0.004593985956202751,2.22763886761649,2.2712716545658274
Block G other windows (B2),G4_shifted,1.3,7,700,2.262505243765299,700,2.262505243765299,0.0036223174133560576,True,650,-0.010551620030607278,2.1409872609553657,2.231449885512974
Block G other windows (B2),G4_shifted,1.3,8,2200,2.307712014452881,2200,2.307712014452881,0.014446686521403684,True,2150,-0.0060562552954044335,2.162741445868363,2.205563533621059
Block G other windows (B2),G4_shifted,1.3,9,1350,2.511707130995593,1350,2.511707130995593,0.004764446680660672,True,1300,-0.003518864487960016,2.4249286130952887,2.461793320787784
Block G other windows (B2),G4_shifted,1.3,10,800,2.191418508318231,800,2.191418508318231,0.0049879994700541275,True,750,-0.00855759808380796,2.0761246525743418,2.1489629659130864
Block G other windows (B2),G4_shifted,1.3,11,1400,2.174851185462657,1400,2.174851185462657,0.0015052810972639996,True,1350,-0.014733750597037965,2.0706500006527224,2.1651922306210367
Block G other windows (B2),G4_shifted,1.3,12,850,2.203432366171863,850,2.203432366171863,0.007554199395516825,True,800,-0.00513598358996159,2.0971359684859396,2.1401563532047145
Block G other windows (B2),G4_shifted,1.3,13,1900,2.4776011754608223,1900,2.4776011754608223,0.00642267802016816,True,1850,-0.001713947882211464,2.3957305211803512,2.4129762488570092
Block G other windows (B2),G4_shifted,1.3,14,1400,2.210359214612114,1400,2.210359214612114,0.008303607601379603,True,1350,-0.0003819939750062673,2.1348192897490317,2.13814154623482
Block G other windows (B2),G4_shifted,1.3,15,1350,2.3696156282997682,1350,2.3696156282997682,0.0075268806330557325,True,1300,-0.001093686865021315,2.2837154312040915,2.2946135440356703
Block G other windows (B2),G4_shifted,1.3,16,1050,2.2051977083488197,1050,2.2051977083488197,0.008313835202751196,True,1000,-0.0032252873770812762,2.1057193423707448,2.1335244303106644
Block G other windows (B2),G4_shifted,1.3,17,2300,2.3480476449303627,2300,2.3480476449303627,0.006149980184244619,True,2250,-0.018121786051648936,2.1742093132285483,2.304000488047017
Block G other windows (B2),G4_shifted,1.3,18,1150,2.3488660134215027,1150,2.3488660134215027,0.005139171387607,True,1100,-0.004778356502533665,2.258062288839889,2.3018123617023183
Block G other windows (B2),G4_shifted,1.3,19,1750,5.375750550160801,1750,5.375750550160801,0.0034159627122392067,True,1700,-0.002409072018439762,5.228754798710278,5.289548144676767
Block G other windows (B2),G4_shifted,1.3,20,1500,2.1970752317107354,1500,2.1970752317107354,0.010309080154237371,True,1450,-0.0003207564932776741,2.123348539109331,2.12557325019041
Block G other windows (B2),G4_shifted,1.3,21,4100,2.209663849544847,4100,2.209663849544847,0.016533525322377063,True,4050,-0.010789909370874096,2.026127309162933,2.0986051165541744
Block G other windows (B2),G4_shifted,1.3,22,1900,2.323620329332122,1900,2.323620329332122,0.007380207945507422,True,1850,-0.0014832053750635232,2.2585408305008077,2.269431246978286
Block G other windows (B2),G4_shifted,1.3,23,850,2.4448299906896818,850,2.4448299906896818,0.003582004564726571,True,800,-0.009085506380333896,2.321014170969799,2.4098184692198763
Block G other windows (B2),G4_shifted,1.3,24,900,2.413343127154205,900,2.413343127154205,0.00419216561815583,True,850,-0.010573351338032833,2.287134744965823,2.377510555758088
Block G other windows (B2),G4_shifted,1.3,25,1900,2.0000753049144246,1900,2.0000753049144246,0.002468848832776871,True,1850,-0.007228916184174761,1.9258543890658473,1.981180206802634
Block G other windows (B2),G4_shifted,1.3,26,1250,2.3534294807207243,1250,2.3534294807207243,0.0007929939433042321,True,1200,-0.010693462304266266,2.246442079894691,2.346043359271574
Block G other windows (B2),G4_shifted,1.3,27,2950,5.413608487037777,2950,5.413608487037777,0.0012896906912258643,True,2900,-0.003102701287458043,5.310689610378399,5.383389527112713
Block G other windows (B2),G4_shifted,1.3,28,1550,2.5128817713635407,1550,2.5128817713635407,0.003501417412195007,True,1500,-0.004193554340993444,2.4310700637931126,2.47565526207976
Block G other windows (B2),G4_shifted,1.3,29,1950,2.3250710148106695,1950,2.3250710148106695,0.007291429138521988,True,1900,-0.0012906867465787286,2.2462864420807303,2.2581350590440525
Block G other windows (B2),G4_shifted,1.3,30,1250,2.3462603284851458,1250,2.3462603284851458,0.0006065844444376189,True,1200,-0.0085699893036697,2.2605634555853675,2.340595644533941
Block G other windows (B2),G4_shifted,1.3,31,1000,2.1557798542296607,1000,2.1557798542296607,0.01404386270686464,True,950,-0.004624537471008328,2.0229746139090157,2.055873137850935
Block G other windows (B2),G4_shifted,1.3,32,1250,2.2021515156239415,1250,2.2021515156239415,0.007464609986042259,True,1200,-0.004655275570987882,2.120525405284411,2.1518781796674964
Block G other windows (B2),G4_shifted,1.3,33,1100,2.444611243046037,1100,2.444611243046037,0.010031947160090926,True,1050,-0.0032839703488982686,2.3444290993289125,2.3691360103798416
Block G other windows (B2),G4_shifted,1.3,34,2350,5.029730532518016,2350,5.029730532518016,0.0015989342045967803,True,2300,-0.0033010004302265195,4.9169588511255835,4.992931164337311
