window,a,obs_median_cross_R,C,C_signed_logerr,U,U_obs_over_pred_log,U_under_prediction_pct,U_in_expected_range
H10,1.3,0.2119007020030165,0.2187923953125538,0.03200553543621179,0.1962499999999999,0.07672842150391948,7.3858660471987525,False
H10,1.5,0.2259199088428992,0.2343359302444753,0.036575134393547204,0.2012499999999998,0.11563263451329125,10.919758674324909,True
H35,1.3,0.2296057075760327,0.2362121720094132,0.028366912157778423,0.2118749999999999,0.08036704478235306,7.72224164774361,True
H35,1.5,0.2475787548917335,0.2547129676570385,0.02840856116844156,0.2187499999999999,0.1237992077383967,11.644276547210385,True
H65,1.3,0.2414903786981187,0.246664038027529,0.02119760828851033,0.22125,0.0875363486516213,8.381443106443886,True
H65,1.5,0.2679128304310088,0.2707234970526239,0.010436325917552695,0.2324999999999999,0.1417714429892859,13.218041993001217,True
H90,1.3,0.2416579567297837,0.246664038027529,0.02050391640923863,0.22125,0.08823004053089319,8.444976116637203,True
H90,1.5,0.2703739825518255,0.2707234970526239,0.0012918727681514011,0.2324999999999999,0.1509158961386874,14.007998178806226,True
