a,budget,w2_med,w2_p25,w2_p75,stall_frac,rate,n
1.25,1000,0.8714269697666168,0.45075950026512146,1.9559241831302643,0.26666666666666666,0.0,30
1.25,2000,2.9473562240600586,0.6607384085655212,3.851810038089752,0.2,0.0,30
1.25,4000,7.07758092880249,4.642216444015503,8.66786813735962,0.1,0.06666666666666667,30
1.25,8000,17.447739601135254,14.531176805496216,19.077781200408936,0.1,0.8333333333333334,30
1.25,16000,37.92098045349121,34.913453102111816,39.408905029296875,0.1,0.9,30
1.25,40000,97.48334884643555,94.69518661499023,98.75232315063477,0.03333333333333333,0.9333333333333333,30
1.25,80000,170.69808197021484,168.86030197143555,172.4648551940918,0.0,1.0,30
1.25,160000,264.23936462402344,261.52557373046875,266.2688980102539,0.0,1.0,30
