setting,activation,parameter,seed,eval_errors,solved
shells3d,relu,,71,300,False
shells3d,relu,,72,174,False
shells3d,relu,,73,165,False
shells3d,relu,,74,225,False
shells3d,relu,,75,162,False
shells3d,relu,,76,300,False
shells3d,relu,,77,155,False
shells3d,relu,,78,167,False
shells3d,relu,,79,119,False
shells3d,relu,,80,240,False
shells3d,relu,,81,205,False
shells3d,relu,,82,191,False
shells3d,relu,,83,300,False
shells3d,relu,,84,150,False
shells3d,relu,,85,226,False
shells3d,relu,,86,215,False
shells3d,relu,,87,202,False
shells3d,relu,,88,186,False
shells3d,relu,,89,212,False
shells3d,relu,,90,300,False
shells3d,relu,,91,219,False
shells3d,relu,,92,300,False
shells3d,relu,,93,119,False
shells3d,relu,,94,192,False
shells3d,relu,,95,307,False
shells3d,relu,,96,300,False
shells3d,relu,,97,240,False
shells3d,relu,,98,105,False
shells3d,relu,,99,90,False
shells3d,gelu,,0,85,False
shells3d,gelu,,1,75,False
shells3d,gelu,,2,77,False
shells3d,gelu,,3,64,False
shells3d,gelu,,4,5,False
shells3d,gelu,,5,80,False
shells3d,gelu,,6,26,False
shells3d,gelu,,7,81,False
shells3d,gelu,,8,96,False
shells3d,gelu,,9,126,False
shells3d,gelu,,10,46,False
shells3d,gelu,,11,4,False
shells3d,gelu,,12,89,False
shells3d,gelu,,13,78,False
shells3d,gelu,,14,60,False
shells3d,gelu,,15,84,False
shells3d,gelu,,16,87,False
shells3d,gelu,,17,91,False
shells3d,gelu,,18,92,False
shells3d,gelu,,19,109,False
shells3d,gelu,,20,86,False
shells3d,gelu,,21,92,False
shells3d,gelu,,22,92,False
shells3d,gelu,,23,91,False
shells3d,gelu,,24,68,False
shells3d,gelu,,25,98,False
shells3d,gelu,,26,93,False
shells3d,gelu,,27,64,False
shells3d,gelu,,28,94,False
shells3d,gelu,,29,6,False
shells3d,gelu,,30,66,False
shells3d,gelu,,31,0,False
shells3d,gelu,,32,10,False
shells3d,gelu,,33,94,False
shells3d,gelu,,34,78,False
shells3d,gelu,,35,52,False
shells3d,gelu,,36,99,False
shells3d,gelu,,37,4,False
shells3d,gelu,,38,65,False
shells3d,gelu,,39,6,False
shells3d,gelu,,40,73,False
shells3d,gelu,,41,93,False
shells3d,gelu,,42,91,False
shells3d,gelu,,43,74,False
shells3d,gelu,,44,136,False
shells3d,gelu,,45,63,False
shells3d,gelu,,46,87,False
shells3d,gelu,,47,127,False
shells3d,gelu,,48,94,False
shells3d,gelu,,49,78,False
shells3d,gelu,,50,63,False
shells3d,gelu,,51,19,False
shells3d,gelu,,52,102,False
shells3d,gelu,,53,69,False
shells3d,gelu,,54,80,False
shells3d,gelu,,55,18,False
shells3d,gelu,,56,90,False
shells3d,gelu,,57,99,False
shells3d,gelu,,58,44,False
shells3d,gelu,,59,77,False
shells3d,gelu,,60,106,False
shells3d,gelu,,61,62,False
shells3d,gelu,,62,52,False
shells3d,gelu,,63,84,False
shells3d,gelu,,64,78,False
shells3d,gelu,,65,96,False
shells3d,gelu,,66,71,False
shells3d,gelu,,67,78,False
shells3d,gelu,,68,95,False
shells3d,gelu,,69,52,False
shells3d,gelu,,70,98,False
shells3d,gelu,,71,75,False
shells3d,gelu,,72,78,False
shells3d,gelu,,73,93,False
shells3d,gelu,,74,107,False
shells3d,gelu,,75,76,False
shells3d,gelu,,76,58,False
shells3d,gelu,,77,77,False
shells3d,gelu,,78,79,False
shells3d,gelu,,79,80,False
shells3d,gelu,,80,68,False
shells3d,gelu,,81,72,False
shells3d,gelu,,82,89,False
shells3d,gelu,,83,92,False
shells3d,gelu,,84,19,False
shells3d,gelu,,85,96,False
shells3d,gelu,,86,102,False
shells3d,gelu,,87,83,False
shells3d,gelu,,88,60,False
shells3d,gelu,,89,46,False
shells3d,gelu,,90,98,False
shells3d,gelu,,91,68,False
shells3d,gelu,,92,56,False
shells3d,gelu,,93,93,False
shells3d,gelu,,94,39,False
shells3d,gelu,,95,75,False
shells3d,gelu,,96,1,False
shells3d,gelu,,97,22,False
shells3d,gelu,,98,47,False
shells3d,gelu,,99,64,False
