setting,activation,parameter,seed,eval_errors,solved
annulus2d,sin_family,1.0,0,63,False
annulus2d,sin_family,1.0,1,64,False
annulus2d,sin_family,1.0,2,125,False
annulus2d,sin_family,1.0,3,111,False
annulus2d,sin_family,1.0,4,147,False
annulus2d,sin_family,1.0,5,124,False
annulus2d,sin_family,1.0,6,129,False
annulus2d,sin_family,1.0,7,61,False
annulus2d,sin_family,1.0,8,147,False
annulus2d,sin_family,1.0,9,122,False
annulus2d,sin_family,1.0,10,45,False
annulus2d,sin_family,1.0,11,137,False
annulus2d,sin_family,1.0,12,44,False
annulus2d,sin_family,1.0,13,83,False
annulus2d,sin_family,1.0,14,117,False
annulus2d,sin_family,1.0,15,102,False
annulus2d,sin_family,1.0,16,151,False
annulus2d,sin_family,1.0,17,73,False
annulus2d,sin_family,1.0,18,72,False
annulus2d,sin_family,1.0,19,117,False
annulus2d,sin_family,1.0,20,66,False
annulus2d,sin_family,1.0,21,44,False
annulus2d,sin_family,1.0,22,56,False
annulus2d,sin_family,1.0,23,73,False
annulus2d,sin_family,1.0,24,39,False
annulus2d,sin_family,1.0,25,133,False
annulus2d,sin_family,1.0,26,77,False
annulus2d,sin_family,1.0,27,50,False
annulus2d,sin_family,1.0,28,45,False
annulus2d,sin_family,1.0,29,147,False
annulus2d,sin_family,1.0,30,119,False
annulus2d,sin_family,1.0,31,73,False
annulus2d,sin_family,1.0,32,46,False
annulus2d,sin_family,1.0,33,132,False
annulus2d,sin_family,1.0,34,96,False
annulus2d,sin_family,1.0,35,97,False
annulus2d,sin_family,1.0,36,105,False
annulus2d,sin_family,1.0,37,65,False
annulus2d,sin_family,1.0,38,123,False
annulus2d,sin_family,1.0,39,151,False
annulus2d,sin_family,1.0,40,68,False
annulus2d,sin_family,1.0,41,67,False
annulus2d,sin_family,1.0,42,75,False
annulus2d,sin_family,1.0,43,124,False
annulus2d,sin_family,1.0,44,52,False
annulus2d,sin_family,1.0,45,150,False
annulus2d,sin_family,1.0,46,143,False
annulus2d,sin_family,1.0,47,126,False
annulus2d,sin_family,1.0,48,143,False
annulus2d,sin_family,1.0,49,118,False
annulus2d,sin_family,1.0,50,137,False
annulus2d,sin_family,1.0,51,138,False
annulus2d,sin_family,1.0,52,121,False
annulus2d,sin_family,1.0,53,100,False
annulus2d,sin_family,1.0,54,49,False
annulus2d,sin_family,1.0,55,136,False
annulus2d,sin_family,1.0,56,79,False
annulus2d,sin_family,1.0,57,73,False
annulus2d,sin_family,1.0,58,63,False
annulus2d,sin_family,1.0,59,63,False
annulus2d,sin_family,1.0,60,142,False
annulus2d,sin_family,1.0,61,64,False
annulus2d,sin_family,1.0,62,40,False
annulus2d,sin_family,1.0,63,56,False
annulus2d,sin_family,1.0,64,157,False
annulus2d,sin_family,1.0,65,55,False
annulus2d,sin_family,1.0,66,75,False
annulus2d,sin_family,1.0,67,110,False
annulus2d,sin_family,1.0,68,79,False
annulus2d,sin_family,1.0,69,99,False
annulus2d,sin_family,1.0,70,88,False
annulus2d,sin_family,1.0,71,85,False
annulus2d,sin_family,1.0,72,73,False
annulus2d,sin_family,1.0,73,56,False
annulus2d,sin_family,1.0,74,72,False
annulus2d,sin_family,1.0,75,61,False
annulus2d,sin_family,1.0,76,69,False
annulus2d,sin_family,1.0,77,71,False
annulus2d,sin_family,1.0,78,120,False
annulus2d,sin_family,1.0,79,130,False
annulus2d,sin_family,1.0,80,166,False
annulus2d,sin_family,1.0,81,73,False
annulus2d,sin_family,1.0,82,64,False
annulus2d,sin_family,1.0,83,123,False
annulus2d,sin_family,1.0,84,140,False
annulus2d,sin_family,1.0,85,152,False
annulus2d,sin_family,1.0,86,72,False
annulus2d,sin_family,1.0,87,134,False
annulus2d,sin_family,1.0,88,64,False
annulus2d,sin_family,1.0,89,148,False
annulus2d,sin_family,1.0,90,44,False
annulus2d,sin_family,1.0,91,54,False
annulus2d,sin_family,1.0,92,69,False
annulus2d,sin_family,1.0,93,63,False
annulus2d,sin_family,1.0,94,143,False
annulus2d,sin_family,1.0,95,104,False
annulus2d,sin_family,1.0,96,112,False
annulus2d,sin_family,1.0,97,59,False
annulus2d,sin_family,1.0,98,58,False
annulus2d,sin_family,1.0,99,126,False
annulus2d,sin_family,1.1,0,102,False
annulus2d,sin_family,1.1,1,62,False
annulus2d,sin_family,1.1,2,78,False
annulus2d,sin_family,1.1,3,119,False
annulus2d,sin_family,1.1,4,81,False
annulus2d,sin_family,1.1,5,67,False
annulus2d,sin_family,1.1,6,128,False
annulus2d,sin_family,1.1,7,147,False
annulus2d,sin_family,1.1,8,147,False
annulus2d,sin_family,1.1,9,120,False
annulus2d,sin_family,1.1,10,34,False
annulus2d,sin_family,1.1,11,103,False
annulus2d,sin_family,1.1,12,132,False
annulus2d,sin_family,1.1,13,145,False
annulus2d,sin_family,1.1,14,107,False
annulus2d,sin_family,1.1,15,53,False
annulus2d,sin_family,1.1,16,90,False
annulus2d,sin_family,1.1,17,67,False
annulus2d,sin_family,1.1,18,61,False
annulus2d,sin_family,1.1,19,121,False
annulus2d,sin_family,1.1,20,53,False
annulus2d,sin_family,1.1,21,33,False
annulus2d,sin_family,1.1,22,149,False
annulus2d,sin_family,1.1,23,72,False
annulus2d,sin_family,1.1,24,27,False
annulus2d,sin_family,1.1,25,52,False
annulus2d,sin_family,1.1,26,46,False
annulus2d,sin_family,1.1,27,72,False
annulus2d,sin_family,1.1,28,60,False
annulus2d,sin_family,1.1,29,81,False
annulus2d,sin_family,1.1,30,131,False
annulus2d,sin_family,1.1,31,60,False
annulus2d,sin_family,1.1,32,54,False
annulus2d,sin_family,1.1,33,141,False
annulus2d,sin_family,1.1,34,76,False
annulus2d,sin_family,1.1,35,118,False
annulus2d,sin_family,1.1,36,133,False
annulus2d,sin_family,1.1,37,42,False
annulus2d,sin_family,1.1,38,125,False
annulus2d,sin_family,1.1,39,86,False
annulus2d,sin_family,1.1,40,71,False
annulus2d,sin_family,1.1,41,92,False
annulus2d,sin_family,1.1,42,79,False
annulus2d,sin_family,1.1,43,101,False
annulus2d,sin_family,1.1,44,64,False
annulus2d,sin_family,1.1,45,156,False
annulus2d,sin_family,1.1,46,39,False
annulus2d,sin_family,1.1,47,126,False
annulus2d,sin_family,1.1,48,145,False
annulus2d,sin_family,1.1,49,119,False
annulus2d,sin_family,1.1,50,141,False
annulus2d,sin_family,1.1,51,138,False
annulus2d,sin_family,1.1,52,125,False
annulus2d,sin_family,1.1,53,61,False
annulus2d,sin_family,1.1,54,59,False
annulus2d,sin_family,1.1,55,129,False
annulus2d,sin_family,1.1,56,72,False
annulus2d,sin_family,1.1,57,111,False
annulus2d,sin_family,1.1,58,88,False
annulus2d,sin_family,1.1,59,58,False
annulus2d,sin_family,1.1,60,61,False
annulus2d,sin_family,1.1,61,87,False
annulus2d,sin_family,1.1,62,65,False
annulus2d,sin_family,1.1,63,60,False
annulus2d,sin_family,1.1,64,135,False
annulus2d,sin_family,1.1,65,47,False
annulus2d,sin_family,1.1,66,63,False
annulus2d,sin_family,1.1,67,139,False
annulus2d,sin_family,1.1,68,71,False
annulus2d,sin_family,1.1,69,72,False
annulus2d,sin_family,1.1,70,148,False
annulus2d,sin_family,1.1,71,82,False
annulus2d,sin_family,1.1,72,64,False
annulus2d,sin_family,1.1,73,75,False
annulus2d,sin_family,1.1,74,56,False
annulus2d,sin_family,1.1,75,80,False
annulus2d,sin_family,1.1,76,66,False
annulus2d,sin_family,1.1,77,52,False
annulus2d,sin_family,1.1,78,121,False
annulus2d,sin_family,1.1,79,121,False
annulus2d,sin_family,1.1,80,167,False
annulus2d,sin_family,1.1,81,74,False
annulus2d,sin_family,1.1,82,54,False
annulus2d,sin_family,1.1,83,124,False
annulus2d,sin_family,1.1,84,135,False
annulus2d,sin_family,1.1,85,154,False
annulus2d,sin_family,1.1,86,78,False
annulus2d,sin_family,1.1,87,154,False
annulus2d,sin_family,1.1,88,77,False
annulus2d,sin_family,1.1,89,147,False
annulus2d,sin_family,1.1,90,132,False
annulus2d,sin_family,1.1,91,65,False
annulus2d,sin_family,1.1,92,69,False
annulus2d,sin_family,1.1,93,67,False
annulus2d,sin_family,1.1,94,119,False
annulus2d,sin_family,1.1,95,146,False
annulus2d,sin_family,1.1,96,131,False
annulus2d,sin_family,1.1,97,58,False
annulus2d,sin_family,1.1,98,61,False
annulus2d,sin_family,1.1,99,84,False
annulus2d,sin_family,1.25,0,79,False
annulus2d,sin_family,1.25,1,78,False
annulus2d,sin_family,1.25,2,77,False
annulus2d,sin_family,1.25,3,142,False
annulus2d,sin_family,1.25,4,81,False
annulus2d,sin_family,1.25,5,57,False
annulus2d,sin_family,1.25,6,127,False
annulus2d,sin_family,1.25,7,59,False
annulus2d,sin_family,1.25,8,146,False
annulus2d,sin_family,1.25,9,121,False
annulus2d,sin_family,1.25,10,97,False
annulus2d,sin_family,1.25,11,108,False
annulus2d,sin_family,1.25,12,44,False
annulus2d,sin_family,1.25,13,145,False
annulus2d,sin_family,1.25,14,105,False
annulus2d,sin_family,1.25,15,90,False
annulus2d,sin_family,1.25,16,139,False
annulus2d,sin_family,1.25,17,118,False
annulus2d,sin_family,1.25,18,63,False
annulus2d,sin_family,1.25,19,119,False
annulus2d,sin_family,1.25,20,44,False
annulus2d,sin_family,1.25,21,82,False
annulus2d,sin_family,1.25,22,149,False
annulus2d,sin_family,1.25,23,70,False
annulus2d,sin_family,1.25,24,146,False
annulus2d,sin_family,1.25,25,49,False
annulus2d,sin_family,1.25,26,143,False
annulus2d,sin_family,1.25,27,130,False
annulus2d,sin_family,1.25,28,71,False
annulus2d,sin_family,1.25,29,67,False
annulus2d,sin_family,1.25,30,32,False
annulus2d,sin_family,1.25,31,63,False
annulus2d,sin_family,1.25,32,117,False
annulus2d,sin_family,1.25,33,140,False
annulus2d,sin_family,1.25,34,70,False
annulus2d,sin_family,1.25,35,90,False
annulus2d,sin_family,1.25,36,132,False
annulus2d,sin_family,1.25,37,23,False
annulus2d,sin_family,1.25,38,122,False
annulus2d,sin_family,1.25,39,155,False
annulus2d,sin_family,1.25,40,70,False
annulus2d,sin_family,1.25,41,87,False
annulus2d,sin_family,1.25,42,27,False
annulus2d,sin_family,1.25,43,84,False
annulus2d,sin_family,1.25,44,44,False
annulus2d,sin_family,1.25,45,57,False
annulus2d,sin_family,1.25,46,139,False
annulus2d,sin_family,1.25,47,126,False
annulus2d,sin_family,1.25,48,152,False
annulus2d,sin_family,1.25,49,97,False
annulus2d,sin_family,1.25,50,144,False
annulus2d,sin_family,1.25,51,144,False
annulus2d,sin_family,1.25,52,69,False
annulus2d,sin_family,1.25,53,152,False
annulus2d,sin_family,1.25,54,35,False
annulus2d,sin_family,1.25,55,162,False
annulus2d,sin_family,1.25,56,74,False
annulus2d,sin_family,1.25,57,122,False
annulus2d,sin_family,1.25,58,12,False
annulus2d,sin_family,1.25,59,21,False
annulus2d,sin_family,1.25,60,56,False
annulus2d,sin_family,1.25,61,85,False
annulus2d,sin_family,1.25,62,20,False
annulus2d,sin_family,1.25,63,44,False
annulus2d,sin_family,1.25,64,109,False
annulus2d,sin_family,1.25,65,46,False
annulus2d,sin_family,1.25,66,42,False
annulus2d,sin_family,1.25,67,140,False
annulus2d,sin_family,1.25,68,61,False
annulus2d,sin_family,1.25,69,112,False
annulus2d,sin_family,1.25,70,62,False
annulus2d,sin_family,1.25,71,71,False
annulus2d,sin_family,1.25,72,48,False
annulus2d,sin_family,1.25,73,43,False
annulus2d,sin_family,1.25,74,134,False
annulus2d,sin_family,1.25,75,110,False
annulus2d,sin_family,1.25,76,105,False
annulus2d,sin_family,1.25,77,15,False
annulus2d,sin_family,1.25,78,120,False
annulus2d,sin_family,1.25,79,74,False
annulus2d,sin_family,1.25,80,137,False
annulus2d,sin_family,1.25,81,75,False
annulus2d,sin_family,1.25,82,281,False
annulus2d,sin_family,1.25,83,123,False
annulus2d,sin_family,1.25,84,111,False
annulus2d,sin_family,1.25,85,148,False
annulus2d,sin_family,1.25,86,75,False
annulus2d,sin_family,1.25,87,131,False
annulus2d,sin_family,1.25,88,40,False
annulus2d,sin_family,1.25,89,52,False
annulus2d,sin_family,1.25,90,70,False
annulus2d,sin_family,1.25,91,43,False
annulus2d,sin_family,1.25,92,44,False
annulus2d,sin_family,1.25,93,31,False
annulus2d,sin_family,1.25,94,133,False
annulus2d,sin_family,1.25,95,128,False
annulus2d,sin_family,1.25,96,136,False
annulus2d,sin_family,1.25,97,68,False
annulus2d,sin_family,1.25,98,53,False
annulus2d,sin_family,1.25,99,42,False
annulus2d,sin_family,1.5,0,146,False
annulus2d,sin_family,1.5,1,49,False
annulus2d,sin_family,1.5,2,19,False
annulus2d,sin_family,1.5,3,140,False
annulus2d,sin_family,1.5,4,33,False
annulus2d,sin_family,1.5,5,73,False
annulus2d,sin_family,1.5,6,126,False
annulus2d,sin_family,1.5,7,14,False
annulus2d,sin_family,1.5,8,55,False
annulus2d,sin_family,1.5,9,15,False
annulus2d,sin_family,1.5,10,82,False
annulus2d,sin_family,1.5,11,138,False
annulus2d,sin_family,1.5,12,38,False
annulus2d,sin_family,1.5,13,144,False
annulus2d,sin_family,1.5,14,107,False
annulus2d,sin_family,1.5,15,71,False
annulus2d,sin_family,1.5,16,25,False
annulus2d,sin_family,1.5,17,65,False
annulus2d,sin_family,1.5,18,23,False
annulus2d,sin_family,1.5,19,121,False
annulus2d,sin_family,1.5,20,43,False
annulus2d,sin_family,1.5,21,102,False
annulus2d,sin_family,1.5,22,8,False
annulus2d,sin_family,1.5,23,140,False
annulus2d,sin_family,1.5,24,146,False
annulus2d,sin_family,1.5,25,71,False
annulus2d,sin_family,1.5,26,145,False
annulus2d,sin_family,1.5,27,121,False
annulus2d,sin_family,1.5,28,67,False
annulus2d,sin_family,1.5,29,46,False
annulus2d,sin_family,1.5,30,158,False
annulus2d,sin_family,1.5,31,13,False
annulus2d,sin_family,1.5,32,128,False
annulus2d,sin_family,1.5,33,140,False
annulus2d,sin_family,1.5,34,0,True
annulus2d,sin_family,1.5,35,125,False
annulus2d,sin_family,1.5,36,52,False
annulus2d,sin_family,1.5,37,18,False
annulus2d,sin_family,1.5,38,124,False
annulus2d,sin_family,1.5,39,166,False
annulus2d,sin_family,1.5,40,140,False
annulus2d,sin_family,1.5,41,144,False
annulus2d,sin_family,1.5,42,28,False
annulus2d,sin_family,1.5,43,121,False
annulus2d,sin_family,1.5,44,21,False
annulus2d,sin_family,1.5,45,16,False
annulus2d,sin_family,1.5,46,143,False
annulus2d,sin_family,1.5,47,126,False
annulus2d,sin_family,1.5,48,149,False
annulus2d,sin_family,1.5,49,114,False
annulus2d,sin_family,1.5,50,143,False
annulus2d,sin_family,1.5,51,138,False
annulus2d,sin_family,1.5,52,21,False
annulus2d,sin_family,1.5,53,145,False
annulus2d,sin_family,1.5,54,113,False
annulus2d,sin_family,1.5,55,154,False
annulus2d,sin_family,1.5,56,128,False
annulus2d,sin_family,1.5,57,134,False
annulus2d,sin_family,1.5,58,40,False
annulus2d,sin_family,1.5,59,67,False
annulus2d,sin_family,1.5,60,141,False
annulus2d,sin_family,1.5,61,88,False
annulus2d,sin_family,1.5,62,12,False
annulus2d,sin_family,1.5,63,30,False
annulus2d,sin_family,1.5,64,110,False
annulus2d,sin_family,1.5,65,54,False
annulus2d,sin_family,1.5,66,21,False
annulus2d,sin_family,1.5,67,140,False
annulus2d,sin_family,1.5,68,132,False
annulus2d,sin_family,1.5,69,47,False
annulus2d,sin_family,1.5,70,155,False
annulus2d,sin_family,1.5,71,28,False
annulus2d,sin_family,1.5,72,54,False
annulus2d,sin_family,1.5,73,61,False
annulus2d,sin_family,1.5,74,34,False
annulus2d,sin_family,1.5,75,58,False
annulus2d,sin_family,1.5,76,126,False
annulus2d,sin_family,1.5,77,17,False
annulus2d,sin_family,1.5,78,128,False
annulus2d,sin_family,1.5,79,48,False
annulus2d,sin_family,1.5,80,85,False
annulus2d,sin_family,1.5,81,140,False
annulus2d,sin_family,1.5,82,24,False
annulus2d,sin_family,1.5,83,125,False
annulus2d,sin_family,1.5,84,135,False
annulus2d,sin_family,1.5,85,156,False
annulus2d,sin_family,1.5,86,43,False
annulus2d,sin_family,1.5,87,125,False
annulus2d,sin_family,1.5,88,149,False
annulus2d,sin_family,1.5,89,59,False
annulus2d,sin_family,1.5,90,32,False
annulus2d,sin_family,1.5,91,147,False
annulus2d,sin_family,1.5,92,65,False
annulus2d,sin_family,1.5,93,32,False
annulus2d,sin_family,1.5,94,133,False
annulus2d,sin_family,1.5,95,128,False
annulus2d,sin_family,1.5,96,124,False
annulus2d,sin_family,1.5,97,49,False
annulus2d,sin_family,1.5,98,56,False
annulus2d,sin_family,1.5,99,74,False
annulus2d,sin_family,2.0,0,138,False
annulus2d,sin_family,2.0,1,42,False
annulus2d,sin_family,2.0,2,17,False
annulus2d,sin_family,2.0,3,98,False
annulus2d,sin_family,2.0,4,35,False
annulus2d,sin_family,2.0,5,20,False
annulus2d,sin_family,2.0,6,128,False
annulus2d,sin_family,2.0,7,18,False
annulus2d,sin_family,2.0,8,60,False
annulus2d,sin_family,2.0,9,139,False
annulus2d,sin_family,2.0,10,66,False
annulus2d,sin_family,2.0,11,59,False
annulus2d,sin_family,2.0,12,51,False
annulus2d,sin_family,2.0,13,124,False
annulus2d,sin_family,2.0,14,92,False
annulus2d,sin_family,2.0,15,54,False
annulus2d,sin_family,2.0,16,22,False
annulus2d,sin_family,2.0,17,64,False
annulus2d,sin_family,2.0,18,42,False
annulus2d,sin_family,2.0,19,53,False
annulus2d,sin_family,2.0,20,14,False
annulus2d,sin_family,2.0,21,35,False
annulus2d,sin_family,2.0,22,29,False
annulus2d,sin_family,2.0,23,43,False
annulus2d,sin_family,2.0,24,21,False
annulus2d,sin_family,2.0,25,112,False
annulus2d,sin_family,2.0,26,95,False
annulus2d,sin_family,2.0,27,31,False
annulus2d,sin_family,2.0,28,82,False
annulus2d,sin_family,2.0,29,24,False
annulus2d,sin_family,2.0,30,154,False
annulus2d,sin_family,2.0,31,37,False
annulus2d,sin_family,2.0,32,14,False
annulus2d,sin_family,2.0,33,44,False
annulus2d,sin_family,2.0,34,88,False
annulus2d,sin_family,2.0,35,55,False
annulus2d,sin_family,2.0,36,49,False
annulus2d,sin_family,2.0,37,20,False
annulus2d,sin_family,2.0,38,125,False
annulus2d,sin_family,2.0,39,62,False
annulus2d,sin_family,2.0,40,139,False
annulus2d,sin_family,2.0,41,29,False
annulus2d,sin_family,2.0,42,67,False
annulus2d,sin_family,2.0,43,131,False
annulus2d,sin_family,2.0,44,94,False
annulus2d,sin_family,2.0,45,16,False
annulus2d,sin_family,2.0,46,140,False
annulus2d,sin_family,2.0,47,126,False
annulus2d,sin_family,2.0,48,71,False
annulus2d,sin_family,2.0,49,67,False
annulus2d,sin_family,2.0,50,143,False
annulus2d,sin_family,2.0,51,12,False
annulus2d,sin_family,2.0,52,31,False
annulus2d,sin_family,2.0,53,102,False
annulus2d,sin_family,2.0,54,30,False
annulus2d,sin_family,2.0,55,82,False
annulus2d,sin_family,2.0,56,106,False
annulus2d,sin_family,2.0,57,131,False
annulus2d,sin_family,2.0,58,21,False
annulus2d,sin_family,2.0,59,28,False
annulus2d,sin_family,2.0,60,138,False
annulus2d,sin_family,2.0,61,78,False
annulus2d,sin_family,2.0,62,35,False
annulus2d,sin_family,2.0,63,142,False
annulus2d,sin_family,2.0,64,141,False
annulus2d,sin_family,2.0,65,113,False
annulus2d,sin_family,2.0,66,61,False
annulus2d,sin_family,2.0,67,129,False
annulus2d,sin_family,2.0,68,33,False
annulus2d,sin_family,2.0,69,23,False
annulus2d,sin_family,2.0,70,41,False
annulus2d,sin_family,2.0,71,27,False
annulus2d,sin_family,2.0,72,23,False
annulus2d,sin_family,2.0,73,22,False
annulus2d,sin_family,2.0,74,17,False
annulus2d,sin_family,2.0,75,84,False
annulus2d,sin_family,2.0,76,59,False
annulus2d,sin_family,2.0,77,37,False
annulus2d,sin_family,2.0,78,120,False
annulus2d,sin_family,2.0,79,32,False
annulus2d,sin_family,2.0,80,86,False
annulus2d,sin_family,2.0,81,142,False
annulus2d,sin_family,2.0,82,83,False
annulus2d,sin_family,2.0,83,104,False
annulus2d,sin_family,2.0,84,30,False
annulus2d,sin_family,2.0,85,132,False
annulus2d,sin_family,2.0,86,51,False
annulus2d,sin_family,2.0,87,60,False
annulus2d,sin_family,2.0,88,34,False
annulus2d,sin_family,2.0,89,63,False
annulus2d,sin_family,2.0,90,43,False
annulus2d,sin_family,2.0,91,74,False
annulus2d,sin_family,2.0,92,38,False
annulus2d,sin_family,2.0,93,98,False
annulus2d,sin_family,2.0,94,34,False
annulus2d,sin_family,2.0,95,118,False
annulus2d,sin_family,2.0,96,80,False
annulus2d,sin_family,2.0,97,28,False
annulus2d,sin_family,2.0,98,48,False
annulus2d,sin_family,2.0,99,36,False
annulus2d,sin_family,3.0,0,52,False
annulus2d,sin_family,3.0,1,26,False
annulus2d,sin_family,3.0,2,30,False
annulus2d,sin_family,3.0,3,65,False
annulus2d,sin_family,3.0,4,39,False
annulus2d,sin_family,3.0,5,50,False
annulus2d,sin_family,3.0,6,143,False
annulus2d,sin_family,3.0,7,26,False
annulus2d,sin_family,3.0,8,81,False
annulus2d,sin_family,3.0,9,18,False
annulus2d,sin_family,3.0,10,28,False
annulus2d,sin_family,3.0,11,38,False
annulus2d,sin_family,3.0,12,114,False
annulus2d,sin_family,3.0,13,95,False
annulus2d,sin_family,3.0,14,35,False
annulus2d,sin_family,3.0,15,76,False
annulus2d,sin_family,3.0,16,129,False
annulus2d,sin_family,3.0,17,20,False
annulus2d,sin_family,3.0,18,13,False
annulus2d,sin_family,3.0,19,70,False
annulus2d,sin_family,3.0,20,13,False
annulus2d,sin_family,3.0,21,49,False
annulus2d,sin_family,3.0,22,22,False
annulus2d,sin_family,3.0,23,28,False
annulus2d,sin_family,3.0,24,25,False
annulus2d,sin_family,3.0,25,139,False
annulus2d,sin_family,3.0,26,108,False
annulus2d,sin_family,3.0,27,73,False
annulus2d,sin_family,3.0,28,2,False
annulus2d,sin_family,3.0,29,47,False
annulus2d,sin_family,3.0,30,17,False
annulus2d,sin_family,3.0,31,137,False
annulus2d,sin_family,3.0,32,119,False
annulus2d,sin_family,3.0,33,19,False
annulus2d,sin_family,3.0,34,51,False
annulus2d,sin_family,3.0,35,21,False
annulus2d,sin_family,3.0,36,17,False
annulus2d,sin_family,3.0,37,23,False
annulus2d,sin_family,3.0,38,146,False
annulus2d,sin_family,3.0,39,67,False
annulus2d,sin_family,3.0,40,76,False
annulus2d,sin_family,3.0,41,57,False
annulus2d,sin_family,3.0,42,22,False
annulus2d,sin_family,3.0,43,64,False
annulus2d,sin_family,3.0,44,65,False
annulus2d,sin_family,3.0,45,55,False
annulus2d,sin_family,3.0,46,113,False
annulus2d,sin_family,3.0,47,52,False
annulus2d,sin_family,3.0,48,21,False
annulus2d,sin_family,3.0,49,84,False
annulus2d,sin_family,3.0,50,0,False
annulus2d,sin_family,3.0,51,19,False
annulus2d,sin_family,3.0,52,24,False
annulus2d,sin_family,3.0,53,84,False
annulus2d,sin_family,3.0,54,31,False
annulus2d,sin_family,3.0,55,78,False
annulus2d,sin_family,3.0,56,10,False
annulus2d,sin_family,3.0,57,17,False
annulus2d,sin_family,3.0,58,75,False
annulus2d,sin_family,3.0,59,111,False
annulus2d,sin_family,3.0,60,107,False
annulus2d,sin_family,3.0,61,100,False
annulus2d,sin_family,3.0,62,80,False
annulus2d,sin_family,3.0,63,34,False
annulus2d,sin_family,3.0,64,40,False
annulus2d,sin_family,3.0,65,99,False
annulus2d,sin_family,3.0,66,12,False
annulus2d,sin_family,3.0,67,108,False
annulus2d,sin_family,3.0,68,24,False
annulus2d,sin_family,3.0,69,98,False
annulus2d,sin_family,3.0,70,121,False
annulus2d,sin_family,3.0,71,44,False
annulus2d,sin_family,3.0,72,49,False
annulus2d,sin_family,3.0,73,18,False
annulus2d,sin_family,3.0,74,22,False
annulus2d,sin_family,3.0,75,82,False
annulus2d,sin_family,3.0,76,29,False
annulus2d,sin_family,3.0,77,133,False
annulus2d,sin_family,3.0,78,52,False
annulus2d,sin_family,3.0,79,49,False
annulus2d,sin_family,3.0,80,92,False
annulus2d,sin_family,3.0,81,95,False
annulus2d,sin_family,3.0,82,83,False
annulus2d,sin_family,3.0,83,132,False
annulus2d,sin_family,3.0,84,66,False
annulus2d,sin_family,3.0,85,15,False
annulus2d,sin_family,3.0,86,105,False
annulus2d,sin_family,3.0,87,105,False
annulus2d,sin_family,3.0,88,56,False
annulus2d,sin_family,3.0,89,56,False
annulus2d,sin_family,3.0,90,14,False
annulus2d,sin_family,3.0,91,22,False
annulus2d,sin_family,3.0,92,131,False
annulus2d,sin_family,3.0,93,36,False
annulus2d,sin_family,3.0,94,80,False
annulus2d,sin_family,3.0,95,71,False
annulus2d,sin_family,3.0,96,70,False
annulus2d,sin_family,3.0,97,56,False
annulus2d,sin_family,3.0,98,122,False
annulus2d,sin_family,3.0,99,92,False
annulus2d,pwl_family,-0.05,0,105,False
annulus2d,pwl_family,-0.05,1,49,False
annulus2d,pwl_family,-0.05,2,212,False
annulus2d,pwl_family,-0.05,3,61,False
annulus2d,pwl_family,-0.05,4,168,False
annulus2d,pwl_family,-0.05,5,113,False
annulus2d,pwl_family,-0.05,6,86,False
annulus2d,pwl_family,-0.05,7,131,False
annulus2d,pwl_family,-0.05,8,62,False
annulus2d,pwl_family,-0.05,9,301,False
annulus2d,pwl_family,-0.05,10,221,False
annulus2d,pwl_family,-0.05,11,211,False
annulus2d,pwl_family,-0.05,12,328,False
annulus2d,pwl_family,-0.05,13,112,False
annulus2d,pwl_family,-0.05,14,62,False
annulus2d,pwl_family,-0.05,15,104,False
annulus2d,pwl_family,-0.05,16,69,False
annulus2d,pwl_family,-0.05,17,306,False
annulus2d,pwl_family,-0.05,18,137,False
annulus2d,pwl_family,-0.05,19,149,False
annulus2d,pwl_family,-0.05,20,80,False
annulus2d,pwl_family,-0.05,21,99,False
annulus2d,pwl_family,-0.05,22,124,False
annulus2d,pwl_family,-0.05,23,260,False
annulus2d,pwl_family,-0.05,24,166,False
annulus2d,pwl_family,-0.05,25,265,False
annulus2d,pwl_family,-0.05,26,123,False
annulus2d,pwl_family,-0.05,27,148,False
annulus2d,pwl_family,-0.05,28,304,False
annulus2d,pwl_family,-0.05,29,93,False
annulus2d,pwl_family,-0.05,30,101,False
annulus2d,pwl_family,-0.05,31,124,False
annulus2d,pwl_family,-0.05,32,136,False
annulus2d,pwl_family,-0.05,33,134,False
annulus2d,pwl_family,-0.05,34,137,False
annulus2d,pwl_family,-0.05,35,252,False
annulus2d,pwl_family,-0.05,36,128,False
annulus2d,pwl_family,-0.05,37,134,False
annulus2d,pwl_family,-0.05,38,141,False
annulus2d,pwl_family,-0.05,39,252,False
annulus2d,pwl_family,-0.05,40,133,False
annulus2d,pwl_family,-0.05,41,104,False
annulus2d,pwl_family,-0.05,42,268,False
annulus2d,pwl_family,-0.05,43,261,False
annulus2d,pwl_family,-0.05,44,225,False
annulus2d,pwl_family,-0.05,45,117,False
annulus2d,pwl_family,-0.05,46,147,False
annulus2d,pwl_family,-0.05,47,82,False
annulus2d,pwl_family,-0.05,48,138,False
annulus2d,pwl_family,-0.05,49,195,False
annulus2d,pwl_family,-0.05,50,66,False
annulus2d,pwl_family,-0.05,51,112,False
annulus2d,pwl_family,-0.05,52,222,False
annulus2d,pwl_family,-0.05,53,129,False
annulus2d,pwl_family,-0.05,54,79,False
annulus2d,pwl_family,-0.05,55,186,False
annulus2d,pwl_family,-0.05,56,261,False
annulus2d,pwl_family,-0.05,57,65,False
annulus2d,pwl_family,-0.05,58,42,False
