dataset,depth,width,activation,seed,train_data_seed,eval_data_seed,n_train_per_class,n_eval_per_class,tube_radius,layer,distance_from_output,relative_layer_position,format,mantissa_bits,delta_value,convention,quantizer,precision_note,training_step,training_progress,train_accuracy,eval_accuracy,training_steps_total,learning_rate,train_accuracy_required,eval_accuracy_required,initialization_scheme,initialization_gain,paper_upper_saturation_fraction,paper_lower_saturation_fraction,paper_total_saturation_fraction,paper_per_unit_saturation_min,paper_per_unit_saturation_median,paper_per_unit_saturation_max,paper_fraction_units_over_50pct_saturation,exact_upper_saturation_fraction,exact_lower_saturation_fraction,exact_total_saturation_fraction,exact_per_unit_saturation_min,exact_per_unit_saturation_median,exact_per_unit_saturation_max,exact_fraction_units_over_50pct_saturation,per_unit_collision_mean,per_unit_collision_std,per_unit_collision_min,per_unit_collision_median,per_unit_collision_max,vector_collision_rate,collision_group_count,collision_group_pure_fraction,collision_group_size_mean,collision_group_size_std,collision_group_size_min,collision_group_size_median,collision_group_size_max,fraction_inputs_in_collision_groups,baseline_per_unit_collision_mean,baseline_per_unit_collision_std,baseline_per_unit_collision_min,baseline_per_unit_collision_median,baseline_per_unit_collision_max,baseline_vector_collision_rate,baseline_collision_group_count,baseline_collision_group_pure_fraction,baseline_collision_group_size_mean,baseline_collision_group_size_std,baseline_collision_group_size_min,baseline_collision_group_size_median,baseline_collision_group_size_max,baseline_fraction_inputs_in_collision_groups,excess_per_unit_collision_mean,excess_per_unit_collision_std,excess_per_unit_collision_min,excess_per_unit_collision_median,excess_per_unit_collision_max,excess_vector_collision_rate
linked_tori,4,5,tanh,0,10000,20000,1000,1000,0.2,1,3,0.25,float64,52.0,1.1102230246251565e-16,IEEE,float64,Standard IEEE unit roundoff.,2000,1.0,1.0,1.0,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,9.999999999998899e-05,0.00019999999999997797,0.0,0.0,0.0004999999999999449,0.0,0.0,,,,,,,0.0,-9.999999999998899e-05,0.00019999999999997797,-0.0004999999999999449,0.0,0.0,0.0
linked_tori,4,5,tanh,0,10000,20000,1000,1000,0.2,1,3,0.25,float64,52.0,5.551115123125783e-17,paper,float64,Paper's stated double value.,2000,1.0,1.0,1.0,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,9.999999999998899e-05,0.00019999999999997797,0.0,0.0,0.0004999999999999449,0.0,0.0,,,,,,,0.0,-9.999999999998899e-05,0.00019999999999997797,-0.0004999999999999449,0.0,0.0,0.0
linked_tori,4,5,tanh,0,10000,20000,1000,1000,0.2,1,3,0.25,float32,23.0,5.960464477539063e-08,IEEE,float32,Standard IEEE unit roundoff.,2000,1.0,1.0,1.0,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999998899e-05,0.00019999999999997797,0.0,0.0,0.0004999999999999449,0.0,0.0,,,,,,,0.0,9.999999999998899e-05,0.00019999999999997797,0.0,0.0,0.0004999999999999449,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linked_tori,4,5,tanh,0,10000,20000,1000,1000,0.2,1,3,0.25,float16,10.0,0.00048828125,IEEE,float16,Standard IEEE unit roundoff.,2000,1.0,1.0,1.0,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2745,0.07389451941788376,0.136,0.28600000000000003,0.34750000000000003,0.0,0.0,,,,,,,0.0,0.24159999999999998,0.07537267409346705,0.14100000000000001,0.27149999999999996,0.3265,0.0,0.0,,,,,,,0.0,0.03290000000000002,0.06417585215639914,-0.02849999999999997,0.02100000000000002,0.14500000000000002,0.0
linked_tori,4,5,tanh,0,10000,20000,1000,1000,0.2,1,3,0.25,half,,0.001953125,paper,,Paper's stated half value; no corresponding IEEE format; saturation only.,2000,1.0,1.0,1.0,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.0,0.0001,0.0001,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linked_tori,4,5,tanh,0,10000,20000,1000,1000,0.2,1,3,0.25,bfloat16,7.0,0.00390625,IEEE,bfloat16,Standard bfloat16 unit roundoff.,2000,1.0,1.0,1.0,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.0,0.0066,0.0066,0.0,0.0,0.033,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0005,0.0,0.6842999999999999,0.07060070821174531,0.5589999999999999,0.6970000000000001,0.7605,0.0,0.0,,,,,,,0.0,0.6725,0.0770850179996087,0.5815,0.694,0.7715,0.0004999999999999449,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.001,0.011799999999999988,0.08417873840822275,-0.10499999999999998,0.0030000000000001137,0.15399999999999991,-0.0004999999999999449
linked_tori,4,5,tanh,0,10000,20000,1000,1000,0.2,1,3,0.25,fixed-8,,0.00390625,simulated,fixed-8,Uniform 8-bit quantizer.,2000,1.0,1.0,1.0,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.0,0.0066,0.0066,0.0,0.0,0.033,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0005,0.0,0.8968,0.01950538387215181,0.875,0.892,0.9335,0.0024999999999999467,5.0,1.0,2.0,0.0,2.0,2.0,2.0,0.005,0.9328,0.019127467161127197,0.909,0.9335,0.963,0.0014999999999999458,3.0,1.0,2.0,0.0,2.0,2.0,2.0,0.003,-0.03599999999999999,0.029359836511806386,-0.07099999999999995,-0.040000000000000036,0.017000000000000015,0.0010000000000000009
linked_tori,4,5,tanh,0,10000,20000,1000,1000,0.2,1,3,0.25,fixed-6,,0.015625,simulated,fixed-6,Uniform 6-bit quantizer.,2000,1.0,1.0,1.0,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.0,0.0435,0.0435,0.0,0.0,0.149,0.0,0.0,0.0209,0.0209,0.0,0.0,0.096,0.0,0.9734,0.00505371150739731,0.968,0.972,0.983,0.046499999999999986,71.0,1.0,2.3098591549295775,0.6411158691121721,2.0,2.0,5.0,0.082,0.9826,0.00494368283772331,0.9765,0.9825,0.9905,0.10350000000000004,184.0,1.0,2.125,0.362096852285107,2.0,2.0,4.0,0.1955,-0.009200000000000031,0.007560423268574301,-0.018000000000000016,-0.010500000000000065,0.0044999999999999485,-0.05700000000000005
linked_tori,4,5,tanh,0,10000,20000,1000,1000,0.2,1,3,0.25,fixed-4,,0.0625,simulated,fixed-4,Uniform 4-bit quantizer.,2000,1.0,1.0,1.0,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.0296,0.0806,0.1102,0.0,0.0955,0.2755,0.0,0.0039,0.0626,0.0665,0.0,0.017,0.188,0.0,0.9931000000000001,0.0012409673645990974,0.992,0.9925,0.9955,0.5660000000000001,422.0,1.0,3.6824644549763033,4.1160448498628694,2.0,3.0,69.0,0.777,0.9952,0.0014352700094407381,0.9935,0.995,0.9975,0.8005,300.0,1.0,6.336666666666667,5.486649453192922,2.0,4.0,47.0,0.9505,-0.0020999999999999908,0.0020591260281974215,-0.0045000000000000595,-0.0024999999999999467,0.0015000000000000568,-0.23449999999999993
linked_tori,4,5,tanh,0,10000,20000,1000,1000,0.2,2,2,0.5,float64,52.0,1.1102230246251565e-16,IEEE,float64,Standard IEEE unit roundoff.,2000,1.0,1.0,1.0,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
