a,w1,b1,w2,b2,class_gap,max_inner_logit,min_outer_logit,solves_float64,max_abs_parameter,inside_box_5,grid41_box5_required_w2
1.02,0.14281525595433955,3.339947175748598,1.0,-3.1407824873961587,0.000547958093405132,-0.00027397904670234396,0.00027397904670278805,True,3.339947175748598,True,456.2392690405302
1.05,0.2261865870113878,3.4514372933314204,1.0,-3.1385877802211786,0.0021875219473854735,-0.0010937609736925147,0.0010937609736929588,True,3.4514372933314204,True,114.28456765830397
1.1,0.31797775295205416,3.5712923197412176,1.0,-3.133658536862554,0.006283827696948574,-0.003141913848474065,0.003141913848474509,True,3.5712923197412176,True,39.78466820810507
1.25,0.5019308648587617,3.7850937623830774,1.0,-3.1183826180333094,0.02585713876484297,-0.012928569382421706,0.012928569382421262,True,3.7850937623830774,True,9.668509817486694
1.5,0.7064976832770614,3.9826613241577236,1.0,-3.1065365174651713,0.07684066930205669,-0.03842033465102812,0.038420334651028565,True,3.9826613241577236,True,3.253485455953838
