a,seed,solved32,solved64,first_divergence,final_dist,final_rel,w2_32,w2_64
1.5,49,False,False,2000,4.670828545678695e-05,4.593516872491264e-06,-3.205191135406494,-3.2052054818043003
1.5,50,False,False,2000,1.0156763946405814e-05,9.96956654335701e-06,-0.9915566444396973,-0.9915540741281107
1.5,51,True,True,2000,4.3232864570341685e-05,2.8142726321073717e-06,-4.787787914276123,-4.78780102539206
1.5,52,False,False,2000,4.406979899874232e-05,3.371159792974676e-06,4.099453926086426,4.099467667443584
1.5,53,False,False,2000,3.7998735400870175e-05,2.7006569856029498e-06,4.420197486877441,4.42020872119573
1.5,54,False,False,2000,0.0002800267200661466,0.00010810274517989474,0.6217268109321594,0.6217977327696773
1.5,55,False,False,2000,5.780225299401469e-07,1.0931545853776537e-06,0.10089008510112762,0.10089040983403445
1.5,56,True,True,2000,3.273647106537312e-05,2.5603929830232207e-06,-3.99005389213562,-3.9900639507349447
1.5,57,False,False,2000,3.306838994530403e-07,4.453264574427058e-07,-0.7296762466430664,-0.7296765062762228
1.5,58,False,False,2000,0.000150826149710737,2.9364927272442413e-05,-1.5967663526535034,-1.596811478905663
1.5,59,False,False,2000,1.5597858144716598e-06,1.9117112359301862e-06,0.15644322335720062,0.15644256091651648
2.0,0,False,False,2000,1.3454253643718904e-07,3.627875166909078e-07,-0.3531569242477417,-0.353156798148308
2.0,1,True,True,2000,4.1697159035909405e-05,3.141795954531995e-06,4.2373456954956055,4.237358733221933
2.0,2,True,True,2000,2.9646663624271597e-05,1.9686545238599263e-06,4.824608325958252,4.824617795262704
2.0,3,True,True,2000,3.923459170362008e-05,3.123097225567463e-06,4.009288787841797,4.009300583251819
2.0,4,False,False,2000,1.8660718382645317e-06,2.5526999174723964e-06,-0.6485653519630432,-0.648564558324107
2.0,5,True,True,2000,2.5190234924610243e-05,1.8677719522670035e-06,4.295177459716797,4.295186255460687
2.0,6,False,False,2000,1.178129473345069e-07,1.5240528281989895e-07,0.7629460692405701,0.7629460869583103
2.0,7,True,True,2000,2.5844374010559806e-05,1.7430988329473306e-06,4.748504161834717,4.748512254785332
2.0,8,False,False,2000,4.668926973586535e-06,4.611467368380766e-06,0.6080554127693176,0.6080566045337303
2.0,9,True,True,2000,3.580062642385537e-05,2.6436881209905757e-06,4.321439266204834,4.321450221137679
2.0,10,True,True,2000,4.557893262947023e-05,3.0653171216575143e-06,-4.757082939147949,-4.757097173886373
2.0,11,False,False,2000,1.1273248713434252e-06,2.294814720837864e-06,0.48771214485168457,0.4877132353214922
2.0,12,True,True,2000,3.78393532110998e-05,2.5877738295350066e-06,4.695028305053711,4.6950405030151785
2.0,13,False,False,2000,1.1983240741041357e-05,2.598488064268273e-05,0.40709739923477173,0.40709405108081964
2.0,14,True,True,2000,4.265725650581593e-05,3.79299203028511e-06,3.598517656326294,3.5985309607630738
2.0,15,True,True,2000,5.1996689568158686e-05,5.703296707028414e-06,2.9154484272003174,2.9154643741072395
2.0,16,False,False,2000,7.691023547158213e-06,2.1637606759323777e-05,0.3552423417568207,0.3552499766020646
2.0,17,False,False,2000,2.225586768904723e-06,2.241867935101134e-06,0.7749478220939636,0.7749457687543696
2.0,18,True,True,2000,2.7834877661910146e-05,2.0495571941168823e-06,-4.364462375640869,-4.364471058823675
2.0,19,True,True,2000,3.644538052018108e-05,2.5788084035521315e-06,4.529655456542969,4.529666425168572
2.0,20,True,True,2000,2.7738380983147924e-05,2.4046050962531444e-06,3.6932942867279053,3.693302604842212
2.0,21,False,False,2000,2.1888196518613763e-07,2.150023348565629e-07,-0.8992564678192139,-0.8992562654726244
2.0,22,True,True,2000,2.9736385795655785e-05,2.8769913074252115e-06,-3.309783935546875,-3.3097930303829255
2.0,23,True,True,2000,1.5323647934443094e-05,1.1915758799063666e-06,-4.114715099334717,-4.114720007570912
2.0,24,True,True,2000,6.368073035553378e-05,6.7321955939361934e-06,-3.0314133167266846,-3.0314327779663275
2.0,25,False,False,2000,6.766899970609231e-05,1.1281087146212986e-05,-1.9234997034072876,-1.9235201664214125
2.0,26,False,False,2000,1.1747322724362047e-06,1.939014989637931e-06,0.4098754823207855,0.40987449804366594
2.0,27,True,True,2000,3.4567269985147855e-05,3.0313489052629656e-06,3.6918442249298096,3.6918550616606876
2.0,28,True,True,2000,3.6226337748427704e-05,2.9202205571197496e-06,3.9854178428649902,3.9854292856285545
2.0,29,False,False,2000,2.8657095970178627e-07,6.172091336134043e-07,0.3307662308216095,0.33076607335202685
2.0,30,True,True,2000,3.159397846626471e-05,2.332494851710707e-06,-4.326162815093994,-4.32617264629654
2.0,31,True,True,2000,3.199775065750992e-05,2.1246156817625685e-06,-4.845518589019775,-4.845528495659027
2.0,32,True,True,2000,3.265394259389887e-05,2.5157573720799888e-06,4.1548614501953125,4.154872298664243
2.0,33,True,True,2000,2.6820996419754907e-05,2.0799376252805727e-06,-4.1352949142456055,-4.1353027633263135
2.0,34,True,True,2000,3.152735242317667e-05,2.509350699074274e-06,4.019410610198975,4.019421154874992
2.0,35,True,True,2000,4.378986337167324e-05,4.1514965059214206e-06,3.3744168281555176,3.3744299630681422
2.0,36,True,True,2000,4.263471937956492e-05,3.0034866295894026e-06,-4.554447174072266,-4.554460704500796
2.0,37,True,True,2000,4.017516603041809e-05,3.4999913643351302e-06,3.6626646518707275,3.6626772678160733
2.0,38,True,True,2000,1.822371214866359e-05,1.164954817975197e-06,-5.03345251083374,-5.033458460597531
2.0,39,True,True,2000,3.1835737801097976e-05,2.0882375879002608e-06,-4.860977649688721,-4.86098765379396
2.0,40,True,True,2000,1.9741177648730022e-05,1.4532061184053358e-06,-4.346960067749023,-4.346966175657178
2.0,41,True,True,2000,2.4976047923003998e-05,2.2197248116993257e-06,3.605232000350952,3.6052398954275704
2.0,42,True,True,2000,3.2858254525598666e-05,2.240754160791595e-06,-4.675406455993652,-4.675416699592019
2.0,43,True,True,2000,3.8271028037020825e-05,3.7742273996971155e-06,3.2675693035125732,3.2675813062256664
2.0,44,True,True,2000,2.5395409613652093e-05,1.5844941896571064e-06,5.135777950286865,5.135785613118064
2.0,45,True,True,2000,2.621449696189156e-05,2.4509303307313742e-06,-3.4414024353027344,-3.4414106603226124
2.0,46,False,False,2000,4.350810018063118e-06,8.36484737302232e-06,-0.507098913192749,-0.5070996887797045
2.0,47,True,True,2000,2.5331218821666843e-05,1.99579175353464e-06,4.079677581787109,4.0796852571990385
2.0,48,False,False,2000,2.59514072173934e-06,2.8157000690033692e-06,-0.5055896043777466,-0.5055876088366451
2.0,49,True,True,2000,3.674265094972806e-05,3.3778024085309862e-06,-3.48555326461792,-3.485564659681701
2.0,50,False,False,2000,1.1656085598790197e-05,1.1846150978148374e-05,-0.9005262851715088,-0.9005223223695116
2.0,51,True,True,2000,4.3784277842720225e-05,3.174972472371927e-06,-4.4018874168396,-4.401901860862443
2.0,52,True,True,2000,6.504451215702344e-05,6.307817751772872e-06,3.3088760375976562,3.3088962552978174
2.0,53,True,True,2000,3.388467921805695e-05,2.577265016038572e-06,4.223332405090332,4.223343627950001
2.0,54,False,False,2000,1.993585330700685e-06,3.0652722275906783e-06,0.605531632900238,0.6055299426562016
2.0,55,False,False,2000,9.359130179512124e-07,1.777062640600087e-06,0.08823319524526596,0.0882335969930348
2.0,56,True,True,2000,3.4606615604067695e-05,2.73472030715334e-06,-4.0270915031433105,-4.027102741057809
2.0,57,False,False,2000,1.5838987344712875e-07,2.1346187758732977e-07,-0.7306461334228516,-0.7306461092033255
2.0,58,False,False,2000,0.0002893326292294309,0.00010198688563998302,-0.6268489956855774,-0.6267957692934301
2.0,59,False,False,2000,7.458482024862323e-07,9.182147932257628e-07,0.13824625313282013,0.13824597706595101
