activation,parameter,depth,width,seed,train_errors,eval_errors,dense_errors,solved,steps_to_criterion,final_eval_accuracy,at_chance,inactive_unit_fraction,duration_seconds
gelu,,3,3,141,45,46,-1,False,-1,0.977,False,0.0,0.6403589588589966
gelu,,3,3,142,60,58,-1,False,-1,0.971,False,0.0,0.6439422918483615
gelu,,3,3,143,68,61,-1,False,-1,0.9695,False,0.0,0.6416017499286681
gelu,,3,3,144,60,70,-1,False,-1,0.965,False,0.0,0.6450852090492845
gelu,,3,3,145,65,95,-1,False,-1,0.9525,False,0.0,0.6431954170111567
gelu,,3,3,146,60,61,-1,False,-1,0.9695,False,0.0,0.6480972091667354
gelu,,3,3,147,58,56,-1,False,-1,0.972,False,0.0,0.6366864999290556
gelu,,3,3,148,79,75,-1,False,-1,0.9625,False,0.0,0.6417637919075787
gelu,,3,3,149,57,71,-1,False,-1,0.9645,False,0.1111111111111111,0.6507312078028917
gelu,,3,3,150,62,83,-1,False,-1,0.9585,False,0.0,0.64365587499924
gelu,,3,3,151,98,91,-1,False,-1,0.9545,False,0.0,0.6534014588687569
gelu,,3,3,152,65,72,-1,False,-1,0.964,False,0.0,0.64970637508668
gelu,,3,3,153,57,66,-1,False,-1,0.967,False,0.0,0.6473548328503966
gelu,,3,3,154,58,71,-1,False,-1,0.9645,False,0.0,0.6616124159190804
gelu,,3,3,155,78,83,-1,False,-1,0.9585,False,0.1111111111111111,0.6545642910059541
gelu,,3,3,156,0,0,0,True,1250,1.0,False,0.0,0.6689333328977227
gelu,,3,3,157,63,77,-1,False,-1,0.9615,False,0.0,0.6579177500680089
gelu,,3,3,158,59,63,-1,False,-1,0.9685,False,0.0,0.6409062079619616
gelu,,3,3,159,79,99,-1,False,-1,0.9505,False,0.0,0.6466712921392173
gelu,,3,3,160,86,88,-1,False,-1,0.956,False,0.0,0.6474461669567972
gelu,,3,3,161,0,0,1,False,800,1.0,False,0.0,0.650301167042926
gelu,,3,3,162,96,91,-1,False,-1,0.9545,False,0.0,0.6462531250435859
gelu,,3,3,163,96,102,-1,False,-1,0.949,False,0.1111111111111111,0.667563334107399
gelu,,3,3,164,81,87,-1,False,-1,0.9565,False,0.0,0.647558500058949
gelu,,3,3,165,91,96,-1,False,-1,0.952,False,0.0,0.6507272080052644
gelu,,3,3,166,80,92,-1,False,-1,0.954,False,0.1111111111111111,0.6496751250233501
gelu,,3,3,167,48,69,-1,False,-1,0.9655,False,0.1111111111111111,0.6441441250499338
gelu,,3,3,168,67,68,-1,False,-1,0.966,False,0.0,0.6538505838252604
gelu,,3,3,169,56,76,-1,False,-1,0.962,False,0.0,0.669348374940455
gelu,,3,3,170,77,96,-1,False,-1,0.952,False,0.0,0.6453077921178192
gelu,,3,3,171,95,105,-1,False,-1,0.9475,False,0.0,0.6504562499467283
gelu,,3,3,172,65,62,-1,False,-1,0.969,False,0.0,0.6578504161443561
gelu,,3,3,173,60,66,-1,False,-1,0.967,False,0.0,0.6511946669779718
gelu,,3,3,174,88,83,-1,False,-1,0.9585,False,0.0,0.6543616249691695
gelu,,3,3,175,63,80,-1,False,-1,0.96,False,0.0,0.6642990000545979
gelu,,3,3,176,90,86,-1,False,-1,0.957,False,0.0,0.6711830829735845
gelu,,3,3,177,67,67,-1,False,-1,0.9665,False,0.0,0.6558621658477932
gelu,,3,3,178,100,92,-1,False,-1,0.954,False,0.0,0.6508755839895457
gelu,,3,3,179,68,84,-1,False,-1,0.958,False,0.0,0.6695345831103623
gelu,,3,3,180,52,72,-1,False,-1,0.964,False,0.0,0.6564303329214454
