P,window,B_P,B_full
2.0,2.8284271247461903,0.0,0.47738562622110964
3.0,1.885618083164127,0.0,0.47738562622110964
4.0,1.4142135623730951,0.0,0.47738562622110964
6.0,0.9428090415820635,0.0,0.47738562622110964
8.0,0.7071067811865476,0.11528484280850824,0.47738562622110964
12.0,0.47140452079103173,0.27479033231690975,0.47738562622110964
16.0,0.3535533905932738,0.33620564448998075,0.47738562622110964
24.0,0.23570226039551587,0.3879735830867899,0.47738562622110964
