a,gstar,w2_glob,R_glob,w2_spin,R_spin,w2_fold,R_fold,w2_solve,R_solve
1.3,0.08578310157628577,4.999999999999998,0.21445775394071434,4.999999999999998,0.21445775394071434,4.75,0.2037348662436787,7.1499999999999995,0.3066745881352216
1.35,0.1067705918459203,4.05,0.2162104484879886,4.249999999999999,0.2268875076725806,4.0,0.2135411836918406,5.749999999999999,0.3069654515570208
1.4,0.1286030010801844,3.3999999999999986,0.2186251018363134,3.4999999999999982,0.2250552518903226,3.25,0.20897987675529967,4.749999999999999,0.3054321275654379
1.45,0.1512839606725933,2.8999999999999986,0.2193617429752602,2.9999999999999982,0.22692594100888983,2.75,0.2080154459248158,4.05,0.30635002036200143
1.5,0.17447768424209897,2.55,0.22245904740867617,2.749999999999999,0.239906815832886,2.5,0.21809710530262372,3.4999999999999982,0.30533594742367304
1.6,0.22290642494654067,2.05,0.22847908557020416,2.249999999999999,0.25076972806485814,2.0,0.22290642494654067,2.749999999999999,0.3064963343014933
