arm,seed,data_seed,eval_errors,dense_errors,separated,init_spec_product,final_spec_product,final_norms
standard,146,146,67,,False,0.15542847247598043,20117.039335261186,"[4.4344, 4.5761, 3.4531, 4.1532, 7.1364, 9.6864]"
standard,147,147,71,,False,0.6126779750412621,892.1447683868981,"[2.1295, 4.4014, 3.0685, 3.2462, 3.1182, 3.0646]"
standard,148,148,87,,False,0.6957877273065071,317.9204319207435,"[2.0085, 2.6482, 2.982, 2.6087, 2.4265, 3.1666]"
standard,149,149,91,,False,0.33288054018614205,739.8549201021028,"[1.8894, 2.5299, 3.2875, 4.0182, 3.6557, 3.2052]"
standard,150,150,82,,False,0.12912134993955313,4522.647298523167,"[1.8174, 5.1409, 4.9748, 5.5739, 5.1584, 3.3842]"
standard,151,151,67,,False,0.16128278922856998,1097.1822227038156,"[3.0362, 2.8682, 3.3377, 3.5045, 3.3909, 3.1765]"
standard,152,152,70,,False,0.15275491196100802,12114.12952761809,"[3.0922, 5.1519, 3.2631, 3.5608, 8.8677, 7.3802]"
standard,153,153,77,,False,0.27768247425427617,2794.195170596271,"[3.0672, 6.7329, 3.1852, 2.8198, 3.2419, 4.6469]"
standard,154,154,85,,False,0.2663875939289419,704.3003158234715,"[2.221, 3.3164, 2.4608, 2.9606, 2.1585, 6.0804]"
standard,155,155,0,0.0,True,0.6709812041671612,3671.919253820356,"[2.4661, 6.0903, 3.2327, 3.6119, 3.1123, 6.7275]"
standard,156,156,93,,False,0.11872284498592067,429.2105999629925,"[1.8971, 3.0574, 2.4805, 2.197, 2.2437, 6.0521]"
standard,157,157,73,,False,0.1580458979470175,2153.921073220393,"[2.4866, 3.3291, 4.4852, 3.7283, 4.6162, 3.3707]"
standard,158,158,68,,False,0.19310072600205946,7310.951970454196,"[4.8321, 4.0279, 3.4926, 3.573, 4.8262, 6.2369]"
standard,159,159,75,,False,0.2068254478850364,1955.3340749774027,"[2.7645, 3.322, 3.6402, 3.7609, 2.902, 5.359]"
standard,160,160,64,,False,0.19109880433497214,761.6264537694007,"[2.0411, 2.2402, 4.1354, 3.8715, 3.4621, 3.0051]"
standard,161,161,75,,False,0.20170378738062675,19450.40833117317,"[2.7605, 3.273, 9.243, 5.2729, 7.1784, 6.1533]"
standard,162,162,91,,False,0.17144490446919577,270.4079424918038,"[2.2894, 2.704, 2.5615, 2.7966, 2.4861, 2.4528]"
standard,163,163,99,,False,0.4059610442490352,820.1916235943386,"[3.2305, 3.5167, 2.3884, 2.2943, 3.4979, 3.7665]"
standard,164,164,91,,False,0.3207441013405758,268.5516376194024,"[2.4301, 2.5181, 2.4375, 2.5307, 2.4443, 2.9106]"
standard,165,165,97,,False,0.40142115257099426,850.4234795175769,"[1.9505, 2.4044, 2.5584, 4.7976, 2.5435, 5.8084]"
standard,166,166,92,,False,0.14757891826351666,755.1707175562652,"[2.5009, 2.8084, 3.0388, 3.2027, 2.4476, 4.5136]"
standard,167,167,69,,False,0.9722332125655425,958.0769085724534,"[1.8791, 3.526, 2.9352, 3.3204, 4.0248, 3.6864]"
standard,168,168,0,0.0,True,0.308666147846267,2267.216396470634,"[1.9297, 3.055, 3.9718, 3.608, 4.27, 6.2849]"
standard,169,169,72,,False,0.2969006450996742,270.1042659790267,"[2.8625, 2.451, 2.824, 2.7216, 2.0418, 2.4533]"
standard,170,170,0,0.0,True,0.09578320175039041,5269.859775892372,"[1.0813, 2.5265, 4.3735, 6.896, 10.8065, 5.9186]"
standard,171,171,0,0.0,True,0.33026527345285084,797.6063541384882,"[1.6207, 2.792, 2.5975, 3.2503, 4.7118, 4.431]"
standard,172,172,68,,False,0.23981309267704407,7200.309768825689,"[2.022, 5.5208, 4.5428, 5.5719, 6.1498, 4.1436]"
standard,173,173,110,,False,0.39698136988738003,5342.535190949528,"[1.9926, 5.8187, 4.2682, 4.0409, 6.0436, 4.4206]"
standard,174,174,83,,False,0.2343990991277242,333.6340078906459,"[3.0307, 2.5023, 2.4838, 2.8762, 2.3994, 2.5666]"
standard,175,175,74,,False,0.1914333607537471,3071.8556013535776,"[3.2028, 4.6225, 3.9336, 3.5623, 3.9945, 3.707]"
standard,176,176,82,,False,0.27887386335442427,6701.493974017307,"[1.845, 4.8932, 3.3626, 9.5352, 5.1929, 4.4582]"
