a,opt,budget,w2,gstar,R,solved
1.3,adam,2000,4.2161641120910645,0.0857831015762857,0.1808378171448992,False
1.3,adam,2000,3.3870084285736084,0.0857831015762857,0.1452740440340329,False
1.3,adam,2000,5.380850791931152,0.0857831015762857,0.2307930350255339,False
1.3,adam,2000,5.037208557128906,0.0857831015762857,0.2160536866585624,False
1.3,adam,2000,2.999221086502075,0.0857831015762857,0.1286412435565728,False
1.3,adam,2000,1.688067078590393,0.0857831015762857,0.0724038148351518,False
1.3,adam,2000,0.2043384313583374,0.0857831015762857,0.0087643922065755,False
1.3,adam,2000,4.285480976104736,0.0857831015762857,0.1838109249382164,False
1.3,adam,2000,1.6860237121582031,0.0857831015762857,0.0723161716800467,False
1.3,adam,2000,3.1460556983947754,0.0857831015762857,0.1349392077700258,False
1.3,adam,2000,0.2236586809158325,0.0857831015762857,0.0095930676717104,False
1.3,adam,2000,4.030365467071533,0.0857831015762857,0.1728686251256758,False
1.3,adam,2000,3.757131338119507,0.0857831015762857,0.161149189606676,False
1.3,adam,2000,5.117865085601807,0.0857831015762857,0.2195131702459531,False
1.3,adam,2000,3.129678249359131,0.0857831015762857,0.1342367535829332,False
1.3,adam,2000,4.539523124694824,0.0857831015762857,0.1947071866567971,False
1.3,adam,2000,4.37950325012207,0.0857831015762857,0.1878436860794476,False
1.3,adam,2000,4.747137069702148,0.0857831015762857,0.2036120707234054,False
1.3,adam,2000,3.144810438156128,0.0857831015762857,0.1348857966272554,False
1.3,adam,2000,2.9853014945983887,0.0857831015762857,0.1280442106734856,False
1.3,adam,2000,4.500885009765625,0.0857831015762857,0.1930499379879532,False
1.3,adam,2000,4.1721510887146,0.0857831015762857,0.1789500303174079,False
1.3,adam,2000,4.82742166519165,0.0857831015762857,0.2070556015283489,False
1.3,adam,2000,6.403797149658203,0.0857831015762857,0.2746687906815294,False
1.3,adam,2000,0.286804586648941,0.0857831015762857,0.0123014934945253,False
1.3,adam,2000,5.291589260101318,0.0857831015762857,0.2269644694996271,False
1.3,adam,2000,4.187794208526611,0.0857831015762857,0.1796209879853098,False
1.3,adam,2000,0.6404409408569336,0.0857831015762857,0.0274695051415711,False
1.3,adam,2000,0.7284201383590698,0.0857831015762857,0.0312430693595341,False
1.3,adam,2000,2.3269472122192383,0.0857831015762857,0.0998063745342289,False
1.3,adam,2000,5.038852691650391,0.0857831015762857,0.2161242061378932,False
1.3,adam,2000,5.012995719909668,0.0857831015762857,0.2150151605212484,False
1.3,adam,2000,0.3062382936477661,0.0857831015762857,0.0131350353252673,False
1.3,adam,2000,3.59688949584961,0.0857831015762857,0.1542761684905711,False
1.3,adam,2000,4.897928237915039,0.0857831015762857,0.2100797377732121,False
1.3,adam,2000,0.8072677850723267,0.0857831015762857,0.0346249672030613,False
1.3,adam,2000,4.588379383087158,0.0857831015762857,0.1968027073449505,False
1.3,adam,2000,5.0134358406066895,0.0857831015762857,0.2150340379804776,False
1.3,adam,2000,4.184962272644043,0.0857831015762857,0.1794995218635738,False
1.3,adam,2000,3.606228828430176,0.0857831015762857,0.1546767469482779,False
1.3,adam,2000,0.3507521450519562,0.0857831015762857,0.015044303443546,False
1.3,adam,2000,4.854466438293457,0.0857831015762857,0.2082155937873989,False
1.3,adam,2000,1.1466354131698608,0.0857831015762857,0.0491809710594582,False
1.3,adam,2000,0.4808602333068847,0.0857831015762857,0.0206248411188804,False
1.3,adam,2000,4.027364253997803,0.0857831015762857,0.1727398984426979,False
1.3,adam,2000,3.6695010662078857,0.0857831015762857,0.1573905913484,False
1.3,adam,2000,1.876391649246216,0.0857831015762857,0.0804813477220912,False
1.3,adam,2000,2.259320020675659,0.0857831015762857,0.096905739413478,False
1.3,adam,2000,4.26687479019165,0.0857831015762857,0.1830128767701516,False
1.3,adam,2000,3.713858127593994,0.0857831015762857,0.159293134499655,False
1.3,adam,2000,0.5025411248207092,0.0857831015762857,0.0215547681783779,False
1.3,adam,2000,3.290102005004883,0.0857831015762857,0.1411175772458376,False
1.3,adam,2000,4.324887275695801,0.0857831015762857,0.1855011222384993,False
1.3,adam,2000,4.369379997253418,0.0857831015762857,0.1874094840648906,False
1.3,adam,2000,5.2230658531188965,0.0857831015762857,0.224025394308864,False
1.3,adam,2000,2.136563301086426,0.0857831015762857,0.0916405133406306,False
1.3,adam,2000,0.3123292922973633,0.0857831015762857,0.013396287703197,False
1.3,adam,2000,6.061656951904297,0.0857831015762857,0.2599938670129025,False
1.3,adam,2000,5.823573589324951,0.0857831015762857,0.2497821023750187,False
1.3,adam,2000,5.020740509033203,0.0857831015762857,0.215347346537284,False
1.3,adam,2000,3.9763379096984863,0.0857831015762857,0.1705512994046505,False
1.3,adam,2000,3.2491183280944824,0.0857831015762857,0.1393597237861503,False
1.3,adam,2000,3.463294982910156,0.0857831015762857,0.1485460926538113,False
1.3,adam,2000,1.2082221508026123,0.0857831015762857,0.0518225217445094,False
1.3,adam,2000,0.2286659479141235,0.0857831015762857,0.0098078371184774,False
1.3,adam,2000,0.212410494685173,0.0857831015762857,0.0091106155207236,False
1.3,adam,2000,5.124361038208008,0.0857831015762857,0.2197917917270793,False
1.3,adam,2000,0.0990934148430824,0.0857831015762857,0.0042502702355125,False
1.3,adam,2000,0.3577731549739837,0.0857831015762857,0.0153454454472007,False
1.3,adam,2000,3.8848724365234375,0.0857831015762857,0.1666282034166014,False
1.3,adam,2000,3.560044288635254,0.0857831015762857,0.152695820414037,False
1.3,adam,2000,4.550278663635254,0.0857831015762857,0.1951685084015144,False
1.3,adam,2000,3.4630327224731445,0.0857831015762857,0.1485348438969576,False
1.3,adam,2000,2.110879182815552,0.0857831015762857,0.0905388816773668,False
1.3,adam,2000,2.856908082962036,0.0857831015762857,0.1225372181374221,False
1.3,adam,2000,4.389213562011719,0.0857831015762857,0.1882601764150311,False
1.3,adam,2000,5.7759599685668945,0.0857831015762857,0.2477398803420671,False
1.3,adam,2000,2.3651046752929688,0.0857831015762857,0.1014430072996025,False
1.3,adam,2000,1.1140722036361694,0.0857831015762857,0.047784284503919,False
1.3,adam,2000,6.684280872344971,0.0857831015762857,0.2866991725183963,False
1.3,adam,2000,4.9295477867126465,0.0857831015762857,0.2114359492563628,False
1.3,adam,2000,2.82129430770874,0.0857831015762857,0.1210096880873878,False
1.3,adam,2000,2.2077994346618652,0.0857831015762857,0.0946959415818325,False
1.3,adam,2000,0.4248265326023102,0.0857831015762857,0.0182214687992626,False
1.3,adam,2000,0.5468032956123352,0.0857831015762857,0.0234532413248803,False
1.3,adam,2000,4.151520729064941,0.0857831015762857,0.1780651621987169,False
1.3,adam,2000,0.3084820210933685,0.0857831015762857,0.0132312722749551,False
1.3,adam,2000,5.803401947021484,0.0857831015762857,0.2489169093546793,False
1.3,adam,2000,3.901196241378784,0.0857831015762857,0.1673283567216102,False
1.3,adam,2000,2.256131649017334,0.0857831015762857,0.0967689852085635,False
1.3,adam,2000,4.412378787994385,0.0857831015762857,0.1892537688817855,False
1.3,adam,2000,5.388726234436035,0.0857831015762857,0.2311308249677111,False
1.3,adam,2000,0.3733431398868561,0.0857831015762857,0.0160132662458618,False
1.3,adam,2000,2.7880401611328125,0.0857831015762857,0.1195833661706101,False
1.3,adam,2000,2.1588058471679688,0.0857831015762857,0.0925945306355447,False
1.3,adam,2000,4.520134449005127,0.0857831015762857,0.1938755762887376,False
1.3,adam,2000,3.5342016220092773,0.0857831015762857,0.1515873883659478,False
1.3,adam,2000,5.057163715362549,0.0857831015762857,0.2169095943414261,False
1.3,adam,2000,5.278270721435547,0.0857831015762857,0.2263932167220203,False
1.3,adam,2000,3.545865774154663,0.0857831015762857,0.1520876819400923,False
1.3,adam,2000,3.92093825340271,0.0857831015762857,0.1681751222329945,False
1.3,adam,2000,5.401946544647217,0.0857831015762857,0.231697864574569,False
1.3,adam,2000,3.985745668411255,0.0857831015762857,0.1709548127652818,False
1.3,adam,2000,0.6375131607055664,0.0857831015762857,0.0273439281105122,False
1.3,adam,2000,1.6580350399017334,0.0857831015762857,0.0711156941224657,False
1.3,adam,2000,4.124321460723877,0.0857831015762857,0.1768985433992658,False
1.3,adam,2000,3.630420684814453,0.0857831015762857,0.1557143731850435,False
1.35,adam,2000,0.2176386266946792,0.1067705918459203,0.0116187024903621,False
1.35,adam,2000,4.108510971069336,0.1067705918459203,0.2193340739932648,False
1.35,adam,2000,5.447360038757324,0.1067705918459203,0.2908089276679674,False
1.35,adam,2000,3.648409128189087,0.1067705918459203,0.1947714009564034,False
1.35,adam,2000,0.673122227191925,0.1067705918459203,0.0359348292909629,False
1.35,adam,2000,4.531936168670654,0.1067705918459203,0.2419387534684491,False
1.35,adam,2000,0.7401086688041687,0.1067705918459203,0.0395109202992586,False
1.35,adam,2000,5.490110397338867,0.1067705918459203,0.2930911682116557,False
1.35,adam,2000,0.6476973295211792,0.1067705918459203,0.0345775136049991,False
1.35,adam,2000,4.285727500915527,0.1067705918459203,0.2287948308815439,False
1.35,adam,2000,5.222546100616455,0.1067705918459203,0.2788071690527111,False
1.35,adam,2000,0.4960875511169433,0.1067705918459203,0.0264837807200746,False
1.35,adam,2000,5.117188930511475,0.1067705918459203,0.273182645349051,False
1.35,adam,2000,0.5717988610267639,0.1067705918459203,0.0305256514043253,False
1.35,adam,2000,0.4873687326908111,0.1067705918459203,0.026018324018297,False
1.35,adam,2000,3.2707812786102295,0.1067705918459203,0.174611626457885,False
1.35,adam,2000,0.3298337757587433,0.1067705918459203,0.0176082737242677,False
1.35,adam,2000,0.8492892980575562,0.1067705918459203,0.0453395605010057,False
1.35,adam,2000,4.288245677947998,0.1067705918459203,0.2289292645076087,False
1.35,adam,2000,4.8004302978515625,0.1067705918459203,0.2562723920083494,False
1.35,adam,2000,3.27273941040039,0.1067705918459203,0.1747161619029589,False
1.35,adam,2000,0.9705258011817932,0.1067705918459203,0.051811807096958,False
1.35,adam,2000,2.640819311141968,0.1067705918459203,0.1409809204043817,False
1.35,adam,2000,3.3725478649139404,0.1067705918459203,0.1800444657827781,False
1.35,adam,2000,3.658105611801147,0.1067705918459203,0.1952890506034454,False
1.35,adam,2000,1.8196476697921753,0.1067705918459203,0.0971424293273801,False
1.35,adam,2000,0.3665977120399475,0.1067705918459203,0.0195709273419327,False
1.35,adam,2000,3.314045667648315,0.1067705918459203,0.1769213086696093,False
1.35,adam,2000,3.641380071640014,0.1067705918459203,0.1943961526924719,False
1.35,adam,2000,0.3497087955474853,0.1067705918459203,0.0186693075371644,False
1.35,adam,2000,4.177409648895264,0.1067705918459203,0.2230122502977027,False
1.35,adam,2000,5.405726432800293,0.1067705918459203,0.2885863052936114,False
1.35,adam,2000,3.863824844360352,0.1067705918459203,0.2062714327106628,False
1.35,adam,2000,4.369881629943848,0.1067705918459203,0.2332874239628597,False
1.35,adam,2000,3.913496732711792,0.1067705918459203,0.2089231811693567,False
1.35,adam,2000,2.7205846309661865,0.1067705918459203,0.1452392156075872,False
1.35,adam,2000,5.200570106506348,0.1067705918459203,0.2776339741039417,False
1.35,adam,2000,0.3108535706996918,0.1067705918459203,0.0165950098605118,False
1.35,adam,2000,6.01972770690918,0.1067705918459203,0.3213649450089889,False
1.35,adam,2000,5.227192401885986,0.1067705918459203,0.2790552132209322,False
1.35,adam,2000,4.710793495178223,0.1067705918459203,0.2514871047720451,False
1.35,adam,2000,3.0499579906463623,0.1067705918459203,0.162822909883253,False
1.35,adam,2000,4.875241279602051,0.1067705918459203,0.2602661984073864,False
1.35,adam,2000,2.9159891605377197,0.1067705918459203,0.1556709442434503,False
1.35,adam,2000,6.001514911651611,0.1067705918459203,0.3203926495445793,False
1.35,adam,2000,2.841357707977295,0.1067705918459203,0.1516867220633516,False
1.35,adam,2000,0.5573496222496033,0.1067705918459203,0.0297542745163451,False
1.35,adam,2000,3.6776413917541504,0.1067705918459203,0.1963319739973223,False
1.35,adam,2000,0.6766067147254944,0.1067705918459203,0.0361208496890824,False
1.35,adam,2000,2.8383917808532715,0.1067705918459203,0.1515283851661497,False
1.35,adam,2000,1.0117226839065552,0.1067705918459203,0.0540111148723229,False
1.35,adam,2000,4.63844633102417,0.1067705918459203,0.2476248300044941,False
1.35,adam,2000,4.156631946563721,0.1067705918459203,0.2219030265101341,False
1.35,adam,2000,4.174362659454346,0.1067705918459203,0.2228495858647251,False
1.35,adam,2000,1.339887619018555,0.1067705918459203,0.071530297044816,False
1.35,adam,2000,0.1057333350181579,0.1067705918459203,0.0056446053788658,False
1.35,adam,2000,3.622074604034424,0.1067705918459203,0.1933655245914164,False
1.35,adam,2000,0.7287788391113281,0.1067705918459203,0.0389060739883496,False
1.35,adam,2000,1.6331392526626587,0.1067705918459203,0.087185622286798,False
1.35,adam,2000,0.1628875583410263,0.1067705918459203,0.0086958005042041,False
1.35,adam,2000,4.288671493530273,0.1067705918459203,0.2289519967984771,False
1.35,adam,2000,5.255675792694092,0.1067705918459203,0.2805758074681123,False
1.35,adam,2000,4.243100166320801,0.1067705918459203,0.2265191580097973,False
1.35,adam,2000,5.326000690460205,0.1067705918459203,0.2843301229461081,False
1.35,adam,2000,3.130072832107544,0.1067705918459203,0.1670998644024792,False
1.35,adam,2000,0.2304247170686721,0.1067705918459203,0.0123012917086754,False
1.35,adam,2000,0.1903295218944549,0.1067705918459203,0.0101607978492109,False
1.35,adam,2000,5.393600940704346,0.1067705918459203,0.2879389823098577,False
1.35,adam,2000,0.6837703585624695,0.1067705918459203,0.036503282935206,False
1.35,adam,2000,4.267604351043701,0.1067705918459203,0.2278273211625803,False
1.35,adam,2000,0.8249582052230835,0.1067705918459203,0.0440406379099084,False
1.35,adam,2000,5.778110504150391,0.1067705918459203,0.308466139139633,False
1.35,adam,2000,3.583415269851685,0.1067705918459203,0.1913016845958863,False
1.35,adam,2000,3.976876735687256,0.1067705918459203,0.2123067413837999,False
1.35,adam,2000,0.3340384066104889,0.1067705918459203,0.017832739186535,False
1.35,adam,2000,5.296276569366455,0.1067705918459203,0.2827432919454684,False
1.35,adam,2000,4.7405104637146,0.1067705918459203,0.2530735539312929,False
1.35,adam,2000,5.615572452545166,0.1067705918459203,0.2997889971559468,False
1.35,adam,2000,3.3350982666015625,0.1067705918459203,0.1780452078946758,False
1.35,adam,2000,0.2586182951927185,0.1067705918459203,0.0138064142199547,False
1.35,adam,2000,0.4889135956764221,0.1067705918459203,0.0261007969859442,False
1.35,adam,2000,2.811627149581909,0.1067705918459203,0.1500995474054591,False
1.35,adam,2000,1.1398688554763794,0.1067705918459203,0.0608522361629724,False
1.35,adam,2000,4.046970844268799,0.1067705918459203,0.2160487361128817,False
1.35,adam,2000,5.094371318817139,0.1067705918459203,0.2719645203964937,False
1.35,adam,2000,4.768971920013428,0.1067705918459203,0.2545929771982043,False
1.35,adam,2000,0.5648327469825745,0.1067705918459203,0.0301537633446432,False
1.35,adam,2000,3.89313292503357,0.1067705918459203,0.2078360532703365,False
1.35,adam,2000,4.873244285583496,0.1067705918459203,0.2601595882907495,False
1.35,adam,2000,5.451544284820557,0.1067705918459203,0.2910323048822675,False
1.35,adam,2000,5.659182071685791,0.1067705918459203,0.3021171095788566,False
1.35,adam,2000,4.509008884429932,0.1067705918459203,0.2407147736145483,False
1.35,adam,2000,0.6774367094039917,0.1067705918459203,0.0361651592006084,False
1.35,adam,2000,4.371545314788818,0.1067705918459203,0.233376240270631,False
1.35,adam,2000,3.572035312652588,0.1067705918459203,0.1906941622132218,False
1.35,adam,2000,5.421359539031982,0.1067705918459203,0.2894208832959852,False
1.35,adam,2000,5.172196388244629,0.1067705918459203,0.2761192347581052,False
1.35,adam,2000,3.1761293411254883,0.1067705918459203,0.1695586047655806,False
1.35,adam,2000,0.4792872071266174,0.1067705918459203,0.0255868893845435,False
1.35,adam,2000,0.2044194638729095,0.1067705918459203,0.0109129935712681,False
1.35,adam,2000,4.4518256187438965,0.1067705918459203,0.2376620280540581,False
1.35,adam,2000,1.7107555866241455,0.1067705918459203,0.0913291932437873,False
1.35,adam,2000,3.3299899101257324,0.1067705918459203,0.1777724967725337,False
1.35,adam,2000,0.2218108773231506,0.1067705918459203,0.0118414393248278,False
1.35,adam,2000,4.160965919494629,0.1067705918459203,0.2221343969375727,False
1.35,adam,2000,3.923732280731201,0.1067705918459203,0.2094696089293065,False
1.35,adam,2000,5.219374656677246,0.1067705918459203,0.2786378605795133,False
1.35,adam,2000,3.2798962593078613,0.1067705918459203,0.1750982323997602,False
1.35,adam,2000,4.674339294433594,0.1067705918459203,0.2495409864776581,False
1.35,adam,2000,4.4996867179870605,0.1067705918459203,0.2402171070003525,False
1.35,adam,2000,4.882541656494141,0.1067705918459203,0.2606559311881197,False
1.35,adam,2000,3.315944194793701,0.1067705918459203,0.1770226621030835,False
1.35,adam,2000,3.163753032684326,0.1067705918459203,0.1688978918770153,False
1.35,adam,2000,4.672039985656738,0.1067705918459203,0.2494182371981874,False
1.35,adam,2000,4.340202331542969,0.1067705918459203,0.231702985834943,False
1.35,adam,2000,5.113559722900391,0.1067705918459203,0.2729888990267675,False
1.35,adam,2000,6.448378562927246,0.1067705918459203,0.3442485978051435,True
1.35,adam,2000,0.2844753563404083,0.1067705918459203,0.0151868010810222,False
1.35,adam,2000,5.344409465789795,0.1067705918459203,0.2853128808646575,False
1.35,adam,2000,4.367585182189941,0.1067705918459203,0.2331648274199458,False
1.35,adam,2000,0.6383236050605774,0.1067705918459203,0.0340770945507696,False
1.35,adam,2000,0.7270286083221436,0.1067705918459203,0.0388126373997355,False
1.35,adam,2000,2.314868450164795,0.1067705918459203,0.1235799372347717,False
1.35,adam,2000,5.160630702972412,0.1067705918459203,0.2755017972272961,False
1.35,adam,2000,5.128872394561768,0.1067705918459203,0.2738063705347812,False
1.35,adam,2000,0.303288847208023,0.1067705918459203,0.0161911648583337,False
1.35,adam,2000,3.745506048202514,0.1067705918459203,0.1999549487645282,False
1.35,adam,2000,5.013978958129883,0.1067705918459203,0.2676727504312592,False
1.35,adam,2000,0.7866171598434448,0.1067705918459203,0.0419937898563207,False
1.35,adam,2000,4.748719215393066,0.1067705918459203,0.253511780568806,False
1.35,adam,2000,5.1429853439331055,0.1067705918459203,0.2745597945133158,False
1.35,adam,2000,4.3258867263793945,0.1067705918459203,0.2309387430169693,False
1.35,adam,2000,3.753585577011109,0.1067705918459203,0.2003862768008932,False
1.35,adam,2000,0.3464100360870361,0.1067705918459203,0.0184932022871897,False
1.35,adam,2000,4.940389156341553,0.1067705918459203,0.2637441370858772,False
1.35,adam,2000,1.1313438415527344,0.1067705918459203,0.0603971257719112,False
1.35,adam,2000,0.4802936613559723,0.1067705918459203,0.0256406192414105,False
1.35,adam,2000,4.192244529724121,0.1067705918459203,0.2238042148007331,False
1.35,adam,2000,3.8601224422454834,0.1067705918459203,0.2060737788781348,False
1.35,adam,2000,1.9790197610855105,0.1067705918459203,0.1056505555829358,False
1.35,adam,2000,2.3928918838500977,0.1067705918459203,0.127745241330987,False
1.35,adam,2000,4.4232563972473145,0.1067705918459203,0.2361368517101744,False
1.35,adam,2000,3.8891100883483887,0.1067705918459203,0.2076212929434484,False
1.35,adam,2000,0.4993243217468261,0.1067705918459203,0.0266565766779856,False
1.35,adam,2000,3.4847617149353027,0.1067705918459203,0.1860350353728232,False
1.35,adam,2000,4.479744911193848,0.1067705918459203,0.2391525077434584,False
1.35,adam,2000,4.517607688903809,0.1067705918459203,0.2411738233359699,False
1.35,adam,2000,5.340074062347412,0.1067705918459203,0.2850814340689405,False
1.35,adam,2000,2.2740797996520996,0.1067705918459203,0.1214024230568532,False
1.35,adam,2000,0.3122968375682831,0.1067705918459203,0.0166720590893874,False
1.35,adam,2000,6.092428207397461,0.1067705918459203,0.3252460827413031,False
1.35,adam,2000,5.872043132781982,0.1067705918459203,0.3134807603159521,False
1.35,adam,2000,5.129652500152588,0.1067705918459203,0.2738480167025983,False
1.35,adam,2000,4.140951156616211,0.1067705918459203,0.2210659028984805,False
1.35,adam,2000,3.44051194190979,0.1067705918459203,0.1836727481453324,False
1.35,adam,2000,3.6335408687591553,0.1067705918459203,0.1939776545268772,False
1.35,adam,2000,1.1077874898910522,0.1067705918459203,0.059139562967587,False
1.35,adam,2000,0.2233944833278656,0.1067705918459203,0.0119259806000148,False
1.35,adam,2000,0.2134180516004562,0.1067705918459203,0.0113933858399919,False
1.35,adam,2000,5.214319705963135,0.1067705918459203,0.2783680005397645,False
1.35,adam,2000,0.0972388610243797,0.1067705918459203,0.0051911253709981,False
1.35,adam,2000,0.3546522259712219,0.1067705918459203,0.0189332140332102,False
1.35,adam,2000,4.0680437088012695,0.1067705918459203,0.2171737172218921,False
1.35,adam,2000,3.777686834335327,0.1067705918459203,0.2016729295552619,False
1.35,adam,2000,4.633865833282471,0.1067705918459203,0.247380298777079,False
1.35,adam,2000,3.638127088546753,0.1067705918459203,0.1942224912274058,False
1.35,adam,2000,2.1566591262817383,0.1067705918459203,0.1151338856615032,False
1.35,adam,2000,3.0097742080688477,0.1067705918459203,0.1606776867590484,False
1.35,adam,2000,4.551700115203857,0.1067705918459203,0.2429938576027297,False
1.35,adam,2000,5.7983856201171875,0.1067705918459203,0.3095485322053928,False
1.35,adam,2000,2.5037522315979004,0.1067705918459203,0.1336635538016257,False
1.35,adam,2000,1.149145245552063,0.1067705918459203,0.0613474589922595,False
1.35,adam,2000,6.777806758880615,0.1067705918459203,0.361835219531481,False
1.35,adam,2000,5.023049354553223,0.1067705918459203,0.2681569762284578,False
1.35,adam,2000,2.987016439437866,0.1067705918459203,0.1594627565461372,False
1.35,adam,2000,2.3506765365600586,0.1067705918459203,0.1254915625234177,False
1.35,adam,2000,0.4206686615943908,0.1067705918459203,0.0224575209847321,False
1.35,adam,2000,0.5359070301055908,0.1067705918459203,0.0286095553893816,False
1.35,adam,2000,4.294930458068848,0.1067705918459203,0.2292861334725402,False
1.35,adam,2000,0.3000992238521576,0.1067705918459203,0.016020885871598,False
1.35,adam,2000,5.868222236633301,0.1067705918459203,0.3132767806443639,True
1.35,adam,2000,4.053572654724121,0.1067705918459203,0.2164011757176663,False
1.35,adam,2000,2.374328136444092,0.1067705918459203,0.1267542101822783,False
1.35,adam,2000,4.558741569519043,0.1067705918459203,0.2433697677250739,False
1.35,adam,2000,5.451374053955078,0.1067705918459203,0.2910232170571388,False
1.35,adam,2000,0.3726406097412109,0.1067705918459203,0.0198935292239468,False
1.35,adam,2000,2.956451892852783,0.1067705918459203,0.1578310591819415,False
1.35,adam,2000,2.2869322299957275,0.1067705918459203,0.122088553854077,False
1.35,adam,2000,4.6638360023498535,0.1067705918459203,0.2489802651216024,False
1.35,adam,2000,3.699508666992187,0.1067705918459203,0.1974993649569337,False
1.35,adam,2000,5.106139183044434,0.1067705918459203,0.2725927513106491,False
1.35,adam,2000,5.339001655578613,0.1067705918459203,0.2850241833162384,False
1.35,adam,2000,3.7353615760803223,0.1067705918459203,0.1994133831183028,False
1.35,adam,2000,4.095051288604736,0.1067705918459203,0.2186155248618631,False
1.35,adam,2000,5.420973777770996,0.1067705918459203,0.2894002893169118,False
1.35,adam,2000,4.14089298248291,0.1067705918459203,0.2210627972551592,False
1.35,adam,2000,0.6370651721954346,0.1067705918459203,0.0340099127398648,False
1.35,adam,2000,1.871997117996216,0.1067705918459203,0.0999371201111565,False
1.35,adam,2000,4.287759780883789,0.1067705918459203,0.2289033247490478,False
1.35,adam,2000,3.807214736938477,0.1067705918459203,0.2032492853737154,False
1.4,adam,2000,0.2504912614822387,0.1286030010801844,0.0161069639854885,False
1.4,adam,2000,4.237933158874512,0.1286030010801844,0.2725054613042441,False
1.4,adam,2000,5.470949649810791,0.1286030010801844,0.3517902718621258,True
1.4,adam,2000,3.80136775970459,0.1286030010801844,0.2444336510537337,False
1.4,adam,2000,0.6707332730293274,0.1286030010801844,0.0431291559179531,False
1.4,adam,2000,4.613890171051025,0.1286030010801844,0.2966800613257636,False
1.4,adam,2000,0.7428405284881592,0.1286030010801844,0.0477657606437837,False
1.4,adam,2000,5.48913049697876,0.1286030010801844,0.3529593276161163,False
1.4,adam,2000,0.6442149877548218,0.1286030010801844,0.0414239903830521,False
1.4,adam,2000,4.4079203605651855,0.1286030010801844,0.2834358934455657,False
1.4,adam,2000,5.274521350860596,0.1286030010801844,0.3391596374910904,False
1.4,adam,2000,0.4930746257305145,0.1286030010801844,0.0317054383127164,False
1.4,adam,2000,5.1728515625,0.1286030010801844,0.3326221175399105,False
1.4,adam,2000,0.5586068034172058,0.1286030010801844,0.0359192556716306,False
1.4,adam,2000,0.4789048433303833,0.1286030010801844,0.0307943000420614,False
1.4,adam,2000,3.3387210369110107,0.1286030010801844,0.2146847725581505,False
1.4,adam,2000,0.3323372602462768,0.1286030010801844,0.0213697845192187,False
1.4,adam,2000,0.8444998264312744,0.1286030010801844,0.0543026060453783,False
1.4,adam,2000,4.4093194007873535,0.1286030010801844,0.2835258538311671,False
1.4,adam,2000,4.879417419433594,0.1286030010801844,0.3137538618310445,False
1.4,adam,2000,3.41030216217041,0.1286030010801844,0.2192875463226782,False
1.4,adam,2000,0.9640609622001648,0.1286030010801844,0.0619905664815957,False
1.4,adam,2000,2.778041362762451,0.1286030010801844,0.1786322281880682,False
1.4,adam,2000,3.4986677169799805,0.1286030010801844,0.2249695840929913,False
1.4,adam,2000,3.6962227821350098,0.1286030010801844,0.2376726712217554,False
1.4,adam,2000,1.8817696571350095,0.1286030010801844,0.1210006126245959,False
1.4,adam,2000,0.3749062418937683,0.1286030010801844,0.024107033915616,False
1.4,adam,2000,3.437284231185913,0.1286030010801844,0.2210225338480514,False
1.4,adam,2000,3.779509305953979,0.1286030010801844,0.2430281196780833,False
1.4,adam,2000,0.3480404615402221,0.1286030010801844,0.0223795239257025,False
1.4,adam,2000,4.313023567199707,0.1286030010801844,0.2773338872357224,False
1.4,adam,2000,5.442425727844238,0.1286030010801844,0.349956140878388,False
1.4,adam,2000,4.008885860443115,0.1286030010801844,0.257777376320451,False
1.4,adam,2000,4.4452948570251465,0.1286030010801844,0.2858391296498715,False
1.4,adam,2000,4.032858848571777,0.1286030010801844,0.2593188754295538,False
1.4,adam,2000,2.860785007476806,0.1286030010801844,0.1839527687033575,False
1.4,adam,2000,5.228700160980225,0.1286030010801844,0.3362132662252501,False
1.4,adam,2000,0.304430603981018,0.1286030010801844,0.019575344646306,False
1.4,adam,2000,6.000284671783447,0.1286030010801844,0.3858273080633903,False
1.4,adam,2000,5.312792778015137,0.1286030010801844,0.3416205476849382,False
1.4,adam,2000,4.77623176574707,0.1286030010801844,0.3071188694647908,False
1.4,adam,2000,3.1952779293060303,0.1286030010801844,0.2054611654970164,False
1.4,adam,2000,4.983133792877197,0.1286030010801844,0.3204229802740448,False
1.4,adam,2000,3.033469915390014,0.1286030010801844,0.1950566674028044,False
1.4,adam,2000,6.179807186126709,0.1286030010801844,0.3973708751163922,True
1.4,adam,2000,2.9767444133758545,0.1286030010801844,0.1914091325044039,False
1.4,adam,2000,0.5531485080718994,0.1286030010801844,0.0355682790905364,False
1.4,adam,2000,3.828917980194092,0.1286030010801844,0.2462051715714191,False
1.4,adam,2000,0.6555467844009399,0.1286030010801844,0.0421526419112127,False
1.4,adam,2000,2.981051206588745,0.1286030010801844,0.1916860657705087,False
1.4,adam,2000,1.0050841569900513,0.1286030010801844,0.0646284194635339,False
1.4,adam,2000,4.7205610275268555,0.1286030010801844,0.3035391574610563,False
1.4,adam,2000,4.160351753234863,0.1286030010801844,0.2675168605076051,False
1.4,adam,2000,4.28857421875,0.1286030010801844,0.2757617574431786,False
1.4,adam,2000,1.186988353729248,0.1286030010801844,0.0763251322684044,False
1.4,adam,2000,0.1040469259023666,0.1286030010801844,0.0066903734621059,False
1.4,adam,2000,3.777795791625977,0.1286030010801844,0.2429179381355958,False
