window,a,seed,cross_step,cross_R,cross_w2,final_placed,final_solved,R_final
base,1.5,30,1300.0,0.26360582773372376,3.016753554444774,True,True,2.093993725242314
base,1.5,31,950.0,0.25593222001041177,2.9289353769267104,True,True,2.2021756191561845
base,1.5,32,1450.0,0.26861730843081055,3.0741058608635816,True,True,2.06760158308103
base,1.5,33,1450.0,0.2666537260417295,3.051634263013746,True,True,2.106663930447911
base,1.5,34,1200.0,0.2253535585318567,2.5789875533194975,True,True,2.046416145279837
base,1.5,35,1900.0,0.2546774691157898,2.9145757770125647,True,True,1.9175242907758971
base,1.5,36,1250.0,0.28821653456598473,3.298403007918231,True,True,2.157595378251939
base,1.5,37,2600.0,0.24092173908808184,2.7571526736926,True,True,1.987364781264862
base,1.5,38,850.0,0.2771756939652549,3.172049598311692,True,True,2.2087036800205713
base,1.5,39,1000.0,0.2570012420723962,2.9411694619353663,True,True,2.230652533996689
G1_wide_gap,1.3,0,2600.0,0.23438213077669576,2.8168409601655604,True,True,1.9830193841327743
G1_wide_gap,1.3,1,1500.0,0.24589270381653772,2.9551768200972,True,True,2.237039175130151
G1_wide_gap,1.3,2,1000.0,0.23883966462090694,2.870412296308336,True,True,2.3860639134186465
G1_wide_gap,1.3,3,1800.0,0.25496527380107825,3.064212379513504,True,True,2.175341957718401
G1_wide_gap,1.3,4,9600.0,0.2219210063309205,2.66708122535872,True,True,0.8427837153724154
G1_wide_gap,1.3,5,1250.0,0.236583736138793,2.8433001963774887,True,True,2.326041056547968
G1_wide_gap,1.3,6,3000.0,0.24017325832257871,2.886439633164774,True,True,2.099758493282107
G1_wide_gap,1.3,7,950.0,0.2369513898194858,2.84771871558584,True,True,2.3859292183650602
G1_wide_gap,1.3,8,,,,False,False,0.08976037679736175
G1_wide_gap,1.3,9,1300.0,0.22578999898224705,2.713579381761349,True,True,2.2514641796932087
G1_wide_gap,1.3,10,1100.0,0.24994645912555222,3.003895482902599,True,True,2.3549011967066327
G1_wide_gap,1.3,11,3600.0,0.24967354323267743,3.000615537186676,True,True,2.0392491878463983
G1_wide_gap,1.3,12,1050.0,0.2317379610286627,2.7850629162199394,True,True,2.350611037104508
G1_wide_gap,1.3,13,3300.0,0.25613124147237326,3.078225160623775,True,True,1.9916728497629457
G1_wide_gap,1.3,14,2100.0,0.22798316917113737,2.739937242747629,True,True,2.135536937049714
G1_wide_gap,1.3,15,1650.0,0.23739262796631327,2.8530215843713247,True,True,2.21957178631884
G1_wide_gap,1.3,16,6250.0,0.22707289159992072,2.7289973850919873,True,True,1.4868609005257933
G1_wide_gap,1.3,17,,,,False,False,0.12723814508725362
G1_wide_gap,1.3,18,1400.0,0.24258348718523717,2.91540613910621,True,True,2.2468136002725307
G1_wide_gap,1.3,19,1200.0,0.24377615269560074,2.9297397790054465,True,True,2.3698293177509417
G1_wide_gap,1.3,20,1900.0,0.2502767218348762,3.0078646315922035,True,True,2.1372789671871995
G1_wide_gap,1.3,21,7350.0,0.25531289939943363,3.068390198108312,True,True,1.2870067150512132
G1_wide_gap,1.3,22,2200.0,0.2401461372974486,2.8861136884597958,True,True,2.03062258119801
G1_wide_gap,1.3,23,1650.0,0.24101664953494148,2.8965756401400267,True,True,2.3206267957296536
G1_wide_gap,1.3,24,1700.0,0.2599929553256822,3.1246358392979228,True,True,2.302243272644996
G1_wide_gap,1.3,25,2650.0,0.24591140013357862,2.9554015153479454,True,True,1.9757534047534053
G1_wide_gap,1.3,26,2500.0,0.23577410318615907,2.833569901426583,True,True,2.2569546933425557
G1_wide_gap,1.3,27,1900.0,0.24633147557052815,2.96045004738935,True,True,2.092916189377778
G1_wide_gap,1.3,28,1650.0,0.2358289673985624,2.8342292680780967,True,True,2.203869202328705
G1_wide_gap,1.3,29,5550.0,0.24983004274891127,3.0024963727525646,True,True,1.6044482913725755
G1_wide_gap,1.3,30,1400.0,0.23550218814268428,2.8303019840746635,True,True,2.247617537538373
G1_wide_gap,1.3,31,1100.0,0.2580397635231861,3.101162075943615,True,True,2.3855516594383754
G1_wide_gap,1.3,32,1550.0,0.23760121291257885,2.8555283907493014,True,True,2.2173337695173525
G1_wide_gap,1.3,33,1500.0,0.26171550585532344,3.145337719905328,True,True,2.303307832362934
G1_wide_gap,1.3,34,1500.0,0.23185330377251315,2.7864491232838446,True,True,2.207556278812553
G1_wide_gap,1.3,35,2150.0,0.24070852547111188,2.8928725571407736,True,True,2.0465575929415065
G1_wide_gap,1.3,36,1250.0,0.2669880831639046,3.208704375371913,True,True,2.370632722121626
G1_wide_gap,1.3,37,2200.0,0.24389257824025762,2.931138999338124,True,True,2.248165234182373
G1_wide_gap,1.3,38,900.0,0.2654286121528749,3.189962409824017,True,True,2.426690751920204
G1_wide_gap,1.3,39,1100.0,0.24176601907760156,2.905581680041919,True,True,2.417622392140902
G1_wide_gap,1.5,0,1900.0,0.2600771189600137,1.5414727459542048,True,True,3.3316959441836693
G1_wide_gap,1.5,1,700.0,0.28309792157416264,1.6779166590581402,True,True,3.688035841650226
G1_wide_gap,1.5,2,500.0,0.2829846930596693,1.677245555541405,True,True,3.8782074509803293
G1_wide_gap,1.5,3,850.0,0.2870640952459779,1.7014241042546718,True,True,3.583481208234473
G1_wide_gap,1.5,4,9650.0,0.31244280333967905,1.851843283805728,True,True,1.4741377449101145
G1_wide_gap,1.5,5,550.0,0.26638461049173673,1.5788571430529088,True,True,3.797007196862859
G1_wide_gap,1.5,6,3000.0,0.29915774129661893,1.7731029426731564,True,True,3.3957864101086654
G1_wide_gap,1.5,7,400.0,0.2631018850824818,1.559400484308562,True,True,3.8643799743211638
G1_wide_gap,1.5,8,,,,False,False,0.17416703179422963
G1_wide_gap,1.5,9,550.0,0.2502678743835333,1.4833335169689426,True,True,3.702458565985464
G1_wide_gap,1.5,10,500.0,0.2900809043315468,1.7193046813840518,True,True,3.8262855974860877
G1_wide_gap,1.5,11,3550.0,0.3284044746005086,1.946447843125812,True,True,3.3259065117656563
G1_wide_gap,1.5,12,450.0,0.2587092714114584,1.5333655363498013,True,True,3.8333789042611524
G1_wide_gap,1.5,13,2700.0,0.3019400967915528,1.7895939172815605,True,True,3.3700725052105462
G1_wide_gap,1.5,14,800.0,0.252939052163347,1.4991655431142887,True,True,3.6115720193963123
G1_wide_gap,1.5,15,1100.0,0.28561853283953736,1.6928562799838767,True,True,3.6355485876512392
G1_wide_gap,1.5,16,7250.0,0.3194278127801664,1.8932433182485868,True,True,2.199934831925884
G1_wide_gap,1.5,17,,,,False,False,0.2534262374730993
G1_wide_gap,1.5,18,650.0,0.2810855451068082,1.6659893373028443,True,True,3.7143500419648476
G1_wide_gap,1.5,19,550.0,0.28452625847806806,1.6863823880627333,True,True,3.876888124907812
G1_wide_gap,1.5,20,900.0,0.2759850405480716,1.6357587318603237,True,True,3.5562084040763584
G1_wide_gap,1.5,21,7250.0,0.2779705583474331,1.6475268627384319,True,True,2.200175055392114
G1_wide_gap,1.5,22,1150.0,0.2733734094391816,1.6202796378402955,True,True,3.428534550812594
G1_wide_gap,1.5,23,1250.0,0.26956322568050056,1.5976967422569774,True,True,3.785581313881726
G1_wide_gap,1.5,24,1300.0,0.3127388295025805,1.853597825935488,True,True,3.731298442657052
G1_wide_gap,1.5,25,1750.0,0.27776598964107824,1.6463143874281003,True,True,3.32913763974294
G1_wide_gap,1.5,26,2550.0,0.32534072498339234,1.9282890502489254,True,True,3.612349654797584
G1_wide_gap,1.5,27,850.0,0.275878245674862,1.6351257604281635,True,True,3.510626308623003
G1_wide_gap,1.5,28,900.0,0.2715359721321338,1.609389177570128,True,True,3.6660825047830876
G1_wide_gap,1.5,29,5350.0,0.2646661756731156,1.5686720085466686,True,True,2.6794483559182014
G1_wide_gap,1.5,30,600.0,0.264489362671715,1.5676240408366322,True,True,3.7229871841238826
G1_wide_gap,1.5,31,500.0,0.2883080733843499,1.7087971419310775,True,True,3.888978235489784
G1_wide_gap,1.5,32,700.0,0.2679231282006112,1.5879759118507226,True,True,3.6777170787215447
G1_wide_gap,1.5,33,950.0,0.2831102419617999,1.6779896817901603,True,True,3.7700973815202152
G1_wide_gap,1.5,34,700.0,0.2698722230427313,1.5995281644688009,True,True,3.6383593774666854
G1_wide_gap,1.5,35,1050.0,0.2766486140660716,1.639691721033013,True,True,3.442192369275013
G1_wide_gap,1.5,36,750.0,0.2910929897471119,1.7253032947603835,True,True,3.8472371956157665
G1_wide_gap,1.5,37,1600.0,0.3004843404399526,1.7809656736678405,True,True,3.769159623311208
G1_wide_gap,1.5,38,350.0,0.3013960591686489,1.786369415365231,True,True,3.923414549716039
G1_wide_gap,1.5,39,500.0,0.2717242109566886,1.610504865943415,True,True,3.9443931791969877
G2_narrow_gap,1.3,0,7100.0,0.11605652798494663,11.030223801471148,True,True,0.24340507083140075
G2_narrow_gap,1.3,1,5850.0,0.13557663177490228,12.885450018983734,True,True,0.29595681744649927
G2_narrow_gap,1.3,2,4500.0,0.12279474787555963,11.670636492660964,True,True,0.31991822662677916
G2_narrow_gap,1.3,3,7600.0,0.1735182297119014,16.491488592572797,True,True,0.28829923930127965
G2_narrow_gap,1.3,4,,,,False,False,0.00970996639865183
G2_narrow_gap,1.3,5,6100.0,0.15151256614930775,14.400030247146761,True,True,0.3070356460474107
G2_narrow_gap,1.3,6,7850.0,0.120533046218592,11.455680247789095,True,True,0.2296121125907169
G2_narrow_gap,1.3,7,4900.0,0.13401480878770233,12.737011517624014,True,True,0.3206726090942096
G2_narrow_gap,1.3,8,,,,False,False,0.006857854828912416
G2_narrow_gap,1.3,9,7400.0,0.1783347381299391,16.94925832526303,True,True,0.2984873091030861
G2_narrow_gap,1.3,10,5400.0,0.14132641459402445,13.431919850590255,True,True,0.3141085270980156
G2_narrow_gap,1.3,11,7550.0,0.16589662643057235,15.767117534962058,True,True,0.28476045818985324
G2_narrow_gap,1.3,12,4850.0,0.12651458085531375,12.024176194245895,True,True,0.3151005533340755
G2_narrow_gap,1.3,13,8000.0,0.15623546470286998,14.848903127819124,True,True,0.2614263165257065
G2_narrow_gap,1.3,14,6550.0,0.11907378058522337,11.316988984132308,True,True,0.2621315134251425
G2_narrow_gap,1.3,15,5950.0,0.12627385913036504,12.001297563063641,True,True,0.2828359901001677
G2_narrow_gap,1.3,16,5550.0,0.13330388852061437,12.669444360591719,True,True,0.3074626439777268
G2_narrow_gap,1.3,17,,,,False,False,0.009562892464265083
G2_narrow_gap,1.3,18,6150.0,0.1452943765590977,13.809042182874398,True,True,0.2976840979167092
G2_narrow_gap,1.3,19,5000.0,0.1269537464846352,12.065915295539341,True,True,0.3146522311519553
G2_narrow_gap,1.3,20,7400.0,0.1597414136441108,15.18211490082196,True,True,0.2807886618609776
G2_narrow_gap,1.3,21,,,,False,False,0.1452141430361844
G2_narrow_gap,1.3,22,7200.0,0.1396272180442152,13.270425115632177,True,True,0.2646501941089319
G2_narrow_gap,1.3,23,6500.0,0.1539502952754972,14.631716463304478,True,True,0.2964158187561156
G2_narrow_gap,1.3,24,7000.0,0.17020183490773563,16.17629239000564,True,True,0.30115533625094076
G2_narrow_gap,1.3,25,8900.0,0.17485360088503246,16.618404701071057,True,True,0.25569930073971314
G2_narrow_gap,1.3,26,7500.0,0.18035233433795805,17.14101434366068,True,True,0.3002224180379863
G2_narrow_gap,1.3,27,6250.0,0.12808159525943696,12.173108097325485,True,True,0.2765802540888438
G2_narrow_gap,1.3,28,8900.0,0.20820431649009083,19.788117456140938,True,True,0.29041372669547066
G2_narrow_gap,1.3,29,10300.0,0.1373565560278969,13.054617261887497,True,True,0.18170093063854942
G2_narrow_gap,1.3,30,7450.0,0.1765863135958478,16.783084873016456,True,True,0.2954850344788847
G2_narrow_gap,1.3,31,5350.0,0.14422908240960605,13.707794686612793,True,True,0.3189285277981354
G2_narrow_gap,1.3,32,7200.0,0.16681884088673188,15.854766476568436,True,True,0.29358587940468805
G2_narrow_gap,1.3,33,5850.0,0.14310218580510814,13.60069238082658,True,True,0.303356916624565
G2_narrow_gap,1.3,34,4950.0,0.10973681692402375,10.42958695171416,True,True,0.293606717951698
G2_narrow_gap,1.3,35,7750.0,0.1544797918664634,14.682040783718671,True,True,0.26653728653050657
G2_narrow_gap,1.3,36,7550.0,0.19909154691814782,18.92202323830594,True,True,0.315772407586183
G2_narrow_gap,1.3,37,6950.0,0.11621349150791078,11.045141900582182,True,True,0.2483847174524228
G2_narrow_gap,1.3,38,5650.0,0.15902213278169713,15.11375313758218,True,True,0.32456494385079276
G2_narrow_gap,1.3,39,5100.0,0.13613386929810944,12.938410888124587,True,True,0.3198932415648694
G2_narrow_gap,1.5,0,4850.0,0.1229081957567829,5.729816529124992,True,True,0.4475478135451939
G2_narrow_gap,1.5,1,3050.0,0.140843450469975,6.565934236955259,True,True,0.547014846998285
G2_narrow_gap,1.5,2,2250.0,0.1304811856708896,6.082859241350721,True,True,0.5847661763906199
G2_narrow_gap,1.5,3,4150.0,0.17982778540352656,8.383332054113286,True,True,0.5345820058701832
G2_narrow_gap,1.5,4,,,,False,False,0.018900078587320502
G2_narrow_gap,1.5,5,3250.0,0.15754071133987324,7.344338319241001,True,True,0.5631089704847952
G2_narrow_gap,1.5,6,6150.0,0.12889537057893877,6.008930652048374,True,True,0.40365672656775037
G2_narrow_gap,1.5,7,2450.0,0.1396390261634628,6.50978557854366,True,True,0.5858333942586017
G2_narrow_gap,1.5,8,,,,False,False,0.01364980512242223
G2_narrow_gap,1.5,9,3950.0,0.18406907500500477,8.581055331342458,True,True,0.5494907720356593
G2_narrow_gap,1.5,10,2750.0,0.1492441872250097,6.957565405401318,True,True,0.5717714091284714
G2_narrow_gap,1.5,11,4500.0,0.17401246966967787,8.112229773189533,True,True,0.5333265205723341
G2_narrow_gap,1.5,12,2450.0,0.13374356829200268,6.23494717781164,True,True,0.578850187203541
G2_narrow_gap,1.5,13,4900.0,0.16329709174399815,7.61269311351977,True,True,0.49264547080319343
G2_narrow_gap,1.5,14,4100.0,0.12433884484773651,5.796511485944186,True,True,0.4867963538755662
G2_narrow_gap,1.5,15,3600.0,0.13314622618703356,6.207099883776284,True,True,0.5109547242101434
G2_narrow_gap,1.5,16,3900.0,0.1381860031854208,6.442047580881905,True,True,0.5340081814869116
G2_narrow_gap,1.5,17,,,,False,False,0.018836473094674788
G2_narrow_gap,1.5,18,3250.0,0.15339878997430134,7.151247456937947,True,True,0.5510971423371206
G2_narrow_gap,1.5,19,2600.0,0.13353831625441015,6.2253786009531735,True,True,0.5786436466895051
G2_narrow_gap,1.5,20,4150.0,0.16637111328410562,7.75599990704108,True,True,0.5231211817905544
G2_narrow_gap,1.5,21,9800.0,0.1610308428773669,7.507043607112319,True,True,0.2632598095639233
G2_narrow_gap,1.5,22,4100.0,0.14582130257166961,6.797995077782104,True,True,0.4974974290528809
G2_narrow_gap,1.5,23,3700.0,0.1617767115764908,7.541815013319061,True,True,0.5382104454355968
G2_narrow_gap,1.5,24,4000.0,0.17782277239039992,8.289861015563037,True,True,0.5430051598793113
G2_narrow_gap,1.5,25,5400.0,0.1827062652174556,8.517522952572495,True,True,0.4755185172381021
G2_narrow_gap,1.5,26,4700.0,0.1899641685433833,8.855876747351042,True,True,0.5359854108646012
G2_narrow_gap,1.5,27,3450.0,0.13599688922207703,6.339994001020343,True,True,0.5198767313319479
G2_narrow_gap,1.5,28,5000.0,0.2168888088448978,10.111067648905292,True,True,0.5414070186315952
G2_narrow_gap,1.5,29,8100.0,0.1457286402583069,6.7936752840412264,True,True,0.32422173887858513
G2_narrow_gap,1.5,30,4050.0,0.18504473620235487,8.626539358025797,True,True,0.5500910060640726
G2_narrow_gap,1.5,31,2700.0,0.15126510552996814,7.051777927491188,True,True,0.5897062775713645
G2_narrow_gap,1.5,32,3950.0,0.17555917864398088,8.184335287326643,True,True,0.5480089628797766
G2_narrow_gap,1.5,33,3150.0,0.1507776313647202,7.029052530601575,True,True,0.5580626904493441
G2_narrow_gap,1.5,34,2600.0,0.11614487084370778,5.414519321805585,True,True,0.5397694465388359
G2_narrow_gap,1.5,35,4450.0,0.16033528868908922,7.474617796446428,True,True,0.5034045071174339
G2_narrow_gap,1.5,36,4000.0,0.20650541746971873,9.627007760436939,True,True,0.5721762625656571
G2_narrow_gap,1.5,37,4550.0,0.1223211050372005,5.702447141034586,True,True,0.4695965961112674
G2_narrow_gap,1.5,38,2800.0,0.16583243523566846,7.730887453255493,True,True,0.5905694023940249
G2_narrow_gap,1.5,39,2550.0,0.142136216114671,6.626201250994925,True,True,0.5900906458743094
G3_far_outer,1.3,0,4400.0,0.21360346865780624,5.972400878796801,True,True,0.861408045117047
G3_far_outer,1.3,1,3050.0,0.21750630744826455,6.081525126489974,True,True,0.9883204715368519
G3_far_outer,1.3,2,2200.0,0.20582680624146518,5.754963653917897,True,True,1.0547396020855333
G3_far_outer,1.3,3,4200.0,0.25758782077340553,7.202213226316996,True,True,0.9287878808572414
G3_far_outer,1.3,4,9000.0,0.18690264063063974,5.2258397401782135,True,False,0.4733724719699645
G3_far_outer,1.3,5,2800.0,0.23312950602916627,6.518353261915407,True,True,1.0403485086235253
G3_far_outer,1.3,6,3950.0,0.2042558021561469,5.711038027434839,True,True,0.9198546409754829
G3_far_outer,1.3,7,2300.0,0.22054520214234913,6.166493303531131,True,True,1.059917360803334
G3_far_outer,1.3,8,,,,False,False,0.03580149950182155
G3_far_outer,1.3,9,2550.0,0.1859447585292026,5.199057141841425,True,True,0.9927937225716764
G3_far_outer,1.3,10,2550.0,0.22678462017491147,6.340948830751775,True,True,1.0421376520874444
G3_far_outer,1.3,11,4650.0,0.2259611257453241,6.31792374185291,True,True,0.8829120954949631
G3_far_outer,1.3,12,2400.0,0.2099770748982118,5.871006096152321,True,True,1.042638429790184
G3_far_outer,1.3,13,4600.0,0.2382620121877185,6.661859284942,True,True,0.8847867497071338
G3_far_outer,1.3,14,3100.0,0.1940474646430169,5.425610621608656,True,True,0.9534498193394624
G3_far_outer,1.3,15,3250.0,0.22436676133213626,6.273344955364663,True,True,0.976392451189998
G3_far_outer,1.3,16,6150.0,0.21761913128123378,6.084679706157658,True,True,0.750193122990073
G3_far_outer,1.3,17,,,,False,False,0.03667156304690902
G3_far_outer,1.3,18,3250.0,0.24337139865269813,6.804718876152302,True,True,0.9877913201994297
G3_far_outer,1.3,19,2300.0,0.20460849634654024,5.720899436080905,True,True,1.0654627447676746
G3_far_outer,1.3,20,3950.0,0.2487003275173159,6.953716922083266,True,True,0.9395212627948208
G3_far_outer,1.3,21,9500.0,0.24034899893144915,6.720211902250205,True,False,0.47153108652730974
G3_far_outer,1.3,22,4000.0,0.2128069431353187,5.950129846587536,True,True,0.8902987391749634
G3_far_outer,1.3,23,7100.0,0.25411259846492235,7.105045231341926,True,False,0.6901680041826536
G3_far_outer,1.3,24,3450.0,0.2684726742386203,7.5065561698549,True,True,1.0191192993958809
G3_far_outer,1.3,25,5100.0,0.2728455628162709,7.628823114994634,True,False,0.8633120873694565
G3_far_outer,1.3,26,6900.0,0.2409049222394616,6.735755642593843,True,False,0.7004976301604066
G3_far_outer,1.3,27,3800.0,0.2256329410536349,6.308747624286242,True,True,0.9198875158442574
G3_far_outer,1.3,28,3950.0,0.27237055135447086,7.615541688013511,True,True,0.9672381973176462
G3_far_outer,1.3,29,7050.0,0.22430936948039082,6.271740266321203,True,False,0.6699677261141391
G3_far_outer,1.3,30,3450.0,0.25065092527693306,7.00825607281391,True,True,0.986393496933135
G3_far_outer,1.3,31,2650.0,0.24435610757266102,6.8322515583503005,True,True,1.0621654519652408
G3_far_outer,1.3,32,3750.0,0.26408265372842954,7.383810212039943,True,True,0.9755019704132057
G3_far_outer,1.3,33,2950.0,0.23585939041383303,6.594681441417569,True,True,1.0179029086398654
G3_far_outer,1.3,34,2850.0,0.19173634218091018,5.360991119357943,True,True,0.9696953158778479
G3_far_outer,1.3,35,4300.0,0.24121699704656382,6.744481324175229,True,True,0.9060226932192927
G3_far_outer,1.3,36,3150.0,0.2818696303478829,7.881138066595264,True,True,1.0455299362463335
G3_far_outer,1.3,37,2600.0,0.19844755273256537,5.548638071199851,True,True,1.0372631762971718
G3_far_outer,1.3,38,2600.0,0.26942698178460145,7.533238822819636,True,True,1.0835065160300157
G3_far_outer,1.3,39,2400.0,0.21761657449704103,6.084608217898335,True,True,1.074648539862925
G3_far_outer,1.5,0,2900.0,0.23090447228053113,3.181046206764389,True,True,1.5120734473010826
G3_far_outer,1.5,1,1500.0,0.23504031577332965,3.2380234888611774,True,True,1.7209347918906697
G3_far_outer,1.5,2,1050.0,0.22490902960416004,3.098450231055556,True,True,1.7977659377890802
G3_far_outer,1.5,3,2150.0,0.2713563075305421,3.738329293608935,True,True,1.6311543859899602
G3_far_outer,1.5,4,8500.0,0.21137777364545443,2.9120374257292743,True,True,0.84282348952305
G3_far_outer,1.5,5,1300.0,0.2467567082075081,3.399433899589064,True,True,1.8039046442358504
G3_far_outer,1.5,6,3350.0,0.2222395403526276,3.061674119386014,True,True,1.5490399224856095
G3_far_outer,1.5,7,1100.0,0.23906821335933454,3.293513658499943,True,True,1.7991357346516577
G3_far_outer,1.5,8,,,,False,False,0.06927924133409755
G3_far_outer,1.5,9,1200.0,0.20084779447355458,2.7669715897528078,True,True,1.7135189550545245
G3_far_outer,1.5,10,1200.0,0.2447307320519572,3.3715231202916387,True,True,1.7834638911496854
G3_far_outer,1.5,11,3650.0,0.24581818920470971,3.3865044301667435,True,True,1.5248521255509317
G3_far_outer,1.5,12,1150.0,0.23024588362722653,3.171973186581101,True,True,1.783827065305727
G3_far_outer,1.5,13,2950.0,0.2522881158641265,3.475637115448721,True,True,1.5659576669231536
G3_far_outer,1.5,14,1550.0,0.20670995159166783,2.847731362310939,True,True,1.6625578129049743
G3_far_outer,1.5,15,1850.0,0.24119172359801166,3.322768112183986,True,True,1.6732313208973388
G3_far_outer,1.5,16,5950.0,0.23354971294108834,3.2174882586923452,True,True,1.2022002659926048
G3_far_outer,1.5,17,,,,False,False,0.0711093774614601
