window,a,seed,cross_step,cross_R,cross_w2,final_placed,final_solved,R_final
G3_far_outer,1.5,18,1600.0,0.26128676176504373,3.5996065999996794,True,True,1.707701246672077
G3_far_outer,1.5,19,1050.0,0.22128789354553974,3.0485637952941165,True,True,1.838404590509866
G3_far_outer,1.5,20,2050.0,0.2644031617676414,3.6425395597172363,True,True,1.6415686716140603
G3_far_outer,1.5,21,8650.0,0.2564721183900745,3.5332778585352793,True,True,0.8370342097811129
G3_far_outer,1.5,22,2200.0,0.2303023645159468,3.1727512932805677,True,True,1.5786238474700427
G3_far_outer,1.5,23,5900.0,0.27430431791579096,3.7789424405128407,True,True,1.2182171499722745
G3_far_outer,1.5,24,2050.0,0.28332405260542043,3.9032024539161676,True,True,1.7240148907119504
G3_far_outer,1.5,25,3100.0,0.2906642738933186,4.004324718262403,True,True,1.519000540911036
G3_far_outer,1.5,26,6300.0,0.2557474578267342,3.5232946013318203,True,True,1.153201100598901
G3_far_outer,1.5,27,1950.0,0.24444988890181096,3.3676540958910066,True,True,1.6262054914227526
G3_far_outer,1.5,28,2050.0,0.2889453132143477,3.980643525371629,True,True,1.6935739573850142
G3_far_outer,1.5,29,6200.0,0.2423733884634569,3.3390472708367667,True,True,1.1486581502731663
G3_far_outer,1.5,30,1700.0,0.26858719454365815,3.700180719542655,True,True,1.729291401846669
G3_far_outer,1.5,31,1250.0,0.2597604414839329,3.5785793098282,True,True,1.8302964306084963
G3_far_outer,1.5,32,1900.0,0.2827434033221495,3.8952031623400156,True,True,1.7010013074457953
G3_far_outer,1.5,33,1600.0,0.25283820797560125,3.4832154373724804,True,True,1.7527991044756916
G3_far_outer,1.5,34,1400.0,0.2091740030054497,2.8816772678435107,True,True,1.681324914536136
G3_far_outer,1.5,35,2250.0,0.2538340967353499,3.496935258951808,True,True,1.6003731206600997
G3_far_outer,1.5,36,1600.0,0.2970070073959249,4.091705132118008,True,True,1.7820425632194026
G3_far_outer,1.5,37,1800.0,0.21592100867951985,2.9746271210643846,True,True,1.7555875305770552
G3_far_outer,1.5,38,1200.0,0.2905836852240477,4.00321449169052,True,True,1.846235421208535
G3_far_outer,1.5,39,1100.0,0.22872057238692658,3.150959797419906,True,True,1.8565587298136883
G4_shifted,1.3,0,2050.0,0.16085837545293502,2.2375466171224496,True,True,1.7895989551030118
G4_shifted,1.3,1,1250.0,0.16995243032070018,2.3640452942848804,True,True,1.9782563768197783
G4_shifted,1.3,2,800.0,0.16599078792389105,2.308938685640665,True,True,2.1320922486844793
G4_shifted,1.3,3,1750.0,0.17748145798064974,2.4687743786319403,True,True,1.874408786851817
G4_shifted,1.3,4,2100.0,0.188025379978107,2.615440767187607,True,True,1.9220607041938091
G4_shifted,1.3,5,1950.0,0.37278796935426,5.185495982934548,True,True,2.1155935162192643
G4_shifted,1.3,6,1100.0,0.1693662857197545,2.3558919987831843,True,True,2.092733990235491
G4_shifted,1.3,7,700.0,0.1626526639404161,2.262505243765299,True,True,2.1434708211818525
G4_shifted,1.3,8,2200.0,0.16590260190221362,2.307712014452881,True,True,1.9025928029365018
G4_shifted,1.3,9,1350.0,0.180567915597261,2.511707130995593,True,True,1.9600959884610147
G4_shifted,1.3,10,800.0,0.1575422020207563,2.191418508318231,True,True,2.0926818521427664
G4_shifted,1.3,11,1400.0,0.15635116867210627,2.174851185462657,True,True,1.9990719993723203
G4_shifted,1.3,12,850.0,0.15840588443187092,2.203432366171863,True,True,2.0887636056868573
G4_shifted,1.3,13,1900.0,0.17811602093790022,2.4776011754608223,True,True,1.8643637457581788
G4_shifted,1.3,14,1400.0,0.15890385912369676,2.210359214612114,True,True,1.9167456492585917
G4_shifted,1.3,15,1350.0,0.17035288449381475,2.3696156282997682,True,True,1.9604204566646377
G4_shifted,1.3,16,1050.0,0.15853279578760796,2.2051977083488197,True,True,2.0632103766086756
G4_shifted,1.3,17,2300.0,0.16880235109261116,2.3480476449303627,True,True,1.902404944230401
G4_shifted,1.3,18,1150.0,0.1688611840237328,2.3488660134215027,True,True,1.9938595962762389
G4_shifted,1.3,19,1750.0,0.38646546790214453,5.375750550160801,True,True,2.2252706006430234
G4_shifted,1.3,20,1500.0,0.15794886677059514,2.1970752317107354,True,True,1.8747833390656243
G4_shifted,1.3,21,4100.0,0.1588538689718888,2.209663849544847,True,True,1.6002073544435358
G4_shifted,1.3,22,1900.0,0.16704625882899504,2.323620329332122,True,True,1.775580995996442
G4_shifted,1.3,23,850.0,0.17576008363424175,2.4448299906896818,True,True,2.1157253135710823
G4_shifted,1.3,24,900.0,0.17349647684381042,2.413343127154205,True,True,2.1377854146790853
G4_shifted,1.3,25,1900.0,0.1437864408589711,2.0000753049144246,True,True,1.7837265156017639
G4_shifted,1.3,26,1250.0,0.16918925403155657,2.3534294807207243,True,True,2.1132449983315023
G4_shifted,1.3,27,2950.0,0.38918709442712024,5.413608487037777,True,True,1.8776357108550807
G4_shifted,1.3,28,1550.0,0.18065236109657867,2.5128817713635407,True,True,1.9376905478910562
G4_shifted,1.3,29,1950.0,0.1671505493530836,2.3250710148106695,True,True,1.8331724567182877
G4_shifted,1.3,30,1250.0,0.16867385999544346,2.3462603284851458,True,True,1.993594315921939
G4_shifted,1.3,31,1000.0,0.15498012087520724,2.1557798542296607,True,True,2.1454654224330065
G4_shifted,1.3,32,1250.0,0.15831380342816803,2.2021515156239415,True,True,1.9459021586030198
G4_shifted,1.3,33,1100.0,0.17574435775379682,2.444611243046037,True,True,2.0294369248568818
G4_shifted,1.3,34,2350.0,0.3615899111265744,5.029730532518016,True,True,1.9823000722909543
G4_shifted,1.3,35,1900.0,0.1638400198824438,2.279021413743539,True,True,1.7684631158579314
G4_shifted,1.3,36,1150.0,0.14781690908870038,2.0561392837247094,True,True,2.1035555863320567
G4_shifted,1.3,37,1050.0,0.16466424934060545,2.2904864793992714,True,True,2.111979001314591
G4_shifted,1.3,38,700.0,0.17979264849500154,2.500923133723816,True,True,2.153644293197088
G4_shifted,1.3,39,900.0,0.14985624634941946,2.0845065488798205,True,True,2.249750863238865
G4_shifted,1.5,0,1300.0,0.18781938362264486,1.3239336566706374,True,True,3.137260603737943
G4_shifted,1.5,1,550.0,0.18789473922443917,1.324464836230009,True,True,3.378432144837149
G4_shifted,1.5,2,350.0,0.18717387382093315,1.319383475876125,True,True,3.5900245696358746
G4_shifted,1.5,3,800.0,0.2002203070092346,1.4113474237091141,True,True,3.210883159710996
G4_shifted,1.5,4,1700.0,0.21607459434463386,1.5231038580078977,True,True,3.2800427592909
G4_shifted,1.5,5,950.0,0.39296168493234857,2.7699760824963833,True,True,3.3309985934009876
G4_shifted,1.5,6,750.0,0.20840459068084224,1.469038213656286,True,True,3.5560730510023006
G4_shifted,1.5,7,300.0,0.18693128361359562,1.3176734641932086,True,True,3.5910492871953896
G4_shifted,1.5,8,2050.0,0.18714013867780932,1.3191456777823778,True,True,3.180312688778738
G4_shifted,1.5,9,600.0,0.20618660868384822,1.4534037197128404,True,True,3.3405320660463893
G4_shifted,1.5,10,400.0,0.1934681038770066,1.3637513299992436,True,True,3.5115788936079384
G4_shifted,1.5,11,950.0,0.19502030744257767,1.3746927701361813,True,True,3.418542289435906
G4_shifted,1.5,12,350.0,0.17400796170540356,1.2265773243793325,True,True,3.52616811116329
G4_shifted,1.5,13,1100.0,0.20250190546004188,1.4274303482814805,True,True,3.2615741225715706
G4_shifted,1.5,14,650.0,0.18244250001984758,1.2860321524039313,True,True,3.2715422840924124
G4_shifted,1.5,15,650.0,0.19567260494395688,1.379290797238502,True,True,3.3523556749004615
G4_shifted,1.5,16,500.0,0.17348863268909576,1.2229165884621231,True,True,3.5183919381062236
G4_shifted,1.5,17,2100.0,0.21707682438249717,1.5301685499116866,True,True,3.211326849409265
G4_shifted,1.5,18,500.0,0.19184525837530353,1.3523119368022243,True,True,3.4114349271624875
G4_shifted,1.5,19,800.0,0.39480565556102176,2.782974180616636,True,True,3.4896941238112102
G4_shifted,1.5,20,700.0,0.1767651213508249,1.2460124667005392,True,True,3.227838870360673
G4_shifted,1.5,21,4000.0,0.1974928636525583,1.392121750687945,True,True,2.7301118324311613
G4_shifted,1.5,22,900.0,0.18711847658531028,1.3189929822896111,True,True,3.0971751629334427
G4_shifted,1.5,23,400.0,0.1964523992907972,1.384787546089183,True,True,3.5280322624147398
G4_shifted,1.5,24,500.0,0.21056651587017203,1.4842775647080837,True,True,3.5445346924152332
G4_shifted,1.5,25,1300.0,0.17385820251343007,1.2255216759642156,True,True,3.0840118939690924
G4_shifted,1.5,26,750.0,0.20029658240098397,1.411885086842519,True,True,3.597135369980462
G4_shifted,1.5,27,1400.0,0.4063381947536684,2.8642667314147703,True,True,3.0817410165306476
G4_shifted,1.5,28,750.0,0.20655927109600217,1.4560306067812057,True,True,3.341888077287341
G4_shifted,1.5,29,1250.0,0.19576908131897655,1.3799708565460054,True,True,3.1500989758325315
G4_shifted,1.5,30,550.0,0.1955302016454524,1.378287000313634,True,True,3.43511873129123
G4_shifted,1.5,31,650.0,0.17788808982765703,1.2539282405316645,True,True,3.647309319700467
G4_shifted,1.5,32,550.0,0.17701169289665922,1.2477505427287474,True,True,3.360164950733786
G4_shifted,1.5,33,500.0,0.1932556918068172,1.3622540431730241,True,True,3.4362812112747685
G4_shifted,1.5,34,1100.0,0.3791552760298207,2.6726550868075765,True,True,3.189421654331058
G4_shifted,1.5,35,900.0,0.189024505006736,1.3324285240799425,True,True,3.07509709766006
G4_shifted,1.5,36,1050.0,0.17189018554426214,1.2116491786099743,True,True,3.5084859549854084
G4_shifted,1.5,37,550.0,0.1814662331717875,1.2791504743092181,True,True,3.571970501301525
G4_shifted,1.5,38,300.0,0.22228423876824707,1.5668754703399672,True,True,3.6052466689920832
G4_shifted,1.5,39,600.0,0.17806313331478701,1.2551621172462106,True,True,3.708771576995983
