window,a,seed,cross_step,cross_w2,final_w2,early_defined,early_step,early_branch,early_w2,branch_cross
V30,1.3,400017,3050.0,5.409437522570161,26.749486652421275,True,0.0,1.0,0.9237706567773398,1.0
V30,1.3,400018,2450.0,5.200864545525562,29.62983680187833,True,850.0,1.0,0.07664269971985982,1.0
V30,1.3,400019,3850.0,7.247973180174213,27.29526062534389,True,0.0,-1.0,0.3261486197781155,1.0
V30,1.3,400020,2400.0,6.530246957445716,29.967425914791498,True,0.0,1.0,0.08588076396900797,-1.0
V30,1.3,400021,1500.0,5.699665015788789,34.605610165989646,True,150.0,-1.0,0.10227910074099458,-1.0
V30,1.3,400022,3200.0,6.218503036814329,28.61174235871835,True,1850.0,-1.0,0.30731164287620655,-1.0
V30,1.3,400023,2900.0,6.301715049623235,29.051621941306042,True,250.0,-1.0,0.07562309414981949,-1.0
V30,1.3,400024,3400.0,6.876881467547621,29.234423145444683,True,800.0,1.0,0.5166418334324193,1.0
V30,1.3,400025,3750.0,5.6728922912681865,25.192356617980636,True,100.0,1.0,0.241572723293085,1.0
V30,1.3,400026,3250.0,6.2649520682367505,27.482350569726098,True,0.0,1.0,0.7469446566014337,1.0
V30,1.3,400027,2950.0,5.236141539008242,27.874422218289194,True,550.0,1.0,0.056054494987459125,1.0
V30,1.3,400028,2550.0,6.118644621871188,29.108223087394347,True,0.0,-1.0,0.5222400336241281,-1.0
V30,1.3,400029,6050.0,6.184243645574537,21.133287282207387,True,4700.0,-1.0,0.7983480791512396,-1.0
V30,1.3,400030,2850.0,6.2016421318006225,28.269577181969087,True,0.0,1.0,0.05865955042432493,-1.0
V30,1.3,400031,7700.0,6.0515225240282895,17.023279324917084,True,6550.0,1.0,0.953664173957339,1.0
V30,1.3,400032,4750.0,5.539183765953996,23.412272145525897,True,3500.0,1.0,0.2562172314315944,1.0
V30,1.3,400033,4500.0,5.70705829034839,23.43189841719971,True,0.0,-1.0,0.9816681053095464,-1.0
V30,1.3,400034,2550.0,5.378405563957294,28.37863081289672,True,0.0,1.0,0.8684139158529988,1.0
V30,1.3,400035,2500.0,6.50843460553003,29.97050983004447,True,200.0,1.0,0.07138374940163421,1.0
V30,1.3,400036,3550.0,5.443355386154673,25.42933707436371,True,300.0,-1.0,0.07642746433642815,-1.0
V30,1.3,400037,7700.0,5.242410955003502,16.4387549826823,True,6800.0,-1.0,0.6962427618935559,-1.0
V30,1.3,400038,2900.0,5.810144272387327,28.070845624178016,True,100.0,-1.0,0.0968105665838584,-1.0
V30,1.3,400039,3000.0,5.757453829428884,27.886447294886665,True,1800.0,1.0,0.21473757944255484,1.0
V30,1.3,400040,2250.0,6.087555901400459,30.23888617163923,True,150.0,1.0,0.0979025013852061,1.0
V30,1.3,400041,,,0.8085849328871451,False,,,,
V30,1.3,400042,5050.0,6.0229136857018455,23.220282076143825,True,3250.0,1.0,0.5825480759088345,1.0
V30,1.3,400043,3400.0,6.4380473821131075,26.851155217940626,True,0.0,-1.0,0.23567520677264947,-1.0
V30,1.3,400044,6050.0,6.472016915324062,21.37056298459326,True,4500.0,1.0,0.6342588262558566,1.0
V30,1.3,400045,2250.0,6.27780267293305,29.99933291188313,True,0.0,-1.0,0.20962356992660852,-1.0
V30,1.3,400046,2850.0,5.457593156188323,28.422633692444606,True,1550.0,-1.0,0.47805149748939857,-1.0
V30,1.3,400047,2600.0,4.954340102263779,27.275632639798893,True,0.0,-1.0,0.1284775824564437,-1.0
V30,1.3,400048,4550.0,5.707528095916591,23.514890169713144,True,0.0,-1.0,0.9594904090495204,1.0
V30,1.3,400049,2200.0,5.162679655561687,28.61459489802771,True,50.0,1.0,0.0626641855431503,1.0
V30,1.3,400050,2700.0,5.895916916358321,29.15973516748275,True,400.0,1.0,0.05289534959047239,1.0
V30,1.3,400051,,,0.767219270239226,False,,,,
V30,1.3,400052,3900.0,5.0865150613066215,24.987123044100603,True,2350.0,1.0,0.17277085104376838,1.0
V30,1.3,400053,2700.0,6.307584842064877,28.620192518953353,True,0.0,1.0,0.23466252650914846,1.0
V30,1.3,400054,2350.0,6.426169537723743,31.758400845419217,True,0.0,1.0,0.9745103026892129,1.0
V30,1.3,400055,1750.0,4.5109205642870585,29.506711133958238,True,0.0,1.0,0.13372934688182314,1.0
V30,1.3,400056,3300.0,5.618862537100363,26.492089452481306,True,0.0,1.0,0.12205552132142557,1.0
V30,1.3,400057,3100.0,5.734986212355627,27.31107612513005,True,350.0,-1.0,0.6314148581496236,-1.0
V30,1.3,400058,3750.0,6.044113915607475,25.373418121121645,True,0.0,-1.0,0.062208047905078445,-1.0
V30,1.3,400059,2250.0,4.891244230818688,28.194331290832732,True,0.0,-1.0,0.19118405243648323,-1.0
V30,1.5,400000,1000.0,3.366084279392595,25.65169896353143,True,0.0,1.0,0.4159330050110391,-1.0
V30,1.5,400001,2550.0,3.428959818042159,21.290943652232603,True,0.0,-1.0,0.6891875173256087,-1.0
V30,1.5,400002,2400.0,3.0257230342754298,22.45059123551961,True,100.0,1.0,0.40369680972267435,1.0
V30,1.5,400003,4200.0,3.90258653836048,19.610330831764415,True,2550.0,1.0,0.5184629853058603,1.0
V30,1.5,400004,,,0.3680610046285518,False,,,,
V30,1.5,400005,1700.0,3.232448869707521,23.77733486678576,True,0.0,1.0,0.1407360939037055,1.0
V30,1.5,400006,3300.0,3.234023166040228,21.50017551904723,True,0.0,-1.0,0.6476340199870055,-1.0
V30,1.5,400007,1050.0,3.072516621191337,24.85624726554268,True,100.0,1.0,0.055522021646716144,1.0
V30,1.5,400008,6950.0,3.0055351817349867,14.532232142197453,True,6550.0,1.0,0.18175574499172442,1.0
V30,1.5,400009,8650.0,3.119443349239085,11.341770999100545,True,8350.0,1.0,0.9345922828813512,1.0
V30,1.5,400010,4750.0,2.948912479415494,18.95300107322917,True,4150.0,1.0,0.620529308480049,1.0
V30,1.5,400011,4350.0,3.3467758992358996,19.468678826289743,True,3500.0,1.0,0.6312807914405317,1.0
V30,1.5,400012,1750.0,3.206979507664715,23.00925843556448,True,0.0,-1.0,0.48750638040064614,1.0
V30,1.5,400013,3200.0,3.2474478714666817,21.43576252911553,True,100.0,-1.0,0.4653023747872966,-1.0
V30,1.5,400014,1100.0,3.192878901648492,24.837005830587266,True,100.0,1.0,0.2093766779589824,1.0
V30,1.5,400015,3250.0,3.1229972038608103,21.911849738997173,True,2150.0,-1.0,0.3620326146472116,-1.0
V30,1.5,400016,1300.0,3.5003396210297253,25.782519589655116,True,0.0,1.0,0.20317577378633722,-1.0
V30,1.5,400017,1450.0,2.8454937593554757,23.214967806105285,True,0.0,1.0,0.9237706567616518,1.0
V30,1.5,400018,1600.0,2.8277292999929893,25.36332804505179,True,750.0,1.0,0.08290674129148613,1.0
V30,1.5,400019,1950.0,3.798707134966179,23.864269802122813,True,0.0,-1.0,0.3261486197654601,1.0
V30,1.5,400020,1100.0,3.378234876973859,25.691200764482847,True,0.0,1.0,0.08588076393396657,-1.0
V30,1.5,400021,900.0,3.06485745960265,27.192961302773487,True,200.0,-1.0,0.11329787228077035,-1.0
V30,1.5,400022,1500.0,3.2985231737648086,26.344273612761686,True,900.0,-1.0,0.26463928260770164,-1.0
V30,1.5,400023,1500.0,3.3775852935719857,25.28169580557826,True,250.0,-1.0,0.06860771069677016,-1.0
V30,1.5,400024,2650.0,3.6709989211641494,24.424853262965904,True,1500.0,1.0,0.5732579311259933,1.0
V30,1.5,400025,1900.0,2.9845889361641,22.261155887082843,True,100.0,1.0,0.23509541669268594,1.0
V30,1.5,400026,1600.0,3.308055143719326,23.8656479827438,True,0.0,1.0,0.7469446565757283,1.0
V30,1.5,400027,1700.0,2.8437572843490506,24.294111018359438,True,550.0,1.0,0.054456719762177,1.0
V30,1.5,400028,1150.0,3.221932752335368,25.23899390628766,True,0.0,-1.0,0.5222400335598975,-1.0
V30,1.5,400029,5200.0,3.2029439472050543,18.14345019660091,True,4800.0,-1.0,0.746356568533919,-1.0
V30,1.5,400030,1400.0,3.347317957472136,24.730011894815195,True,0.0,1.0,0.058659549718678525,-1.0
V30,1.5,400031,7750.0,3.1449002834336945,13.210038467476977,True,7450.0,1.0,0.9223812786837488,1.0
V30,1.5,400032,4150.0,3.088491693249579,19.798793769263582,True,3750.0,1.0,0.4518745070406789,1.0
V30,1.5,400033,2950.0,3.063157698448376,20.54470761005707,True,0.0,-1.0,0.9816681052918564,-1.0
V30,1.5,400034,1200.0,2.8601564763824405,24.48454687891808,True,0.0,1.0,0.8684139158345009,1.0
V30,1.5,400035,1200.0,3.374985232236178,25.74081804207852,True,250.0,1.0,0.05876115789737655,1.0
V30,1.5,400036,1900.0,2.932657115661978,22.41322673347703,True,300.0,-1.0,0.06747068647586794,-1.0
V30,1.5,400037,7550.0,2.879132139940702,13.615572337782273,True,7300.0,-1.0,0.7522248497624094,-1.0
V30,1.5,400038,1400.0,3.0533260850709314,24.34956228663937,True,100.0,-1.0,0.09615051339507037,-1.0
V30,1.5,400039,1600.0,3.1186397904513368,24.54435791832131,True,1150.0,1.0,0.21463033107631563,1.0
V30,1.5,400040,1050.0,3.215579459866807,26.135919186906307,True,150.0,1.0,0.07494792121761908,1.0
V30,1.5,400041,,,0.7573542202918367,False,,,,
V30,1.5,400042,4000.0,3.211177399922939,20.18019404136473,True,3350.0,1.0,0.546052138926861,1.0
V30,1.5,400043,1650.0,3.3823093383069724,23.175311551407454,True,0.0,-1.0,0.2356752066917006,-1.0
V30,1.5,400044,5050.0,3.3936013831831566,18.488277487903876,True,4600.0,1.0,0.35213071694506415,1.0
V30,1.5,400045,1000.0,3.314123367311755,25.73856710553005,True,0.0,-1.0,0.20962356876959315,-1.0
V30,1.5,400046,2300.0,2.9429637801895048,23.779914619253322,True,1900.0,-1.0,0.44288319674302656,-1.0
V30,1.5,400047,1200.0,2.651183457811881,23.76957484969854,True,0.0,-1.0,0.12847758249263078,-1.0
V30,1.5,400048,2900.0,2.9734903395522747,20.83600883399814,True,0.0,-1.0,0.9594904090357894,1.0
V30,1.5,400049,1000.0,2.7494723562158905,24.419449562775405,True,50.0,1.0,0.059963975943071283,1.0
V30,1.5,400050,1550.0,3.1364286824658807,25.168243247167815,True,450.0,1.0,0.06702261591005323,1.0
V30,1.5,400051,,,0.728117824570947,False,,,,
V30,1.5,400052,3000.0,2.7048826605906804,21.64664073929687,True,2400.0,1.0,0.16192158002280208,1.0
V30,1.5,400053,1300.0,3.406478562803368,24.778694343286194,True,0.0,1.0,0.23466252572617785,1.0
V30,1.5,400054,1150.0,3.388063061024735,27.39799382981609,True,0.0,1.0,0.9745103026755836,1.0
V30,1.5,400055,800.0,2.4693680407551937,25.34989981059585,True,0.0,1.0,0.13372934694949706,1.0
V30,1.5,400056,1950.0,2.9559461071959503,22.927174182093633,True,0.0,1.0,0.12205552129286804,1.0
V30,1.5,400057,1900.0,2.9940736133302592,23.61897106130489,True,650.0,-1.0,0.5937047403664757,-1.0
V30,1.5,400058,1900.0,3.2371765484557122,22.311342294485673,True,0.0,-1.0,0.06220804778836733,-1.0
V30,1.5,400059,1000.0,2.577198122213819,24.400734424717207,True,0.0,-1.0,0.19118405247164313,-1.0
V40,1.3,400000,1900.0,5.54400024483225,29.918375600601998,True,0.0,1.0,0.4159330072112992,-1.0
V40,1.3,400001,4150.0,5.593892458703864,23.899170945552203,True,0.0,-1.0,0.6891875173430266,-1.0
V40,1.3,400002,3350.0,5.0007116545016475,25.69934744652032,True,100.0,1.0,0.4040061612326605,1.0
V40,1.3,400003,5000.0,6.072884748333416,22.875275224703714,True,100.0,1.0,0.5394506726391004,1.0
V40,1.3,400004,,,0.446392451989798,False,,,,
V40,1.3,400005,2900.0,5.396484007980364,27.162571222999667,True,0.0,1.0,0.14073609394432446,1.0
V40,1.3,400006,3900.0,5.191874592225047,25.137354101584393,True,0.0,-1.0,0.6476340200047397,-1.0
V40,1.3,400007,1900.0,4.930141625071634,29.16233708792665,True,100.0,1.0,0.07238612670921708,1.0
V40,1.3,400008,7700.0,4.872555943567267,15.905534715185349,True,6750.0,1.0,0.11884916918117393,1.0
V40,1.3,400009,9050.0,5.1738579474507524,12.939054827473123,True,8150.0,1.0,0.8426282915904771,1.0
V40,1.3,400010,5250.0,4.8219548094092515,21.873925618620323,True,4000.0,1.0,0.6439321285078405,1.0
V40,1.3,400011,4950.0,5.3384173937421595,22.680549977225773,True,3150.0,1.0,0.6791146562439312,1.0
V40,1.3,400012,3050.0,5.346734813473715,26.48165576102993,True,0.0,-1.0,0.4875063804416072,1.0
V40,1.3,400013,4150.0,5.369356279883635,24.48766762910642,True,100.0,-1.0,0.4756364402064002,-1.0
V40,1.3,400014,2000.0,5.170581109303542,29.169533896198917,True,100.0,1.0,0.21350193260343495,1.0
V40,1.3,400015,4050.0,5.040692482585963,24.961060647934858,True,2200.0,-1.0,0.36274887659946803,-1.0
V40,1.3,400016,2300.0,5.6437143490351005,29.808946168132316,True,0.0,1.0,0.20317577380759522,-1.0
V40,1.3,400017,2700.0,4.7157373939402625,26.659657312915325,True,0.0,1.0,0.9237706567772064,1.0
V40,1.3,400018,2350.0,4.689590862730862,29.359042428411307,True,950.0,1.0,0.06444311623028964,1.0
V40,1.3,400019,3350.0,6.131512871007018,27.24395815576852,True,0.0,-1.0,0.326148619778087,1.0
V40,1.3,400020,2000.0,5.518598733898996,29.845464468587604,True,0.0,1.0,0.08588076397319595,-1.0
V40,1.3,400021,1300.0,4.998581857092158,34.47298344255756,True,150.0,-1.0,0.10325049577379324,-1.0
V40,1.3,400022,3250.0,5.525531923937671,27.8429307392527,True,2150.0,-1.0,0.30704335624538703,-1.0
V40,1.3,400023,2550.0,5.474928027593625,28.946287340376905,True,250.0,-1.0,0.07803775606308103,-1.0
V40,1.3,400024,2950.0,5.859764257518666,29.494765256120644,True,300.0,1.0,0.47550438781566234,1.0
V40,1.3,400025,3350.0,4.926364918438635,25.11701339932001,True,100.0,1.0,0.24169355183390642,1.0
V40,1.3,400026,2850.0,5.425241977531714,27.37684144274862,True,0.0,1.0,0.7469446566026214,1.0
V40,1.3,400027,2700.0,4.69601519046215,27.78024449999309,True,550.0,1.0,0.057222897602318086,1.0
V40,1.3,400028,2200.0,5.291849613158556,29.01364011695908,True,0.0,-1.0,0.5222400336191562,-1.0
V40,1.3,400029,5850.0,5.358576272885127,20.859607911146046,True,4800.0,-1.0,0.6728166866102134,-1.0
V40,1.3,400030,2500.0,5.423373113524429,28.184320667971907,True,0.0,1.0,0.05865955054311806,-1.0
V40,1.3,400031,6850.0,5.133815876839623,18.305815663909105,True,6000.0,1.0,0.9509621085710761,1.0
V40,1.3,400032,4700.0,4.895163884820772,22.91540147226371,True,3700.0,1.0,0.2507254024910985,1.0
V40,1.3,400033,4150.0,4.966335205353517,23.3198424727915,True,0.0,-1.0,0.981668105309309,-1.0
V40,1.3,400034,2250.0,4.740591435706858,28.283141238473338,True,0.0,1.0,0.8684139158527757,1.0
V40,1.3,400035,2150.0,5.636200161631089,29.848655516164403,True,200.0,1.0,0.07430208399974542,1.0
V40,1.3,400036,3250.0,4.88061711065683,25.358729228515365,True,300.0,-1.0,0.07640178763284586,-1.0
V40,1.3,400037,7800.0,4.8223894112175385,15.813181911636088,True,7000.0,-1.0,0.5808346392956345,-1.0
V40,1.3,400038,2550.0,5.050446913451971,27.95962584560684,True,100.0,-1.0,0.09660004928142268,-1.0
V40,1.3,400039,2750.0,5.052753751663381,27.793633895526543,True,1800.0,1.0,0.5680030578364562,1.0
V40,1.3,400040,1900.0,5.207340081161375,30.100694816915414,True,150.0,1.0,0.09550992052657105,1.0
V40,1.3,400041,,,0.5055925101275232,False,,,,
V40,1.3,400042,4750.0,5.275205019995986,23.15168734665074,True,3250.0,1.0,0.5721944440526912,1.0
V40,1.3,400043,2950.0,5.488472087767561,26.76148540702765,True,0.0,-1.0,0.23567520677648196,-1.0
V40,1.3,400044,5700.0,5.56622075937871,21.368483400530405,True,4500.0,1.0,0.5332838954126748,1.0
V40,1.3,400045,1900.0,5.416980903722285,29.884709253688357,True,0.0,-1.0,0.20962356988314843,-1.0
V40,1.3,400046,2450.0,4.749285722401601,28.61568932817854,True,1300.0,-1.0,0.49723240211614506,-1.0
V40,1.3,400047,2350.0,4.457693628167866,27.172303635139425,True,0.0,-1.0,0.1284775824553368,-1.0
V40,1.3,400048,4200.0,5.006649251783067,23.46139533168145,True,0.0,-1.0,0.9594904090494976,1.0
V40,1.3,400049,1950.0,4.609612664657851,28.492028007306537,True,50.0,1.0,0.062048043544513015,1.0
V40,1.3,400050,2450.0,5.259287389155867,29.050741206163323,True,400.0,1.0,0.05916842618161852,1.0
V40,1.3,400051,,,0.7362016983966154,False,,,,
V40,1.3,400052,4100.0,4.637300847545188,24.117429885318305,True,2900.0,1.0,0.16239765883842516,1.0
V40,1.3,400053,2350.0,5.514801961669814,28.509493954990834,True,0.0,1.0,0.23466252647722696,1.0
V40,1.3,400054,2050.0,5.586835125901882,31.678884650714064,True,0.0,1.0,0.9745103026883216,1.0
V40,1.3,400055,1550.0,4.038625366026886,29.37430585676949,True,0.0,1.0,0.13372934687462013,1.0
V40,1.3,400056,3000.0,4.9161473772835675,26.37185036826341,True,0.0,1.0,0.12205552132063938,1.0
V40,1.3,400057,2800.0,5.035131427218628,27.213778565674144,True,300.0,-1.0,0.6368106510732526,-1.0
V40,1.3,400058,3350.0,5.285667051728202,25.303191395534316,True,0.0,-1.0,0.06220804790702873,-1.0
V40,1.3,400059,1950.0,4.2489986862820865,28.07747368165234,True,0.0,-1.0,0.1911840524308359,-1.0
V40,1.5,400000,800.0,2.877459084739078,25.375621674834946,True,0.0,1.0,0.41593300501852,-1.0
V40,1.5,400001,2250.0,2.965643421556413,21.142507265128938,True,0.0,-1.0,0.6891875173256283,-1.0
V40,1.5,400002,2300.0,2.6451430274201946,22.18673403376093,True,100.0,1.0,0.40352684098881736,1.0
V40,1.5,400003,3800.0,3.2421585191867885,19.729639529867665,True,2000.0,1.0,0.5399614191090453,1.0
V40,1.5,400004,,,0.45071942150067407,False,,,,
V40,1.5,400005,1550.0,2.8991449858165597,23.576977049999236,True,0.0,1.0,0.14073609390354885,1.0
V40,1.5,400006,3100.0,2.7297223865551543,21.387328073100463,True,0.0,-1.0,0.6476340199873399,-1.0
V40,1.5,400007,900.0,2.706478599387956,24.5650525037209,True,100.0,1.0,0.065423061054828,1.0
V40,1.5,400008,7300.0,2.656078365874818,13.657685511430273,True,7000.0,1.0,0.16426187655936197,1.0
V40,1.5,400009,8500.0,2.899779953893151,11.476356173071595,True,8250.0,1.0,0.9902586686344497,1.0
V40,1.5,400010,4800.0,2.605364440201898,18.53868199201652,True,4300.0,1.0,0.612377356718266,1.0
V40,1.5,400011,4150.0,2.8517428952132766,19.417605943862885,True,3400.0,1.0,0.639329763004663,1.0
V40,1.5,400012,1550.0,2.8212734828428436,22.793298989565088,True,0.0,-1.0,0.48750638040070765,1.0
V40,1.5,400013,3100.0,2.8893631047544894,21.218348870237428,True,100.0,-1.0,0.46509087463882987,-1.0
V40,1.5,400014,900.0,2.7007692580690277,24.604345770655165,True,100.0,1.0,0.21062630466589732,1.0
V40,1.5,400015,3350.0,2.762237934316889,21.405719244143192,True,2500.0,-1.0,0.3465151101629396,-1.0
V40,1.5,400016,1100.0,3.0423575887654426,25.508112156839907,True,0.0,1.0,0.20317577378612764,-1.0
V40,1.5,400017,1250.0,2.4845361108707027,23.01670987322105,True,0.0,1.0,0.9237706567613864,1.0
V40,1.5,400018,1600.0,2.5873091037230087,25.05478058566559,True,850.0,1.0,0.07863741973570658,1.0
V40,1.5,400019,1650.0,3.221547664740507,23.69211400550249,True,0.0,-1.0,0.32614861976541243,1.0
V40,1.5,400020,950.0,2.9728030344650085,25.4361690052852,True,0.0,1.0,0.08588076393872933,-1.0
V40,1.5,400021,750.0,2.5878865852946062,26.904490530444225,True,200.0,-1.0,0.11096677993308221,-1.0
V40,1.5,400022,1550.0,2.825348618427318,25.838557359311512,True,1100.0,-1.0,0.2638934504155542,-1.0
V40,1.5,400023,1300.0,2.9119429645479706,25.038427043334927,True,250.0,-1.0,0.07114549513852418,-1.0
V40,1.5,400024,2350.0,3.1183173363652497,24.585536373997535,True,500.0,1.0,0.4933677947904972,1.0
V40,1.5,400025,1700.0,2.6720536793911007,22.07795443765818,True,100.0,1.0,0.23521297253949563,1.0
V40,1.5,400026,1350.0,2.842241084399366,23.61881032902922,True,0.0,1.0,0.7469446565768126,1.0
V40,1.5,400027,1550.0,2.504943781410969,24.04401979557821,True,550.0,1.0,0.05569403379888501,1.0
V40,1.5,400028,1000.0,2.8703718132308382,25.01971417937886,True,0.0,-1.0,0.5222400335554312,-1.0
V40,1.5,400029,5200.0,2.8234495688002004,17.841663498374896,True,4900.0,-1.0,0.6073615926330238,-1.0
V40,1.5,400030,1200.0,2.8977312618899393,24.50869542374801,True,0.0,1.0,0.05865954982163346,-1.0
V40,1.5,400031,7100.0,2.9048392816874453,14.288483785872891,True,6850.0,1.0,0.8825013017549729,1.0
V40,1.5,400032,4250.0,2.630434730003187,19.26315990279332,True,3950.0,1.0,0.6184267616295736,1.0
V40,1.5,400033,2800.0,2.680990301821183,20.344957271181105,True,0.0,-1.0,0.9816681052916377,-1.0
V40,1.5,400034,1050.0,2.5630307331443536,24.26876368742395,True,0.0,1.0,0.8684139158342237,1.0
V40,1.5,400035,1050.0,2.9888792137381843,25.463356729995482,True,250.0,1.0,0.06586528194770416,1.0
V40,1.5,400036,1700.0,2.584057261590863,22.22424335728627,True,300.0,-1.0,0.06756297584453766,-1.0
V40,1.5,400037,7750.0,2.734412373247298,13.068384570573642,True,7500.0,-1.0,0.5714436343564249,-1.0
V40,1.5,400038,1200.0,2.647095966905726,24.120330752585637,True,100.0,-1.0,0.09594628306944836,-1.0
V40,1.5,400039,1500.0,2.8052198173630156,24.351152752378606,True,1150.0,1.0,0.550829103376945,1.0
V40,1.5,400040,900.0,2.8270432079043353,25.82180869280182,True,150.0,1.0,0.0727179775411231,1.0
V40,1.5,400041,,,0.47888388639665075,False,,,,
V40,1.5,400042,3850.0,2.745980438213391,20.039055127448385,True,3350.0,1.0,0.5320173449437892,1.0
V40,1.5,400043,1400.0,2.9068548151687423,22.98397412419908,True,0.0,-1.0,0.23567520669450562,-1.0
V40,1.5,400044,4900.0,2.9327943359746214,18.42837739978465,True,4550.0,1.0,0.4728298606161889,1.0
V40,1.5,400045,850.0,2.944217561260549,25.485608918174655,True,0.0,-1.0,0.20962356874275775,-1.0
V40,1.5,400046,2000.0,2.653643453262764,23.922935479957708,True,1600.0,-1.0,0.47538365479584527,-1.0
V40,1.5,400047,1050.0,2.365102348398577,23.560814650979843,True,0.0,-1.0,0.12847758249139682,-1.0
V40,1.5,400048,2750.0,2.6837663367165177,20.69141652554921,True,0.0,-1.0,0.9594904090357651,1.0
V40,1.5,400049,900.0,2.531944300874216,24.192342575195234,True,50.0,1.0,0.059489335263471714,1.0
V40,1.5,400050,1450.0,2.8454927966257766,24.91819516416978,True,450.0,1.0,0.07729785222100492,1.0
V40,1.5,400051,,,0.7010266675119939,False,,,,
V40,1.5,400052,3400.0,2.581763893359658,20.752147335367066,True,2950.0,1.0,0.14867016906971314,1.0
V40,1.5,400053,1100.0,2.980465878102973,24.549659165714115,True,0.0,1.0,0.23466252570613783,1.0
V40,1.5,400054,1000.0,2.956978052055488,27.082726687260735,True,0.0,1.0,0.9745103026747414,1.0
V40,1.5,400055,700.0,2.2279566326383335,25.072712711489384,True,0.0,1.0,0.13372934694199345,1.0
V40,1.5,400056,1850.0,2.6362827181150794,22.72225911625182,True,0.0,1.0,0.12205552129215588,1.0
V40,1.5,400057,1800.0,2.7127925934415456,23.41050332695074,True,650.0,-1.0,0.593927513831187,-1.0
V40,1.5,400058,1650.0,2.8327024844667994,22.122790121101467,True,0.0,-1.0,0.06220804778947214,-1.0
V40,1.5,400059,900.0,2.3700481117257417,24.161383869414514,True,0.0,-1.0,0.1911840524647141,-1.0
V50,1.3,400000,1600.0,4.657070697195573,29.64509952307152,True,0.0,1.0,0.415933007670948,-1.0
V50,1.3,400001,4050.0,5.324046515001817,23.677398064744583,True,0.0,-1.0,0.6891875173425116,-1.0
V50,1.3,400002,3300.0,5.2904626764944265,25.898798313222958,True,100.0,1.0,0.4031296424154251,1.0
V50,1.3,400003,6300.0,5.9113102037230325,19.857479332297565,True,4600.0,1.0,0.4003638614041278,1.0
V50,1.3,400004,5200.0,4.096479682914415,21.501275388349384,True,4400.0,1.0,0.3447575242301538,1.0
V50,1.3,400005,2950.0,5.414396195226618,26.788320301228996,True,0.0,1.0,0.14073609394098968,1.0
V50,1.3,400006,3850.0,4.64588998950579,24.710377936861356,True,0.0,-1.0,0.6476340200125493,-1.0
V50,1.3,400007,1850.0,4.682719004735541,28.861119243017363,True,100.0,1.0,0.06739705533668479,1.0
V50,1.3,400008,5950.0,4.639315532998338,19.739647274289926,True,4700.0,1.0,0.2792561919238221,1.0
V50,1.3,400009,8950.0,4.5729461873226285,12.697579093646885,True,8150.0,1.0,0.4057758191829492,1.0
V50,1.3,400010,4750.0,4.834632606250686,22.92482201395091,True,0.0,1.0,0.8094268943502353,1.0
V50,1.3,400011,5050.0,4.951149321242878,22.03680641698572,True,3400.0,1.0,0.7095176242768505,1.0
V50,1.3,400012,2700.0,4.531970412305881,26.273719840515792,True,0.0,-1.0,0.4875063804431508,1.0
V50,1.3,400013,4050.0,5.214276568546796,24.330488941885214,True,100.0,-1.0,0.4726449234663637,-1.0
V50,1.3,400014,1900.0,4.821865475079149,28.82185069903544,True,100.0,1.0,0.22395097847377649,1.0
V50,1.3,400015,3750.0,4.897007551850045,25.151343138409672,True,1000.0,-1.0,0.41236745335106045,-1.0
V50,1.3,400016,2200.0,5.046483852909498,28.988781300035598,True,0.0,1.0,0.2031757738336191,-1.0
V50,1.3,400017,2400.0,4.313005125142103,27.02968764670777,True,0.0,1.0,0.9237706567934336,1.0
V50,1.3,400018,2100.0,4.466525804661811,29.07112951120195,True,550.0,1.0,0.09286884488455026,1.0
V50,1.3,400019,3100.0,5.546461355879653,26.7541369281534,True,100.0,1.0,0.1598347831215459,1.0
V50,1.3,400020,1850.0,4.940221137620364,29.33517353755138,True,0.0,1.0,0.0858807640948661,-1.0
V50,1.3,400021,1550.0,4.417869684789552,30.536517613737836,True,200.0,-1.0,0.1326187347890278,-1.0
V50,1.3,400022,2650.0,5.002279657736081,28.510858062664216,True,1650.0,-1.0,0.2929261400845385,-1.0
V50,1.3,400023,2900.0,6.13049536275927,28.33463082102762,True,300.0,-1.0,0.07478232108985115,-1.0
V50,1.3,400024,4300.0,5.600959643407769,25.124867155483216,True,3100.0,1.0,0.6158898786789354,1.0
V50,1.3,400025,3150.0,4.471891453915006,24.923197923894094,True,150.0,1.0,0.25588626668527137,1.0
V50,1.3,400026,2850.0,5.170513371730955,26.87407834380147,True,0.0,1.0,0.7469446565911773,1.0
V50,1.3,400027,2600.0,4.170687852026878,27.089662752808128,True,600.0,1.0,0.056665239710558486,1.0
V50,1.3,400028,1900.0,4.670609152180155,28.743717887293183,True,0.0,-1.0,0.522240033843974,-1.0
V50,1.3,400029,5600.0,4.675851930368327,20.866541713672486,True,4700.0,-1.0,0.752480525274195,-1.0
V50,1.3,400030,2250.0,4.793258716625847,27.88294081242411,True,0.0,1.0,0.05865955407610351,-1.0
V50,1.3,400031,8400.0,4.792733259228872,14.25077422551265,True,7550.0,1.0,0.41153401033003956,1.0
V50,1.3,400032,3500.0,4.551131656886253,25.21035030061084,True,2150.0,1.0,0.9351333211150903,1.0
V50,1.3,400033,3700.0,4.346961891248266,23.48309068578952,True,0.0,-1.0,0.9816681053083632,-1.0
