window,a,seed,cross_step,cross_w2,final_w2,early_defined,early_step,early_branch,early_w2,branch_cross
V20,1.3,400048,4900.0,6.3350325258216715,23.436776669285425,True,0.0,-1.0,0.9594904090482815,1.0
V20,1.3,400049,2450.0,5.737433782296373,28.73062357931307,True,50.0,1.0,0.0626139074259096,1.0
V20,1.3,400050,2950.0,6.516014832062461,29.061721226052782,True,400.0,1.0,0.0817922547966429,1.0
V20,1.3,400051,,,0.7867190284576776,False,,,,
V20,1.3,400052,4150.0,5.589962617537265,24.921074928867625,True,2400.0,1.0,0.19826215864877722,1.0
V20,1.3,400053,3050.0,7.19418350412607,28.8163652146015,True,0.0,1.0,0.23466252567774368,1.0
V20,1.3,400054,2600.0,7.109505407414087,31.520699718878724,True,0.0,1.0,0.9745103027075676,1.0
V20,1.3,400055,1950.0,4.987116127968876,29.62168965398896,True,0.0,1.0,0.13372934690230648,1.0
V20,1.3,400056,3600.0,6.292256180003207,26.563266678198243,True,100.0,1.0,0.17504388606953916,1.0
V20,1.3,400057,3350.0,6.331673817477612,27.401773290329928,True,0.0,-1.0,0.8709938440679086,-1.0
V20,1.3,400058,4150.0,6.832827947844662,25.40925686902497,True,100.0,-1.0,0.282167367676276,-1.0
V20,1.3,400059,2450.0,5.378621939249694,28.37651108424692,True,0.0,-1.0,0.19118405252975537,-1.0
V20,1.5,400000,1150.0,3.7139056004459907,25.878321295424676,True,0.0,1.0,0.4159330050920314,-1.0
V20,1.5,400001,2850.0,3.917364075588614,21.433627879407627,True,0.0,-1.0,0.6891875173256831,-1.0
V20,1.5,400002,2450.0,3.208577154267689,22.655172659358364,True,100.0,1.0,0.4014739165408328,1.0
V20,1.5,400003,4500.0,4.473103907276491,19.6041276692811,True,50.0,1.0,0.5884628745284973,1.0
V20,1.5,400004,,,0.46170483352382424,False,,,,
V20,1.5,400005,1900.0,3.6474035175286317,23.96626046211496,True,0.0,1.0,0.14073609390045597,1.0
V20,1.5,400006,3600.0,3.5813052876795037,21.297680660707236,True,0.0,-1.0,0.6476340199952799,-1.0
V20,1.5,400007,1200.0,3.440163518235211,25.127740945909647,True,100.0,1.0,0.05795823367046707,1.0
V20,1.5,400008,6800.0,3.21782606975887,15.014133011553733,True,6300.0,1.0,0.22698718229381537,1.0
V20,1.5,400009,8800.0,3.46620640460342,11.206227137572933,True,8400.0,1.0,0.7613910384972565,1.0
V20,1.5,400010,4950.0,3.4016877021056016,18.92196679495274,True,4100.0,1.0,0.678464375327888,1.0
V20,1.5,400011,4600.0,3.672159055933813,19.330214143837765,True,3550.0,1.0,0.6784367725837441,1.0
V20,1.5,400012,1950.0,3.5944289109746093,23.203297072645114,True,0.0,-1.0,0.487506380401599,1.0
V20,1.5,400013,3350.0,3.568352942685813,21.53243501987161,True,100.0,-1.0,0.46277838874429084,-1.0
