seed,estimator,id
0,twonn,13.826976306017263
0,mle_k10,8.033070470884505
0,mle_k20,8.116977767596584
1,twonn,13.576463026563049
1,mle_k10,8.029618772699953
1,mle_k20,8.054557778327942
2,twonn,13.609878457766829
2,mle_k10,8.049854753230054
2,mle_k20,8.135501675076695
